timestamp,task_name,name,index,pcie_rx_bytes,dram_power,cpu_usage,temperature.memory,pcie.link.width.current,utilization.gpu [%],sm_occupancy,clocks.current.sm [MHz],dram_usage,nvlink_tx_bytes,power.draw [W],temperature.gpu,usage.memory [%],dram_active,nvlink_rx_bytes,sm_active,pcie.link.gen.current,clocks.current.memory [MHz],tensor_active,clocks.current.graphics [MHz],utilization.memory [%],pcie_tx_bytes,cpu_power
2025-05-07 14:32:07.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,9.23 W,5.0 %,63.00 °C,16,100.00 %,12.40 %,1170 MHz,5.5 %,0.00 GB/s,298.48 W,64.00 °C,94.56 %,17.20 %,0.00 GB/s,100.00 %,4,1512 MHz,91.00 %,1170 MHz,26.00 %,0.08 GB/s,107.11 W
2025-05-07 14:32:07.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,9.29 W,3.4 %,63.00 °C,16,100.00 %,12.40 %,1170 MHz,5.5 %,0.00 GB/s,305.38 W,63.00 °C,94.56 %,22.60 %,0.00 GB/s,100.00 %,4,1512 MHz,90.60 %,1170 MHz,26.00 %,0.08 GB/s,113.99 W
2025-05-07 14:32:07.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,9.23 W,4.0 %,63.00 °C,16,100.00 %,12.50 %,1065 MHz,5.5 %,0.00 GB/s,301.00 W,63.00 °C,94.56 %,14.90 %,0.00 GB/s,100.00 %,4,1512 MHz,69.80 %,1065 MHz,27.00 %,0.08 GB/s,121.95 W
2025-05-07 14:32:07.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,9.40 W,2.5 %,63.00 °C,16,100.00 %,12.40 %,1170 MHz,5.5 %,0.00 GB/s,242.48 W,63.00 °C,94.56 %,16.20 %,0.00 GB/s,100.00 %,4,1512 MHz,90.90 %,1170 MHz,27.00 %,0.08 GB/s,109.47 W
2025-05-07 14:32:07.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.23 W,3.4 %,63.00 °C,16,100.00 %,92.40 %,1170 MHz,5.5 %,0.00 GB/s,309.58 W,64.00 °C,94.56 %,53.80 %,0.00 GB/s,100.00 %,4,1512 MHz,0.00 %,1170 MHz,31.00 %,0.08 GB/s,101.69 W
2025-05-07 14:32:07.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.16 W,8.5 %,63.00 °C,16,100.00 %,12.50 %,1065 MHz,5.5 %,0.00 GB/s,320.74 W,64.00 °C,94.56 %,15.50 %,0.00 GB/s,100.00 %,4,1512 MHz,70.10 %,1065 MHz,31.00 %,0.09 GB/s,139.38 W
2025-05-07 14:32:07.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,9.11 W,3.4 %,63.00 °C,16,100.00 %,12.50 %,1095 MHz,5.5 %,0.00 GB/s,274.60 W,64.00 °C,94.56 %,15.70 %,0.00 GB/s,100.00 %,4,1512 MHz,70.10 %,1095 MHz,34.00 %,0.09 GB/s,145.45 W
2025-05-07 14:32:08.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,9.19 W,3.7 %,63.00 °C,16,100.00 %,12.40 %,1170 MHz,5.5 %,0.00 GB/s,303.16 W,64.00 °C,94.56 %,20.50 %,0.00 GB/s,100.00 %,4,1512 MHz,90.40 %,1170 MHz,34.00 %,0.08 GB/s,149.26 W
2025-05-07 14:32:08.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,9.18 W,3.9 %,63.00 °C,16,100.00 %,93.30 %,1065 MHz,5.5 %,0.00 GB/s,305.00 W,63.00 °C,94.56 %,51.10 %,0.00 GB/s,100.00 %,4,1512 MHz,2.60 %,1065 MHz,24.00 %,0.08 GB/s,145.32 W
2025-05-07 14:32:08.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,9.05 W,5.3 %,63.00 °C,16,100.00 %,12.50 %,1095 MHz,5.5 %,0.00 GB/s,284.94 W,63.00 °C,94.56 %,13.30 %,0.00 GB/s,100.00 %,4,1512 MHz,70.00 %,1095 MHz,24.00 %,0.09 GB/s,147.00 W
2025-05-07 14:32:08.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,9.30 W,3.7 %,65.00 °C,16,100.00 %,12.40 %,1170 MHz,5.5 %,0.00 GB/s,224.94 W,63.00 °C,94.56 %,17.50 %,0.00 GB/s,100.00 %,4,1512 MHz,91.30 %,1170 MHz,29.00 %,0.08 GB/s,127.85 W
2025-05-07 14:32:08.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.17 W,3.7 %,63.00 °C,16,100.00 %,92.40 %,1200 MHz,5.5 %,0.00 GB/s,304.32 W,64.00 °C,94.56 %,54.30 %,0.00 GB/s,100.00 %,4,1512 MHz,0.00 %,1200 MHz,29.00 %,0.08 GB/s,137.84 W
2025-05-07 14:32:08.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,9.04 W,4.0 %,63.00 °C,16,100.00 %,12.50 %,1065 MHz,5.5 %,0.00 GB/s,288.64 W,64.00 °C,94.56 %,14.50 %,0.00 GB/s,100.00 %,4,1512 MHz,70.00 %,1065 MHz,29.00 %,0.09 GB/s,134.71 W
2025-05-07 14:32:08.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,9.21 W,2.8 %,63.00 °C,16,100.00 %,12.50 %,1170 MHz,5.5 %,0.00 GB/s,308.12 W,62.00 °C,94.56 %,16.30 %,0.00 GB/s,100.00 %,4,1512 MHz,70.00 %,1170 MHz,27.00 %,0.09 GB/s,129.61 W
2025-05-07 14:32:08.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,9.38 W,3.4 %,65.00 °C,16,100.00 %,91.70 %,1170 MHz,5.5 %,0.00 GB/s,292.16 W,64.00 °C,94.56 %,90.80 %,0.00 GB/s,100.00 %,4,1512 MHz,0.00 %,1170 MHz,27.00 %,0.05 GB/s,118.13 W
2025-05-07 14:32:08.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.27 W,3.7 %,63.00 °C,16,100.00 %,93.30 %,1080 MHz,5.5 %,0.00 GB/s,292.16 W,64.00 °C,94.56 %,53.00 %,0.00 GB/s,100.00 %,4,1512 MHz,2.60 %,1080 MHz,26.00 %,0.08 GB/s,120.33 W
2025-05-07 14:32:08.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,9.18 W,4.3 %,65.00 °C,16,100.00 %,12.50 %,1080 MHz,5.5 %,0.00 GB/s,288.44 W,64.00 °C,94.56 %,18.30 %,0.00 GB/s,100.00 %,4,1512 MHz,69.90 %,1080 MHz,26.00 %,0.08 GB/s,106.01 W
2025-05-07 14:32:09.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,9.26 W,3.7 %,65.00 °C,16,100.00 %,12.40 %,1170 MHz,5.5 %,0.00 GB/s,251.32 W,64.00 °C,94.56 %,16.30 %,0.00 GB/s,100.00 %,4,1512 MHz,91.40 %,1170 MHz,32.00 %,0.08 GB/s,103.30 W
2025-05-07 14:32:09.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,9.43 W,3.7 %,63.00 °C,16,100.00 %,12.40 %,1170 MHz,5.5 %,0.00 GB/s,304.14 W,64.00 °C,94.56 %,22.20 %,0.00 GB/s,100.00 %,4,1512 MHz,90.60 %,1170 MHz,32.00 %,0.08 GB/s,105.77 W
2025-05-07 14:32:09.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,9.28 W,3.7 %,65.00 °C,16,100.00 %,12.50 %,1065 MHz,5.5 %,0.00 GB/s,320.54 W,63.00 °C,94.56 %,13.10 %,0.00 GB/s,100.00 %,4,1512 MHz,70.00 %,1065 MHz,25.00 %,0.09 GB/s,108.29 W
2025-05-07 14:32:09.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.20 W,2.8 %,65.00 °C,16,100.00 %,12.50 %,1125 MHz,5.5 %,0.00 GB/s,322.48 W,63.00 °C,94.56 %,14.80 %,0.00 GB/s,100.00 %,4,1512 MHz,69.90 %,1125 MHz,25.00 %,0.09 GB/s,104.61 W
2025-05-07 14:32:09.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,9.31 W,4.7 %,65.00 °C,16,100.00 %,91.40 %,1170 MHz,5.5 %,0.00 GB/s,300.63 W,64.00 °C,94.56 %,90.90 %,0.00 GB/s,100.00 %,4,1512 MHz,0.00 %,1170 MHz,31.00 %,0.05 GB/s,110.19 W
2025-05-07 14:32:09.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,9.14 W,4.0 %,65.00 °C,16,100.00 %,12.50 %,1050 MHz,5.5 %,0.00 GB/s,331.61 W,64.00 °C,94.56 %,15.40 %,0.00 GB/s,100.00 %,4,1512 MHz,70.20 %,1050 MHz,31.00 %,0.08 GB/s,107.11 W
2025-05-07 14:32:09.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.32 W,4.3 %,65.00 °C,16,100.00 %,12.50 %,1110 MHz,5.5 %,0.00 GB/s,265.99 W,63.00 °C,94.56 %,15.50 %,0.00 GB/s,100.00 %,4,1512 MHz,70.10 %,1110 MHz,31.00 %,0.09 GB/s,109.12 W
2025-05-07 14:32:09.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,9.26 W,3.7 %,65.00 °C,16,100.00 %,12.40 %,1155 MHz,5.5 %,0.00 GB/s,306.37 W,64.00 °C,94.56 %,21.50 %,0.00 GB/s,100.00 %,4,1512 MHz,90.50 %,1155 MHz,24.00 %,0.08 GB/s,107.35 W
2025-05-07 14:32:09.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,9.20 W,3.7 %,65.00 °C,16,100.00 %,12.40 %,1065 MHz,5.5 %,0.00 GB/s,306.37 W,64.00 °C,94.56 %,17.10 %,0.00 GB/s,100.00 %,4,1512 MHz,91.60 %,1065 MHz,24.00 %,0.08 GB/s,106.71 W
2025-05-07 14:32:09.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,9.42 W,3.4 %,65.00 °C,16,100.00 %,12.50 %,1065 MHz,5.5 %,0.00 GB/s,317.05 W,64.00 °C,94.56 %,15.70 %,0.00 GB/s,100.00 %,4,1512 MHz,70.00 %,1065 MHz,28.00 %,0.09 GB/s,110.19 W
2025-05-07 14:32:10.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,9.23 W,6.8 %,65.00 °C,16,100.00 %,7.70 %,1170 MHz,5.5 %,0.00 GB/s,328.52 W,63.00 °C,94.56 %,1.00 %,0.00 GB/s,84.30 %,4,1512 MHz,54.20 %,1170 MHz,28.00 %,0.09 GB/s,106.53 W
2025-05-07 14:32:10.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,9.00 W,3.4 %,65.00 °C,16,100.00 %,12.40 %,1170 MHz,5.5 %,0.00 GB/s,302.96 W,65.00 °C,94.56 %,16.90 %,0.00 GB/s,99.90 %,4,1512 MHz,93.90 %,1170 MHz,31.00 %,0.08 GB/s,125.20 W
2025-05-07 14:32:10.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.26 W,4.0 %,65.00 °C,16,100.00 %,12.50 %,1095 MHz,5.5 %,0.00 GB/s,291.77 W,64.00 °C,94.56 %,15.50 %,0.00 GB/s,100.00 %,4,1512 MHz,70.00 %,1095 MHz,31.00 %,0.09 GB/s,126.12 W
2025-05-07 14:32:10.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,9.18 W,3.4 %,65.00 °C,16,100.00 %,12.50 %,1170 MHz,5.5 %,0.00 GB/s,291.86 W,63.00 °C,94.56 %,14.70 %,0.00 GB/s,100.00 %,4,1512 MHz,69.80 %,1170 MHz,34.00 %,0.09 GB/s,116.74 W
2025-05-07 14:32:10.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,9.34 W,3.4 %,65.00 °C,16,100.00 %,12.40 %,1155 MHz,5.5 %,0.00 GB/s,280.46 W,65.00 °C,94.56 %,20.80 %,0.00 GB/s,100.00 %,4,1512 MHz,90.40 %,1155 MHz,34.00 %,0.08 GB/s,109.83 W
2025-05-07 14:32:10.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.40 W,4.6 %,65.00 °C,16,100.00 %,93.50 %,1155 MHz,5.5 %,0.00 GB/s,306.27 W,65.00 °C,94.56 %,50.10 %,0.00 GB/s,100.00 %,4,1512 MHz,4.30 %,1155 MHz,23.00 %,0.08 GB/s,103.48 W
2025-05-07 14:32:10.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.41 W,6.7 %,65.00 °C,16,100.00 %,12.50 %,1065 MHz,5.5 %,0.00 GB/s,317.05 W,63.00 °C,94.56 %,14.40 %,0.00 GB/s,100.00 %,4,1512 MHz,70.20 %,1065 MHz,23.00 %,0.09 GB/s,111.54 W
2025-05-07 14:32:10.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,9.44 W,5.2 %,65.00 °C,16,100.00 %,12.40 %,1170 MHz,5.5 %,0.00 GB/s,320.29 W,65.00 °C,94.56 %,23.30 %,0.00 GB/s,100.00 %,4,1512 MHz,90.60 %,1170 MHz,31.00 %,0.09 GB/s,124.14 W
2025-05-07 14:32:10.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,9.28 W,2.8 %,65.00 °C,16,100.00 %,92.20 %,1200 MHz,5.5 %,0.00 GB/s,314.32 W,65.00 °C,94.56 %,37.50 %,0.00 GB/s,100.00 %,4,1512 MHz,4.20 %,1200 MHz,31.00 %,0.08 GB/s,123.62 W
2025-05-07 14:32:11.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,9.35 W,3.1 %,65.00 °C,16,100.00 %,12.50 %,1170 MHz,5.5 %,0.00 GB/s,275.77 W,64.00 °C,94.56 %,13.20 %,0.00 GB/s,100.00 %,4,1512 MHz,69.90 %,1170 MHz,26.00 %,0.09 GB/s,106.09 W
2025-05-07 14:32:11.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,9.30 W,3.0 %,65.00 °C,16,100.00 %,12.40 %,1170 MHz,5.5 %,0.00 GB/s,299.66 W,65.00 °C,94.56 %,21.50 %,0.00 GB/s,100.00 %,4,1512 MHz,90.40 %,1170 MHz,26.00 %,0.08 GB/s,106.49 W
2025-05-07 14:32:11.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,9.41 W,3.4 %,65.00 °C,16,100.00 %,12.40 %,1170 MHz,5.5 %,0.00 GB/s,306.65 W,65.00 °C,94.56 %,17.80 %,0.00 GB/s,100.00 %,4,1512 MHz,91.90 %,1170 MHz,27.00 %,0.08 GB/s,102.98 W
2025-05-07 14:32:11.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.22 W,3.4 %,65.00 °C,16,100.00 %,12.50 %,1065 MHz,5.5 %,0.00 GB/s,292.83 W,64.00 °C,94.56 %,14.70 %,0.00 GB/s,100.00 %,4,1512 MHz,70.00 %,1065 MHz,27.00 %,0.09 GB/s,102.08 W
2025-05-07 14:32:11.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,9.10 W,3.7 %,65.00 °C,16,100.00 %,0.20 %,1080 MHz,5.5 %,0.00 GB/s,270.87 W,64.00 °C,94.56 %,0.00 %,0.00 GB/s,3.10 %,4,1512 MHz,1.80 %,1080 MHz,31.00 %,0.10 GB/s,107.41 W
2025-05-07 14:32:11.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,9.30 W,4.4 %,65.00 °C,16,100.00 %,12.50 %,1215 MHz,5.5 %,0.00 GB/s,295.86 W,65.00 °C,94.56 %,21.00 %,0.00 GB/s,99.90 %,4,1512 MHz,91.40 %,1215 MHz,31.00 %,0.09 GB/s,106.63 W
2025-05-07 14:32:11.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.03 GB/s,9.23 W,0.6 %,63.00 °C,16,100.00 %,12.50 %,1395 MHz,5.5 %,0.00 GB/s,130.07 W,60.00 °C,90.02 %,18.50 %,0.00 GB/s,99.80 %,4,1512 MHz,91.60 %,1395 MHz,23.00 %,0.08 GB/s,137.85 W
2025-05-07 14:32:11.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.16 W,3.7 %,63.00 °C,16,99.00 %,0.00 %,1245 MHz,5.5 %,0.00 GB/s,84.73 W,62.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1245 MHz,24.00 %,0.12 GB/s,149.02 W
2025-05-07 14:32:12.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.16 W,2.5 %,63.00 °C,16,99.00 %,0.00 %,1245 MHz,5.5 %,0.00 GB/s,341.22 W,60.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1245 MHz,24.00 %,0.12 GB/s,145.58 W
2025-05-07 14:32:12.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,8.97 W,1.9 %,63.00 °C,16,79.00 %,0.00 %,1395 MHz,5.5 %,0.00 GB/s,85.34 W,59.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1395 MHz,11.00 %,0.12 GB/s,145.77 W
2025-05-07 14:32:12.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.02 W,1.9 %,61.00 °C,16,79.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,86.03 W,59.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,11.00 %,0.12 GB/s,146.35 W
2025-05-07 14:32:12.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.12 W,2.2 %,61.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,87.21 W,59.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,142.50 W
2025-05-07 14:32:12.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.11 W,1.6 %,61.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,88.39 W,59.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,145.53 W
2025-05-07 14:32:12.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.12 W,2.1 %,61.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,82.97 W,58.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,144.84 W
2025-05-07 14:32:12.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.13 W,1.5 %,61.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,83.17 W,58.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,148.04 W
2025-05-07 14:32:12.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.15 W,0.6 %,61.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,82.86 W,58.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,146.84 W
2025-05-07 14:32:12.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.11 W,3.4 %,61.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,82.67 W,58.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,151.18 W
2025-05-07 14:32:12.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.20 W,1.9 %,61.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,91.59 W,58.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,144.56 W
2025-05-07 14:32:13.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.16 W,1.9 %,61.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,83.37 W,58.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,147.56 W
2025-05-07 14:32:13.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.08 W,4.0 %,59.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,83.47 W,58.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,144.35 W
2025-05-07 14:32:13.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.23 W,3.4 %,59.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,83.17 W,58.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,148.56 W
2025-05-07 14:32:13.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.15 W,2.8 %,59.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,83.07 W,58.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,147.13 W
2025-05-07 14:32:13.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.19 W,1.9 %,59.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,83.07 W,58.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,149.15 W
2025-05-07 14:32:13.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.00 W,1.9 %,59.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,82.77 W,58.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,150.37 W
2025-05-07 14:32:13.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.10 W,1.9 %,59.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,83.86 W,58.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,142.75 W
2025-05-07 14:32:13.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.01 W,1.9 %,59.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,82.47 W,58.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,149.15 W
2025-05-07 14:32:13.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.26 W,2.2 %,59.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,82.86 W,58.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,147.42 W
2025-05-07 14:32:13.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,8.94 W,1.9 %,59.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,82.28 W,57.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,145.49 W
2025-05-07 14:32:14.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,8.94 W,1.5 %,59.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,82.07 W,57.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,146.27 W
2025-05-07 14:32:14.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.22 W,2.1 %,59.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,81.78 W,57.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,140.85 W
2025-05-07 14:32:14.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.01 W,2.2 %,59.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,81.98 W,57.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,143.48 W
2025-05-07 14:32:14.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.11 W,4.0 %,59.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,82.07 W,57.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,149.30 W
2025-05-07 14:32:14.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.22 W,5.5 %,59.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,81.49 W,57.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,153.75 W
2025-05-07 14:32:14.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,9.18 W,4.0 %,59.00 °C,16,0.00 %,0.00 %,1410 MHz,5.5 %,0.00 GB/s,91.00 W,57.00 °C,90.02 %,0.00 %,0.00 GB/s,0.00 %,4,1512 MHz,0.00 %,1410 MHz,0.00 %,0.12 GB/s,151.04 W
