timestamp,task_name,name,index,clocks.current.graphics [MHz],temperature.memory,dram_active,utilization.gpu [%],nvlink_tx_bytes,power.draw [W],usage.memory [%],sm_occupancy,pcie.link.width.current,utilization.memory [%],sm_active,cpu_power,pcie.link.gen.current,clocks.current.sm [MHz],nvlink_rx_bytes,clocks.current.memory [MHz],pcie_tx_bytes,cpu_usage,dram_usage,dram_power,pcie_rx_bytes,temperature.gpu,tensor_active
2025-05-07 15:45:59.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1170 MHz,65.00 °C,16.10 %,100.00 %,0.00 GB/s,276.64 W,94.56 %,12.50 %,16,33.00 %,100.00 %,149.04 W,4,1170 MHz,0.00 GB/s,1512 MHz,0.09 GB/s,4.0 %,5.7 %,9.30 W,0.05 GB/s,64.00 °C,69.80 %
2025-05-07 15:45:59.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1155 MHz,65.00 °C,21.80 %,100.00 %,0.00 GB/s,298.20 W,94.56 %,12.40 %,16,31.00 %,100.00 %,149.96 W,4,1155 MHz,0.00 GB/s,1512 MHz,0.08 GB/s,3.1 %,5.7 %,9.08 W,0.04 GB/s,65.00 °C,90.40 %
2025-05-07 15:45:59.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1155 MHz,65.00 °C,22.00 %,100.00 %,0.00 GB/s,308.90 W,94.56 %,12.40 %,16,31.00 %,100.00 %,145.15 W,4,1155 MHz,0.00 GB/s,1512 MHz,0.08 GB/s,3.4 %,5.7 %,9.15 W,0.04 GB/s,64.00 °C,91.00 %
2025-05-07 15:45:59.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1050 MHz,65.00 °C,14.10 %,100.00 %,0.00 GB/s,298.29 W,94.56 %,12.50 %,16,24.00 %,100.00 %,127.12 W,4,1050 MHz,0.00 GB/s,1512 MHz,0.09 GB/s,3.7 %,5.7 %,9.22 W,0.05 GB/s,64.00 °C,70.00 %
2025-05-07 15:46:00.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1170 MHz,65.00 °C,17.40 %,100.00 %,0.00 GB/s,300.93 W,94.56 %,12.40 %,16,24.00 %,100.00 %,111.27 W,4,1170 MHz,0.00 GB/s,1512 MHz,0.09 GB/s,2.2 %,5.7 %,9.17 W,0.04 GB/s,64.00 °C,91.20 %
2025-05-07 15:46:00.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1095 MHz,65.00 °C,18.40 %,100.00 %,0.00 GB/s,306.77 W,94.56 %,12.50 %,16,28.00 %,99.90 %,105.31 W,4,1095 MHz,0.00 GB/s,1512 MHz,0.08 GB/s,3.4 %,5.7 %,9.18 W,0.04 GB/s,65.00 °C,91.00 %
2025-05-07 15:46:00.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1095 MHz,65.00 °C,11.70 %,100.00 %,0.00 GB/s,322.76 W,94.56 %,12.50 %,16,28.00 %,100.00 %,103.97 W,4,1095 MHz,0.00 GB/s,1512 MHz,0.09 GB/s,4.0 %,5.7 %,9.20 W,0.04 GB/s,65.00 °C,70.10 %
2025-05-07 15:46:00.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1095 MHz,65.00 °C,13.20 %,100.00 %,0.00 GB/s,260.11 W,94.56 %,12.50 %,16,31.00 %,100.00 %,110.27 W,4,1095 MHz,0.00 GB/s,1512 MHz,0.09 GB/s,2.8 %,5.7 %,9.30 W,0.04 GB/s,64.00 °C,70.20 %
2025-05-07 15:46:00.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1170 MHz,65.00 °C,20.70 %,100.00 %,0.00 GB/s,303.93 W,94.56 %,12.40 %,16,31.00 %,100.00 %,114.37 W,4,1170 MHz,0.00 GB/s,1512 MHz,0.08 GB/s,5.0 %,5.7 %,9.15 W,0.04 GB/s,64.00 °C,90.70 %
2025-05-07 15:46:00.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1110 MHz,65.00 °C,21.30 %,100.00 %,0.00 GB/s,309.29 W,94.56 %,12.40 %,16,22.00 %,100.00 %,144.89 W,4,1110 MHz,0.00 GB/s,1512 MHz,0.08 GB/s,5.0 %,5.7 %,9.17 W,0.04 GB/s,65.00 °C,90.60 %
2025-05-07 15:46:00.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1065 MHz,65.00 °C,12.40 %,100.00 %,0.00 GB/s,252.40 W,94.56 %,12.50 %,16,22.00 %,100.00 %,149.35 W,4,1065 MHz,0.00 GB/s,1512 MHz,0.09 GB/s,6.1 %,5.7 %,9.17 W,0.05 GB/s,65.00 °C,69.90 %
2025-05-07 15:46:00.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1170 MHz,65.00 °C,16.30 %,100.00 %,0.00 GB/s,311.62 W,94.56 %,12.40 %,16,22.00 %,100.00 %,152.73 W,4,1170 MHz,0.00 GB/s,1512 MHz,0.08 GB/s,6.2 %,5.7 %,9.20 W,0.04 GB/s,65.00 °C,91.00 %
2025-05-07 15:46:00.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1110 MHz,65.00 °C,18.20 %,100.00 %,0.00 GB/s,311.62 W,94.56 %,12.50 %,16,35.00 %,99.90 %,148.89 W,4,1110 MHz,0.00 GB/s,1512 MHz,0.08 GB/s,4.6 %,5.7 %,9.24 W,0.04 GB/s,65.00 °C,90.70 %
2025-05-07 15:46:00.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1110 MHz,65.00 °C,14.20 %,100.00 %,0.00 GB/s,315.60 W,94.56 %,12.50 %,16,35.00 %,100.00 %,148.70 W,4,1110 MHz,0.00 GB/s,1512 MHz,0.09 GB/s,3.4 %,5.7 %,9.06 W,0.05 GB/s,65.00 °C,69.90 %
2025-05-07 15:46:01.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1095 MHz,65.00 °C,12.60 %,100.00 %,0.00 GB/s,250.14 W,94.56 %,12.50 %,16,23.00 %,100.00 %,134.37 W,4,1095 MHz,0.00 GB/s,1512 MHz,0.09 GB/s,3.4 %,5.7 %,9.15 W,0.04 GB/s,65.00 °C,70.00 %
2025-05-07 15:46:01.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1170 MHz,65.00 °C,19.10 %,100.00 %,0.00 GB/s,301.81 W,94.56 %,12.50 %,16,23.00 %,99.90 %,124.17 W,4,1170 MHz,0.00 GB/s,1512 MHz,0.08 GB/s,2.2 %,5.7 %,9.13 W,0.04 GB/s,65.00 °C,90.30 %
2025-05-07 15:46:01.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1170 MHz,65.00 °C,13.60 %,100.00 %,0.00 GB/s,306.08 W,94.56 %,12.50 %,16,30.00 %,100.00 %,107.31 W,4,1170 MHz,0.00 GB/s,1512 MHz,0.09 GB/s,3.7 %,5.7 %,9.23 W,0.04 GB/s,65.00 °C,70.10 %
2025-05-07 15:46:01.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1095 MHz,65.00 °C,15.00 %,100.00 %,0.00 GB/s,298.09 W,94.56 %,12.50 %,16,30.00 %,100.00 %,103.46 W,4,1095 MHz,0.00 GB/s,1512 MHz,0.09 GB/s,3.7 %,5.7 %,9.23 W,0.04 GB/s,64.00 °C,70.00 %
2025-05-07 15:46:01.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1170 MHz,65.00 °C,15.30 %,100.00 %,0.00 GB/s,305.78 W,94.56 %,12.40 %,16,27.00 %,100.00 %,103.73 W,4,1170 MHz,0.00 GB/s,1512 MHz,0.06 GB/s,3.4 %,5.7 %,9.20 W,0.03 GB/s,66.00 °C,91.10 %
2025-05-07 15:46:01.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1170 MHz,65.00 °C,17.20 %,100.00 %,0.00 GB/s,348.00 W,94.56 %,12.40 %,16,27.00 %,100.00 %,103.62 W,4,1170 MHz,0.00 GB/s,1512 MHz,0.08 GB/s,3.4 %,5.7 %,9.33 W,0.04 GB/s,66.00 °C,91.80 %
2025-05-07 15:46:01.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1125 MHz,65.00 °C,13.90 %,100.00 %,0.00 GB/s,276.74 W,94.56 %,12.50 %,16,27.00 %,100.00 %,103.17 W,4,1125 MHz,0.00 GB/s,1512 MHz,0.09 GB/s,3.4 %,5.7 %,9.25 W,0.05 GB/s,65.00 °C,69.80 %
2025-05-07 15:46:01.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1170 MHz,65.00 °C,72.50 %,100.00 %,0.00 GB/s,308.50 W,94.56 %,75.90 %,16,31.00 %,100.00 %,104.18 W,4,1170 MHz,0.00 GB/s,1512 MHz,0.08 GB/s,1.9 %,5.7 %,9.18 W,0.05 GB/s,66.00 °C,4.60 %
2025-05-07 15:46:01.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1110 MHz,65.00 °C,16.90 %,100.00 %,0.00 GB/s,279.68 W,94.56 %,12.30 %,16,22.00 %,100.00 %,110.58 W,4,1110 MHz,0.00 GB/s,1512 MHz,0.08 GB/s,5.6 %,5.7 %,9.49 W,0.04 GB/s,66.00 °C,90.20 %
2025-05-07 15:46:02.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1125 MHz,65.00 °C,12.50 %,100.00 %,0.00 GB/s,286.11 W,94.56 %,12.50 %,16,22.00 %,100.00 %,104.05 W,4,1125 MHz,0.00 GB/s,1512 MHz,0.09 GB/s,4.3 %,5.7 %,9.44 W,0.04 GB/s,65.00 °C,70.10 %
2025-05-07 15:46:02.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1170 MHz,65.00 °C,0.00 %,100.00 %,0.00 GB/s,221.96 W,94.56 %,0.30 %,16,22.00 %,4.60 %,104.09 W,4,1170 MHz,0.00 GB/s,1512 MHz,0.10 GB/s,3.4 %,5.7 %,9.17 W,0.04 GB/s,64.00 °C,2.70 %
2025-05-07 15:46:02.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1065 MHz,65.00 °C,12.80 %,100.00 %,0.00 GB/s,306.46 W,94.56 %,25.00 %,16,35.00 %,100.00 %,114.00 W,4,1065 MHz,0.00 GB/s,1512 MHz,0.08 GB/s,2.5 %,5.7 %,9.35 W,0.04 GB/s,65.00 °C,0.00 %
2025-05-07 15:46:02.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1065 MHz,65.00 °C,15.30 %,100.00 %,0.00 GB/s,347.61 W,94.56 %,12.50 %,16,24.00 %,100.00 %,104.07 W,4,1065 MHz,0.00 GB/s,1512 MHz,0.09 GB/s,3.1 %,5.7 %,9.26 W,0.04 GB/s,65.00 °C,70.30 %
2025-05-07 15:46:02.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1170 MHz,65.00 °C,17.20 %,100.00 %,0.00 GB/s,304.61 W,94.56 %,12.40 %,16,24.00 %,100.00 %,103.79 W,4,1170 MHz,0.00 GB/s,1512 MHz,0.08 GB/s,4.3 %,5.7 %,9.43 W,0.04 GB/s,66.00 °C,91.20 %
2025-05-07 15:46:02.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1170 MHz,65.00 °C,17.40 %,100.00 %,0.00 GB/s,310.72 W,94.56 %,12.40 %,16,29.00 %,100.00 %,110.18 W,4,1170 MHz,0.00 GB/s,1512 MHz,0.08 GB/s,3.1 %,5.7 %,9.23 W,0.04 GB/s,66.00 °C,91.50 %
2025-05-07 15:46:02.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1050 MHz,65.00 °C,13.70 %,100.00 %,0.00 GB/s,278.19 W,94.56 %,12.50 %,16,29.00 %,100.00 %,105.52 W,4,1050 MHz,0.00 GB/s,1512 MHz,0.09 GB/s,4.0 %,5.7 %,9.28 W,0.05 GB/s,64.00 °C,70.10 %
2025-05-07 15:46:02.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1170 MHz,65.00 °C,13.60 %,100.00 %,0.00 GB/s,247.68 W,94.56 %,12.50 %,16,27.00 %,100.00 %,110.27 W,4,1170 MHz,0.00 GB/s,1512 MHz,0.09 GB/s,5.7 %,5.7 %,9.15 W,0.05 GB/s,64.00 °C,70.00 %
2025-05-07 15:46:02.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1170 MHz,65.00 °C,20.90 %,100.00 %,0.00 GB/s,307.34 W,94.56 %,12.40 %,16,27.00 %,100.00 %,134.27 W,4,1170 MHz,0.00 GB/s,1512 MHz,0.08 GB/s,4.0 %,5.7 %,9.13 W,0.04 GB/s,65.00 °C,90.60 %
2025-05-07 15:46:03.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1065 MHz,65.00 °C,48.60 %,100.00 %,0.00 GB/s,328.33 W,94.56 %,93.40 %,16,27.00 %,100.00 %,130.11 W,4,1065 MHz,0.00 GB/s,1512 MHz,0.06 GB/s,4.0 %,5.7 %,9.31 W,0.04 GB/s,65.00 °C,4.30 %
2025-05-07 15:46:03.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1140 MHz,65.00 °C,11.20 %,100.00 %,0.00 GB/s,328.33 W,94.56 %,12.50 %,16,26.00 %,100.00 %,120.93 W,4,1140 MHz,0.00 GB/s,1512 MHz,0.09 GB/s,3.4 %,5.7 %,9.28 W,0.04 GB/s,65.00 °C,70.10 %
2025-05-07 15:46:03.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1170 MHz,65.00 °C,16.60 %,100.00 %,0.00 GB/s,334.52 W,94.56 %,12.40 %,16,26.00 %,100.00 %,128.45 W,4,1170 MHz,0.00 GB/s,1512 MHz,0.08 GB/s,5.3 %,5.7 %,9.25 W,0.04 GB/s,66.00 °C,91.10 %
2025-05-07 15:46:03.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1170 MHz,65.00 °C,90.20 %,100.00 %,0.00 GB/s,299.17 W,94.56 %,90.90 %,16,32.00 %,100.00 %,131.78 W,4,1170 MHz,0.00 GB/s,1512 MHz,0.05 GB/s,3.7 %,5.7 %,9.20 W,0.05 GB/s,66.00 °C,0.00 %
2025-05-07 15:46:03.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1065 MHz,65.00 °C,15.20 %,100.00 %,0.00 GB/s,320.87 W,94.56 %,12.50 %,16,32.00 %,100.00 %,121.41 W,4,1065 MHz,0.00 GB/s,1512 MHz,0.09 GB/s,3.4 %,5.7 %,9.15 W,0.05 GB/s,65.00 °C,69.90 %
2025-05-07 15:46:03.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1125 MHz,65.00 °C,14.20 %,100.00 %,0.00 GB/s,282.80 W,94.56 %,12.50 %,16,31.00 %,100.00 %,109.53 W,4,1125 MHz,0.00 GB/s,1512 MHz,0.09 GB/s,4.9 %,5.7 %,9.46 W,0.05 GB/s,65.00 °C,69.90 %
2025-05-07 15:46:03.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1170 MHz,65.00 °C,20.10 %,100.00 %,0.00 GB/s,306.27 W,94.56 %,12.40 %,16,31.00 %,100.00 %,143.73 W,4,1170 MHz,0.00 GB/s,1512 MHz,0.08 GB/s,5.2 %,5.7 %,9.27 W,0.04 GB/s,66.00 °C,90.50 %
2025-05-07 15:46:03.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1080 MHz,65.00 °C,49.90 %,100.00 %,0.00 GB/s,312.01 W,94.56 %,93.50 %,16,24.00 %,100.00 %,147.52 W,4,1080 MHz,0.00 GB/s,1512 MHz,0.08 GB/s,3.1 %,5.7 %,9.09 W,0.05 GB/s,66.00 °C,4.30 %
2025-05-07 15:46:03.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1080 MHz,67.00 °C,13.70 %,100.00 %,0.00 GB/s,325.40 W,94.56 %,12.50 %,16,24.00 %,100.00 %,124.86 W,4,1080 MHz,0.00 GB/s,1512 MHz,0.09 GB/s,2.8 %,5.7 %,9.29 W,0.04 GB/s,65.00 °C,70.10 %
2025-05-07 15:46:03.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1215 MHz,65.00 °C,17.90 %,100.00 %,0.00 GB/s,309.20 W,94.56 %,12.40 %,16,29.00 %,100.00 %,121.19 W,4,1215 MHz,0.00 GB/s,1512 MHz,0.08 GB/s,3.1 %,5.7 %,9.13 W,0.04 GB/s,66.00 °C,90.90 %
2025-05-07 15:46:04.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1260 MHz,65.00 °C,21.20 %,100.00 %,0.00 GB/s,282.68 W,94.56 %,12.50 %,16,29.00 %,99.80 %,119.99 W,4,1260 MHz,0.00 GB/s,1512 MHz,0.09 GB/s,3.1 %,5.7 %,8.97 W,0.04 GB/s,66.00 °C,92.40 %
2025-05-07 15:46:04.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,65.00 °C,0.00 %,94.00 %,0.00 GB/s,100.47 W,90.02 %,0.00 %,16,31.00 %,0.00 %,118.43 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.03 GB/s,5.5 %,5.7 %,9.21 W,0.02 GB/s,61.00 °C,0.00 %
2025-05-07 15:46:04.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1320 MHz,63.00 °C,0.00 %,99.00 %,0.00 GB/s,100.47 W,90.02 %,0.00 %,16,3.00 %,0.00 %,143.92 W,4,1320 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,5.0 %,5.7 %,9.15 W,0.05 GB/s,65.00 °C,0.00 %
2025-05-07 15:46:04.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1395 MHz,63.00 °C,0.00 %,99.00 %,0.00 GB/s,133.60 W,90.02 %,0.00 %,16,3.00 %,0.00 %,149.71 W,4,1395 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,4.0 %,5.7 %,9.20 W,0.05 GB/s,61.00 °C,0.00 %
2025-05-07 15:46:04.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,63.00 °C,0.00 %,37.00 %,0.00 GB/s,91.06 W,90.02 %,0.00 %,16,9.00 %,0.00 %,153.69 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,3.1 %,5.7 %,9.22 W,0.05 GB/s,60.00 °C,0.00 %
2025-05-07 15:46:04.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,63.00 °C,0.00 %,37.00 %,0.00 GB/s,95.34 W,90.02 %,0.00 %,16,9.00 %,0.00 %,144.98 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,3.7 %,5.7 %,9.17 W,0.05 GB/s,60.00 °C,0.00 %
2025-05-07 15:46:04.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,63.00 °C,0.00 %,0.00 %,0.00 GB/s,92.60 W,90.02 %,0.00 %,16,0.00 %,0.00 %,140.74 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,2.5 %,5.7 %,9.26 W,0.05 GB/s,60.00 °C,0.00 %
2025-05-07 15:46:04.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,63.00 °C,0.00 %,0.00 %,0.00 GB/s,91.50 W,90.02 %,0.00 %,16,0.00 %,0.00 %,144.20 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,1.9 %,5.7 %,9.02 W,0.05 GB/s,60.00 °C,0.00 %
2025-05-07 15:46:05.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,61.00 °C,0.00 %,0.00 %,0.00 GB/s,94.35 W,90.02 %,0.00 %,16,0.00 %,0.00 %,133.03 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,1.9 %,5.7 %,9.29 W,0.05 GB/s,60.00 °C,0.00 %
2025-05-07 15:46:05.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,61.00 °C,0.00 %,0.00 %,0.00 GB/s,93.86 W,90.02 %,0.00 %,16,0.00 %,0.00 %,152.20 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,2.8 %,5.7 %,9.00 W,0.05 GB/s,59.00 °C,0.00 %
2025-05-07 15:46:05.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,61.00 °C,0.00 %,0.00 %,0.00 GB/s,94.25 W,90.02 %,0.00 %,16,0.00 %,0.00 %,148.35 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,1.5 %,5.7 %,9.19 W,0.05 GB/s,59.00 °C,0.00 %
2025-05-07 15:46:05.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,61.00 °C,0.00 %,0.00 %,0.00 GB/s,92.37 W,90.02 %,0.00 %,16,0.00 %,0.00 %,146.35 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,2.8 %,5.7 %,9.12 W,0.05 GB/s,59.00 °C,0.00 %
2025-05-07 15:46:05.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,61.00 °C,0.00 %,0.00 %,0.00 GB/s,92.28 W,90.02 %,0.00 %,16,0.00 %,0.00 %,147.06 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,1.6 %,5.7 %,9.08 W,0.05 GB/s,59.00 °C,0.00 %
2025-05-07 15:46:05.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,61.00 °C,0.00 %,0.00 %,0.00 GB/s,91.98 W,90.02 %,0.00 %,16,0.00 %,0.00 %,144.48 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,1.9 %,5.7 %,9.15 W,0.05 GB/s,59.00 °C,0.00 %
2025-05-07 15:46:05.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,61.00 °C,0.00 %,0.00 %,0.00 GB/s,91.62 W,90.02 %,0.00 %,16,0.00 %,0.00 %,152.31 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,4.3 %,5.7 %,9.19 W,0.05 GB/s,59.00 °C,0.00 %
2025-05-07 15:46:05.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,61.00 °C,0.00 %,0.00 %,0.00 GB/s,91.59 W,90.02 %,0.00 %,16,0.00 %,0.00 %,148.96 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,2.8 %,5.7 %,9.11 W,0.05 GB/s,59.00 °C,0.00 %
2025-05-07 15:46:05.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,61.00 °C,0.00 %,0.00 %,0.00 GB/s,92.11 W,90.02 %,0.00 %,16,0.00 %,0.00 %,147.05 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,2.5 %,5.7 %,9.16 W,0.05 GB/s,59.00 °C,0.00 %
2025-05-07 15:46:05.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,61.00 °C,0.00 %,0.00 %,0.00 GB/s,90.83 W,90.02 %,0.00 %,16,0.00 %,0.00 %,146.97 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,1.6 %,5.7 %,9.04 W,0.05 GB/s,59.00 °C,0.00 %
2025-05-07 15:46:06.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,61.00 °C,0.00 %,0.00 %,0.00 GB/s,89.85 W,90.02 %,0.00 %,16,0.00 %,0.00 %,147.42 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,4.1 %,5.7 %,9.29 W,0.05 GB/s,59.00 °C,0.00 %
2025-05-07 15:46:06.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,61.00 °C,0.00 %,0.00 %,0.00 GB/s,89.37 W,90.02 %,0.00 %,16,0.00 %,0.00 %,147.14 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,1.6 %,5.7 %,9.00 W,0.05 GB/s,59.00 °C,0.00 %
2025-05-07 15:46:06.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,61.00 °C,0.00 %,0.00 %,0.00 GB/s,88.60 W,90.02 %,0.00 %,16,0.00 %,0.00 %,147.85 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,1.9 %,5.7 %,9.07 W,0.05 GB/s,59.00 °C,0.00 %
2025-05-07 15:46:06.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,61.00 °C,0.00 %,0.00 %,0.00 GB/s,88.39 W,90.02 %,0.00 %,16,0.00 %,0.00 %,147.06 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,2.5 %,5.7 %,9.12 W,0.05 GB/s,59.00 °C,0.00 %
2025-05-07 15:46:06.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,61.00 °C,0.00 %,0.00 %,0.00 GB/s,87.89 W,90.02 %,0.00 %,16,0.00 %,0.00 %,143.49 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,1.6 %,5.7 %,9.12 W,0.05 GB/s,59.00 °C,0.00 %
2025-05-07 15:46:06.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,61.00 °C,0.00 %,0.00 %,0.00 GB/s,88.19 W,90.02 %,0.00 %,16,0.00 %,0.00 %,147.87 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,1.2 %,5.7 %,9.12 W,0.05 GB/s,59.00 °C,0.00 %
2025-05-07 15:46:06.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,61.00 °C,0.00 %,0.00 %,0.00 GB/s,89.54 W,90.02 %,0.00 %,16,0.00 %,0.00 %,141.06 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,1.9 %,5.7 %,9.19 W,0.05 GB/s,59.00 °C,0.00 %
2025-05-07 15:46:06.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,61.00 °C,0.00 %,0.00 %,0.00 GB/s,86.81 W,90.02 %,0.00 %,16,0.00 %,0.00 %,150.32 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,3.1 %,5.7 %,9.19 W,0.05 GB/s,58.00 °C,0.00 %
2025-05-07 15:46:06.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,61.00 °C,0.00 %,0.00 %,0.00 GB/s,86.81 W,90.02 %,0.00 %,16,0.00 %,0.00 %,147.09 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,1.5 %,5.7 %,9.05 W,0.05 GB/s,58.00 °C,0.00 %
2025-05-07 15:46:06.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1410 MHz,61.00 °C,0.00 %,0.00 %,0.00 GB/s,87.00 W,90.02 %,0.00 %,16,0.00 %,0.00 %,150.73 W,4,1410 MHz,0.00 GB/s,1512 MHz,0.12 GB/s,1.9 %,5.7 %,9.26 W,0.05 GB/s,58.00 °C,0.00 %
