timestamp,task_name,name,index,pcie.link.width.current,temperature.memory,tensor_active,pcie_tx_bytes,usage.memory [%],temperature.gpu,cpu_power,dram_power,pcie.link.gen.current,cpu_usage,clocks.current.graphics [MHz],utilization.gpu [%],power.draw [W],sm_occupancy,nvlink_tx_bytes,dram_usage,clocks.current.memory [MHz],sm_active,pcie_rx_bytes,nvlink_rx_bytes,clocks.current.sm [MHz],utilization.memory [%],dram_active
2025-05-07 14:33:54.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,90.50 %,0.08 GB/s,94.56 %,65.00 °C,118.67 W,9.33 W,4,4.7 %,1170 MHz,100.00 %,327.14 W,12.50 %,0.00 GB/s,5.5 %,1512 MHz,99.90 %,0.04 GB/s,0.00 GB/s,1170 MHz,30.00 %,18.90 %
2025-05-07 14:33:54.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,70.00 %,0.09 GB/s,94.56 %,65.00 °C,109.03 W,9.27 W,4,4.0 %,1080 MHz,100.00 %,327.14 W,12.50 %,0.00 GB/s,5.5 %,1512 MHz,100.00 %,0.05 GB/s,0.00 GB/s,1080 MHz,30.00 %,12.70 %
2025-05-07 14:33:54.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,70.10 %,0.09 GB/s,94.56 %,64.00 °C,102.42 W,9.18 W,4,3.3 %,1080 MHz,100.00 %,255.93 W,12.50 %,0.00 GB/s,5.5 %,1512 MHz,100.00 %,0.04 GB/s,0.00 GB/s,1080 MHz,34.00 %,14.30 %
2025-05-07 14:33:54.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,91.30 %,0.08 GB/s,94.56 %,65.00 °C,103.51 W,9.33 W,4,7.1 %,1170 MHz,100.00 %,302.96 W,12.40 %,0.00 GB/s,5.5 %,1512 MHz,100.00 %,0.04 GB/s,0.00 GB/s,1170 MHz,34.00 %,15.70 %
2025-05-07 14:33:54.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,90.90 %,0.08 GB/s,94.56 %,65.00 °C,120.93 W,9.35 W,4,5.3 %,1110 MHz,100.00 %,302.76 W,12.40 %,0.00 GB/s,5.5 %,1512 MHz,100.00 %,0.04 GB/s,0.00 GB/s,1110 MHz,23.00 %,22.20 %
2025-05-07 14:33:54.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,70.00 %,0.09 GB/s,94.56 %,65.00 °C,112.11 W,9.38 W,4,5.1 %,1110 MHz,100.00 %,306.27 W,12.50 %,0.00 GB/s,5.5 %,1512 MHz,100.00 %,0.05 GB/s,0.00 GB/s,1110 MHz,23.00 %,15.40 %
2025-05-07 14:33:54.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,90.80 %,0.07 GB/s,94.56 %,63.00 °C,136.78 W,9.13 W,4,3.9 %,1170 MHz,100.00 %,240.98 W,12.40 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.04 GB/s,0.00 GB/s,1170 MHz,23.00 %,23.40 %
2025-05-07 14:33:54.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,90.70 %,0.08 GB/s,94.56 %,65.00 °C,129.00 W,9.40 W,4,5.3 %,1170 MHz,100.00 %,340.61 W,12.50 %,0.00 GB/s,5.6 %,1512 MHz,99.90 %,0.05 GB/s,0.00 GB/s,1170 MHz,31.00 %,18.90 %
2025-05-07 14:33:54.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,70.20 %,0.08 GB/s,94.56 %,65.00 °C,149.30 W,9.27 W,4,5.6 %,1080 MHz,100.00 %,340.61 W,12.50 %,0.00 GB/s,5.6 %,1512 MHz,100.00 %,0.04 GB/s,0.00 GB/s,1080 MHz,31.00 %,13.60 %
2025-05-07 14:33:54.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,69.90 %,0.09 GB/s,94.56 %,64.00 °C,148.43 W,9.16 W,4,4.4 %,1170 MHz,100.00 %,261.59 W,12.50 %,0.00 GB/s,5.5 %,1512 MHz,100.00 %,0.04 GB/s,0.00 GB/s,1170 MHz,26.00 %,14.80 %
2025-05-07 14:33:55.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,91.00 %,0.08 GB/s,94.56 %,65.00 °C,147.70 W,9.24 W,4,2.1 %,1170 MHz,100.00 %,307.24 W,12.50 %,0.00 GB/s,5.5 %,1512 MHz,99.90 %,0.04 GB/s,0.00 GB/s,1170 MHz,27.00 %,19.00 %
2025-05-07 14:33:55.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,70.10 %,0.09 GB/s,94.56 %,65.00 °C,131.91 W,9.25 W,4,4.0 %,1065 MHz,100.00 %,293.23 W,12.50 %,0.00 GB/s,5.5 %,1512 MHz,100.00 %,0.04 GB/s,0.00 GB/s,1065 MHz,27.00 %,11.60 %
2025-05-07 14:33:55.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,69.80 %,0.09 GB/s,94.56 %,65.00 °C,116.23 W,9.35 W,4,3.1 %,1185 MHz,100.00 %,293.23 W,12.50 %,0.00 GB/s,5.5 %,1512 MHz,100.00 %,0.05 GB/s,0.00 GB/s,1185 MHz,27.00 %,14.50 %
2025-05-07 14:33:55.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,90.50 %,0.08 GB/s,94.56 %,65.00 °C,114.53 W,9.23 W,4,3.1 %,1155 MHz,100.00 %,237.98 W,12.40 %,0.00 GB/s,5.5 %,1512 MHz,100.00 %,0.04 GB/s,0.00 GB/s,1155 MHz,31.00 %,21.40 %
2025-05-07 14:33:55.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,90.50 %,0.08 GB/s,94.56 %,64.00 °C,101.24 W,9.35 W,4,3.1 %,1050 MHz,100.00 %,308.90 W,12.30 %,0.00 GB/s,5.5 %,1512 MHz,100.00 %,0.04 GB/s,0.00 GB/s,1050 MHz,31.00 %,16.90 %
2025-05-07 14:33:55.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,70.20 %,0.08 GB/s,94.56 %,64.00 °C,101.13 W,9.24 W,4,3.4 %,1140 MHz,100.00 %,326.38 W,12.50 %,0.00 GB/s,5.5 %,1512 MHz,100.00 %,0.04 GB/s,0.00 GB/s,1140 MHz,22.00 %,13.20 %
2025-05-07 14:33:55.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,91.20 %,0.07 GB/s,94.56 %,65.00 °C,104.52 W,9.35 W,4,2.2 %,1170 MHz,100.00 %,297.13 W,12.40 %,0.00 GB/s,5.5 %,1512 MHz,100.00 %,0.04 GB/s,0.00 GB/s,1170 MHz,35.00 %,15.70 %
2025-05-07 14:33:55.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,90.70 %,0.08 GB/s,94.56 %,65.00 °C,112.85 W,9.16 W,4,8.3 %,1065 MHz,100.00 %,281.70 W,12.40 %,0.00 GB/s,5.5 %,1512 MHz,100.00 %,0.04 GB/s,0.00 GB/s,1065 MHz,35.00 %,21.70 %
2025-05-07 14:33:55.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,70.00 %,0.09 GB/s,94.56 %,65.00 °C,139.21 W,9.25 W,4,4.0 %,1080 MHz,100.00 %,279.86 W,12.50 %,0.00 GB/s,5.5 %,1512 MHz,100.00 %,0.04 GB/s,0.00 GB/s,1080 MHz,35.00 %,12.20 %
2025-05-07 14:33:56.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,70.00 %,0.09 GB/s,94.56 %,64.00 °C,148.20 W,9.42 W,4,5.6 %,1170 MHz,100.00 %,279.86 W,12.50 %,0.00 GB/s,5.5 %,1512 MHz,100.00 %,0.05 GB/s,0.00 GB/s,1170 MHz,24.00 %,14.40 %
2025-05-07 14:33:56.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,93.50 %,0.08 GB/s,94.56 %,65.00 °C,149.20 W,9.16 W,4,4.3 %,1200 MHz,100.00 %,235.75 W,12.40 %,0.00 GB/s,5.5 %,1512 MHz,99.90 %,0.04 GB/s,0.00 GB/s,1200 MHz,24.00 %,17.00 %
2025-05-07 14:33:56.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,70.00 %,0.08 GB/s,94.56 %,65.00 °C,150.32 W,9.02 W,4,3.7 %,1200 MHz,100.00 %,307.34 W,12.50 %,0.00 GB/s,5.5 %,1512 MHz,100.00 %,0.04 GB/s,0.00 GB/s,1200 MHz,29.00 %,13.00 %
2025-05-07 14:33:56.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,69.90 %,0.09 GB/s,94.56 %,64.00 °C,138.21 W,9.00 W,4,3.1 %,1080 MHz,100.00 %,319.27 W,12.50 %,0.00 GB/s,5.5 %,1512 MHz,100.00 %,0.05 GB/s,0.00 GB/s,1080 MHz,29.00 %,16.20 %
2025-05-07 14:33:56.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,90.50 %,0.08 GB/s,94.56 %,65.00 °C,129.72 W,9.30 W,4,3.3 %,1170 MHz,100.00 %,305.69 W,12.40 %,0.00 GB/s,5.5 %,1512 MHz,100.00 %,0.04 GB/s,0.00 GB/s,1170 MHz,27.00 %,21.50 %
2025-05-07 14:33:56.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,90.60 %,0.08 GB/s,94.56 %,65.00 °C,111.75 W,9.31 W,4,3.7 %,1140 MHz,100.00 %,325.29 W,12.40 %,0.00 GB/s,5.5 %,1512 MHz,100.00 %,0.04 GB/s,0.00 GB/s,1140 MHz,27.00 %,22.50 %
2025-05-07 14:33:56.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,69.90 %,0.09 GB/s,94.56 %,65.00 °C,106.76 W,9.30 W,4,3.7 %,1065 MHz,100.00 %,286.59 W,12.50 %,0.00 GB/s,5.5 %,1512 MHz,100.00 %,0.04 GB/s,0.00 GB/s,1065 MHz,31.00 %,12.60 %
2025-05-07 14:33:56.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,8.00 %,0.10 GB/s,94.56 %,65.00 °C,104.49 W,9.33 W,4,3.4 %,1170 MHz,100.00 %,266.89 W,0.90 %,0.00 GB/s,5.5 %,1512 MHz,13.40 %,0.04 GB/s,0.00 GB/s,1170 MHz,31.00 %,0.00 %
2025-05-07 14:33:56.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,93.20 %,0.06 GB/s,94.56 %,66.00 °C,108.86 W,9.37 W,4,3.1 %,1170 MHz,100.00 %,305.98 W,12.40 %,0.00 GB/s,5.5 %,1512 MHz,99.90 %,0.04 GB/s,0.00 GB/s,1170 MHz,31.00 %,16.50 %
2025-05-07 14:33:56.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,70.10 %,0.09 GB/s,94.56 %,65.00 °C,109.13 W,9.39 W,4,5.0 %,1050 MHz,100.00 %,308.50 W,12.50 %,0.00 GB/s,5.5 %,1512 MHz,100.00 %,0.05 GB/s,0.00 GB/s,1050 MHz,25.00 %,15.10 %
2025-05-07 14:33:57.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,69.90 %,0.08 GB/s,94.56 %,65.00 °C,111.90 W,9.19 W,4,3.7 %,1170 MHz,100.00 %,320.85 W,12.50 %,0.00 GB/s,5.5 %,1512 MHz,100.00 %,0.04 GB/s,0.00 GB/s,1170 MHz,32.00 %,16.90 %
2025-05-07 14:33:57.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,90.90 %,0.08 GB/s,94.56 %,65.00 °C,106.78 W,9.28 W,4,5.2 %,1170 MHz,100.00 %,306.37 W,12.40 %,0.00 GB/s,5.5 %,1512 MHz,100.00 %,0.04 GB/s,0.00 GB/s,1170 MHz,32.00 %,21.90 %
2025-05-07 14:33:57.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,69.90 %,0.09 GB/s,94.56 %,66.00 °C,108.96 W,9.40 W,4,4.3 %,1050 MHz,100.00 %,277.22 W,12.50 %,0.00 GB/s,5.5 %,1512 MHz,100.00 %,0.04 GB/s,0.00 GB/s,1050 MHz,24.00 %,15.40 %
2025-05-07 14:33:57.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,70.00 %,0.09 GB/s,94.56 %,64.00 °C,107.47 W,9.37 W,4,3.4 %,1170 MHz,100.00 %,287.56 W,12.50 %,0.00 GB/s,5.5 %,1512 MHz,100.00 %,0.05 GB/s,0.00 GB/s,1170 MHz,24.00 %,16.10 %
2025-05-07 14:33:57.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,93.70 %,0.08 GB/s,94.56 %,66.00 °C,106.08 W,9.28 W,4,3.7 %,1170 MHz,100.00 %,315.72 W,12.40 %,0.00 GB/s,5.5 %,1512 MHz,99.90 %,0.04 GB/s,0.00 GB/s,1170 MHz,24.00 %,17.10 %
2025-05-07 14:33:57.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,69.90 %,0.09 GB/s,94.56 %,66.00 °C,109.82 W,9.31 W,4,3.7 %,1050 MHz,100.00 %,297.21 W,12.50 %,0.00 GB/s,5.5 %,1512 MHz,100.00 %,0.04 GB/s,0.00 GB/s,1050 MHz,29.00 %,14.90 %
2025-05-07 14:33:57.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,69.80 %,0.09 GB/s,94.56 %,65.00 °C,108.42 W,9.26 W,4,3.7 %,1170 MHz,100.00 %,297.21 W,12.50 %,0.00 GB/s,5.5 %,1512 MHz,100.00 %,0.05 GB/s,0.00 GB/s,1170 MHz,29.00 %,16.10 %
2025-05-07 14:33:57.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,91.40 %,0.06 GB/s,94.56 %,66.00 °C,118.81 W,9.21 W,4,3.7 %,1170 MHz,100.00 %,332.01 W,12.40 %,0.00 GB/s,5.5 %,1512 MHz,100.00 %,0.04 GB/s,0.00 GB/s,1170 MHz,27.00 %,15.60 %
2025-05-07 14:33:57.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,90.50 %,0.08 GB/s,94.56 %,65.00 °C,122.54 W,9.19 W,4,3.3 %,1170 MHz,100.00 %,313.28 W,12.40 %,0.00 GB/s,5.5 %,1512 MHz,100.00 %,0.04 GB/s,0.00 GB/s,1170 MHz,27.00 %,21.90 %
2025-05-07 14:33:58.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,69.80 %,0.09 GB/s,94.56 %,65.00 °C,122.32 W,9.18 W,4,3.4 %,1050 MHz,100.00 %,279.18 W,12.50 %,0.00 GB/s,5.5 %,1512 MHz,100.00 %,0.05 GB/s,0.00 GB/s,1050 MHz,26.00 %,14.50 %
2025-05-07 14:33:58.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,18.70 %,0.10 GB/s,94.56 %,65.00 °C,134.25 W,9.15 W,4,3.1 %,1185 MHz,100.00 %,272.55 W,2.30 %,0.00 GB/s,5.5 %,1512 MHz,30.70 %,0.04 GB/s,0.00 GB/s,1185 MHz,26.00 %,0.00 %
2025-05-07 14:33:58.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,91.20 %,0.09 GB/s,94.56 %,65.00 °C,136.74 W,8.98 W,4,2.8 %,1215 MHz,100.00 %,302.67 W,12.50 %,0.00 GB/s,5.5 %,1512 MHz,99.90 %,0.04 GB/s,0.00 GB/s,1215 MHz,32.00 %,21.60 %
2025-05-07 14:33:58.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,63.00 °C,94.00 %,0.08 GB/s,90.02 %,61.00 °C,117.43 W,9.14 W,4,0.6 %,1395 MHz,100.00 %,84.25 W,12.50 %,0.00 GB/s,5.5 %,1512 MHz,99.90 %,0.04 GB/s,0.00 GB/s,1395 MHz,18.00 %,18.60 %
2025-05-07 14:33:58.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,63.00 °C,0.00 %,0.11 GB/s,90.02 %,61.00 °C,120.87 W,9.41 W,4,2.8 %,1365 MHz,100.00 %,247.06 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1365 MHz,18.00 %,0.00 %
2025-05-07 14:33:58.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,65.00 °C,0.00 %,0.12 GB/s,90.02 %,62.00 °C,129.32 W,9.38 W,4,1.6 %,1380 MHz,64.00 %,95.84 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1380 MHz,10.00 %,0.00 %
2025-05-07 14:33:58.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,63.00 °C,0.00 %,0.12 GB/s,90.02 %,60.00 °C,133.00 W,9.08 W,4,0.9 %,1410 MHz,64.00 %,89.68 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,10.00 %,0.00 %
2025-05-07 14:33:58.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,63.00 °C,0.00 %,0.12 GB/s,90.02 %,60.00 °C,139.60 W,9.16 W,4,1.9 %,1410 MHz,0.00 %,83.50 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:33:58.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,63.00 °C,0.00 %,0.12 GB/s,90.02 %,60.00 °C,143.01 W,9.13 W,4,2.2 %,1410 MHz,0.00 %,89.38 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:33:59.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,61.00 °C,0.00 %,0.12 GB/s,90.02 %,59.00 °C,133.37 W,9.10 W,4,1.9 %,1410 MHz,0.00 %,83.26 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:33:59.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,61.00 °C,0.00 %,0.12 GB/s,90.02 %,59.00 °C,137.36 W,9.09 W,4,1.9 %,1410 MHz,0.00 %,84.05 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:33:59.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,61.00 °C,0.00 %,0.12 GB/s,90.02 %,59.00 °C,142.40 W,9.01 W,4,1.9 %,1410 MHz,0.00 %,84.06 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:33:59.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,61.00 °C,0.00 %,0.12 GB/s,90.02 %,59.00 °C,143.66 W,9.04 W,4,1.6 %,1410 MHz,0.00 %,84.25 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:33:59.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,61.00 °C,0.00 %,0.12 GB/s,90.02 %,59.00 °C,144.54 W,9.21 W,4,3.1 %,1410 MHz,0.00 %,88.89 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:33:59.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,61.00 °C,0.00 %,0.12 GB/s,90.02 %,59.00 °C,145.87 W,9.37 W,4,3.1 %,1410 MHz,0.00 %,88.89 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:33:59.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,61.00 °C,0.00 %,0.12 GB/s,90.02 %,59.00 °C,147.21 W,9.06 W,4,3.6 %,1410 MHz,0.00 %,87.50 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:33:59.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,61.00 °C,0.00 %,0.12 GB/s,90.02 %,59.00 °C,149.83 W,9.06 W,4,2.2 %,1410 MHz,0.00 %,82.38 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:33:59.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,61.00 °C,0.00 %,0.12 GB/s,90.02 %,59.00 °C,148.72 W,9.22 W,4,2.5 %,1410 MHz,0.00 %,82.30 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:33:59.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,61.00 °C,0.00 %,0.12 GB/s,90.02 %,59.00 °C,139.05 W,9.14 W,4,4.0 %,1410 MHz,0.00 %,82.30 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:00.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,61.00 °C,0.00 %,0.12 GB/s,90.02 %,59.00 °C,143.73 W,8.97 W,4,1.6 %,1410 MHz,0.00 %,81.98 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:00.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,61.00 °C,0.00 %,0.12 GB/s,90.02 %,59.00 °C,143.73 W,9.27 W,4,1.9 %,1410 MHz,0.00 %,82.31 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:00.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,61.00 °C,0.00 %,0.12 GB/s,90.02 %,58.00 °C,146.13 W,9.20 W,4,2.2 %,1410 MHz,0.00 %,82.67 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:00.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,61.00 °C,0.00 %,0.12 GB/s,90.02 %,58.00 °C,146.37 W,9.13 W,4,1.6 %,1410 MHz,0.00 %,83.07 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:00.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,61.00 °C,0.00 %,0.12 GB/s,90.02 %,58.00 °C,145.62 W,8.97 W,4,1.9 %,1410 MHz,0.00 %,81.98 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:00.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,61.00 °C,0.00 %,0.12 GB/s,90.02 %,58.00 °C,151.20 W,9.08 W,4,1.9 %,1410 MHz,0.00 %,82.57 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:00.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,61.00 °C,0.00 %,0.12 GB/s,90.02 %,58.00 °C,149.02 W,9.02 W,4,2.2 %,1410 MHz,0.00 %,82.47 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:00.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,61.00 °C,0.00 %,0.12 GB/s,90.02 %,58.00 °C,147.61 W,9.31 W,4,3.1 %,1410 MHz,0.00 %,83.07 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:00.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,61.00 °C,0.00 %,0.12 GB/s,90.02 %,58.00 °C,146.66 W,9.21 W,4,3.4 %,1410 MHz,0.00 %,84.05 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:00.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,61.00 °C,0.00 %,0.12 GB/s,90.02 %,58.00 °C,149.35 W,8.97 W,4,1.8 %,1410 MHz,0.00 %,84.06 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:01.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,61.00 °C,0.00 %,0.12 GB/s,90.02 %,58.00 °C,144.58 W,9.02 W,4,1.2 %,1410 MHz,0.00 %,83.37 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:01.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,61.00 °C,0.00 %,0.12 GB/s,90.02 %,58.00 °C,149.60 W,8.94 W,4,1.6 %,1410 MHz,0.00 %,84.05 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
2025-05-07 14:34:01.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,59.00 °C,0.00 %,0.12 GB/s,90.02 %,58.00 °C,146.23 W,9.18 W,4,1.6 %,1410 MHz,0.00 %,84.75 W,0.00 %,0.00 GB/s,5.5 %,1512 MHz,0.00 %,0.05 GB/s,0.00 GB/s,1410 MHz,0.00 %,0.00 %
