timestamp,task_name,name,index,pcie.link.width.current,sm_occupancy,sm_active,clocks.current.memory [MHz],tensor_active,pcie_tx_bytes,power.draw [W],nvlink_rx_bytes,dram_usage,temperature.memory,clocks.current.sm [MHz],dram_active,nvlink_tx_bytes,temperature.gpu,cpu_power,utilization.memory [%],utilization.gpu [%],cpu_usage,pcie.link.gen.current,clocks.current.graphics [MHz],dram_power,pcie_rx_bytes,usage.memory [%]
2025-05-07 14:40:09.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,12.40 %,100.00 %,1512 MHz,92.10 %,0.08 GB/s,306.95 W,0.00 GB/s,5.6 %,65.00 °C,1110 MHz,16.10 %,0.00 GB/s,65.00 °C,149.64 W,31.00 %,100.00 %,3.4 %,4,1110 MHz,9.06 W,0.04 GB/s,94.56 %
2025-05-07 14:40:09.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,12.50 %,100.00 %,1512 MHz,70.00 %,0.09 GB/s,306.95 W,0.00 GB/s,5.6 %,65.00 °C,1080 MHz,12.50 %,0.00 GB/s,64.00 °C,136.71 W,31.00 %,100.00 %,4.0 %,4,1080 MHz,9.23 W,0.04 GB/s,94.56 %
2025-05-07 14:40:09.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,12.50 %,100.00 %,1512 MHz,70.10 %,0.09 GB/s,301.49 W,0.00 GB/s,5.6 %,65.00 °C,1080 MHz,11.60 %,0.00 GB/s,64.00 °C,133.48 W,24.00 %,100.00 %,3.4 %,4,1080 MHz,9.18 W,0.04 GB/s,94.56 %
2025-05-07 14:40:09.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,12.40 %,100.00 %,1512 MHz,90.40 %,0.08 GB/s,306.57 W,0.00 GB/s,5.6 %,65.00 °C,1170 MHz,20.70 %,0.00 GB/s,65.00 °C,116.95 W,24.00 %,100.00 %,3.4 %,4,1170 MHz,9.20 W,0.04 GB/s,94.56 %
2025-05-07 14:40:09.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,93.20 %,100.00 %,1512 MHz,2.60 %,0.08 GB/s,304.51 W,0.00 GB/s,5.6 %,65.00 °C,1125 MHz,51.50 %,0.00 GB/s,64.00 °C,115.33 W,29.00 %,100.00 %,3.7 %,4,1125 MHz,9.30 W,0.05 GB/s,94.56 %
2025-05-07 14:40:09.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,12.50 %,100.00 %,1512 MHz,70.00 %,0.08 GB/s,252.51 W,0.00 GB/s,5.6 %,65.00 °C,1170 MHz,13.20 %,0.00 GB/s,64.00 °C,107.84 W,29.00 %,100.00 %,1.9 %,4,1170 MHz,9.37 W,0.04 GB/s,94.56 %
2025-05-07 14:40:09.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,12.40 %,100.00 %,1512 MHz,90.60 %,0.08 GB/s,303.26 W,0.00 GB/s,5.6 %,65.00 °C,1170 MHz,20.30 %,0.00 GB/s,65.00 °C,106.12 W,30.00 %,100.00 %,4.0 %,4,1170 MHz,9.30 W,0.04 GB/s,94.56 %
2025-05-07 14:40:09.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,12.50 %,100.00 %,1512 MHz,69.90 %,0.09 GB/s,309.49 W,0.00 GB/s,5.6 %,65.00 °C,1065 MHz,14.50 %,0.00 GB/s,65.00 °C,109.94 W,30.00 %,100.00 %,2.8 %,4,1065 MHz,9.30 W,0.04 GB/s,94.56 %
2025-05-07 14:40:10.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,12.50 %,100.00 %,1512 MHz,69.90 %,0.09 GB/s,292.74 W,0.00 GB/s,5.6 %,65.00 °C,1065 MHz,16.30 %,0.00 GB/s,63.00 °C,113.51 W,23.00 %,100.00 %,8.1 %,4,1065 MHz,9.45 W,0.05 GB/s,94.56 %
2025-05-07 14:40:10.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,12.40 %,100.00 %,1512 MHz,91.10 %,0.08 GB/s,233.07 W,0.00 GB/s,5.6 %,65.00 °C,1170 MHz,15.70 %,0.00 GB/s,65.00 °C,124.26 W,23.00 %,100.00 %,4.1 %,4,1170 MHz,9.32 W,0.04 GB/s,94.56 %
2025-05-07 14:40:10.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,12.50 %,100.00 %,1512 MHz,70.00 %,0.09 GB/s,313.76 W,0.00 GB/s,5.6 %,65.00 °C,1050 MHz,14.60 %,0.00 GB/s,65.00 °C,120.35 W,24.00 %,100.00 %,3.1 %,4,1050 MHz,9.41 W,0.04 GB/s,94.56 %
2025-05-07 14:40:10.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,12.50 %,100.00 %,1512 MHz,69.80 %,0.09 GB/s,361.39 W,0.00 GB/s,5.6 %,65.00 °C,1170 MHz,16.60 %,0.00 GB/s,65.00 °C,108.33 W,24.00 %,100.00 %,3.4 %,4,1170 MHz,9.25 W,0.05 GB/s,94.56 %
2025-05-07 14:40:10.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,12.40 %,100.00 %,1512 MHz,90.30 %,0.08 GB/s,300.75 W,0.00 GB/s,5.6 %,65.00 °C,1170 MHz,20.80 %,0.00 GB/s,65.00 °C,107.23 W,31.00 %,100.00 %,2.5 %,4,1170 MHz,9.21 W,0.04 GB/s,94.56 %
2025-05-07 14:40:10.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,92.20 %,100.00 %,1512 MHz,4.20 %,0.08 GB/s,292.73 W,0.00 GB/s,5.6 %,65.00 °C,1065 MHz,36.10 %,0.00 GB/s,65.00 °C,108.38 W,26.00 %,100.00 %,3.1 %,4,1065 MHz,9.37 W,0.04 GB/s,94.56 %
2025-05-07 14:40:10.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,12.50 %,100.00 %,1512 MHz,69.90 %,0.09 GB/s,220.96 W,0.00 GB/s,5.6 %,65.00 °C,1050 MHz,16.60 %,0.00 GB/s,65.00 °C,122.99 W,26.00 %,100.00 %,3.7 %,4,1050 MHz,9.19 W,0.05 GB/s,94.56 %
2025-05-07 14:40:10.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,12.40 %,100.00 %,1512 MHz,90.30 %,0.08 GB/s,304.72 W,0.00 GB/s,5.6 %,65.00 °C,1170 MHz,22.90 %,0.00 GB/s,65.00 °C,141.28 W,26.00 %,100.00 %,4.0 %,4,1170 MHz,9.09 W,0.04 GB/s,94.56 %
2025-05-07 14:40:10.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,12.40 %,100.00 %,1512 MHz,91.50 %,0.08 GB/s,304.72 W,0.00 GB/s,5.6 %,65.00 °C,1065 MHz,16.80 %,0.00 GB/s,65.00 °C,151.84 W,26.00 %,100.00 %,3.7 %,4,1065 MHz,8.90 W,0.04 GB/s,94.56 %
2025-05-07 14:40:11.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,12.50 %,100.00 %,1512 MHz,70.10 %,0.09 GB/s,362.76 W,0.00 GB/s,5.6 %,65.00 °C,1065 MHz,16.00 %,0.00 GB/s,64.00 °C,137.92 W,26.00 %,100.00 %,3.4 %,4,1065 MHz,9.16 W,0.05 GB/s,94.56 %
2025-05-07 14:40:11.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,12.40 %,100.00 %,1512 MHz,91.10 %,0.09 GB/s,300.81 W,0.00 GB/s,5.6 %,65.00 °C,1170 MHz,17.30 %,0.00 GB/s,65.00 °C,149.55 W,31.00 %,100.00 %,5.6 %,4,1170 MHz,9.13 W,0.04 GB/s,94.56 %
2025-05-07 14:40:11.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,12.50 %,99.90 %,1512 MHz,90.30 %,0.08 GB/s,303.35 W,0.00 GB/s,5.6 %,65.00 °C,1170 MHz,19.40 %,0.00 GB/s,65.00 °C,133.86 W,31.00 %,100.00 %,3.7 %,4,1170 MHz,9.15 W,0.05 GB/s,94.56 %
2025-05-07 14:40:11.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,12.50 %,100.00 %,1512 MHz,70.10 %,0.09 GB/s,309.61 W,0.00 GB/s,5.6 %,65.00 °C,1095 MHz,16.90 %,0.00 GB/s,65.00 °C,132.23 W,22.00 %,100.00 %,4.7 %,4,1095 MHz,9.31 W,0.04 GB/s,94.56 %
2025-05-07 14:40:11.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,12.50 %,100.00 %,1512 MHz,70.10 %,0.09 GB/s,285.04 W,0.00 GB/s,5.6 %,65.00 °C,1065 MHz,13.20 %,0.00 GB/s,65.00 °C,122.56 W,22.00 %,100.00 %,3.7 %,4,1065 MHz,9.30 W,0.04 GB/s,94.56 %
2025-05-07 14:40:11.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,12.40 %,100.00 %,1512 MHz,91.20 %,0.08 GB/s,257.57 W,0.00 GB/s,5.6 %,65.00 °C,1170 MHz,15.60 %,0.00 GB/s,65.00 °C,119.82 W,35.00 %,100.00 %,3.7 %,4,1170 MHz,9.18 W,0.04 GB/s,94.56 %
2025-05-07 14:40:11.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,12.40 %,100.00 %,1512 MHz,90.70 %,0.08 GB/s,306.76 W,0.00 GB/s,5.6 %,65.00 °C,1155 MHz,21.30 %,0.00 GB/s,65.00 °C,119.87 W,35.00 %,100.00 %,3.4 %,4,1155 MHz,9.22 W,0.04 GB/s,94.56 %
2025-05-07 14:40:11.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,12.50 %,100.00 %,1512 MHz,70.00 %,0.09 GB/s,327.54 W,0.00 GB/s,5.6 %,65.00 °C,1080 MHz,12.20 %,0.00 GB/s,64.00 °C,109.16 W,24.00 %,100.00 %,3.1 %,4,1080 MHz,9.24 W,0.04 GB/s,94.56 %
2025-05-07 14:40:11.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,12.40 %,100.00 %,1512 MHz,91.30 %,0.08 GB/s,332.23 W,0.00 GB/s,5.6 %,65.00 °C,1170 MHz,16.20 %,0.00 GB/s,65.00 °C,103.65 W,24.00 %,100.00 %,2.8 %,4,1170 MHz,9.35 W,0.04 GB/s,94.56 %
2025-05-07 14:40:11.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,12.40 %,100.00 %,1512 MHz,91.50 %,0.08 GB/s,304.07 W,0.00 GB/s,5.6 %,65.00 °C,1170 MHz,17.00 %,0.00 GB/s,65.00 °C,101.57 W,29.00 %,100.00 %,3.1 %,4,1170 MHz,9.32 W,0.04 GB/s,94.56 %
2025-05-07 14:40:12.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,12.50 %,100.00 %,1512 MHz,70.00 %,0.09 GB/s,281.43 W,0.00 GB/s,5.6 %,65.00 °C,1065 MHz,12.80 %,0.00 GB/s,65.00 °C,106.34 W,29.00 %,100.00 %,3.3 %,4,1065 MHz,9.20 W,0.05 GB/s,94.56 %
2025-05-07 14:40:12.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,12.50 %,100.00 %,1512 MHz,70.10 %,0.09 GB/s,266.29 W,0.00 GB/s,5.6 %,65.00 °C,1155 MHz,14.60 %,0.00 GB/s,65.00 °C,111.47 W,26.00 %,100.00 %,3.4 %,4,1155 MHz,9.19 W,0.05 GB/s,94.56 %
2025-05-07 14:40:12.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,12.40 %,99.90 %,1512 MHz,93.60 %,0.08 GB/s,311.52 W,0.00 GB/s,5.6 %,65.00 °C,1170 MHz,15.90 %,0.00 GB/s,65.00 °C,103.48 W,26.00 %,100.00 %,3.4 %,4,1170 MHz,9.10 W,0.04 GB/s,94.56 %
2025-05-07 14:40:12.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,12.50 %,100.00 %,1512 MHz,69.90 %,0.09 GB/s,315.12 W,0.00 GB/s,5.6 %,65.00 °C,1035 MHz,6.20 %,0.00 GB/s,65.00 °C,107.64 W,26.00 %,100.00 %,3.4 %,4,1035 MHz,9.26 W,0.04 GB/s,94.56 %
2025-05-07 14:40:12.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,12.50 %,100.00 %,1512 MHz,69.80 %,0.08 GB/s,315.12 W,0.00 GB/s,5.6 %,65.00 °C,1125 MHz,13.90 %,0.00 GB/s,64.00 °C,107.29 W,26.00 %,100.00 %,4.0 %,4,1125 MHz,9.28 W,0.04 GB/s,94.56 %
2025-05-07 14:40:12.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,12.40 %,100.00 %,1512 MHz,90.50 %,0.06 GB/s,329.97 W,0.00 GB/s,5.6 %,65.00 °C,1155 MHz,21.20 %,0.00 GB/s,65.00 °C,103.73 W,26.00 %,100.00 %,4.8 %,4,1155 MHz,9.16 W,0.03 GB/s,94.56 %
2025-05-07 14:40:12.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,12.40 %,100.00 %,1512 MHz,91.30 %,0.08 GB/s,308.80 W,0.00 GB/s,5.6 %,65.00 °C,1065 MHz,17.10 %,0.00 GB/s,65.00 °C,104.71 W,31.00 %,100.00 %,4.0 %,4,1065 MHz,9.30 W,0.04 GB/s,94.56 %
2025-05-07 14:40:12.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,12.50 %,100.00 %,1512 MHz,70.00 %,0.09 GB/s,294.78 W,0.00 GB/s,5.6 %,65.00 °C,1065 MHz,16.00 %,0.00 GB/s,65.00 °C,107.31 W,31.00 %,100.00 %,4.3 %,4,1065 MHz,9.22 W,0.04 GB/s,94.56 %
2025-05-07 14:40:12.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,12.40 %,100.00 %,1512 MHz,91.20 %,0.08 GB/s,295.67 W,0.00 GB/s,5.6 %,65.00 °C,1170 MHz,16.30 %,0.00 GB/s,65.00 °C,122.50 W,26.00 %,100.00 %,1.9 %,4,1170 MHz,9.37 W,0.04 GB/s,94.56 %
2025-05-07 14:40:13.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,88.80 %,100.00 %,1512 MHz,2.30 %,0.08 GB/s,306.07 W,0.00 GB/s,5.6 %,65.00 °C,1125 MHz,72.40 %,0.00 GB/s,66.00 °C,122.51 W,26.00 %,100.00 %,4.0 %,4,1125 MHz,9.28 W,0.05 GB/s,94.56 %
2025-05-07 14:40:13.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,12.50 %,100.00 %,1512 MHz,69.90 %,0.09 GB/s,306.07 W,0.00 GB/s,5.6 %,65.00 °C,1125 MHz,14.50 %,0.00 GB/s,65.00 °C,133.06 W,31.00 %,100.00 %,3.4 %,4,1125 MHz,9.08 W,0.05 GB/s,94.56 %
2025-05-07 14:40:13.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,12.50 %,100.00 %,1512 MHz,70.00 %,0.09 GB/s,307.63 W,0.00 GB/s,5.6 %,65.00 °C,1200 MHz,12.40 %,0.00 GB/s,64.00 °C,129.24 W,31.00 %,100.00 %,2.8 %,4,1200 MHz,9.27 W,0.04 GB/s,94.56 %
2025-05-07 14:40:13.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,12.40 %,99.80 %,1512 MHz,89.40 %,0.09 GB/s,275.10 W,0.00 GB/s,5.6 %,65.00 °C,1215 MHz,18.10 %,0.00 GB/s,66.00 °C,118.85 W,29.00 %,100.00 %,3.4 %,4,1215 MHz,9.29 W,0.04 GB/s,94.56 %
2025-05-07 14:40:13.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,12.50 %,99.90 %,1512 MHz,93.90 %,0.09 GB/s,294.35 W,0.00 GB/s,5.6 %,65.00 °C,1215 MHz,21.90 %,0.00 GB/s,65.00 °C,144.35 W,29.00 %,100.00 %,0.9 %,4,1215 MHz,9.11 W,0.04 GB/s,84.00 %
2025-05-07 14:40:13.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,349.46 W,0.00 GB/s,5.6 %,63.00 °C,1335 MHz,0.00 %,0.00 GB/s,60.00 °C,125.11 W,9.00 %,100.00 %,1.6 %,4,1335 MHz,9.19 W,0.05 GB/s,90.02 %
2025-05-07 14:40:13.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,87.10 W,0.00 GB/s,5.6 %,65.00 °C,1380 MHz,0.00 %,0.00 GB/s,62.00 °C,129.69 W,9.00 %,100.00 %,4.3 %,4,1380 MHz,9.35 W,0.05 GB/s,90.02 %
2025-05-07 14:40:13.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,86.72 W,0.00 GB/s,5.6 %,63.00 °C,1410 MHz,0.00 %,0.00 GB/s,60.00 °C,133.74 W,9.00 %,100.00 %,2.2 %,4,1410 MHz,9.31 W,0.05 GB/s,90.02 %
2025-05-07 14:40:13.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,86.72 W,0.00 GB/s,5.6 %,63.00 °C,1410 MHz,0.00 %,0.00 GB/s,60.00 °C,133.18 W,3.00 %,15.00 %,2.5 %,4,1410 MHz,9.20 W,0.05 GB/s,90.02 %
2025-05-07 14:40:14.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,93.67 W,0.00 GB/s,5.6 %,61.00 °C,1410 MHz,0.00 %,0.00 GB/s,60.00 °C,129.73 W,3.00 %,15.00 %,1.6 %,4,1410 MHz,9.19 W,0.05 GB/s,90.02 %
2025-05-07 14:40:14.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,92.23 W,0.00 GB/s,5.6 %,61.00 °C,1410 MHz,0.00 %,0.00 GB/s,59.00 °C,131.30 W,0.00 %,0.00 %,1.9 %,4,1410 MHz,9.15 W,0.05 GB/s,90.02 %
2025-05-07 14:40:14.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,91.55 W,0.00 GB/s,5.6 %,61.00 °C,1410 MHz,0.00 %,0.00 GB/s,59.00 °C,131.61 W,0.00 %,0.00 %,1.2 %,4,1410 MHz,9.08 W,0.05 GB/s,90.02 %
2025-05-07 14:40:14.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,84.25 W,0.00 GB/s,5.6 %,61.00 °C,1410 MHz,0.00 %,0.00 GB/s,59.00 °C,140.25 W,0.00 %,0.00 %,3.1 %,4,1410 MHz,9.27 W,0.05 GB/s,90.02 %
2025-05-07 14:40:14.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,94.28 W,0.00 GB/s,5.6 %,61.00 °C,1410 MHz,0.00 %,0.00 GB/s,59.00 °C,148.75 W,0.00 %,0.00 %,5.6 %,4,1410 MHz,9.24 W,0.05 GB/s,90.02 %
2025-05-07 14:40:14.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,87.70 W,0.00 GB/s,5.6 %,61.00 °C,1410 MHz,0.00 %,0.00 GB/s,59.00 °C,142.91 W,0.00 %,0.00 %,4.4 %,4,1410 MHz,9.23 W,0.05 GB/s,90.02 %
2025-05-07 14:40:14.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.05 GB/s,88.39 W,0.00 GB/s,5.6 %,61.00 °C,1410 MHz,0.00 %,0.00 GB/s,59.00 °C,148.35 W,0.00 %,0.00 %,2.2 %,4,1410 MHz,9.07 W,0.03 GB/s,90.02 %
2025-05-07 14:40:14.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,92.98 W,0.00 GB/s,5.6 %,61.00 °C,1410 MHz,0.00 %,0.00 GB/s,59.00 °C,148.23 W,0.00 %,0.00 %,1.9 %,4,1410 MHz,9.02 W,0.05 GB/s,90.02 %
2025-05-07 14:40:14.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,86.91 W,0.00 GB/s,5.6 %,61.00 °C,1410 MHz,0.00 %,0.00 GB/s,59.00 °C,147.09 W,0.00 %,0.00 %,1.9 %,4,1410 MHz,9.22 W,0.05 GB/s,90.02 %
2025-05-07 14:40:14.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,86.91 W,0.00 GB/s,5.6 %,61.00 °C,1410 MHz,0.00 %,0.00 GB/s,59.00 °C,147.76 W,0.00 %,0.00 %,2.8 %,4,1410 MHz,9.31 W,0.05 GB/s,90.02 %
2025-05-07 14:40:15.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,85.42 W,0.00 GB/s,5.6 %,61.00 °C,1410 MHz,0.00 %,0.00 GB/s,59.00 °C,144.15 W,0.00 %,0.00 %,3.4 %,4,1410 MHz,9.15 W,0.05 GB/s,90.02 %
2025-05-07 14:40:15.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,86.23 W,0.00 GB/s,5.6 %,61.00 °C,1410 MHz,0.00 %,0.00 GB/s,59.00 °C,148.41 W,0.00 %,0.00 %,2.8 %,4,1410 MHz,9.24 W,0.05 GB/s,90.02 %
2025-05-07 14:40:15.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,85.33 W,0.00 GB/s,5.6 %,61.00 °C,1410 MHz,0.00 %,0.00 GB/s,59.00 °C,149.01 W,0.00 %,0.00 %,2.2 %,4,1410 MHz,9.19 W,0.05 GB/s,90.02 %
2025-05-07 14:40:15.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,86.23 W,0.00 GB/s,5.6 %,61.00 °C,1410 MHz,0.00 %,0.00 GB/s,59.00 °C,143.98 W,0.00 %,0.00 %,1.9 %,4,1410 MHz,9.18 W,0.05 GB/s,90.02 %
2025-05-07 14:40:15.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,84.94 W,0.00 GB/s,5.6 %,61.00 °C,1410 MHz,0.00 %,0.00 GB/s,58.00 °C,150.48 W,0.00 %,0.00 %,2.2 %,4,1410 MHz,9.10 W,0.05 GB/s,90.02 %
2025-05-07 14:40:15.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,85.44 W,0.00 GB/s,5.6 %,61.00 °C,1410 MHz,0.00 %,0.00 GB/s,58.00 °C,150.72 W,0.00 %,0.00 %,3.1 %,4,1410 MHz,9.33 W,0.05 GB/s,90.02 %
2025-05-07 14:40:15.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,90.73 W,0.00 GB/s,5.6 %,61.00 °C,1410 MHz,0.00 %,0.00 GB/s,58.00 °C,146.89 W,0.00 %,0.00 %,1.9 %,4,1410 MHz,9.23 W,0.05 GB/s,90.02 %
2025-05-07 14:40:15.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,87.41 W,0.00 GB/s,5.6 %,61.00 °C,1410 MHz,0.00 %,0.00 GB/s,58.00 °C,145.14 W,0.00 %,0.00 %,2.2 %,4,1410 MHz,9.10 W,0.05 GB/s,90.02 %
2025-05-07 14:40:15.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,87.50 W,0.00 GB/s,5.6 %,61.00 °C,1410 MHz,0.00 %,0.00 GB/s,58.00 °C,149.20 W,0.00 %,0.00 %,3.1 %,4,1410 MHz,9.31 W,0.05 GB/s,90.02 %
2025-05-07 14:40:15.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,87.41 W,0.00 GB/s,5.6 %,61.00 °C,1410 MHz,0.00 %,0.00 GB/s,58.00 °C,153.29 W,0.00 %,0.00 %,2.2 %,4,1410 MHz,9.18 W,0.05 GB/s,90.02 %
2025-05-07 14:40:16.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,85.92 W,0.00 GB/s,5.6 %,61.00 °C,1410 MHz,0.00 %,0.00 GB/s,58.00 °C,150.18 W,0.00 %,0.00 %,1.9 %,4,1410 MHz,9.19 W,0.05 GB/s,90.02 %
2025-05-07 14:40:16.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,86.42 W,0.00 GB/s,5.6 %,61.00 °C,1410 MHz,0.00 %,0.00 GB/s,58.00 °C,140.75 W,0.00 %,0.00 %,3.1 %,4,1410 MHz,9.34 W,0.05 GB/s,90.02 %
2025-05-07 14:40:16.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,86.52 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,58.00 °C,142.09 W,0.00 %,0.00 %,3.4 %,4,1410 MHz,9.42 W,0.05 GB/s,90.02 %
2025-05-07 14:40:16.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,86.52 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,58.00 °C,136.19 W,0.00 %,0.00 %,2.2 %,4,1410 MHz,9.17 W,0.05 GB/s,90.02 %
2025-05-07 14:40:16.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,16,0.00 %,0.00 %,1512 MHz,0.00 %,0.12 GB/s,87.10 W,0.00 GB/s,5.6 %,59.00 °C,1410 MHz,0.00 %,0.00 GB/s,58.00 °C,136.32 W,0.00 %,0.00 %,1.9 %,4,1410 MHz,9.33 W,0.05 GB/s,90.02 %
