timestamp,task_name,name,index,temperature.gpu,clocks.current.sm [MHz],temperature.memory,dram_power,cpu_usage,pcie.link.gen.current,nvlink_tx_bytes,power.draw [W],utilization.memory [%],utilization.gpu [%],sm_occupancy,sm_active,dram_usage,cpu_power,usage.memory [%],nvlink_rx_bytes,pcie_tx_bytes,pcie_rx_bytes,clocks.current.memory [MHz],tensor_active,clocks.current.graphics [MHz],pcie.link.width.current,dram_active
2025-05-07 15:46:53.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,1050 MHz,65.00 °C,9.22 W,3.7 %,4,0.00 GB/s,279.38 W,29.00 %,100.00 %,12.40 %,100.00 %,5.7 %,121.80 W,94.56 %,0.00 GB/s,0.08 GB/s,0.04 GB/s,1512 MHz,90.50 %,1050 MHz,16,23.10 %
2025-05-07 15:46:53.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,1170 MHz,65.00 °C,9.39 W,3.7 %,4,0.00 GB/s,307.34 W,26.00 %,100.00 %,12.50 %,99.90 %,5.7 %,112.44 W,94.56 %,0.00 GB/s,0.09 GB/s,0.05 GB/s,1512 MHz,90.40 %,1170 MHz,16,19.00 %
2025-05-07 15:46:53.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,64.00 °C,1065 MHz,65.00 °C,9.20 W,5.0 %,4,0.00 GB/s,305.59 W,26.00 %,100.00 %,12.50 %,100.00 %,5.7 %,118.93 W,94.56 %,0.00 GB/s,0.08 GB/s,0.04 GB/s,1512 MHz,70.00 %,1065 MHz,16,12.80 %
2025-05-07 15:46:53.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,64.00 °C,1170 MHz,65.00 °C,9.14 W,2.8 %,4,0.00 GB/s,301.02 W,32.00 %,100.00 %,0.90 %,13.50 %,5.7 %,144.63 W,94.56 %,0.00 GB/s,0.10 GB/s,0.04 GB/s,1512 MHz,8.10 %,1170 MHz,16,0.00 %
2025-05-07 15:46:53.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,1170 MHz,65.00 °C,9.11 W,3.4 %,4,0.00 GB/s,304.81 W,32.00 %,100.00 %,12.40 %,99.90 %,5.7 %,120.24 W,94.56 %,0.00 GB/s,0.08 GB/s,0.04 GB/s,1512 MHz,93.10 %,1170 MHz,16,16.60 %
2025-05-07 15:46:53.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,1095 MHz,65.00 °C,9.19 W,3.1 %,4,0.00 GB/s,319.49 W,25.00 %,100.00 %,92.40 %,100.00 %,5.7 %,120.35 W,94.56 %,0.00 GB/s,0.08 GB/s,0.04 GB/s,1512 MHz,4.20 %,1095 MHz,16,37.40 %
2025-05-07 15:46:53.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,64.00 °C,1110 MHz,65.00 °C,9.27 W,3.6 %,4,0.00 GB/s,260.32 W,25.00 %,100.00 %,12.50 %,100.00 %,5.7 %,107.22 W,94.56 %,0.00 GB/s,0.09 GB/s,0.04 GB/s,1512 MHz,70.00 %,1110 MHz,16,11.20 %
2025-05-07 15:46:53.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,64.00 °C,1170 MHz,65.00 °C,9.21 W,3.4 %,4,0.00 GB/s,303.07 W,31.00 %,100.00 %,12.40 %,100.00 %,5.7 %,106.32 W,94.56 %,0.00 GB/s,0.08 GB/s,0.04 GB/s,1512 MHz,90.60 %,1170 MHz,16,21.80 %
2025-05-07 15:46:54.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,1125 MHz,65.00 °C,9.15 W,3.4 %,4,0.00 GB/s,306.95 W,31.00 %,100.00 %,12.40 %,100.00 %,5.7 %,107.00 W,94.56 %,0.00 GB/s,0.08 GB/s,0.04 GB/s,1512 MHz,91.90 %,1125 MHz,16,17.10 %
2025-05-07 15:46:54.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,64.00 °C,1080 MHz,65.00 °C,9.49 W,12.8 %,4,0.00 GB/s,301.11 W,24.00 %,100.00 %,12.50 %,100.00 %,5.7 %,105.40 W,94.56 %,0.00 GB/s,0.09 GB/s,0.05 GB/s,1512 MHz,69.90 %,1080 MHz,16,14.40 %
2025-05-07 15:46:54.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,64.00 °C,1155 MHz,65.00 °C,9.28 W,4.3 %,4,0.00 GB/s,257.87 W,24.00 %,100.00 %,12.40 %,100.00 %,5.7 %,109.64 W,94.56 %,0.00 GB/s,0.08 GB/s,0.04 GB/s,1512 MHz,90.70 %,1155 MHz,16,23.30 %
2025-05-07 15:46:54.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,1155 MHz,65.00 °C,9.47 W,3.4 %,4,0.00 GB/s,303.54 W,28.00 %,100.00 %,12.50 %,99.90 %,5.7 %,106.32 W,94.56 %,0.00 GB/s,0.08 GB/s,0.04 GB/s,1512 MHz,90.50 %,1155 MHz,16,18.80 %
2025-05-07 15:46:54.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,1050 MHz,65.00 °C,9.14 W,3.4 %,4,0.00 GB/s,245.45 W,28.00 %,100.00 %,12.50 %,100.00 %,5.7 %,106.48 W,94.56 %,0.00 GB/s,0.09 GB/s,0.04 GB/s,1512 MHz,69.90 %,1050 MHz,16,14.30 %
2025-05-07 15:46:54.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,1170 MHz,65.00 °C,9.30 W,4.0 %,4,0.00 GB/s,245.45 W,28.00 %,100.00 %,12.50 %,100.00 %,5.7 %,106.22 W,94.56 %,0.00 GB/s,0.09 GB/s,0.04 GB/s,1512 MHz,70.00 %,1170 MHz,16,14.00 %
2025-05-07 15:46:54.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,1155 MHz,65.00 °C,9.25 W,4.7 %,4,0.00 GB/s,305.40 W,30.00 %,100.00 %,12.40 %,100.00 %,5.7 %,129.53 W,94.56 %,0.00 GB/s,0.08 GB/s,0.04 GB/s,1512 MHz,91.20 %,1155 MHz,16,15.20 %
2025-05-07 15:46:54.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,1050 MHz,65.00 °C,9.43 W,5.4 %,4,0.00 GB/s,305.49 W,30.00 %,100.00 %,12.40 %,100.00 %,5.7 %,155.96 W,94.56 %,0.00 GB/s,0.08 GB/s,0.04 GB/s,1512 MHz,91.60 %,1050 MHz,16,16.80 %
2025-05-07 15:46:54.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,64.00 °C,1050 MHz,65.00 °C,9.06 W,4.0 %,4,0.00 GB/s,288.35 W,23.00 %,100.00 %,12.50 %,100.00 %,5.7 %,151.76 W,94.56 %,0.00 GB/s,0.09 GB/s,0.05 GB/s,1512 MHz,70.00 %,1050 MHz,16,14.80 %
2025-05-07 15:46:54.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,1185 MHz,65.00 °C,8.90 W,3.1 %,4,0.00 GB/s,238.19 W,23.00 %,100.00 %,12.40 %,100.00 %,5.7 %,149.47 W,94.56 %,0.00 GB/s,0.08 GB/s,0.04 GB/s,1512 MHz,91.00 %,1185 MHz,16,16.30 %
2025-05-07 15:46:55.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,1155 MHz,65.00 °C,9.03 W,4.3 %,4,0.00 GB/s,305.00 W,34.00 %,100.00 %,92.70 %,100.00 %,5.7 %,146.04 W,94.56 %,0.00 GB/s,0.08 GB/s,0.04 GB/s,1512 MHz,2.70 %,1155 MHz,16,41.80 %
2025-05-07 15:46:55.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,1065 MHz,65.00 °C,9.08 W,4.9 %,4,0.00 GB/s,320.44 W,34.00 %,100.00 %,12.50 %,100.00 %,5.7 %,147.73 W,94.56 %,0.00 GB/s,0.09 GB/s,0.04 GB/s,1512 MHz,69.90 %,1065 MHz,16,15.30 %
2025-05-07 15:46:55.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,1140 MHz,65.00 °C,9.10 W,3.7 %,4,0.00 GB/s,284.17 W,31.00 %,100.00 %,12.50 %,100.00 %,5.7 %,147.40 W,94.56 %,0.00 GB/s,0.09 GB/s,0.04 GB/s,1512 MHz,69.90 %,1140 MHz,16,17.80 %
2025-05-07 15:46:55.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,1170 MHz,65.00 °C,9.27 W,6.2 %,4,0.00 GB/s,296.82 W,31.00 %,100.00 %,12.40 %,100.00 %,5.7 %,147.98 W,94.56 %,0.00 GB/s,0.08 GB/s,0.04 GB/s,1512 MHz,90.60 %,1170 MHz,16,20.40 %
2025-05-07 15:46:55.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,1050 MHz,65.00 °C,9.17 W,3.7 %,4,0.00 GB/s,282.21 W,31.00 %,100.00 %,93.30 %,100.00 %,5.7 %,139.70 W,94.56 %,0.00 GB/s,0.08 GB/s,0.05 GB/s,1512 MHz,2.60 %,1050 MHz,16,51.20 %
2025-05-07 15:46:55.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,64.00 °C,1050 MHz,65.00 °C,9.12 W,5.9 %,4,0.00 GB/s,224.53 W,26.00 %,100.00 %,12.50 %,100.00 %,5.7 %,132.98 W,94.56 %,0.00 GB/s,0.09 GB/s,0.05 GB/s,1512 MHz,70.00 %,1050 MHz,16,14.40 %
2025-05-07 15:46:55.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,1170 MHz,65.00 °C,9.05 W,3.1 %,4,0.00 GB/s,310.25 W,26.00 %,100.00 %,12.40 %,100.00 %,5.7 %,148.59 W,94.56 %,0.00 GB/s,0.09 GB/s,0.04 GB/s,1512 MHz,90.50 %,1170 MHz,16,23.50 %
2025-05-07 15:46:55.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,66.00 °C,1080 MHz,65.00 °C,9.06 W,3.3 %,4,0.00 GB/s,310.25 W,26.00 %,100.00 %,12.40 %,100.00 %,5.7 %,139.37 W,94.56 %,0.00 GB/s,0.08 GB/s,0.04 GB/s,1512 MHz,90.70 %,1080 MHz,16,21.40 %
2025-05-07 15:46:55.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,1050 MHz,65.00 °C,9.40 W,3.1 %,4,0.00 GB/s,299.84 W,26.00 %,100.00 %,12.50 %,100.00 %,5.7 %,120.65 W,94.56 %,0.00 GB/s,0.09 GB/s,0.05 GB/s,1512 MHz,70.00 %,1050 MHz,16,11.80 %
2025-05-07 15:46:56.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,66.00 °C,1170 MHz,65.00 °C,9.24 W,3.4 %,4,0.00 GB/s,305.59 W,31.00 %,100.00 %,12.40 %,100.00 %,5.7 %,104.66 W,94.56 %,0.00 GB/s,0.08 GB/s,0.04 GB/s,1512 MHz,91.10 %,1170 MHz,16,15.20 %
2025-05-07 15:46:56.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,1140 MHz,65.00 °C,9.18 W,3.7 %,4,0.00 GB/s,290.31 W,22.00 %,100.00 %,12.40 %,100.00 %,5.7 %,104.58 W,94.56 %,0.00 GB/s,0.08 GB/s,0.04 GB/s,1512 MHz,91.70 %,1140 MHz,16,16.50 %
2025-05-07 15:46:56.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,1110 MHz,65.00 °C,9.25 W,3.4 %,4,0.00 GB/s,279.48 W,22.00 %,100.00 %,12.50 %,100.00 %,5.7 %,103.67 W,94.56 %,0.00 GB/s,0.09 GB/s,0.05 GB/s,1512 MHz,70.10 %,1110 MHz,16,11.20 %
2025-05-07 15:46:56.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,1155 MHz,65.00 °C,9.15 W,3.1 %,4,0.00 GB/s,239.95 W,35.00 %,100.00 %,12.40 %,100.00 %,5.7 %,103.72 W,94.56 %,0.00 GB/s,0.08 GB/s,0.04 GB/s,1512 MHz,92.00 %,1155 MHz,16,17.70 %
2025-05-07 15:46:56.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,66.00 °C,1155 MHz,65.00 °C,9.13 W,3.0 %,4,0.00 GB/s,306.26 W,35.00 %,100.00 %,10.40 %,89.20 %,5.7 %,107.06 W,94.56 %,0.00 GB/s,0.08 GB/s,0.06 GB/s,1512 MHz,76.20 %,1155 MHz,16,18.10 %
2025-05-07 15:46:56.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,1065 MHz,65.00 °C,9.39 W,5.2 %,4,0.00 GB/s,327.85 W,24.00 %,100.00 %,12.50 %,100.00 %,5.7 %,141.21 W,94.56 %,0.00 GB/s,0.09 GB/s,0.04 GB/s,1512 MHz,69.80 %,1065 MHz,16,16.70 %
2025-05-07 15:46:56.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,1170 MHz,65.00 °C,9.14 W,4.7 %,4,0.00 GB/s,310.83 W,24.00 %,100.00 %,12.40 %,100.00 %,5.7 %,122.61 W,94.56 %,0.00 GB/s,0.08 GB/s,0.04 GB/s,1512 MHz,91.40 %,1170 MHz,16,17.60 %
2025-05-07 15:46:56.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,66.00 °C,1155 MHz,65.00 °C,9.28 W,3.7 %,4,0.00 GB/s,306.46 W,29.00 %,100.00 %,12.50 %,99.90 %,5.7 %,127.14 W,94.56 %,0.00 GB/s,0.08 GB/s,0.04 GB/s,1512 MHz,90.80 %,1155 MHz,16,19.30 %
2025-05-07 15:46:56.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,1080 MHz,65.00 °C,9.19 W,3.7 %,4,0.00 GB/s,316.76 W,29.00 %,100.00 %,12.50 %,100.00 %,5.7 %,113.62 W,94.56 %,0.00 GB/s,0.09 GB/s,0.04 GB/s,1512 MHz,69.90 %,1080 MHz,16,14.40 %
2025-05-07 15:46:56.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,1065 MHz,65.00 °C,9.18 W,4.2 %,4,0.00 GB/s,287.67 W,27.00 %,100.00 %,12.50 %,100.00 %,5.7 %,103.99 W,94.56 %,0.00 GB/s,0.09 GB/s,0.04 GB/s,1512 MHz,70.00 %,1065 MHz,16,13.90 %
2025-05-07 15:46:57.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,1170 MHz,67.00 °C,9.26 W,3.1 %,4,0.00 GB/s,309.96 W,27.00 %,100.00 %,76.00 %,100.00 %,5.7 %,102.56 W,94.56 %,0.00 GB/s,0.08 GB/s,0.05 GB/s,1512 MHz,4.60 %,1170 MHz,16,71.60 %
2025-05-07 15:46:57.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,66.00 °C,1110 MHz,65.00 °C,9.33 W,3.7 %,4,0.00 GB/s,307.53 W,27.00 %,100.00 %,12.40 %,100.00 %,5.7 %,105.42 W,94.56 %,0.00 GB/s,0.08 GB/s,0.04 GB/s,1512 MHz,90.70 %,1110 MHz,16,22.60 %
2025-05-07 15:46:57.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,1125 MHz,65.00 °C,9.30 W,3.4 %,4,0.00 GB/s,322.98 W,26.00 %,100.00 %,12.50 %,100.00 %,5.7 %,107.89 W,94.56 %,0.00 GB/s,0.09 GB/s,0.04 GB/s,1512 MHz,69.90 %,1125 MHz,16,13.40 %
2025-05-07 15:46:57.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,1200 MHz,67.00 °C,9.41 W,3.1 %,4,0.00 GB/s,322.98 W,26.00 %,100.00 %,12.40 %,100.00 %,5.7 %,105.27 W,94.56 %,0.00 GB/s,0.05 GB/s,0.03 GB/s,1512 MHz,91.30 %,1200 MHz,16,18.70 %
2025-05-07 15:46:57.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,66.00 °C,1215 MHz,65.00 °C,9.34 W,1.9 %,4,0.00 GB/s,256.72 W,31.00 %,100.00 %,12.50 %,99.90 %,5.7 %,105.48 W,94.56 %,0.00 GB/s,0.09 GB/s,0.03 GB/s,1512 MHz,93.20 %,1215 MHz,16,19.60 %
2025-05-07 15:46:57.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,1410 MHz,65.00 °C,9.38 W,2.5 %,4,0.00 GB/s,100.57 W,26.00 %,100.00 %,0.00 %,0.00 %,5.7 %,102.60 W,90.02 %,0.00 GB/s,0.11 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:46:57.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,1260 MHz,65.00 °C,9.41 W,4.9 %,4,0.00 GB/s,110.26 W,20.00 %,98.00 %,0.00 %,0.00 %,5.7 %,132.41 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1260 MHz,16,0.00 %
2025-05-07 15:46:58.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,1395 MHz,65.00 °C,9.41 W,2.2 %,4,0.00 GB/s,87.50 W,20.00 %,98.00 %,0.00 %,0.00 %,5.7 %,132.48 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1395 MHz,16,0.00 %
2025-05-07 15:46:58.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,60.00 °C,1410 MHz,63.00 °C,9.11 W,2.2 %,4,0.00 GB/s,87.50 W,11.00 %,88.00 %,0.00 %,0.00 %,5.7 %,143.11 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:46:58.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,60.00 °C,1410 MHz,63.00 °C,9.15 W,1.6 %,4,0.00 GB/s,88.70 W,11.00 %,88.00 %,0.00 %,0.00 %,5.7 %,140.04 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:46:58.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,60.00 °C,1410 MHz,63.00 °C,9.03 W,1.9 %,4,0.00 GB/s,88.29 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,151.95 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:46:58.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,60.00 °C,1410 MHz,63.00 °C,9.16 W,1.5 %,4,0.00 GB/s,87.99 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,143.80 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:46:58.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,60.00 °C,1410 MHz,61.00 °C,9.04 W,1.9 %,4,0.00 GB/s,87.21 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,144.54 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:46:58.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,1410 MHz,61.00 °C,8.93 W,1.8 %,4,0.00 GB/s,87.21 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,151.99 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:46:58.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,1410 MHz,61.00 °C,8.94 W,1.8 %,4,0.00 GB/s,87.00 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,146.31 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:46:58.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,1410 MHz,61.00 °C,9.22 W,2.8 %,4,0.00 GB/s,86.42 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,147.39 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:46:58.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,1410 MHz,61.00 °C,8.94 W,2.2 %,4,0.00 GB/s,85.04 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,149.99 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:46:59.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,1410 MHz,61.00 °C,9.01 W,2.8 %,4,0.00 GB/s,85.04 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,145.49 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:46:59.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,1410 MHz,61.00 °C,9.30 W,2.8 %,4,0.00 GB/s,83.17 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,142.50 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:46:59.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,1410 MHz,61.00 °C,9.30 W,6.2 %,4,0.00 GB/s,93.86 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,150.11 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:46:59.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,1410 MHz,61.00 °C,9.28 W,1.6 %,4,0.00 GB/s,92.88 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,147.49 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:46:59.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,1410 MHz,61.00 °C,9.29 W,1.6 %,4,0.00 GB/s,92.69 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,148.49 W,90.02 %,0.00 GB/s,0.04 GB/s,0.02 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:46:59.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,1410 MHz,61.00 °C,9.26 W,2.5 %,4,0.00 GB/s,93.07 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,148.83 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:46:59.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,1410 MHz,61.00 °C,9.27 W,3.1 %,4,0.00 GB/s,92.98 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,143.66 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:46:59.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,1410 MHz,61.00 °C,9.18 W,1.6 %,4,0.00 GB/s,92.88 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,141.75 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:46:59.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,1410 MHz,61.00 °C,8.99 W,2.2 %,4,0.00 GB/s,92.91 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,148.27 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:46:59.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,1410 MHz,61.00 °C,9.11 W,1.2 %,4,0.00 GB/s,93.07 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,149.00 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:00.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,1410 MHz,61.00 °C,9.23 W,1.2 %,4,0.00 GB/s,93.07 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,144.42 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:00.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,1410 MHz,61.00 °C,9.14 W,1.6 %,4,0.00 GB/s,93.17 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,147.44 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:00.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,1410 MHz,61.00 °C,9.01 W,2.2 %,4,0.00 GB/s,93.00 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,145.62 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:00.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,1410 MHz,61.00 °C,9.19 W,3.4 %,4,0.00 GB/s,92.98 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,146.46 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:00.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,1410 MHz,61.00 °C,9.03 W,2.8 %,4,0.00 GB/s,92.98 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,147.24 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
2025-05-07 15:47:00.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,1410 MHz,61.00 °C,9.04 W,1.6 %,4,0.00 GB/s,92.98 W,0.00 %,0.00 %,0.00 %,0.00 %,5.7 %,145.84 W,90.02 %,0.00 GB/s,0.12 GB/s,0.05 GB/s,1512 MHz,0.00 %,1410 MHz,16,0.00 %
