timestamp,task_name,name,index,dram_power,tensor_active,utilization.memory [%],pcie_rx_bytes,temperature.memory,pcie.link.width.current,clocks.current.graphics [MHz],cpu_usage,dram_active,sm_active,clocks.current.sm [MHz],nvlink_tx_bytes,utilization.gpu [%],cpu_power,temperature.gpu,nvlink_rx_bytes,dram_usage,sm_occupancy,pcie.link.gen.current,pcie_tx_bytes,clocks.current.memory [MHz],usage.memory [%],power.draw [W]
2025-05-07 15:47:47.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.10 W,69.90 %,30.00 %,0.05 GB/s,65.00 °C,16,1170 MHz,3.7 %,13.00 %,100.00 %,1170 MHz,0.00 GB/s,100.00 %,133.02 W,64.00 °C,0.00 GB/s,5.7 %,12.50 %,4,0.09 GB/s,1512 MHz,94.56 %,280.84 W
2025-05-07 15:47:48.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.07 W,91.20 %,26.00 %,0.04 GB/s,65.00 °C,16,1155 MHz,3.7 %,15.60 %,100.00 %,1155 MHz,0.00 GB/s,100.00 %,133.29 W,65.00 °C,0.00 GB/s,5.7 %,12.40 %,4,0.08 GB/s,1512 MHz,94.56 %,245.92 W
2025-05-07 15:47:48.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.36 W,90.40 %,26.00 %,0.04 GB/s,65.00 °C,16,1155 MHz,5.8 %,21.50 %,100.00 %,1155 MHz,0.00 GB/s,100.00 %,141.03 W,65.00 °C,0.00 GB/s,5.7 %,12.40 %,4,0.08 GB/s,1512 MHz,94.56 %,309.68 W
2025-05-07 15:47:48.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.42 W,70.10 %,31.00 %,0.04 GB/s,65.00 °C,16,1050 MHz,5.2 %,13.10 %,100.00 %,1050 MHz,0.00 GB/s,100.00 %,135.13 W,64.00 °C,0.00 GB/s,5.7 %,12.50 %,4,0.09 GB/s,1512 MHz,94.56 %,326.19 W
2025-05-07 15:47:48.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.33 W,0.00 %,31.00 %,0.05 GB/s,65.00 °C,16,1170 MHz,9.1 %,56.70 %,100.00 %,1170 MHz,0.00 GB/s,100.00 %,130.75 W,65.00 °C,0.00 GB/s,5.7 %,92.50 %,4,0.08 GB/s,1512 MHz,94.56 %,322.30 W
2025-05-07 15:47:48.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.16 W,90.80 %,22.00 %,0.04 GB/s,65.00 °C,16,1170 MHz,3.8 %,18.60 %,99.90 %,1170 MHz,0.00 GB/s,100.00 %,141.58 W,65.00 °C,0.00 GB/s,5.7 %,12.50 %,4,0.09 GB/s,1512 MHz,94.56 %,337.91 W
2025-05-07 15:47:48.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.20 W,70.20 %,22.00 %,0.05 GB/s,65.00 °C,16,1050 MHz,3.4 %,13.40 %,100.00 %,1050 MHz,0.00 GB/s,100.00 %,137.72 W,65.00 °C,0.00 GB/s,5.7 %,12.50 %,4,0.09 GB/s,1512 MHz,94.56 %,281.91 W
2025-05-07 15:47:48.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.34 W,69.90 %,22.00 %,0.04 GB/s,65.00 °C,16,1170 MHz,3.4 %,15.40 %,100.00 %,1170 MHz,0.00 GB/s,100.00 %,121.60 W,64.00 °C,0.00 GB/s,5.7 %,12.50 %,4,0.09 GB/s,1512 MHz,94.56 %,270.40 W
2025-05-07 15:47:48.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.34 W,90.40 %,35.00 %,0.04 GB/s,65.00 °C,16,1170 MHz,3.4 %,20.90 %,100.00 %,1170 MHz,0.00 GB/s,100.00 %,103.77 W,65.00 °C,0.00 GB/s,5.7 %,12.40 %,4,0.08 GB/s,1512 MHz,94.56 %,306.66 W
2025-05-07 15:47:48.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.45 W,2.80 %,35.00 %,0.05 GB/s,65.00 °C,16,1080 MHz,3.7 %,41.60 %,100.00 %,1080 MHz,0.00 GB/s,100.00 %,105.25 W,65.00 °C,0.00 GB/s,5.7 %,92.60 %,4,0.08 GB/s,1512 MHz,94.56 %,307.04 W
2025-05-07 15:47:48.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.27 W,69.80 %,24.00 %,0.05 GB/s,65.00 °C,16,1050 MHz,3.4 %,15.90 %,100.00 %,1050 MHz,0.00 GB/s,100.00 %,118.18 W,64.00 °C,0.00 GB/s,5.7 %,12.50 %,4,0.09 GB/s,1512 MHz,94.56 %,334.24 W
2025-05-07 15:47:49.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.19 W,91.00 %,24.00 %,0.04 GB/s,65.00 °C,16,1155 MHz,3.1 %,16.90 %,100.00 %,1155 MHz,0.00 GB/s,100.00 %,106.42 W,64.00 °C,0.00 GB/s,5.7 %,12.40 %,4,0.08 GB/s,1512 MHz,94.56 %,308.50 W
2025-05-07 15:47:49.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.27 W,0.00 %,29.00 %,0.04 GB/s,65.00 °C,16,1170 MHz,4.0 %,53.20 %,100.00 %,1170 MHz,0.00 GB/s,100.00 %,104.20 W,65.00 °C,0.00 GB/s,5.7 %,92.30 %,4,0.08 GB/s,1512 MHz,94.56 %,308.50 W
2025-05-07 15:47:49.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.29 W,69.90 %,29.00 %,0.04 GB/s,65.00 °C,16,1080 MHz,4.3 %,16.30 %,100.00 %,1080 MHz,0.00 GB/s,100.00 %,110.99 W,65.00 °C,0.00 GB/s,5.7 %,12.50 %,4,0.08 GB/s,1512 MHz,94.56 %,289.24 W
2025-05-07 15:47:49.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.22 W,69.90 %,27.00 %,0.04 GB/s,65.00 °C,16,1170 MHz,5.2 %,14.00 %,100.00 %,1170 MHz,0.00 GB/s,100.00 %,111.97 W,64.00 °C,0.00 GB/s,5.7 %,12.50 %,4,0.09 GB/s,1512 MHz,94.56 %,282.50 W
2025-05-07 15:47:49.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.27 W,90.40 %,27.00 %,0.04 GB/s,65.00 °C,16,1200 MHz,5.9 %,20.30 %,100.00 %,1200 MHz,0.00 GB/s,100.00 %,109.31 W,65.00 °C,0.00 GB/s,5.7 %,12.40 %,4,0.07 GB/s,1512 MHz,94.56 %,289.71 W
2025-05-07 15:47:49.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.22 W,2.60 %,26.00 %,0.05 GB/s,65.00 °C,16,1200 MHz,5.8 %,52.70 %,100.00 %,1200 MHz,0.00 GB/s,100.00 %,118.97 W,65.00 °C,0.00 GB/s,5.7 %,93.30 %,4,0.08 GB/s,1512 MHz,94.56 %,307.72 W
2025-05-07 15:47:49.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.20 W,70.10 %,26.00 %,0.05 GB/s,65.00 °C,16,1050 MHz,4.0 %,14.00 %,100.00 %,1050 MHz,0.00 GB/s,100.00 %,116.80 W,64.00 °C,0.00 GB/s,5.7 %,12.50 %,4,0.09 GB/s,1512 MHz,94.56 %,299.07 W
2025-05-07 15:47:49.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.26 W,91.00 %,31.00 %,0.04 GB/s,65.00 °C,16,1170 MHz,3.4 %,16.50 %,100.00 %,1170 MHz,0.00 GB/s,100.00 %,104.41 W,65.00 °C,0.00 GB/s,5.7 %,12.40 %,4,0.08 GB/s,1512 MHz,94.56 %,312.71 W
2025-05-07 15:47:49.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.37 W,90.70 %,31.00 %,0.04 GB/s,65.00 °C,16,1170 MHz,3.4 %,16.30 %,100.00 %,1170 MHz,0.00 GB/s,100.00 %,108.12 W,65.00 °C,0.00 GB/s,5.7 %,12.30 %,4,0.08 GB/s,1512 MHz,94.56 %,306.86 W
2025-05-07 15:47:49.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.30 W,70.00 %,25.00 %,0.04 GB/s,65.00 °C,16,1065 MHz,4.6 %,16.40 %,100.00 %,1065 MHz,0.00 GB/s,100.00 %,110.36 W,64.00 °C,0.00 GB/s,5.7 %,12.50 %,4,0.09 GB/s,1512 MHz,94.56 %,297.79 W
2025-05-07 15:47:50.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.22 W,69.90 %,25.00 %,0.05 GB/s,65.00 °C,16,1140 MHz,3.6 %,13.40 %,100.00 %,1140 MHz,0.00 GB/s,100.00 %,102.70 W,64.00 °C,0.00 GB/s,5.7 %,12.50 %,4,0.09 GB/s,1512 MHz,94.56 %,284.07 W
2025-05-07 15:47:50.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.24 W,90.50 %,31.00 %,0.04 GB/s,65.00 °C,16,1170 MHz,3.4 %,20.60 %,100.00 %,1170 MHz,0.00 GB/s,100.00 %,104.91 W,65.00 °C,0.00 GB/s,5.7 %,12.40 %,4,0.08 GB/s,1512 MHz,94.56 %,307.05 W
2025-05-07 15:47:50.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.33 W,4.60 %,31.00 %,0.04 GB/s,65.00 °C,16,1065 MHz,4.0 %,34.90 %,100.00 %,1065 MHz,0.00 GB/s,100.00 %,106.24 W,65.00 °C,0.00 GB/s,5.7 %,93.00 %,4,0.07 GB/s,1512 MHz,94.56 %,302.76 W
2025-05-07 15:47:50.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.16 W,70.00 %,31.00 %,0.04 GB/s,65.00 °C,16,1110 MHz,3.4 %,11.70 %,100.00 %,1110 MHz,0.00 GB/s,100.00 %,109.23 W,64.00 °C,0.00 GB/s,5.7 %,12.50 %,4,0.08 GB/s,1512 MHz,94.56 %,302.76 W
2025-05-07 15:47:50.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.44 W,91.20 %,24.00 %,0.04 GB/s,65.00 °C,16,1170 MHz,3.4 %,17.40 %,100.00 %,1170 MHz,0.00 GB/s,100.00 %,107.69 W,65.00 °C,0.00 GB/s,5.7 %,12.40 %,4,0.08 GB/s,1512 MHz,94.56 %,268.03 W
2025-05-07 15:47:50.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.35 W,90.70 %,24.00 %,0.04 GB/s,65.00 °C,16,1170 MHz,4.3 %,16.10 %,100.00 %,1170 MHz,0.00 GB/s,100.00 %,105.99 W,65.00 °C,0.00 GB/s,5.7 %,12.30 %,4,0.08 GB/s,1512 MHz,94.56 %,304.81 W
2025-05-07 15:47:50.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.18 W,70.10 %,29.00 %,0.04 GB/s,65.00 °C,16,1050 MHz,4.0 %,11.50 %,100.00 %,1050 MHz,0.00 GB/s,100.00 %,132.94 W,65.00 °C,0.00 GB/s,5.7 %,12.50 %,4,0.09 GB/s,1512 MHz,94.56 %,342.64 W
2025-05-07 15:47:50.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.25 W,69.90 %,29.00 %,0.05 GB/s,65.00 °C,16,1065 MHz,6.5 %,15.10 %,100.00 %,1065 MHz,0.00 GB/s,100.00 %,138.15 W,65.00 °C,0.00 GB/s,5.7 %,12.50 %,4,0.08 GB/s,1512 MHz,94.56 %,254.73 W
2025-05-07 15:47:50.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.30 W,90.60 %,28.00 %,0.04 GB/s,65.00 °C,16,1170 MHz,4.3 %,20.30 %,100.00 %,1170 MHz,0.00 GB/s,100.00 %,145.41 W,66.00 °C,0.00 GB/s,5.7 %,12.40 %,4,0.08 GB/s,1512 MHz,94.56 %,303.35 W
2025-05-07 15:47:50.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.20 W,4.30 %,28.00 %,0.05 GB/s,65.00 °C,16,1125 MHz,5.8 %,49.20 %,100.00 %,1125 MHz,0.00 GB/s,100.00 %,144.66 W,65.00 °C,0.00 GB/s,5.7 %,93.40 %,4,0.08 GB/s,1512 MHz,94.56 %,308.21 W
2025-05-07 15:47:51.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.26 W,70.00 %,33.00 %,0.05 GB/s,65.00 °C,16,1125 MHz,3.1 %,14.60 %,100.00 %,1125 MHz,0.00 GB/s,100.00 %,134.06 W,64.00 °C,0.00 GB/s,5.7 %,12.50 %,4,0.09 GB/s,1512 MHz,94.56 %,299.65 W
2025-05-07 15:47:51.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.14 W,91.40 %,33.00 %,0.04 GB/s,65.00 °C,16,1170 MHz,3.4 %,16.50 %,100.00 %,1170 MHz,0.00 GB/s,100.00 %,126.41 W,64.00 °C,0.00 GB/s,5.7 %,12.40 %,4,0.08 GB/s,1512 MHz,94.56 %,241.20 W
2025-05-07 15:47:51.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.22 W,91.30 %,24.00 %,0.04 GB/s,65.00 °C,16,1140 MHz,3.4 %,16.30 %,100.00 %,1140 MHz,0.00 GB/s,100.00 %,120.81 W,65.00 °C,0.00 GB/s,5.7 %,12.40 %,4,0.08 GB/s,1512 MHz,94.56 %,328.13 W
2025-05-07 15:47:51.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.21 W,69.80 %,24.00 %,0.04 GB/s,65.00 °C,16,1065 MHz,3.4 %,16.40 %,100.00 %,1065 MHz,0.00 GB/s,100.00 %,116.62 W,65.00 °C,0.00 GB/s,5.7 %,12.50 %,4,0.08 GB/s,1512 MHz,94.56 %,262.66 W
2025-05-07 15:47:51.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.22 W,70.10 %,24.00 %,0.04 GB/s,65.00 °C,16,1170 MHz,3.6 %,11.40 %,100.00 %,1170 MHz,0.00 GB/s,100.00 %,110.42 W,65.00 °C,0.00 GB/s,5.7 %,12.50 %,4,0.09 GB/s,1512 MHz,94.56 %,262.66 W
2025-05-07 15:47:51.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.30 W,0.00 %,31.00 %,0.04 GB/s,65.00 °C,16,1170 MHz,3.1 %,90.90 %,100.00 %,1170 MHz,0.00 GB/s,100.00 %,103.74 W,66.00 °C,0.00 GB/s,5.7 %,91.40 %,4,0.05 GB/s,1512 MHz,94.56 %,308.41 W
2025-05-07 15:47:51.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.25 W,0.00 %,31.00 %,0.04 GB/s,65.00 °C,16,1050 MHz,3.7 %,27.50 %,100.00 %,1050 MHz,0.00 GB/s,100.00 %,109.72 W,66.00 °C,0.00 GB/s,5.7 %,100.00 %,4,0.08 GB/s,1512 MHz,94.56 %,311.04 W
2025-05-07 15:47:51.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.18 W,70.20 %,25.00 %,0.05 GB/s,65.00 °C,16,1050 MHz,3.1 %,11.70 %,100.00 %,1050 MHz,0.00 GB/s,100.00 %,104.61 W,65.00 °C,0.00 GB/s,5.7 %,12.50 %,4,0.09 GB/s,1512 MHz,94.56 %,276.44 W
2025-05-07 15:47:51.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.25 W,91.20 %,25.00 %,0.04 GB/s,65.00 °C,16,1170 MHz,2.8 %,16.80 %,100.00 %,1170 MHz,0.00 GB/s,100.00 %,102.97 W,66.00 °C,0.00 GB/s,5.7 %,12.40 %,4,0.08 GB/s,1512 MHz,94.56 %,232.19 W
2025-05-07 15:47:51.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.33 W,91.50 %,28.00 %,0.04 GB/s,65.00 °C,16,1170 MHz,5.0 %,17.40 %,100.00 %,1170 MHz,0.00 GB/s,100.00 %,114.34 W,66.00 °C,0.00 GB/s,5.7 %,12.40 %,4,0.08 GB/s,1512 MHz,94.56 %,309.09 W
2025-05-07 15:47:52.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.14 W,70.10 %,28.00 %,0.05 GB/s,65.00 °C,16,1095 MHz,3.1 %,13.80 %,100.00 %,1095 MHz,0.00 GB/s,100.00 %,108.77 W,64.00 °C,0.00 GB/s,5.7 %,12.50 %,4,0.09 GB/s,1512 MHz,94.56 %,332.79 W
2025-05-07 15:47:52.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.22 W,91.20 %,31.00 %,0.04 GB/s,65.00 °C,16,1215 MHz,3.4 %,17.80 %,100.00 %,1215 MHz,0.00 GB/s,100.00 %,105.13 W,65.00 °C,0.00 GB/s,5.7 %,12.40 %,4,0.08 GB/s,1512 MHz,94.56 %,302.76 W
2025-05-07 15:47:52.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.25 W,0.00 %,31.00 %,0.03 GB/s,65.00 °C,16,1230 MHz,3.7 %,1.80 %,0.00 %,1230 MHz,0.00 GB/s,100.00 %,103.77 W,65.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.08 GB/s,1512 MHz,94.56 %,293.33 W
2025-05-07 15:47:52.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.33 W,92.20 %,23.00 %,0.04 GB/s,65.00 °C,16,1395 MHz,0.3 %,18.20 %,99.80 %,1395 MHz,0.00 GB/s,100.00 %,102.28 W,61.00 °C,0.00 GB/s,5.7 %,12.50 %,4,0.08 GB/s,1512 MHz,90.02 %,95.36 W
2025-05-07 15:47:52.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.36 W,0.00 %,26.00 %,0.05 GB/s,65.00 °C,16,1245 MHz,2.2 %,0.00 %,0.00 %,1245 MHz,0.00 GB/s,98.00 %,106.62 W,65.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,95.36 W
2025-05-07 15:47:52.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.28 W,0.00 %,26.00 %,0.05 GB/s,65.00 °C,16,1245 MHz,1.5 %,0.00 %,0.00 %,1245 MHz,0.00 GB/s,98.00 %,106.16 W,61.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,328.55 W
2025-05-07 15:47:52.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.28 W,0.00 %,11.00 %,0.05 GB/s,63.00 °C,16,1395 MHz,3.7 %,0.00 %,0.00 %,1395 MHz,0.00 GB/s,82.00 %,110.73 W,60.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,81.64 W
2025-05-07 15:47:52.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.03 W,0.00 %,11.00 %,0.05 GB/s,63.00 °C,16,1410 MHz,1.9 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,82.00 %,143.79 W,60.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,91.94 W
2025-05-07 15:47:53.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,8.94 W,0.00 %,0.00 %,0.05 GB/s,63.00 °C,16,1410 MHz,2.2 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,147.56 W,60.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,93.99 W
2025-05-07 15:47:53.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.23 W,0.00 %,0.00 %,0.05 GB/s,61.00 °C,16,1410 MHz,4.3 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,148.48 W,59.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,93.67 W
2025-05-07 15:47:53.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.06 W,0.00 %,0.00 %,0.05 GB/s,61.00 °C,16,1410 MHz,2.5 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,148.03 W,59.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,93.57 W
2025-05-07 15:47:53.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.16 W,0.00 %,0.00 %,0.05 GB/s,61.00 °C,16,1410 MHz,2.5 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,145.79 W,59.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,93.67 W
2025-05-07 15:47:53.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.08 W,0.00 %,0.00 %,0.05 GB/s,61.00 °C,16,1410 MHz,1.9 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,147.09 W,59.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,93.46 W
2025-05-07 15:47:53.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.24 W,0.00 %,0.00 %,0.05 GB/s,61.00 °C,16,1410 MHz,2.8 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,145.10 W,59.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,93.46 W
2025-05-07 15:47:53.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.08 W,0.00 %,0.00 %,0.05 GB/s,61.00 °C,16,1410 MHz,1.5 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,146.19 W,59.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,93.46 W
2025-05-07 15:47:53.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.14 W,0.00 %,0.00 %,0.05 GB/s,61.00 °C,16,1410 MHz,1.9 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,148.64 W,59.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,93.56 W
2025-05-07 15:47:53.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.18 W,0.00 %,0.00 %,0.05 GB/s,61.00 °C,16,1410 MHz,1.9 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,147.81 W,59.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,93.46 W
2025-05-07 15:47:53.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.22 W,0.00 %,0.00 %,0.05 GB/s,61.00 °C,16,1410 MHz,3.4 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,151.31 W,59.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,93.46 W
2025-05-07 15:47:54.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.14 W,0.00 %,0.00 %,0.05 GB/s,61.00 °C,16,1410 MHz,1.9 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,146.71 W,59.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,93.46 W
2025-05-07 15:47:54.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.20 W,0.00 %,0.00 %,0.05 GB/s,61.00 °C,16,1410 MHz,3.4 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,148.03 W,59.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,93.27 W
2025-05-07 15:47:54.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.04 W,0.00 %,0.00 %,0.05 GB/s,61.00 °C,16,1410 MHz,2.2 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,146.70 W,59.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,93.30 W
2025-05-07 15:47:54.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.06 W,0.00 %,0.00 %,0.05 GB/s,61.00 °C,16,1410 MHz,1.6 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,150.35 W,59.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,93.20 W
2025-05-07 15:47:54.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.20 W,0.00 %,0.00 %,0.05 GB/s,61.00 °C,16,1410 MHz,4.2 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,148.12 W,58.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,93.20 W
2025-05-07 15:47:54.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.20 W,0.00 %,0.00 %,0.05 GB/s,61.00 °C,16,1410 MHz,3.4 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,140.71 W,58.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,93.20 W
2025-05-07 15:47:54.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.42 W,0.00 %,0.00 %,0.05 GB/s,61.00 °C,16,1410 MHz,4.7 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,144.20 W,58.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,93.33 W
2025-05-07 15:47:54.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.38 W,0.00 %,0.00 %,0.05 GB/s,61.00 °C,16,1410 MHz,4.1 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,147.66 W,58.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,93.10 W
2025-05-07 15:47:54.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.16 W,0.00 %,0.00 %,0.05 GB/s,61.00 °C,16,1410 MHz,3.1 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,149.15 W,58.00 °C,0.00 GB/s,5.7 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,93.20 W
2025-05-07 15:47:54.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.17 W,0.00 %,0.00 %,0.05 GB/s,59.00 °C,16,1410 MHz,1.9 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,147.60 W,58.00 °C,0.00 GB/s,5.8 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,93.07 W
2025-05-07 15:47:55.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.17 W,0.00 %,0.00 %,0.05 GB/s,61.00 °C,16,1410 MHz,2.2 %,0.00 %,0.00 %,1410 MHz,0.00 GB/s,0.00 %,149.77 W,58.00 °C,0.00 GB/s,5.8 %,0.00 %,4,0.12 GB/s,1512 MHz,90.02 %,93.10 W
