timestamp,task_name,name,index,nvlink_tx_bytes,power.draw [W],usage.memory [%],tensor_active,temperature.memory,clocks.current.sm [MHz],cpu_usage,utilization.gpu [%],clocks.current.graphics [MHz],pcie.link.width.current,dram_active,sm_active,utilization.memory [%],pcie.link.gen.current,cpu_power,temperature.gpu,dram_usage,dram_power,sm_occupancy,clocks.current.memory [MHz],nvlink_rx_bytes,pcie_tx_bytes,pcie_rx_bytes
2025-05-07 14:37:28.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,299.17 W,94.56 %,91.50 %,65.00 °C,1170 MHz,3.1 %,100.00 %,1170 MHz,16,18.00 %,100.00 %,24.00 %,4,146.98 W,64.00 °C,5.6 %,9.15 W,12.40 %,1512 MHz,0.00 GB/s,0.08 GB/s,0.04 GB/s
2025-05-07 14:37:28.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,311.24 W,94.56 %,93.30 %,65.00 °C,1170 MHz,3.1 %,100.00 %,1170 MHz,16,16.90 %,99.90 %,29.00 %,4,140.17 W,65.00 °C,5.6 %,9.01 W,12.40 %,1512 MHz,0.00 GB/s,0.08 GB/s,0.04 GB/s
2025-05-07 14:37:28.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,290.01 W,94.56 %,69.90 %,65.00 °C,1125 MHz,3.1 %,100.00 %,1125 MHz,16,11.20 %,100.00 %,29.00 %,4,139.77 W,65.00 °C,5.6 %,9.19 W,12.50 %,1512 MHz,0.00 GB/s,0.09 GB/s,0.04 GB/s
2025-05-07 14:37:28.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,276.44 W,94.56 %,70.20 %,65.00 °C,1095 MHz,3.1 %,100.00 %,1095 MHz,16,12.90 %,100.00 %,27.00 %,4,128.96 W,63.00 °C,5.6 %,9.26 W,12.50 %,1512 MHz,0.00 GB/s,0.09 GB/s,0.04 GB/s
2025-05-07 14:37:28.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,235.52 W,94.56 %,4.60 %,65.00 °C,1170 MHz,3.4 %,100.00 %,1170 MHz,16,70.80 %,100.00 %,27.00 %,4,125.82 W,65.00 °C,5.6 %,9.13 W,76.30 %,1512 MHz,0.00 GB/s,0.07 GB/s,0.05 GB/s
2025-05-07 14:37:28.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,313.95 W,94.56 %,90.80 %,65.00 °C,1200 MHz,2.8 %,100.00 %,1200 MHz,16,22.20 %,100.00 %,26.00 %,4,116.67 W,65.00 °C,5.6 %,9.20 W,12.40 %,1512 MHz,0.00 GB/s,0.08 GB/s,0.04 GB/s
2025-05-07 14:37:28.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,307.91 W,94.56 %,70.00 %,65.00 °C,1080 MHz,4.0 %,100.00 %,1080 MHz,16,12.20 %,100.00 %,26.00 %,4,107.92 W,65.00 °C,5.6 %,9.33 W,12.50 %,1512 MHz,0.00 GB/s,0.09 GB/s,0.04 GB/s
2025-05-07 14:37:28.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,305.20 W,94.56 %,90.80 %,65.00 °C,1170 MHz,3.7 %,100.00 %,1170 MHz,16,17.60 %,100.00 %,26.00 %,4,105.31 W,64.00 °C,5.6 %,9.29 W,12.30 %,1512 MHz,0.00 GB/s,0.08 GB/s,0.04 GB/s
2025-05-07 14:37:28.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,314.12 W,94.56 %,90.40 %,65.00 °C,1155 MHz,3.4 %,100.00 %,1155 MHz,16,18.90 %,99.90 %,32.00 %,4,105.59 W,65.00 °C,5.6 %,9.43 W,12.50 %,1512 MHz,0.00 GB/s,0.08 GB/s,0.04 GB/s
2025-05-07 14:37:28.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,314.12 W,94.56 %,70.00 %,65.00 °C,1065 MHz,4.7 %,100.00 %,1065 MHz,16,13.80 %,100.00 %,32.00 %,4,108.17 W,65.00 °C,5.6 %,9.16 W,12.50 %,1512 MHz,0.00 GB/s,0.09 GB/s,0.05 GB/s
2025-05-07 14:37:29.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,282.60 W,94.56 %,70.10 %,65.00 °C,1065 MHz,3.1 %,100.00 %,1065 MHz,16,12.10 %,100.00 %,25.00 %,4,112.62 W,64.00 °C,5.6 %,9.35 W,12.50 %,1512 MHz,0.00 GB/s,0.09 GB/s,0.04 GB/s
2025-05-07 14:37:29.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,307.53 W,94.56 %,93.70 %,65.00 °C,1155 MHz,4.1 %,100.00 %,1155 MHz,16,17.00 %,99.90 %,25.00 %,4,103.97 W,65.00 °C,5.6 %,9.28 W,12.40 %,1512 MHz,0.00 GB/s,0.08 GB/s,0.04 GB/s
2025-05-07 14:37:29.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,313.38 W,94.56 %,69.90 %,65.00 °C,1080 MHz,3.4 %,100.00 %,1080 MHz,16,16.20 %,100.00 %,31.00 %,4,108.02 W,65.00 °C,5.6 %,9.32 W,12.50 %,1512 MHz,0.00 GB/s,0.09 GB/s,0.04 GB/s
2025-05-07 14:37:29.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,316.19 W,94.56 %,69.80 %,65.00 °C,1170 MHz,3.3 %,100.00 %,1170 MHz,16,13.70 %,100.00 %,31.00 %,4,105.50 W,65.00 °C,5.6 %,9.44 W,12.50 %,1512 MHz,0.00 GB/s,0.09 GB/s,0.04 GB/s
2025-05-07 14:37:29.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,311.14 W,94.56 %,90.50 %,65.00 °C,1170 MHz,2.8 %,100.00 %,1170 MHz,16,20.40 %,100.00 %,24.00 %,4,106.18 W,65.00 °C,5.6 %,9.29 W,12.40 %,1512 MHz,0.00 GB/s,0.08 GB/s,0.04 GB/s
2025-05-07 14:37:29.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,311.14 W,94.56 %,4.30 %,65.00 °C,1050 MHz,3.7 %,100.00 %,1050 MHz,16,50.80 %,100.00 %,24.00 %,4,102.78 W,65.00 °C,5.6 %,9.28 W,93.50 %,1512 MHz,0.00 GB/s,0.08 GB/s,0.05 GB/s
2025-05-07 14:37:29.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,280.15 W,94.56 %,69.90 %,65.00 °C,1170 MHz,3.4 %,100.00 %,1170 MHz,16,13.90 %,100.00 %,31.00 %,4,106.55 W,64.00 °C,5.6 %,9.37 W,12.50 %,1512 MHz,0.00 GB/s,0.09 GB/s,0.04 GB/s
2025-05-07 14:37:29.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,279.86 W,94.56 %,91.20 %,65.00 °C,1170 MHz,3.4 %,100.00 %,1170 MHz,16,17.10 %,100.00 %,31.00 %,4,114.14 W,65.00 °C,5.6 %,9.28 W,12.40 %,1512 MHz,0.00 GB/s,0.08 GB/s,0.04 GB/s
2025-05-07 14:37:29.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,306.86 W,94.56 %,2.70 %,65.00 °C,1170 MHz,3.4 %,100.00 %,1170 MHz,16,41.20 %,100.00 %,22.00 %,4,118.69 W,65.00 °C,5.6 %,9.15 W,92.60 %,1512 MHz,0.00 GB/s,0.08 GB/s,0.04 GB/s
2025-05-07 14:37:30.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,304.23 W,94.56 %,69.90 %,65.00 °C,1065 MHz,3.4 %,100.00 %,1065 MHz,16,15.20 %,100.00 %,22.00 %,4,113.49 W,65.00 °C,5.6 %,9.22 W,12.50 %,1512 MHz,0.00 GB/s,0.09 GB/s,0.04 GB/s
2025-05-07 14:37:30.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,326.48 W,94.56 %,69.90 %,65.00 °C,1170 MHz,3.4 %,100.00 %,1170 MHz,16,14.50 %,100.00 %,35.00 %,4,124.82 W,65.00 °C,5.6 %,9.18 W,12.50 %,1512 MHz,0.00 GB/s,0.09 GB/s,0.05 GB/s
2025-05-07 14:37:30.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,305.20 W,94.56 %,90.50 %,65.00 °C,1170 MHz,4.4 %,100.00 %,1170 MHz,16,20.70 %,100.00 %,35.00 %,4,136.00 W,65.00 °C,5.6 %,9.19 W,12.40 %,1512 MHz,0.00 GB/s,0.08 GB/s,0.04 GB/s
2025-05-07 14:37:30.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,277.90 W,94.56 %,2.80 %,65.00 °C,1065 MHz,3.1 %,100.00 %,1065 MHz,16,42.00 %,100.00 %,35.00 %,4,134.92 W,65.00 °C,5.6 %,9.35 W,92.60 %,1512 MHz,0.00 GB/s,0.08 GB/s,0.04 GB/s
2025-05-07 14:37:30.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,285.03 W,94.56 %,70.00 %,65.00 °C,1065 MHz,5.6 %,100.00 %,1065 MHz,16,17.30 %,100.00 %,23.00 %,4,123.53 W,64.00 °C,5.6 %,9.34 W,12.50 %,1512 MHz,0.00 GB/s,0.09 GB/s,0.05 GB/s
2025-05-07 14:37:30.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,291.57 W,94.56 %,91.10 %,65.00 °C,1170 MHz,3.4 %,100.00 %,1170 MHz,16,16.70 %,100.00 %,23.00 %,4,136.54 W,65.00 °C,5.6 %,9.30 W,12.40 %,1512 MHz,0.00 GB/s,0.08 GB/s,0.04 GB/s
2025-05-07 14:37:30.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,291.57 W,94.56 %,91.70 %,65.00 °C,1080 MHz,4.3 %,100.00 %,1080 MHz,16,16.80 %,100.00 %,30.00 %,4,117.90 W,65.00 °C,5.6 %,9.36 W,12.40 %,1512 MHz,0.00 GB/s,0.06 GB/s,0.05 GB/s
2025-05-07 14:37:30.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,301.81 W,94.56 %,69.90 %,65.00 °C,1095 MHz,3.7 %,100.00 %,1095 MHz,16,12.40 %,100.00 %,30.00 %,4,125.08 W,65.00 °C,5.6 %,9.19 W,12.50 %,1512 MHz,0.00 GB/s,0.09 GB/s,0.04 GB/s
2025-05-07 14:37:30.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,305.49 W,94.56 %,70.00 %,65.00 °C,1170 MHz,4.3 %,100.00 %,1170 MHz,16,12.70 %,100.00 %,26.00 %,4,125.36 W,64.00 °C,5.6 %,9.26 W,12.50 %,1512 MHz,0.00 GB/s,0.09 GB/s,0.05 GB/s
2025-05-07 14:37:30.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,312.29 W,94.56 %,93.30 %,65.00 °C,1170 MHz,3.4 %,100.00 %,1170 MHz,16,16.30 %,99.90 %,26.00 %,4,122.85 W,65.00 °C,5.6 %,9.05 W,12.40 %,1512 MHz,0.00 GB/s,0.08 GB/s,0.04 GB/s
2025-05-07 14:37:31.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,312.29 W,94.56 %,70.10 %,65.00 °C,1080 MHz,3.7 %,100.00 %,1080 MHz,16,13.30 %,100.00 %,27.00 %,4,117.91 W,65.00 °C,5.6 %,9.33 W,12.50 %,1512 MHz,0.00 GB/s,0.09 GB/s,0.05 GB/s
2025-05-07 14:37:31.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,274.69 W,94.56 %,70.10 %,65.00 °C,1170 MHz,3.3 %,100.00 %,1170 MHz,16,12.60 %,100.00 %,27.00 %,4,113.00 W,65.00 °C,5.6 %,9.28 W,12.50 %,1512 MHz,0.00 GB/s,0.09 GB/s,0.04 GB/s
2025-05-07 14:37:31.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,303.26 W,94.56 %,90.50 %,65.00 °C,1170 MHz,3.1 %,100.00 %,1170 MHz,16,21.60 %,100.00 %,31.00 %,4,114.36 W,66.00 °C,5.6 %,9.06 W,12.40 %,1512 MHz,0.00 GB/s,0.08 GB/s,0.04 GB/s
2025-05-07 14:37:31.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,306.66 W,94.56 %,91.40 %,65.00 °C,1050 MHz,6.8 %,100.00 %,1050 MHz,16,16.50 %,100.00 %,31.00 %,4,113.59 W,65.00 °C,5.6 %,9.28 W,12.40 %,1512 MHz,0.00 GB/s,0.08 GB/s,0.04 GB/s
2025-05-07 14:37:31.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,292.16 W,94.56 %,70.00 %,65.00 °C,1050 MHz,3.7 %,100.00 %,1050 MHz,16,16.00 %,100.00 %,22.00 %,4,125.07 W,64.00 °C,5.6 %,9.22 W,12.50 %,1512 MHz,0.00 GB/s,0.09 GB/s,0.04 GB/s
2025-05-07 14:37:31.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,306.76 W,94.56 %,90.50 %,65.00 °C,1155 MHz,2.5 %,100.00 %,1155 MHz,16,23.10 %,100.00 %,22.00 %,4,120.29 W,65.00 °C,5.6 %,9.24 W,12.40 %,1512 MHz,0.00 GB/s,0.08 GB/s,0.04 GB/s
2025-05-07 14:37:31.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,306.76 W,94.56 %,92.00 %,65.00 °C,1095 MHz,6.2 %,100.00 %,1095 MHz,16,17.30 %,100.00 %,35.00 %,4,118.41 W,66.00 °C,5.6 %,9.32 W,12.40 %,1512 MHz,0.00 GB/s,0.08 GB/s,0.04 GB/s
2025-05-07 14:37:31.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,338.39 W,94.56 %,70.00 %,65.00 °C,1095 MHz,4.0 %,100.00 %,1095 MHz,16,14.50 %,100.00 %,35.00 %,4,123.55 W,65.00 °C,5.6 %,9.14 W,12.50 %,1512 MHz,0.00 GB/s,0.09 GB/s,0.04 GB/s
2025-05-07 14:37:31.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,246.04 W,94.56 %,69.90 %,65.00 °C,1050 MHz,4.0 %,100.00 %,1050 MHz,16,15.80 %,100.00 %,24.00 %,4,131.02 W,65.00 °C,5.6 %,9.21 W,12.50 %,1512 MHz,0.00 GB/s,0.09 GB/s,0.05 GB/s
2025-05-07 14:37:31.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,303.94 W,94.56 %,93.80 %,65.00 °C,1170 MHz,3.1 %,100.00 %,1170 MHz,16,18.00 %,99.90 %,24.00 %,4,134.45 W,66.00 °C,5.6 %,9.09 W,12.40 %,1512 MHz,0.00 GB/s,0.08 GB/s,0.04 GB/s
2025-05-07 14:37:32.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,305.78 W,94.56 %,69.90 %,65.00 °C,1095 MHz,3.4 %,100.00 %,1095 MHz,16,7.90 %,100.00 %,29.00 %,4,131.36 W,65.00 °C,5.6 %,9.09 W,12.50 %,1512 MHz,0.00 GB/s,0.08 GB/s,0.04 GB/s
2025-05-07 14:37:32.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,297.41 W,94.56 %,70.00 %,65.00 °C,1080 MHz,3.6 %,100.00 %,1080 MHz,16,12.80 %,100.00 %,29.00 %,4,123.54 W,65.00 °C,5.6 %,9.32 W,12.50 %,1512 MHz,0.00 GB/s,0.09 GB/s,0.04 GB/s
2025-05-07 14:37:32.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,233.75 W,94.56 %,90.30 %,65.00 °C,1215 MHz,3.4 %,100.00 %,1215 MHz,16,23.80 %,100.00 %,27.00 %,4,120.17 W,65.00 °C,5.6 %,9.25 W,12.40 %,1512 MHz,0.00 GB/s,0.09 GB/s,0.04 GB/s
2025-05-07 14:37:32.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,308.50 W,94.56 %,0.00 %,65.00 °C,1245 MHz,3.7 %,100.00 %,1245 MHz,16,2.10 %,0.00 %,27.00 %,4,124.99 W,66.00 °C,5.6 %,9.14 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.47 GB/s
2025-05-07 14:37:32.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,343.06 W,90.02 %,0.00 %,63.00 °C,1410 MHz,2.1 %,99.00 %,1410 MHz,16,0.00 %,0.00 %,28.00 %,4,122.21 W,61.00 °C,5.6 %,9.01 W,0.00 %,1512 MHz,0.00 GB/s,0.11 GB/s,0.05 GB/s
2025-05-07 14:37:32.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,343.06 W,90.02 %,0.00 %,63.00 °C,1245 MHz,2.8 %,100.00 %,1245 MHz,16,0.00 %,0.00 %,8.00 %,4,127.52 W,65.00 °C,5.6 %,9.28 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:32.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,78.38 W,90.02 %,0.00 %,65.00 °C,1395 MHz,2.2 %,100.00 %,1395 MHz,16,0.00 %,0.00 %,8.00 %,4,148.22 W,61.00 °C,5.6 %,9.29 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:32.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,83.07 W,90.02 %,0.00 %,63.00 °C,1410 MHz,4.0 %,17.00 %,1410 MHz,16,0.00 %,0.00 %,4.00 %,4,149.60 W,60.00 °C,5.6 %,9.40 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:33.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,88.39 W,90.02 %,0.00 %,63.00 °C,1410 MHz,1.6 %,17.00 %,1410 MHz,16,0.00 %,0.00 %,4.00 %,4,147.40 W,60.00 °C,5.6 %,8.97 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:33.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,85.63 W,90.02 %,0.00 %,61.00 °C,1410 MHz,3.7 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,144.92 W,60.00 °C,5.6 %,9.22 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:33.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,84.75 W,90.02 %,0.00 %,61.00 °C,1410 MHz,1.6 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,133.40 W,59.00 °C,5.6 %,9.20 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:33.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,84.44 W,90.02 %,0.00 %,61.00 °C,1410 MHz,1.5 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,130.89 W,59.00 °C,5.6 %,9.23 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:33.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,83.76 W,90.02 %,0.00 %,61.00 °C,1410 MHz,1.6 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,131.83 W,59.00 °C,5.6 %,9.09 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:33.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,82.67 W,90.02 %,0.00 %,61.00 °C,1410 MHz,1.5 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,133.54 W,59.00 °C,5.6 %,9.24 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:33.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,82.58 W,90.02 %,0.00 %,61.00 °C,1410 MHz,2.8 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,146.32 W,59.00 °C,5.6 %,9.29 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:33.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,82.67 W,90.02 %,0.00 %,61.00 °C,1410 MHz,1.5 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,148.31 W,59.00 °C,5.6 %,9.14 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:33.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,83.47 W,90.02 %,0.00 %,61.00 °C,1410 MHz,1.6 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,146.34 W,59.00 °C,5.6 %,9.23 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:33.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,83.07 W,90.02 %,0.00 %,61.00 °C,1410 MHz,1.5 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,149.74 W,59.00 °C,5.6 %,9.12 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:34.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,84.15 W,90.02 %,0.00 %,61.00 °C,1410 MHz,1.9 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,147.97 W,59.00 °C,5.6 %,9.07 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:34.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,83.17 W,90.02 %,0.00 %,61.00 °C,1410 MHz,3.6 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,147.43 W,59.00 °C,5.6 %,9.17 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:34.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,83.96 W,90.02 %,0.00 %,61.00 °C,1410 MHz,2.5 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,147.98 W,59.00 °C,5.6 %,9.36 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:34.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,81.68 W,90.02 %,0.00 %,61.00 °C,1410 MHz,4.4 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,150.25 W,59.00 °C,5.6 %,9.22 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:34.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,89.87 W,90.02 %,0.00 %,61.00 °C,1410 MHz,3.8 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,149.92 W,59.00 °C,5.6 %,9.34 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:34.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,81.88 W,90.02 %,0.00 %,61.00 °C,1410 MHz,3.1 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,146.55 W,58.00 °C,5.6 %,9.30 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:34.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,81.78 W,90.02 %,0.00 %,61.00 °C,1410 MHz,2.8 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,141.47 W,59.00 °C,5.6 %,9.13 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:34.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,81.81 W,90.02 %,0.00 %,61.00 °C,1410 MHz,2.2 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,145.10 W,58.00 °C,5.6 %,9.13 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:34.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,83.96 W,90.02 %,0.00 %,61.00 °C,1410 MHz,2.5 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,147.46 W,58.00 °C,5.6 %,9.01 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:34.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,82.86 W,90.02 %,0.00 %,61.00 °C,1410 MHz,1.9 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,147.77 W,58.00 °C,5.6 %,9.01 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:35.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,82.47 W,90.02 %,0.00 %,61.00 °C,1410 MHz,3.4 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,147.49 W,58.00 °C,5.6 %,9.13 W,0.00 %,1512 MHz,0.00 GB/s,0.11 GB/s,0.05 GB/s
2025-05-07 14:37:35.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,82.47 W,90.02 %,0.00 %,61.00 °C,1410 MHz,1.9 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,150.76 W,58.00 °C,5.6 %,9.19 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
2025-05-07 14:37:35.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,82.57 W,90.02 %,0.00 %,61.00 °C,1410 MHz,1.6 %,0.00 %,1410 MHz,16,0.00 %,0.00 %,0.00 %,4,146.49 W,58.00 °C,5.6 %,9.17 W,0.00 %,1512 MHz,0.00 GB/s,0.12 GB/s,0.05 GB/s
