timestamp,task_name,name,index,temperature.gpu,power.draw [W],pcie_tx_bytes,tensor_active,nvlink_rx_bytes,utilization.memory [%],usage.memory [%],clocks.current.memory [MHz],sm_active,pcie.link.gen.current,sm_occupancy,clocks.current.graphics [MHz],cpu_usage,dram_active,cpu_power,nvlink_tx_bytes,pcie_rx_bytes,clocks.current.sm [MHz],dram_usage,dram_power,utilization.gpu [%],pcie.link.width.current,temperature.memory
2025-05-07 15:48:41.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,63.00 °C,314.44 W,0.09 GB/s,70.10 %,0.00 GB/s,30.00 %,94.56 %,1512 MHz,100.00 %,4,12.50 %,1125 MHz,3.1 %,11.60 %,106.34 W,0.00 GB/s,0.04 GB/s,1125 MHz,5.7 %,9.30 W,100.00 %,16,65.00 °C
2025-05-07 15:48:41.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,305.98 W,0.08 GB/s,91.40 %,0.00 GB/s,30.00 %,94.56 %,1512 MHz,100.00 %,4,12.40 %,1170 MHz,3.1 %,15.60 %,102.54 W,0.00 GB/s,0.04 GB/s,1170 MHz,5.7 %,9.36 W,100.00 %,16,65.00 °C
2025-05-07 15:48:41.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,294.58 W,0.08 GB/s,90.70 %,0.00 GB/s,23.00 %,94.56 %,1512 MHz,100.00 %,4,12.30 %,1155 MHz,3.1 %,16.50 %,102.20 W,0.00 GB/s,0.04 GB/s,1155 MHz,5.7 %,9.41 W,100.00 %,16,65.00 °C
2025-05-07 15:48:41.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,284.74 W,0.09 GB/s,70.00 %,0.00 GB/s,23.00 %,94.56 %,1512 MHz,100.00 %,4,12.50 %,1095 MHz,5.6 %,15.20 %,109.82 W,0.00 GB/s,0.05 GB/s,1095 MHz,5.7 %,9.30 W,100.00 %,16,65.00 °C
2025-05-07 15:48:41.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,64.00 °C,254.36 W,0.08 GB/s,90.60 %,0.00 GB/s,23.00 %,94.56 %,1512 MHz,100.00 %,4,12.40 %,1170 MHz,5.0 %,23.40 %,108.30 W,0.00 GB/s,0.04 GB/s,1170 MHz,5.7 %,9.25 W,100.00 %,16,65.00 °C
2025-05-07 15:48:41.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,254.36 W,0.08 GB/s,90.60 %,0.00 GB/s,35.00 %,94.56 %,1512 MHz,99.90 %,4,12.50 %,1185 MHz,4.1 %,19.00 %,112.67 W,0.00 GB/s,0.04 GB/s,1185 MHz,5.7 %,9.28 W,100.00 %,16,65.00 °C
2025-05-07 15:48:42.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,301.20 W,0.09 GB/s,69.90 %,0.00 GB/s,35.00 %,94.56 %,1512 MHz,100.00 %,4,12.50 %,1185 MHz,3.4 %,15.00 %,111.43 W,0.00 GB/s,0.05 GB/s,1185 MHz,5.7 %,9.36 W,100.00 %,16,65.00 °C
2025-05-07 15:48:42.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,326.38 W,0.08 GB/s,70.00 %,0.00 GB/s,23.00 %,94.56 %,1512 MHz,100.00 %,4,12.50 %,1110 MHz,5.0 %,18.90 %,112.25 W,0.00 GB/s,0.04 GB/s,1110 MHz,5.7 %,9.37 W,100.00 %,16,65.00 °C
2025-05-07 15:48:42.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,66.00 °C,312.59 W,0.08 GB/s,90.40 %,0.00 GB/s,23.00 %,94.56 %,1512 MHz,100.00 %,4,12.40 %,1170 MHz,3.1 %,20.30 %,116.40 W,0.00 GB/s,0.04 GB/s,1170 MHz,5.7 %,9.12 W,100.00 %,16,65.00 °C
2025-05-07 15:48:42.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,312.89 W,0.08 GB/s,90.90 %,0.00 GB/s,31.00 %,94.56 %,1512 MHz,100.00 %,4,12.40 %,1185 MHz,3.7 %,21.30 %,108.11 W,0.00 GB/s,0.04 GB/s,1185 MHz,5.7 %,9.18 W,100.00 %,16,65.00 °C
2025-05-07 15:48:42.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,270.09 W,0.09 GB/s,70.00 %,0.00 GB/s,31.00 %,94.56 %,1512 MHz,100.00 %,4,12.50 %,1125 MHz,3.4 %,16.20 %,108.34 W,0.00 GB/s,0.05 GB/s,1125 MHz,5.7 %,9.20 W,100.00 %,16,65.00 °C
2025-05-07 15:48:42.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,64.00 °C,281.44 W,0.08 GB/s,0.00 %,0.00 GB/s,26.00 %,94.56 %,1512 MHz,100.00 %,4,92.50 %,1170 MHz,5.8 %,56.80 %,108.32 W,0.00 GB/s,0.05 GB/s,1170 MHz,5.7 %,9.27 W,100.00 %,16,65.00 °C
2025-05-07 15:48:42.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,66.00 °C,313.95 W,0.08 GB/s,90.60 %,0.00 GB/s,26.00 %,94.56 %,1512 MHz,99.90 %,4,12.50 %,1170 MHz,3.7 %,19.10 %,107.56 W,0.00 GB/s,0.04 GB/s,1170 MHz,5.7 %,9.37 W,100.00 %,16,65.00 °C
2025-05-07 15:48:42.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,296.43 W,0.08 GB/s,70.10 %,0.00 GB/s,26.00 %,94.56 %,1512 MHz,100.00 %,4,12.50 %,1050 MHz,3.4 %,13.70 %,102.63 W,0.00 GB/s,0.04 GB/s,1050 MHz,5.7 %,9.31 W,100.00 %,16,65.00 °C
2025-05-07 15:48:42.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,296.43 W,0.09 GB/s,69.90 %,0.00 GB/s,27.00 %,94.56 %,1512 MHz,100.00 %,4,12.50 %,1170 MHz,5.0 %,15.80 %,117.18 W,0.00 GB/s,0.04 GB/s,1170 MHz,5.7 %,9.44 W,100.00 %,16,65.00 °C
2025-05-07 15:48:42.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,326.67 W,0.08 GB/s,91.30 %,0.00 GB/s,27.00 %,94.56 %,1512 MHz,100.00 %,4,12.40 %,1170 MHz,3.7 %,15.20 %,121.31 W,0.00 GB/s,0.04 GB/s,1170 MHz,5.7 %,9.21 W,100.00 %,16,65.00 °C
2025-05-07 15:48:43.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,313.76 W,0.08 GB/s,4.60 %,0.00 GB/s,23.00 %,94.56 %,1512 MHz,100.00 %,4,93.00 %,1035 MHz,5.6 %,35.50 %,131.01 W,0.00 GB/s,0.05 GB/s,1035 MHz,5.7 %,9.30 W,100.00 %,16,65.00 °C
2025-05-07 15:48:43.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,282.11 W,0.09 GB/s,70.00 %,0.00 GB/s,23.00 %,94.56 %,1512 MHz,100.00 %,4,12.50 %,1110 MHz,4.7 %,15.50 %,144.75 W,0.00 GB/s,0.05 GB/s,1110 MHz,5.7 %,9.38 W,100.00 %,16,65.00 °C
2025-05-07 15:48:43.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,272.63 W,0.08 GB/s,0.00 %,0.00 GB/s,35.00 %,94.56 %,1512 MHz,100.00 %,4,92.50 %,1170 MHz,3.4 %,56.80 %,152.46 W,0.00 GB/s,0.05 GB/s,1170 MHz,5.7 %,9.34 W,100.00 %,16,65.00 °C
2025-05-07 15:48:43.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,66.00 °C,307.53 W,0.08 GB/s,90.30 %,0.00 GB/s,35.00 %,94.56 %,1512 MHz,99.90 %,4,12.40 %,1080 MHz,2.8 %,18.80 %,140.75 W,0.00 GB/s,0.04 GB/s,1080 MHz,5.7 %,9.19 W,100.00 %,16,65.00 °C
2025-05-07 15:48:43.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,294.30 W,0.09 GB/s,70.10 %,0.00 GB/s,24.00 %,94.56 %,1512 MHz,100.00 %,4,12.50 %,1080 MHz,3.4 %,12.30 %,140.82 W,0.00 GB/s,0.05 GB/s,1080 MHz,5.7 %,9.14 W,100.00 %,16,65.00 °C
2025-05-07 15:48:43.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,329.50 W,0.09 GB/s,70.00 %,0.00 GB/s,24.00 %,94.56 %,1512 MHz,100.00 %,4,12.50 %,1080 MHz,3.1 %,15.10 %,143.90 W,0.00 GB/s,0.05 GB/s,1080 MHz,5.7 %,9.13 W,100.00 %,16,65.00 °C
2025-05-07 15:48:43.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,306.18 W,0.08 GB/s,90.50 %,0.00 GB/s,29.00 %,94.56 %,1512 MHz,100.00 %,4,12.40 %,1170 MHz,3.1 %,20.90 %,131.55 W,0.00 GB/s,0.04 GB/s,1170 MHz,5.7 %,9.35 W,100.00 %,16,65.00 °C
2025-05-07 15:48:43.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,287.96 W,0.08 GB/s,90.80 %,0.00 GB/s,29.00 %,94.56 %,1512 MHz,100.00 %,4,12.40 %,1125 MHz,3.4 %,22.30 %,107.24 W,0.00 GB/s,0.04 GB/s,1125 MHz,5.7 %,9.15 W,100.00 %,16,65.00 °C
2025-05-07 15:48:43.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,289.62 W,0.09 GB/s,70.10 %,0.00 GB/s,29.00 %,94.56 %,1512 MHz,100.00 %,4,12.50 %,1095 MHz,4.0 %,12.00 %,104.16 W,0.00 GB/s,0.04 GB/s,1095 MHz,5.7 %,9.26 W,100.00 %,16,65.00 °C
2025-05-07 15:48:44.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,289.31 W,0.08 GB/s,0.00 %,0.00 GB/s,27.00 %,94.56 %,1512 MHz,100.00 %,4,92.50 %,1170 MHz,4.0 %,58.70 %,104.49 W,0.00 GB/s,0.05 GB/s,1170 MHz,5.7 %,9.34 W,100.00 %,16,65.00 °C
2025-05-07 15:48:44.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,66.00 °C,289.31 W,0.08 GB/s,90.70 %,0.00 GB/s,27.00 %,94.56 %,1512 MHz,99.90 %,4,12.50 %,1185 MHz,3.4 %,18.00 %,105.27 W,0.00 GB/s,0.04 GB/s,1185 MHz,5.7 %,9.21 W,100.00 %,16,65.00 °C
2025-05-07 15:48:44.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,309.87 W,0.09 GB/s,69.80 %,0.00 GB/s,26.00 %,94.56 %,1512 MHz,100.00 %,4,12.50 %,1065 MHz,3.7 %,14.90 %,104.61 W,0.00 GB/s,0.04 GB/s,1065 MHz,5.7 %,9.14 W,100.00 %,16,65.00 °C
2025-05-07 15:48:44.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,64.00 °C,298.96 W,0.08 GB/s,69.80 %,0.00 GB/s,26.00 %,94.56 %,1512 MHz,100.00 %,4,12.50 %,1065 MHz,5.3 %,15.70 %,105.82 W,0.00 GB/s,0.04 GB/s,1065 MHz,5.7 %,9.33 W,100.00 %,16,65.00 °C
2025-05-07 15:48:44.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,66.00 °C,307.63 W,0.07 GB/s,90.60 %,0.00 GB/s,31.00 %,94.56 %,1512 MHz,100.00 %,4,12.40 %,1170 MHz,4.0 %,20.30 %,106.82 W,0.00 GB/s,0.04 GB/s,1170 MHz,5.7 %,9.17 W,100.00 %,16,65.00 °C
2025-05-07 15:48:44.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,327.45 W,0.08 GB/s,90.90 %,0.00 GB/s,31.00 %,94.56 %,1512 MHz,100.00 %,4,12.40 %,1170 MHz,3.7 %,21.70 %,111.18 W,0.00 GB/s,0.04 GB/s,1170 MHz,5.7 %,9.24 W,100.00 %,16,65.00 °C
2025-05-07 15:48:44.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,253.86 W,0.09 GB/s,69.80 %,0.00 GB/s,25.00 %,94.56 %,1512 MHz,100.00 %,4,12.50 %,1125 MHz,4.7 %,14.10 %,109.20 W,0.00 GB/s,0.04 GB/s,1125 MHz,5.7 %,9.12 W,100.00 %,16,65.00 °C
2025-05-07 15:48:44.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,64.00 °C,301.11 W,0.08 GB/s,0.00 %,0.00 GB/s,25.00 %,94.56 %,1512 MHz,100.00 %,4,92.40 %,1170 MHz,5.3 %,56.30 %,135.64 W,0.00 GB/s,0.05 GB/s,1170 MHz,5.7 %,9.21 W,100.00 %,16,67.00 °C
2025-05-07 15:48:44.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,66.00 °C,304.62 W,0.08 GB/s,90.30 %,0.00 GB/s,25.00 %,94.56 %,1512 MHz,99.90 %,4,12.50 %,1125 MHz,5.1 %,19.40 %,153.68 W,0.00 GB/s,0.04 GB/s,1125 MHz,5.7 %,9.30 W,100.00 %,16,67.00 °C
2025-05-07 15:48:44.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,66.00 °C,303.25 W,0.09 GB/s,70.00 %,0.00 GB/s,31.00 %,94.56 %,1512 MHz,100.00 %,4,12.50 %,1065 MHz,4.3 %,14.70 %,143.80 W,0.00 GB/s,0.05 GB/s,1065 MHz,5.7 %,9.23 W,100.00 %,16,65.00 °C
2025-05-07 15:48:45.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,251.23 W,0.09 GB/s,69.90 %,0.00 GB/s,31.00 %,94.56 %,1512 MHz,100.00 %,4,12.50 %,1170 MHz,4.6 %,14.90 %,132.29 W,0.00 GB/s,0.05 GB/s,1170 MHz,5.7 %,9.41 W,100.00 %,16,65.00 °C
2025-05-07 15:48:45.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,66.00 °C,251.23 W,0.08 GB/s,90.60 %,0.00 GB/s,29.00 %,94.56 %,1512 MHz,100.00 %,4,12.40 %,1155 MHz,4.0 %,20.90 %,123.63 W,0.00 GB/s,0.04 GB/s,1155 MHz,5.7 %,9.31 W,100.00 %,16,65.00 °C
2025-05-07 15:48:45.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,66.00 °C,307.82 W,0.08 GB/s,90.60 %,0.00 GB/s,29.00 %,94.56 %,1512 MHz,100.00 %,4,12.40 %,1050 MHz,4.0 %,21.50 %,132.03 W,0.00 GB/s,0.04 GB/s,1050 MHz,5.7 %,9.13 W,100.00 %,16,65.00 °C
2025-05-07 15:48:45.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,353.01 W,0.09 GB/s,70.10 %,0.00 GB/s,28.00 %,94.56 %,1512 MHz,100.00 %,4,12.50 %,1050 MHz,7.2 %,16.20 %,137.18 W,0.00 GB/s,0.05 GB/s,1050 MHz,5.7 %,9.23 W,100.00 %,16,67.00 °C
2025-05-07 15:48:45.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,66.00 °C,263.16 W,0.09 GB/s,91.20 %,0.00 GB/s,28.00 %,94.56 %,1512 MHz,100.00 %,4,12.40 %,1185 MHz,3.7 %,18.40 %,148.90 W,0.00 GB/s,0.04 GB/s,1185 MHz,5.7 %,9.12 W,100.00 %,16,65.00 °C
2025-05-07 15:48:45.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,279.97 W,0.08 GB/s,2.10 %,0.00 GB/s,26.00 %,94.56 %,1512 MHz,98.70 %,4,88.00 %,1215 MHz,6.4 %,74.70 %,144.10 W,0.00 GB/s,0.05 GB/s,1215 MHz,5.7 %,9.16 W,100.00 %,16,65.00 °C
2025-05-07 15:48:45.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,86.82 W,0.09 GB/s,92.20 %,0.00 GB/s,27.00 %,90.02 %,1512 MHz,99.80 %,4,12.50 %,1410 MHz,1.2 %,18.50 %,147.34 W,0.00 GB/s,0.04 GB/s,1410 MHz,5.7 %,9.23 W,100.00 %,16,65.00 °C
2025-05-07 15:48:45.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,64.00 °C,86.82 W,0.12 GB/s,0.00 %,0.00 GB/s,27.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1260 MHz,1.9 %,0.00 %,147.05 W,0.00 GB/s,0.05 GB/s,1260 MHz,5.7 %,9.33 W,100.00 %,16,63.00 °C
2025-05-07 15:48:45.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,62.00 °C,288.06 W,0.12 GB/s,0.00 %,0.00 GB/s,9.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1260 MHz,2.8 %,0.00 %,150.10 W,0.00 GB/s,0.05 GB/s,1260 MHz,5.7 %,9.20 W,100.00 %,16,65.00 °C
2025-05-07 15:48:46.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,60.00 °C,81.88 W,0.12 GB/s,0.00 %,0.00 GB/s,9.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1395 MHz,1.9 %,0.00 %,146.02 W,0.00 GB/s,0.05 GB/s,1395 MHz,5.7 %,9.14 W,100.00 %,16,63.00 °C
2025-05-07 15:48:46.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,60.00 °C,85.43 W,0.12 GB/s,0.00 %,0.00 GB/s,2.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,1.6 %,0.00 %,147.96 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.02 W,8.00 %,16,63.00 °C
2025-05-07 15:48:46.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,60.00 °C,91.85 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,2.2 %,0.00 %,148.62 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.09 W,0.00 %,16,63.00 °C
2025-05-07 15:48:46.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,60.00 °C,91.85 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,2.2 %,0.00 %,145.45 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.19 W,0.00 %,16,61.00 °C
2025-05-07 15:48:46.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,60.00 °C,83.06 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,1.9 %,0.00 %,144.25 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,8.96 W,0.00 %,16,61.00 °C
2025-05-07 15:48:46.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,94.54 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,1.6 %,0.00 %,146.10 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.28 W,0.00 %,16,61.00 °C
2025-05-07 15:48:46.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,94.15 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,3.4 %,0.00 %,141.52 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.13 W,0.00 %,16,61.00 °C
2025-05-07 15:48:46.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,94.06 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,3.7 %,0.00 %,139.61 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.46 W,0.00 %,16,61.00 °C
2025-05-07 15:48:46.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,94.08 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,2.8 %,0.00 %,147.85 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.29 W,0.00 %,16,61.00 °C
2025-05-07 15:48:47.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,93.86 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,1.2 %,0.00 %,145.02 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.14 W,0.00 %,16,61.00 °C
2025-05-07 15:48:47.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,93.86 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,2.1 %,0.00 %,143.73 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.08 W,0.00 %,16,61.00 °C
2025-05-07 15:48:47.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,93.89 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,2.1 %,0.00 %,146.86 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.07 W,0.00 %,16,61.00 °C
2025-05-07 15:48:47.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,93.89 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,3.1 %,0.00 %,147.12 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.19 W,0.00 %,16,61.00 °C
2025-05-07 15:48:47.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,93.77 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,1.9 %,0.00 %,147.65 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.15 W,0.00 %,16,61.00 °C
2025-05-07 15:48:47.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,93.77 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,1.6 %,0.00 %,147.31 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.22 W,0.00 %,16,61.00 °C
2025-05-07 15:48:47.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,93.59 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,2.2 %,0.00 %,149.56 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.12 W,0.00 %,16,61.00 °C
2025-05-07 15:48:47.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,93.69 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,0.3 %,0.00 %,148.21 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.14 W,0.00 %,16,61.00 °C
2025-05-07 15:48:47.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,93.69 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,2.5 %,0.00 %,145.14 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.22 W,0.00 %,16,61.00 °C
2025-05-07 15:48:47.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,93.67 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,2.4 %,0.00 %,148.38 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.26 W,0.00 %,16,61.00 °C
2025-05-07 15:48:48.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,93.67 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,3.4 %,0.00 %,146.66 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.21 W,0.00 %,16,61.00 °C
2025-05-07 15:48:48.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,82.21 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,2.8 %,0.00 %,148.67 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.04 W,0.00 %,16,61.00 °C
2025-05-07 15:48:48.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,93.17 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,2.2 %,0.00 %,141.94 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.08 W,0.00 %,16,61.00 °C
2025-05-07 15:48:48.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,92.40 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,2.2 %,0.00 %,141.79 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.29 W,0.00 %,16,61.00 °C
2025-05-07 15:48:48.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,59.00 °C,92.27 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,4.0 %,0.00 %,128.65 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.27 W,0.00 %,16,61.00 °C
2025-05-07 15:48:48.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,92.20 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,1.9 %,0.00 %,132.35 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.13 W,0.00 %,16,61.00 °C
2025-05-07 15:48:48.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,58.00 °C,92.23 W,0.12 GB/s,0.00 %,0.00 GB/s,0.00 %,90.02 %,1512 MHz,0.00 %,4,0.00 %,1410 MHz,1.9 %,0.00 %,129.26 W,0.00 GB/s,0.05 GB/s,1410 MHz,5.7 %,9.20 W,0.00 %,16,61.00 °C
