timestamp,task_name,name,index,usage.memory [%],sm_occupancy,utilization.memory [%],power.draw [W],cpu_power,temperature.memory,sm_active,clocks.current.sm [MHz],utilization.gpu [%],cpu_usage,pcie_rx_bytes,nvlink_rx_bytes,clocks.current.memory [MHz],clocks.current.graphics [MHz],dram_usage,pcie.link.gen.current,pcie_tx_bytes,pcie.link.width.current,tensor_active,nvlink_tx_bytes,temperature.gpu,dram_active,dram_power
2025-05-07 14:35:41.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,12.50 %,24.00 %,336.66 W,107.24 W,65.00 °C,100.00 %,1050 MHz,100.00 %,3.1 %,0.04 GB/s,0.00 GB/s,1512 MHz,1050 MHz,5.6 %,4,0.08 GB/s,16,69.80 %,0.00 GB/s,64.00 °C,15.20 %,9.22 W
2025-05-07 14:35:41.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,12.40 %,24.00 %,262.26 W,106.21 W,65.00 °C,100.00 %,1170 MHz,100.00 %,2.1 %,0.04 GB/s,0.00 GB/s,1512 MHz,1170 MHz,5.6 %,4,0.08 GB/s,16,91.30 %,0.00 GB/s,65.00 °C,16.50 %,9.29 W
2025-05-07 14:35:41.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,12.50 %,29.00 %,303.83 W,104.59 W,65.00 °C,99.90 %,1170 MHz,100.00 %,3.4 %,0.04 GB/s,0.00 GB/s,1512 MHz,1170 MHz,5.6 %,4,0.08 GB/s,16,90.60 %,0.00 GB/s,64.00 °C,19.20 %,9.24 W
2025-05-07 14:35:41.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,12.50 %,29.00 %,308.11 W,107.41 W,65.00 °C,100.00 %,1080 MHz,100.00 %,3.4 %,0.04 GB/s,0.00 GB/s,1512 MHz,1080 MHz,5.5 %,4,0.08 GB/s,16,70.10 %,0.00 GB/s,64.00 °C,14.70 %,9.24 W
2025-05-07 14:35:41.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,12.40 %,30.00 %,305.69 W,119.74 W,65.00 °C,100.00 %,1170 MHz,100.00 %,4.9 %,0.04 GB/s,0.00 GB/s,1512 MHz,1170 MHz,5.6 %,4,0.08 GB/s,16,91.30 %,0.00 GB/s,64.00 °C,17.00 %,9.30 W
2025-05-07 14:35:42.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,12.50 %,30.00 %,305.69 W,107.91 W,65.00 °C,99.90 %,1185 MHz,100.00 %,3.7 %,0.04 GB/s,0.00 GB/s,1512 MHz,1185 MHz,5.6 %,4,0.08 GB/s,16,90.50 %,0.00 GB/s,65.00 °C,19.00 %,9.33 W
2025-05-07 14:35:42.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,12.50 %,23.00 %,363.63 W,108.67 W,65.00 °C,100.00 %,1185 MHz,100.00 %,6.2 %,0.04 GB/s,0.00 GB/s,1512 MHz,1185 MHz,5.6 %,4,0.09 GB/s,16,70.00 %,0.00 GB/s,65.00 °C,13.70 %,9.30 W
2025-05-07 14:35:42.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,12.50 %,23.00 %,293.70 W,107.19 W,65.00 °C,100.00 %,1095 MHz,100.00 %,5.0 %,0.04 GB/s,0.00 GB/s,1512 MHz,1095 MHz,5.6 %,4,0.09 GB/s,16,70.10 %,0.00 GB/s,64.00 °C,14.20 %,9.21 W
2025-05-07 14:35:42.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,12.40 %,34.00 %,309.77 W,106.43 W,65.00 °C,100.00 %,1170 MHz,100.00 %,4.0 %,0.04 GB/s,0.00 GB/s,1512 MHz,1170 MHz,5.6 %,4,0.08 GB/s,16,90.50 %,0.00 GB/s,65.00 °C,20.40 %,9.06 W
2025-05-07 14:35:42.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,93.30 %,34.00 %,303.13 W,107.90 W,65.00 °C,100.00 %,1080 MHz,100.00 %,3.7 %,0.05 GB/s,0.00 GB/s,1512 MHz,1080 MHz,5.6 %,4,0.08 GB/s,16,2.60 %,0.00 GB/s,64.00 °C,51.70 %,9.32 W
2025-05-07 14:35:42.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,12.50 %,24.00 %,276.84 W,104.71 W,65.00 °C,100.00 %,1110 MHz,100.00 %,3.7 %,0.04 GB/s,0.00 GB/s,1512 MHz,1110 MHz,5.6 %,4,0.09 GB/s,16,70.10 %,0.00 GB/s,64.00 °C,12.70 %,9.39 W
2025-05-07 14:35:42.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,12.40 %,24.00 %,244.45 W,113.97 W,65.00 °C,100.00 %,1170 MHz,100.00 %,7.1 %,0.04 GB/s,0.00 GB/s,1512 MHz,1170 MHz,5.6 %,4,0.08 GB/s,16,91.30 %,0.00 GB/s,64.00 °C,16.60 %,9.65 W
2025-05-07 14:35:42.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,12.50 %,24.00 %,310.74 W,114.57 W,65.00 °C,99.90 %,1140 MHz,100.00 %,3.7 %,0.04 GB/s,0.00 GB/s,1512 MHz,1140 MHz,5.5 %,4,0.08 GB/s,16,90.70 %,0.00 GB/s,65.00 °C,18.30 %,9.13 W
2025-05-07 14:35:42.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,12.50 %,30.00 %,310.74 W,116.14 W,65.00 °C,100.00 %,1125 MHz,100.00 %,4.6 %,0.04 GB/s,0.00 GB/s,1512 MHz,1125 MHz,5.6 %,4,0.09 GB/s,16,70.10 %,0.00 GB/s,65.00 °C,12.70 %,9.29 W
2025-05-07 14:35:42.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,12.40 %,26.00 %,305.30 W,120.94 W,65.00 °C,100.00 %,1170 MHz,100.00 %,1.9 %,0.05 GB/s,0.00 GB/s,1512 MHz,1170 MHz,5.6 %,4,0.08 GB/s,16,90.40 %,0.00 GB/s,64.00 °C,23.30 %,9.41 W
2025-05-07 14:35:43.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,12.40 %,26.00 %,314.38 W,104.30 W,65.00 °C,99.90 %,1170 MHz,100.00 %,3.7 %,0.04 GB/s,0.00 GB/s,1512 MHz,1170 MHz,5.6 %,4,0.08 GB/s,16,93.60 %,0.00 GB/s,65.00 °C,15.90 %,9.13 W
2025-05-07 14:35:43.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,12.50 %,26.00 %,314.38 W,104.88 W,65.00 °C,100.00 %,1065 MHz,100.00 %,3.7 %,0.04 GB/s,0.00 GB/s,1512 MHz,1065 MHz,5.6 %,4,0.09 GB/s,16,69.90 %,0.00 GB/s,65.00 °C,13.80 %,9.21 W
2025-05-07 14:35:43.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,12.50 %,31.00 %,278.41 W,107.02 W,65.00 °C,100.00 %,1065 MHz,100.00 %,3.7 %,0.04 GB/s,0.00 GB/s,1512 MHz,1065 MHz,5.6 %,4,0.09 GB/s,16,70.10 %,0.00 GB/s,64.00 °C,11.60 %,9.17 W
2025-05-07 14:35:43.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,12.40 %,31.00 %,307.05 W,110.44 W,65.00 °C,99.90 %,1155 MHz,100.00 %,5.3 %,0.04 GB/s,0.00 GB/s,1512 MHz,1155 MHz,5.6 %,4,0.08 GB/s,16,93.60 %,0.00 GB/s,65.00 °C,16.60 %,9.28 W
2025-05-07 14:35:43.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,47.60 %,22.00 %,307.05 W,108.92 W,65.00 °C,100.00 %,1065 MHz,100.00 %,4.3 %,0.04 GB/s,0.00 GB/s,1512 MHz,1065 MHz,5.6 %,4,0.08 GB/s,16,0.00 %,0.00 GB/s,65.00 °C,21.20 %,9.26 W
2025-05-07 14:35:43.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,12.50 %,22.00 %,320.66 W,105.57 W,65.00 °C,100.00 %,1065 MHz,100.00 %,6.2 %,0.04 GB/s,0.00 GB/s,1512 MHz,1065 MHz,5.6 %,4,0.09 GB/s,16,70.00 %,0.00 GB/s,65.00 °C,12.10 %,9.38 W
2025-05-07 14:35:43.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,12.40 %,35.00 %,321.12 W,104.87 W,65.00 °C,100.00 %,1170 MHz,100.00 %,3.7 %,0.04 GB/s,0.00 GB/s,1512 MHz,1170 MHz,5.6 %,4,0.08 GB/s,16,91.30 %,0.00 GB/s,65.00 °C,17.00 %,9.21 W
2025-05-07 14:35:43.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,12.40 %,35.00 %,311.03 W,104.27 W,65.00 °C,100.00 %,1170 MHz,100.00 %,3.4 %,0.04 GB/s,0.00 GB/s,1512 MHz,1170 MHz,5.6 %,4,0.08 GB/s,16,92.10 %,0.00 GB/s,65.00 °C,16.50 %,9.21 W
2025-05-07 14:35:43.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,12.50 %,24.00 %,286.12 W,108.60 W,65.00 °C,100.00 %,1065 MHz,100.00 %,3.7 %,0.05 GB/s,0.00 GB/s,1512 MHz,1065 MHz,5.6 %,4,0.09 GB/s,16,70.10 %,0.00 GB/s,64.00 °C,12.70 %,9.10 W
2025-05-07 14:35:43.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,12.50 %,24.00 %,294.89 W,105.24 W,65.00 °C,100.00 %,1170 MHz,100.00 %,3.7 %,0.05 GB/s,0.00 GB/s,1512 MHz,1170 MHz,5.6 %,4,0.09 GB/s,16,70.00 %,0.00 GB/s,64.00 °C,14.60 %,9.37 W
2025-05-07 14:35:44.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,76.90 %,29.00 %,306.75 W,105.73 W,65.00 °C,95.40 %,1170 MHz,100.00 %,3.3 %,0.04 GB/s,0.00 GB/s,1512 MHz,1170 MHz,5.6 %,4,0.05 GB/s,16,10.00 %,0.00 GB/s,65.00 °C,80.50 %,9.25 W
2025-05-07 14:35:44.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,91.20 %,29.00 %,298.47 W,106.37 W,65.00 °C,98.60 %,1050 MHz,100.00 %,3.7 %,0.05 GB/s,0.00 GB/s,1512 MHz,1050 MHz,5.6 %,4,0.08 GB/s,16,3.90 %,0.00 GB/s,65.00 °C,47.80 %,9.38 W
2025-05-07 14:35:44.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,12.50 %,29.00 %,298.47 W,103.67 W,65.00 °C,100.00 %,1140 MHz,100.00 %,3.7 %,0.05 GB/s,0.00 GB/s,1512 MHz,1140 MHz,5.6 %,4,0.08 GB/s,16,70.00 %,0.00 GB/s,65.00 °C,14.70 %,9.34 W
2025-05-07 14:35:44.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,12.40 %,27.00 %,277.53 W,107.91 W,65.00 °C,100.00 %,1155 MHz,100.00 %,5.3 %,0.04 GB/s,0.00 GB/s,1512 MHz,1155 MHz,5.6 %,4,0.08 GB/s,16,90.50 %,0.00 GB/s,65.00 °C,22.50 %,9.36 W
2025-05-07 14:35:44.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,12.40 %,27.00 %,302.97 W,118.96 W,65.00 °C,100.00 %,1155 MHz,100.00 %,5.2 %,0.04 GB/s,0.00 GB/s,1512 MHz,1155 MHz,5.6 %,4,0.08 GB/s,16,90.80 %,0.00 GB/s,65.00 °C,21.70 %,9.20 W
2025-05-07 14:35:44.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,12.50 %,26.00 %,312.57 W,151.08 W,65.00 °C,100.00 %,1050 MHz,100.00 %,6.8 %,0.05 GB/s,0.00 GB/s,1512 MHz,1050 MHz,5.6 %,4,0.09 GB/s,16,69.90 %,0.00 GB/s,64.00 °C,15.10 %,9.34 W
2025-05-07 14:35:44.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,12.50 %,26.00 %,254.47 W,151.83 W,65.00 °C,100.00 %,1050 MHz,100.00 %,5.3 %,0.04 GB/s,0.00 GB/s,1512 MHz,1050 MHz,5.6 %,4,0.09 GB/s,16,69.80 %,0.00 GB/s,65.00 °C,14.00 %,9.23 W
2025-05-07 14:35:44.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,12.40 %,31.00 %,298.78 W,147.46 W,65.00 °C,99.90 %,1170 MHz,100.00 %,5.9 %,0.04 GB/s,0.00 GB/s,1512 MHz,1170 MHz,5.6 %,4,0.08 GB/s,16,94.00 %,0.00 GB/s,66.00 °C,16.90 %,9.41 W
2025-05-07 14:35:44.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,12.50 %,31.00 %,315.50 W,147.48 W,65.00 °C,100.00 %,1080 MHz,100.00 %,3.4 %,0.02 GB/s,0.00 GB/s,1512 MHz,1080 MHz,5.6 %,4,0.03 GB/s,16,70.00 %,0.00 GB/s,66.00 °C,13.80 %,9.03 W
2025-05-07 14:35:44.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,12.50 %,31.00 %,248.01 W,140.50 W,65.00 °C,100.00 %,1110 MHz,100.00 %,3.7 %,0.05 GB/s,0.00 GB/s,1512 MHz,1110 MHz,5.6 %,4,0.09 GB/s,16,70.10 %,0.00 GB/s,65.00 °C,13.10 %,9.15 W
2025-05-07 14:35:45.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,12.40 %,31.00 %,312.11 W,129.43 W,65.00 °C,100.00 %,1170 MHz,100.00 %,3.4 %,0.04 GB/s,0.00 GB/s,1512 MHz,1170 MHz,5.6 %,4,0.08 GB/s,16,90.60 %,0.00 GB/s,65.00 °C,21.60 %,9.01 W
2025-05-07 14:35:45.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,12.40 %,24.00 %,338.28 W,125.18 W,65.00 °C,100.00 %,1110 MHz,100.00 %,3.4 %,0.04 GB/s,0.00 GB/s,1512 MHz,1110 MHz,5.6 %,4,0.08 GB/s,16,90.60 %,0.00 GB/s,66.00 °C,22.50 %,9.13 W
2025-05-07 14:35:45.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,12.50 %,24.00 %,259.56 W,106.07 W,65.00 °C,100.00 %,1125 MHz,100.00 %,4.0 %,0.05 GB/s,0.00 GB/s,1512 MHz,1125 MHz,5.6 %,4,0.09 GB/s,16,70.00 %,0.00 GB/s,65.00 °C,14.20 %,9.09 W
2025-05-07 14:35:45.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,92.60 %,24.00 %,259.56 W,106.10 W,65.00 °C,100.00 %,1200 MHz,100.00 %,3.4 %,0.05 GB/s,0.00 GB/s,1512 MHz,1200 MHz,5.6 %,4,0.08 GB/s,16,4.10 %,0.00 GB/s,64.00 °C,40.00 %,9.37 W
2025-05-07 14:35:45.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,12.50 %,29.00 %,296.64 W,103.76 W,65.00 °C,99.90 %,1215 MHz,100.00 %,3.1 %,0.04 GB/s,0.00 GB/s,1512 MHz,1215 MHz,5.6 %,4,0.08 GB/s,16,90.90 %,0.00 GB/s,66.00 °C,21.30 %,9.35 W
2025-05-07 14:35:45.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,12.50 %,31.00 %,82.57 W,100.43 W,65.00 °C,99.90 %,1395 MHz,100.00 %,0.3 %,0.04 GB/s,0.00 GB/s,1512 MHz,1395 MHz,5.6 %,4,0.09 GB/s,16,94.00 %,0.00 GB/s,62.00 °C,21.10 %,9.31 W
2025-05-07 14:35:45.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,31.00 %,349.44 W,105.81 W,65.00 °C,0.00 %,1320 MHz,100.00 %,4.0 %,0.05 GB/s,0.00 GB/s,1512 MHz,1320 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,60.00 °C,0.00 %,9.28 W
2025-05-07 14:35:45.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,10.00 %,349.44 W,104.69 W,63.00 °C,0.00 %,1395 MHz,100.00 %,3.1 %,0.05 GB/s,0.00 GB/s,1512 MHz,1395 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,62.00 °C,0.00 %,9.34 W
2025-05-07 14:35:46.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,10.00 %,92.80 W,108.13 W,63.00 °C,0.00 %,1410 MHz,100.00 %,2.5 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,60.00 °C,0.00 %,9.04 W
2025-05-07 14:35:46.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,2.00 %,92.80 W,115.00 W,63.00 °C,0.00 %,1410 MHz,15.00 %,1.9 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,60.00 °C,0.00 %,9.38 W
2025-05-07 14:35:46.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,2.00 %,94.06 W,117.42 W,63.00 °C,0.00 %,1410 MHz,15.00 %,1.9 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,60.00 °C,0.00 %,9.30 W
2025-05-07 14:35:46.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,92.98 W,120.70 W,61.00 °C,0.00 %,1410 MHz,0.00 %,1.9 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,59.00 °C,0.00 %,9.24 W
2025-05-07 14:35:46.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,93.07 W,123.11 W,61.00 °C,0.00 %,1410 MHz,0.00 %,0.3 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,59.00 °C,0.00 %,9.28 W
2025-05-07 14:35:46.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,83.57 W,126.99 W,61.00 °C,0.00 %,1410 MHz,0.00 %,3.4 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,59.00 °C,0.00 %,9.38 W
2025-05-07 14:35:46.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,88.19 W,128.49 W,61.00 °C,0.00 %,1410 MHz,0.00 %,1.9 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.11 GB/s,16,0.00 %,0.00 GB/s,59.00 °C,0.00 %,9.30 W
2025-05-07 14:35:46.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,88.10 W,141.00 W,61.00 °C,0.00 %,1410 MHz,0.00 %,3.1 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,59.00 °C,0.00 %,9.01 W
2025-05-07 14:35:46.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,88.46 W,150.19 W,61.00 °C,0.00 %,1410 MHz,0.00 %,1.9 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,59.00 °C,0.00 %,9.17 W
2025-05-07 14:35:46.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,88.58 W,145.08 W,61.00 °C,0.00 %,1410 MHz,0.00 %,2.5 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,59.00 °C,0.00 %,9.08 W
2025-05-07 14:35:47.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,88.39 W,149.83 W,61.00 °C,0.00 %,1410 MHz,0.00 %,4.3 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,59.00 °C,0.00 %,9.48 W
2025-05-07 14:35:47.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,88.20 W,141.15 W,61.00 °C,0.00 %,1410 MHz,0.00 %,3.4 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,59.00 °C,0.00 %,9.27 W
2025-05-07 14:35:47.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,88.74 W,144.67 W,61.00 °C,0.00 %,1410 MHz,0.00 %,3.1 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,59.00 °C,0.00 %,9.03 W
2025-05-07 14:35:47.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,88.89 W,147.64 W,61.00 °C,0.00 %,1410 MHz,0.00 %,1.5 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,59.00 °C,0.00 %,8.94 W
2025-05-07 14:35:47.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,89.18 W,149.12 W,61.00 °C,0.00 %,1410 MHz,0.00 %,1.9 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,59.00 °C,0.00 %,9.20 W
2025-05-07 14:35:47.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,89.18 W,151.93 W,61.00 °C,0.00 %,1410 MHz,0.00 %,1.9 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,58.00 °C,0.00 %,9.12 W
2025-05-07 14:35:47.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,89.22 W,147.98 W,61.00 °C,0.00 %,1410 MHz,0.00 %,0.9 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,58.00 °C,0.00 %,9.12 W
2025-05-07 14:35:47.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,81.69 W,146.25 W,61.00 °C,0.00 %,1410 MHz,0.00 %,2.2 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,58.00 °C,0.00 %,9.25 W
2025-05-07 14:35:47.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,89.08 W,147.03 W,61.00 °C,0.00 %,1410 MHz,0.00 %,1.8 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,58.00 °C,0.00 %,9.08 W
2025-05-07 14:35:47.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,86.23 W,149.10 W,61.00 °C,0.00 %,1410 MHz,0.00 %,1.9 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,58.00 °C,0.00 %,9.10 W
2025-05-07 14:35:48.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,86.81 W,147.97 W,61.00 °C,0.00 %,1410 MHz,0.00 %,2.2 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,58.00 °C,0.00 %,9.15 W
2025-05-07 14:35:48.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,87.41 W,147.10 W,61.00 °C,0.00 %,1410 MHz,0.00 %,1.6 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,58.00 °C,0.00 %,8.91 W
2025-05-07 14:35:48.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,87.80 W,145.93 W,61.00 °C,0.00 %,1410 MHz,0.00 %,1.9 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,58.00 °C,0.00 %,9.00 W
2025-05-07 14:35:48.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,87.31 W,139.19 W,61.00 °C,0.00 %,1410 MHz,0.00 %,3.7 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,58.00 °C,0.00 %,9.27 W
2025-05-07 14:35:48.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,87.31 W,133.65 W,59.00 °C,0.00 %,1410 MHz,0.00 %,2.8 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,58.00 °C,0.00 %,9.23 W
2025-05-07 14:35:48.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,87.89 W,129.38 W,59.00 °C,0.00 %,1410 MHz,0.00 %,2.2 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,58.00 °C,0.00 %,9.14 W
2025-05-07 14:35:48.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,0.00 %,87.10 W,131.27 W,59.00 °C,0.00 %,1410 MHz,0.00 %,1.9 %,0.05 GB/s,0.00 GB/s,1512 MHz,1410 MHz,5.6 %,4,0.12 GB/s,16,0.00 %,0.00 GB/s,58.00 °C,0.00 %,9.24 W
