timestamp,task_name,name,index,pcie_rx_bytes,dram_usage,nvlink_rx_bytes,usage.memory [%],clocks.current.sm [MHz],pcie_tx_bytes,tensor_active,sm_occupancy,cpu_power,dram_active,sm_active,power.draw [W],nvlink_tx_bytes,temperature.gpu,utilization.memory [%],clocks.current.memory [MHz],dram_power,cpu_usage,temperature.memory,pcie.link.gen.current,pcie.link.width.current,clocks.current.graphics [MHz],utilization.gpu [%]
2025-05-07 16:32:35.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,5.6 %,0.00 GB/s,94.56 %,1155 MHz,0.08 GB/s,91.10 %,12.40 %,104.83 W,16.10 %,100.00 %,275.26 W,0.00 GB/s,67.00 °C,26.00 %,1512 MHz,9.45 W,3.4 %,67.00 °C,4,16,1155 MHz,100.00 %
2025-05-07 16:32:35.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,94.56 %,1155 MHz,0.08 GB/s,0.00 %,92.40 %,103.56 W,55.00 %,100.00 %,301.81 W,0.00 GB/s,67.00 °C,26.00 %,1512 MHz,9.34 W,3.1 %,67.00 °C,4,16,1155 MHz,100.00 %
2025-05-07 16:32:36.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,94.56 %,1080 MHz,0.09 GB/s,70.10 %,12.50 %,119.49 W,12.40 %,100.00 %,304.22 W,0.00 GB/s,66.00 °C,26.00 %,1512 MHz,9.66 W,5.6 %,67.00 °C,4,16,1080 MHz,100.00 %
2025-05-07 16:32:36.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,94.56 %,1080 MHz,0.09 GB/s,69.80 %,12.50 %,119.74 W,13.10 %,100.00 %,328.32 W,0.00 GB/s,66.00 °C,31.00 %,1512 MHz,9.08 W,3.7 %,67.00 °C,4,16,1080 MHz,100.00 %
2025-05-07 16:32:36.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,5.6 %,0.00 GB/s,94.56 %,1155 MHz,0.08 GB/s,92.80 %,12.40 %,112.24 W,17.00 %,99.90 %,308.31 W,0.00 GB/s,67.00 °C,31.00 %,1512 MHz,9.10 W,3.6 %,67.00 °C,4,16,1155 MHz,100.00 %
2025-05-07 16:32:36.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,5.6 %,0.00 GB/s,94.56 %,1080 MHz,0.08 GB/s,70.00 %,12.50 %,111.08 W,13.30 %,100.00 %,295.77 W,0.00 GB/s,66.00 °C,22.00 %,1512 MHz,9.30 W,3.7 %,67.00 °C,4,16,1080 MHz,100.00 %
2025-05-07 16:32:36.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,94.56 %,1095 MHz,0.09 GB/s,69.90 %,12.50 %,108.66 W,15.50 %,100.00 %,284.05 W,0.00 GB/s,66.00 °C,22.00 %,1512 MHz,9.34 W,3.7 %,67.00 °C,4,16,1095 MHz,100.00 %
2025-05-07 16:32:36.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,5.6 %,0.00 GB/s,94.56 %,1170 MHz,0.08 GB/s,90.60 %,12.40 %,103.63 W,21.70 %,100.00 %,272.04 W,0.00 GB/s,67.00 °C,35.00 %,1512 MHz,9.42 W,3.4 %,67.00 °C,4,16,1170 MHz,100.00 %
2025-05-07 16:32:36.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,5.6 %,0.00 GB/s,94.56 %,1155 MHz,0.08 GB/s,90.10 %,12.30 %,103.89 W,16.80 %,100.00 %,306.58 W,0.00 GB/s,67.00 °C,35.00 %,1512 MHz,9.29 W,3.4 %,67.00 °C,4,16,1155 MHz,100.00 %
2025-05-07 16:32:36.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,5.6 %,0.00 GB/s,94.56 %,1065 MHz,0.09 GB/s,70.10 %,12.50 %,108.43 W,13.70 %,100.00 %,312.10 W,0.00 GB/s,67.00 °C,24.00 %,1512 MHz,9.38 W,3.7 %,67.00 °C,4,16,1065 MHz,100.00 %
2025-05-07 16:32:36.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,94.56 %,1170 MHz,0.09 GB/s,70.00 %,12.50 %,117.28 W,14.00 %,100.00 %,328.72 W,0.00 GB/s,67.00 °C,24.00 %,1512 MHz,9.22 W,4.0 %,67.00 °C,4,16,1170 MHz,100.00 %
2025-05-07 16:32:37.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,5.6 %,0.00 GB/s,94.56 %,1155 MHz,0.08 GB/s,93.80 %,12.40 %,116.60 W,16.60 %,99.90 %,311.81 W,0.00 GB/s,67.00 °C,29.00 %,1512 MHz,9.29 W,3.7 %,67.00 °C,4,16,1155 MHz,100.00 %
2025-05-07 16:32:37.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,5.6 %,0.00 GB/s,94.56 %,1050 MHz,0.08 GB/s,4.30 %,93.40 %,105.02 W,49.20 %,100.00 %,275.38 W,0.00 GB/s,67.00 °C,29.00 %,1512 MHz,9.31 W,4.0 %,67.00 °C,4,16,1050 MHz,100.00 %
2025-05-07 16:32:37.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,5.6 %,0.00 GB/s,94.56 %,1125 MHz,0.08 GB/s,70.20 %,12.50 %,105.71 W,14.40 %,100.00 %,275.38 W,0.00 GB/s,66.00 °C,29.00 %,1512 MHz,9.19 W,5.3 %,67.00 °C,4,16,1125 MHz,100.00 %
2025-05-07 16:32:37.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,5.6 %,0.00 GB/s,94.56 %,1155 MHz,0.08 GB/s,90.60 %,12.40 %,103.33 W,23.20 %,100.00 %,284.07 W,0.00 GB/s,67.00 °C,27.00 %,1512 MHz,9.39 W,3.1 %,67.00 °C,4,16,1155 MHz,100.00 %
2025-05-07 16:32:37.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,5.6 %,0.00 GB/s,94.56 %,1080 MHz,0.08 GB/s,92.00 %,12.40 %,107.79 W,17.70 %,100.00 %,306.17 W,0.00 GB/s,67.00 °C,27.00 %,1512 MHz,9.30 W,3.1 %,67.00 °C,4,16,1080 MHz,100.00 %
2025-05-07 16:32:37.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,5.6 %,0.00 GB/s,94.56 %,1050 MHz,0.09 GB/s,69.90 %,12.50 %,107.06 W,14.30 %,100.00 %,305.58 W,0.00 GB/s,67.00 °C,26.00 %,1512 MHz,9.44 W,4.0 %,67.00 °C,4,16,1050 MHz,100.00 %
2025-05-07 16:32:37.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,94.56 %,1155 MHz,0.09 GB/s,70.20 %,12.50 %,107.02 W,11.70 %,100.00 %,326.00 W,0.00 GB/s,67.00 °C,26.00 %,1512 MHz,9.34 W,3.1 %,67.00 °C,4,16,1155 MHz,100.00 %
2025-05-07 16:32:37.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,5.6 %,0.00 GB/s,94.56 %,1155 MHz,0.08 GB/s,93.80 %,12.40 %,105.78 W,17.40 %,99.90 %,306.66 W,0.00 GB/s,67.00 °C,31.00 %,1512 MHz,9.06 W,3.7 %,67.00 °C,4,16,1155 MHz,100.00 %
2025-05-07 16:32:37.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,5.6 %,0.00 GB/s,94.56 %,1110 MHz,0.08 GB/s,4.20 %,92.20 %,103.28 W,36.10 %,100.00 %,284.34 W,0.00 GB/s,67.00 °C,31.00 %,1512 MHz,9.10 W,3.4 %,67.00 °C,4,16,1110 MHz,100.00 %
2025-05-07 16:32:37.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,94.56 %,1080 MHz,0.09 GB/s,70.20 %,12.50 %,108.80 W,13.40 %,100.00 %,289.81 W,0.00 GB/s,66.00 °C,25.00 %,1512 MHz,9.32 W,4.9 %,67.00 °C,4,16,1080 MHz,100.00 %
2025-05-07 16:32:38.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,5.6 %,0.00 GB/s,94.56 %,1170 MHz,0.08 GB/s,90.70 %,12.40 %,122.54 W,20.40 %,100.00 %,287.78 W,0.00 GB/s,67.00 °C,25.00 %,1512 MHz,9.32 W,2.5 %,67.00 °C,4,16,1170 MHz,100.00 %
2025-05-07 16:32:38.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,94.56 %,1170 MHz,0.08 GB/s,4.30 %,93.40 %,116.66 W,48.80 %,100.00 %,305.29 W,0.00 GB/s,67.00 °C,32.00 %,1512 MHz,9.23 W,5.9 %,67.00 °C,4,16,1170 MHz,100.00 %
2025-05-07 16:32:38.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.03 GB/s,5.6 %,0.00 GB/s,94.56 %,1050 MHz,0.05 GB/s,70.10 %,12.50 %,120.02 W,11.70 %,100.00 %,308.69 W,0.00 GB/s,66.00 °C,32.00 %,1512 MHz,9.97 W,8.4 %,67.00 °C,4,16,1050 MHz,100.00 %
2025-05-07 16:32:38.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,5.6 %,0.00 GB/s,94.56 %,1170 MHz,0.09 GB/s,90.50 %,12.40 %,149.50 W,22.50 %,100.00 %,298.32 W,0.00 GB/s,67.00 °C,29.00 %,1512 MHz,9.44 W,5.0 %,67.00 °C,4,16,1170 MHz,100.00 %
2025-05-07 16:32:38.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,5.6 %,0.00 GB/s,94.56 %,1155 MHz,0.08 GB/s,91.60 %,12.40 %,149.68 W,16.20 %,100.00 %,308.68 W,0.00 GB/s,67.00 °C,29.00 %,1512 MHz,9.16 W,4.0 %,67.00 °C,4,16,1155 MHz,100.00 %
2025-05-07 16:32:38.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,94.56 %,1065 MHz,0.09 GB/s,70.20 %,12.50 %,149.46 W,12.70 %,100.00 %,271.16 W,0.00 GB/s,67.00 °C,29.00 %,1512 MHz,9.23 W,3.1 %,67.00 °C,4,16,1065 MHz,100.00 %
2025-05-07 16:32:38.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,94.56 %,1170 MHz,0.09 GB/s,69.90 %,12.50 %,138.61 W,12.30 %,100.00 %,271.16 W,0.00 GB/s,66.00 °C,27.00 %,1512 MHz,9.19 W,3.7 %,67.00 °C,4,16,1170 MHz,100.00 %
2025-05-07 16:32:38.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,5.6 %,0.00 GB/s,94.56 %,1155 MHz,0.08 GB/s,90.60 %,12.40 %,122.85 W,20.40 %,100.00 %,305.00 W,0.00 GB/s,68.00 °C,27.00 %,1512 MHz,9.17 W,3.1 %,67.00 °C,4,16,1155 MHz,100.00 %
2025-05-07 16:32:38.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,5.6 %,0.00 GB/s,94.56 %,1050 MHz,0.08 GB/s,0.00 %,18.90 %,119.55 W,9.90 %,90.00 %,306.57 W,0.00 GB/s,67.00 °C,26.00 %,1512 MHz,9.17 W,3.7 %,67.00 °C,4,16,1050 MHz,100.00 %
2025-05-07 16:32:38.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,94.56 %,1125 MHz,0.09 GB/s,70.10 %,12.50 %,119.91 W,13.10 %,100.00 %,298.87 W,0.00 GB/s,67.00 °C,26.00 %,1512 MHz,9.19 W,3.7 %,67.00 °C,4,16,1125 MHz,100.00 %
2025-05-07 16:32:39.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,5.6 %,0.00 GB/s,94.56 %,1155 MHz,0.09 GB/s,90.60 %,12.40 %,117.91 W,26.00 %,100.00 %,268.72 W,0.00 GB/s,68.00 °C,32.00 %,1512 MHz,9.32 W,3.4 %,67.00 °C,4,16,1155 MHz,100.00 %
2025-05-07 16:32:39.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,5.6 %,0.00 GB/s,94.56 %,1155 MHz,0.08 GB/s,91.30 %,12.40 %,116.17 W,16.40 %,100.00 %,310.16 W,0.00 GB/s,68.00 °C,32.00 %,1512 MHz,9.29 W,3.7 %,67.00 °C,4,16,1155 MHz,100.00 %
2025-05-07 16:32:39.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,5.6 %,0.00 GB/s,94.56 %,1065 MHz,0.09 GB/s,69.80 %,12.50 %,107.91 W,15.20 %,100.00 %,342.85 W,0.00 GB/s,67.00 °C,25.00 %,1512 MHz,9.30 W,3.3 %,67.00 °C,4,16,1065 MHz,100.00 %
2025-05-07 16:32:39.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,94.56 %,1155 MHz,0.09 GB/s,69.80 %,12.50 %,113.20 W,13.80 %,100.00 %,254.84 W,0.00 GB/s,67.00 °C,25.00 %,1512 MHz,9.17 W,5.4 %,67.00 °C,4,16,1155 MHz,100.00 %
2025-05-07 16:32:39.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,5.6 %,0.00 GB/s,94.56 %,1155 MHz,0.08 GB/s,90.60 %,12.40 %,123.38 W,20.40 %,100.00 %,308.90 W,0.00 GB/s,67.00 °C,31.00 %,1512 MHz,9.24 W,4.3 %,67.00 °C,4,16,1155 MHz,100.00 %
2025-05-07 16:32:39.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,94.56 %,1050 MHz,0.08 GB/s,0.40 %,28.80 %,120.65 W,16.50 %,88.90 %,298.87 W,0.00 GB/s,67.00 °C,31.00 %,1512 MHz,9.28 W,4.3 %,67.00 °C,4,16,1050 MHz,100.00 %
2025-05-07 16:32:39.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,94.56 %,1050 MHz,0.09 GB/s,70.00 %,12.50 %,112.18 W,15.00 %,100.00 %,254.53 W,0.00 GB/s,67.00 °C,31.00 %,1512 MHz,9.24 W,3.4 %,67.00 °C,4,16,1050 MHz,100.00 %
2025-05-07 16:32:39.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,5.6 %,0.00 GB/s,94.56 %,1155 MHz,0.08 GB/s,91.30 %,12.40 %,103.96 W,16.80 %,100.00 %,254.53 W,0.00 GB/s,68.00 °C,24.00 %,1512 MHz,9.34 W,3.4 %,67.00 °C,4,16,1155 MHz,100.00 %
2025-05-07 16:32:39.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,5.6 %,0.00 GB/s,94.56 %,1065 MHz,0.08 GB/s,92.00 %,12.40 %,103.45 W,16.60 %,100.00 %,302.29 W,0.00 GB/s,67.00 °C,24.00 %,1512 MHz,9.24 W,3.1 %,67.00 °C,4,16,1065 MHz,100.00 %
2025-05-07 16:32:39.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,94.56 %,1065 MHz,0.09 GB/s,70.20 %,12.50 %,106.43 W,13.40 %,100.00 %,329.10 W,0.00 GB/s,67.00 °C,28.00 %,1512 MHz,9.22 W,3.7 %,67.00 °C,4,16,1065 MHz,100.00 %
2025-05-07 16:32:40.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.04 GB/s,5.6 %,0.00 GB/s,94.56 %,1065 MHz,0.09 GB/s,91.40 %,12.40 %,105.17 W,18.30 %,100.00 %,249.16 W,0.00 GB/s,67.00 °C,28.00 %,1512 MHz,9.36 W,3.4 %,67.00 °C,4,16,1065 MHz,100.00 %
2025-05-07 16:32:40.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,94.56 %,1200 MHz,0.09 GB/s,91.00 %,12.50 %,109.33 W,20.50 %,99.90 %,295.76 W,0.00 GB/s,67.00 °C,24.00 %,1512 MHz,9.25 W,3.7 %,67.00 °C,4,16,1200 MHz,100.00 %
2025-05-07 16:32:40.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.03 GB/s,5.6 %,0.00 GB/s,90.02 %,1395 MHz,0.08 GB/s,92.60 %,12.50 %,97.84 W,21.00 %,99.80 %,291.58 W,0.00 GB/s,63.00 °C,27.00 %,1512 MHz,9.29 W,2.5 %,67.00 °C,4,16,1395 MHz,100.00 %
2025-05-07 16:32:40.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1230 MHz,0.11 GB/s,0.00 %,0.00 %,102.72 W,0.00 %,0.00 %,85.33 W,0.00 GB/s,66.00 °C,27.00 %,1512 MHz,9.30 W,1.5 %,65.00 °C,4,16,1230 MHz,100.00 %
2025-05-07 16:32:40.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1395 MHz,0.12 GB/s,0.00 %,0.00 %,106.87 W,0.00 %,0.00 %,338.06 W,0.00 GB/s,63.00 °C,11.00 %,1512 MHz,9.53 W,4.0 %,65.00 °C,4,16,1395 MHz,88.00 %
2025-05-07 16:32:40.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,110.08 W,0.00 %,0.00 %,80.64 W,0.00 GB/s,62.00 °C,11.00 %,1512 MHz,9.27 W,3.4 %,65.00 °C,4,16,1410 MHz,88.00 %
2025-05-07 16:32:40.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,113.32 W,0.00 %,0.00 %,87.90 W,0.00 GB/s,62.00 °C,0.00 %,1512 MHz,9.35 W,2.8 %,65.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:40.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,117.10 W,0.00 %,0.00 %,91.36 W,0.00 GB/s,62.00 °C,0.00 %,1512 MHz,9.40 W,2.2 %,65.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:41.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,118.78 W,0.00 %,0.00 %,90.07 W,0.00 GB/s,62.00 °C,0.00 %,1512 MHz,9.19 W,1.2 %,65.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:41.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,117.97 W,0.00 %,0.00 %,90.07 W,0.00 GB/s,61.00 °C,0.00 %,1512 MHz,9.30 W,1.9 %,63.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:41.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,116.95 W,0.00 %,0.00 %,93.80 W,0.00 GB/s,61.00 °C,0.00 %,1512 MHz,9.29 W,1.9 %,63.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:41.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,121.80 W,0.00 %,0.00 %,96.52 W,0.00 GB/s,61.00 °C,0.00 %,1512 MHz,9.18 W,2.4 %,63.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:41.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,142.03 W,0.00 %,0.00 %,86.03 W,0.00 GB/s,61.00 °C,0.00 %,1512 MHz,9.14 W,2.5 %,63.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:41.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,147.94 W,0.00 %,0.00 %,86.23 W,0.00 GB/s,61.00 °C,0.00 %,1512 MHz,9.00 W,2.2 %,63.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:41.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,144.81 W,0.00 %,0.00 %,86.02 W,0.00 GB/s,61.00 °C,0.00 %,1512 MHz,8.97 W,1.8 %,63.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:41.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,146.84 W,0.00 %,0.00 %,86.13 W,0.00 GB/s,61.00 °C,0.00 %,1512 MHz,8.97 W,1.9 %,63.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:41.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,153.03 W,0.00 %,0.00 %,85.93 W,0.00 GB/s,61.00 °C,0.00 %,1512 MHz,9.27 W,2.5 %,63.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:41.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,145.22 W,0.00 %,0.00 %,85.83 W,0.00 GB/s,61.00 °C,0.00 %,1512 MHz,8.99 W,2.5 %,63.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:42.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,147.36 W,0.00 %,0.00 %,95.34 W,0.00 GB/s,61.00 °C,0.00 %,1512 MHz,9.25 W,0.9 %,63.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:42.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,147.95 W,0.00 %,0.00 %,87.20 W,0.00 GB/s,61.00 °C,0.00 %,1512 MHz,9.03 W,0.6 %,63.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:42.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,148.92 W,0.00 %,0.00 %,94.44 W,0.00 GB/s,61.00 °C,0.00 %,1512 MHz,9.35 W,1.6 %,63.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:42.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,146.72 W,0.00 %,0.00 %,92.98 W,0.00 GB/s,61.00 °C,0.00 %,1512 MHz,9.13 W,1.6 %,63.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:42.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,146.42 W,0.00 %,0.00 %,95.54 W,0.00 GB/s,61.00 °C,0.00 %,1512 MHz,9.07 W,2.1 %,63.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:42.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,149.11 W,0.00 %,0.00 %,95.56 W,0.00 GB/s,60.00 °C,0.00 %,1512 MHz,9.08 W,2.2 %,63.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:42.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,147.17 W,0.00 %,0.00 %,95.44 W,0.00 GB/s,60.00 °C,0.00 %,1512 MHz,9.19 W,1.6 %,63.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:42.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,145.50 W,0.00 %,0.00 %,95.44 W,0.00 GB/s,60.00 °C,0.00 %,1512 MHz,9.36 W,1.2 %,63.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:42.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,153.24 W,0.00 %,0.00 %,95.44 W,0.00 GB/s,60.00 °C,0.00 %,1512 MHz,9.31 W,2.2 %,63.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:43.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,151.25 W,0.00 %,0.00 %,95.34 W,0.00 GB/s,60.00 °C,0.00 %,1512 MHz,9.27 W,1.6 %,63.00 °C,4,16,1410 MHz,0.00 %
2025-05-07 16:32:43.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.05 GB/s,5.6 %,0.00 GB/s,90.02 %,1410 MHz,0.12 GB/s,0.00 %,0.00 %,140.68 W,0.00 %,0.00 %,95.34 W,0.00 GB/s,60.00 °C,0.00 %,1512 MHz,9.30 W,3.1 %,63.00 °C,4,16,1410 MHz,0.00 %
