timestamp,task_name,name,index,temperature.gpu,clocks.current.memory [MHz],clocks.current.graphics [MHz],pcie_tx_bytes,utilization.memory [%],nvlink_tx_bytes,cpu_power,sm_occupancy,nvlink_rx_bytes,sm_active,pcie.link.width.current,pcie_rx_bytes,temperature.memory,dram_active,power.draw [W],dram_power,dram_usage,clocks.current.sm [MHz],utilization.gpu [%],usage.memory [%],pcie.link.gen.current,cpu_usage,tensor_active
2025-05-07 16:37:57.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,68.00 °C,1512 MHz,1050 MHz,0.08 GB/s,24.00 %,0.00 GB/s,104.28 W,12.50 %,0.00 GB/s,100.00 %,16,0.04 GB/s,67.00 °C,12.60 %,289.71 W,9.47 W,5.6 %,1050 MHz,100.00 %,94.56 %,4,5.6 %,70.10 %
2025-05-07 16:37:57.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,1512 MHz,1125 MHz,0.09 GB/s,24.00 %,0.00 GB/s,109.77 W,12.50 %,0.00 GB/s,100.00 %,16,0.05 GB/s,67.00 °C,15.30 %,281.32 W,9.29 W,5.6 %,1125 MHz,100.00 %,94.56 %,4,5.3 %,69.90 %
2025-05-07 16:37:57.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,1512 MHz,1155 MHz,0.08 GB/s,29.00 %,0.00 GB/s,105.35 W,12.40 %,0.00 GB/s,99.90 %,16,0.04 GB/s,67.00 °C,16.50 %,309.39 W,9.43 W,5.6 %,1155 MHz,100.00 %,94.56 %,4,2.4 %,94.10 %
2025-05-07 16:37:57.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,1512 MHz,1035 MHz,0.08 GB/s,29.00 %,0.00 GB/s,114.12 W,12.50 %,0.00 GB/s,100.00 %,16,0.04 GB/s,67.00 °C,1.30 %,297.40 W,9.31 W,5.6 %,1035 MHz,100.00 %,94.56 %,4,5.3 %,70.10 %
2025-05-07 16:37:58.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,66.00 °C,1512 MHz,1110 MHz,0.09 GB/s,29.00 %,0.00 GB/s,119.12 W,12.50 %,0.00 GB/s,100.00 %,16,0.05 GB/s,67.00 °C,15.10 %,290.30 W,9.36 W,5.6 %,1110 MHz,100.00 %,94.56 %,4,3.4 %,69.90 %
2025-05-07 16:37:58.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,1512 MHz,1155 MHz,0.08 GB/s,27.00 %,0.00 GB/s,128.55 W,12.40 %,0.00 GB/s,100.00 %,16,0.04 GB/s,67.00 °C,21.20 %,312.59 W,9.14 W,5.6 %,1155 MHz,100.00 %,94.56 %,4,3.1 %,90.40 %
2025-05-07 16:37:58.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,68.00 °C,1512 MHz,1050 MHz,0.07 GB/s,26.00 %,0.00 GB/s,110.71 W,93.40 %,0.00 GB/s,100.00 %,16,0.05 GB/s,67.00 °C,48.50 %,313.08 W,9.12 W,5.6 %,1050 MHz,100.00 %,94.56 %,4,2.5 %,4.30 %
2025-05-07 16:37:58.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,66.00 °C,1512 MHz,1080 MHz,0.09 GB/s,26.00 %,0.00 GB/s,112.26 W,12.50 %,0.00 GB/s,100.00 %,16,0.04 GB/s,67.00 °C,16.50 %,262.27 W,9.27 W,5.6 %,1080 MHz,100.00 %,94.56 %,4,4.6 %,69.90 %
2025-05-07 16:37:58.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,68.00 °C,1512 MHz,1155 MHz,0.08 GB/s,32.00 %,0.00 GB/s,124.70 W,12.40 %,0.00 GB/s,100.00 %,16,0.04 GB/s,67.00 °C,15.60 %,287.27 W,9.36 W,5.6 %,1155 MHz,100.00 %,94.56 %,4,5.6 %,91.30 %
2025-05-07 16:37:58.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,68.00 °C,1512 MHz,1170 MHz,0.08 GB/s,32.00 %,0.00 GB/s,119.39 W,12.40 %,0.00 GB/s,100.00 %,16,0.04 GB/s,67.00 °C,17.40 %,307.93 W,9.16 W,5.6 %,1170 MHz,100.00 %,94.56 %,4,3.1 %,91.50 %
2025-05-07 16:37:58.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,1512 MHz,1095 MHz,0.09 GB/s,32.00 %,0.00 GB/s,104.19 W,12.50 %,0.00 GB/s,100.00 %,16,0.05 GB/s,67.00 °C,12.00 %,308.11 W,9.25 W,5.6 %,1095 MHz,100.00 %,94.56 %,4,3.7 %,70.00 %
2025-05-07 16:37:58.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,66.00 °C,1512 MHz,1155 MHz,0.08 GB/s,25.00 %,0.00 GB/s,107.50 W,12.40 %,0.00 GB/s,100.00 %,16,0.04 GB/s,67.00 °C,23.40 %,259.83 W,9.24 W,5.6 %,1155 MHz,100.00 %,94.56 %,4,3.4 %,90.50 %
2025-05-07 16:37:58.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,68.00 °C,1512 MHz,1170 MHz,0.08 GB/s,25.00 %,0.00 GB/s,109.79 W,12.40 %,0.00 GB/s,99.90 %,16,0.04 GB/s,67.00 °C,18.90 %,336.07 W,9.27 W,5.6 %,1170 MHz,100.00 %,94.56 %,4,6.2 %,90.20 %
2025-05-07 16:37:59.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,68.00 °C,1512 MHz,1065 MHz,0.09 GB/s,31.00 %,0.00 GB/s,119.26 W,12.50 %,0.00 GB/s,100.00 %,16,0.05 GB/s,67.00 °C,15.40 %,336.07 W,9.79 W,5.6 %,1065 MHz,100.00 %,94.56 %,4,8.4 %,69.90 %
2025-05-07 16:37:59.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,66.00 °C,1512 MHz,1065 MHz,0.09 GB/s,31.00 %,0.00 GB/s,149.75 W,12.50 %,0.00 GB/s,100.00 %,16,0.05 GB/s,67.00 °C,14.60 %,251.69 W,9.34 W,5.6 %,1065 MHz,100.00 %,94.56 %,4,4.3 %,70.00 %
2025-05-07 16:37:59.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,68.00 °C,1512 MHz,1170 MHz,0.08 GB/s,29.00 %,0.00 GB/s,139.96 W,12.40 %,0.00 GB/s,100.00 %,16,0.04 GB/s,67.00 °C,15.10 %,309.58 W,9.11 W,5.6 %,1170 MHz,100.00 %,94.56 %,4,3.4 %,91.30 %
2025-05-07 16:37:59.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,1512 MHz,1110 MHz,0.08 GB/s,29.00 %,0.00 GB/s,127.50 W,12.40 %,0.00 GB/s,100.00 %,16,0.04 GB/s,67.00 °C,21.60 %,303.74 W,9.01 W,5.6 %,1110 MHz,100.00 %,94.56 %,4,2.8 %,90.50 %
2025-05-07 16:37:59.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,68.00 °C,1512 MHz,1155 MHz,0.08 GB/s,30.00 %,0.00 GB/s,113.42 W,12.50 %,0.00 GB/s,100.00 %,16,0.04 GB/s,67.00 °C,13.60 %,300.62 W,9.12 W,5.6 %,1155 MHz,100.00 %,94.56 %,4,2.5 %,69.90 %
2025-05-07 16:37:59.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,68.00 °C,1512 MHz,1155 MHz,0.08 GB/s,30.00 %,0.00 GB/s,109.52 W,12.40 %,0.00 GB/s,100.00 %,16,0.04 GB/s,67.00 °C,22.70 %,240.80 W,9.27 W,5.6 %,1155 MHz,100.00 %,94.56 %,4,3.7 %,90.40 %
2025-05-07 16:37:59.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,68.00 °C,1512 MHz,1155 MHz,0.07 GB/s,23.00 %,0.00 GB/s,105.14 W,12.40 %,0.00 GB/s,100.00 %,16,0.04 GB/s,67.00 °C,21.50 %,306.08 W,9.34 W,5.6 %,1155 MHz,100.00 %,94.56 %,4,3.7 %,90.80 %
2025-05-07 16:37:59.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,1512 MHz,1035 MHz,0.08 GB/s,23.00 %,0.00 GB/s,110.82 W,12.50 %,0.00 GB/s,100.00 %,16,0.04 GB/s,67.00 °C,13.60 %,348.97 W,9.30 W,5.6 %,1035 MHz,100.00 %,94.56 %,4,3.7 %,70.00 %
2025-05-07 16:37:59.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,1512 MHz,1155 MHz,0.08 GB/s,33.00 %,0.00 GB/s,109.40 W,12.50 %,0.00 GB/s,100.00 %,16,0.04 GB/s,67.00 °C,12.00 %,255.05 W,9.13 W,5.6 %,1155 MHz,100.00 %,94.56 %,4,3.9 %,70.10 %
2025-05-07 16:37:59.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,68.00 °C,1512 MHz,1155 MHz,0.08 GB/s,33.00 %,0.00 GB/s,111.39 W,12.40 %,0.00 GB/s,100.00 %,16,0.04 GB/s,67.00 °C,20.90 %,302.97 W,9.20 W,5.6 %,1155 MHz,100.00 %,94.56 %,4,3.1 %,90.60 %
2025-05-07 16:38:00.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,68.00 °C,1512 MHz,1065 MHz,0.08 GB/s,24.00 %,0.00 GB/s,106.02 W,92.30 %,0.00 GB/s,100.00 %,16,0.04 GB/s,67.00 °C,36.60 %,311.43 W,9.21 W,5.6 %,1065 MHz,100.00 %,94.56 %,4,3.1 %,4.20 %
2025-05-07 16:38:00.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,68.00 °C,1512 MHz,1065 MHz,0.09 GB/s,24.00 %,0.00 GB/s,112.50 W,12.50 %,0.00 GB/s,100.00 %,16,0.05 GB/s,69.00 °C,13.30 %,239.53 W,9.40 W,5.6 %,1065 MHz,100.00 %,94.56 %,4,4.0 %,70.10 %
2025-05-07 16:38:00.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,68.00 °C,1512 MHz,1170 MHz,0.08 GB/s,31.00 %,0.00 GB/s,121.05 W,12.40 %,0.00 GB/s,100.00 %,16,0.04 GB/s,69.00 °C,15.40 %,312.99 W,9.25 W,5.6 %,1170 MHz,100.00 %,94.56 %,4,5.2 %,91.40 %
2025-05-07 16:38:00.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,68.00 °C,1512 MHz,1050 MHz,0.08 GB/s,31.00 %,0.00 GB/s,116.55 W,68.20 %,0.00 GB/s,100.00 %,16,0.04 GB/s,67.00 °C,25.00 %,334.52 W,9.24 W,5.6 %,1050 MHz,100.00 %,94.56 %,4,3.4 %,0.00 %
2025-05-07 16:38:00.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,1512 MHz,1050 MHz,0.09 GB/s,31.00 %,0.00 GB/s,109.11 W,12.50 %,0.00 GB/s,100.00 %,16,0.05 GB/s,67.00 °C,14.80 %,268.04 W,9.51 W,5.6 %,1050 MHz,100.00 %,94.56 %,4,5.3 %,69.90 %
2025-05-07 16:38:00.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,1512 MHz,1155 MHz,0.05 GB/s,25.00 %,0.00 GB/s,120.26 W,91.50 %,0.00 GB/s,99.30 %,16,0.04 GB/s,69.00 °C,86.00 %,268.04 W,9.18 W,5.6 %,1155 MHz,100.00 %,94.56 %,4,3.1 %,0.00 %
2025-05-07 16:38:00.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,68.00 °C,1512 MHz,1155 MHz,0.07 GB/s,25.00 %,0.00 GB/s,116.42 W,92.40 %,0.00 GB/s,100.00 %,16,0.05 GB/s,67.00 °C,53.30 %,298.29 W,9.27 W,5.6 %,1155 MHz,100.00 %,94.56 %,4,4.0 %,0.00 %
2025-05-07 16:38:00.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,68.00 °C,1512 MHz,1065 MHz,0.08 GB/s,28.00 %,0.00 GB/s,118.17 W,12.50 %,0.00 GB/s,100.00 %,16,0.04 GB/s,69.00 °C,14.00 %,302.09 W,9.36 W,5.6 %,1065 MHz,100.00 %,94.56 %,4,3.7 %,69.90 %
2025-05-07 16:38:00.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,68.00 °C,1512 MHz,1170 MHz,0.08 GB/s,31.00 %,0.00 GB/s,107.91 W,12.40 %,0.00 GB/s,100.00 %,16,0.04 GB/s,69.00 °C,16.30 %,235.31 W,9.16 W,5.6 %,1170 MHz,100.00 %,94.56 %,4,2.8 %,91.00 %
2025-05-07 16:38:01.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,68.00 °C,1512 MHz,1155 MHz,0.08 GB/s,31.00 %,0.00 GB/s,106.65 W,12.50 %,0.00 GB/s,99.90 %,16,0.04 GB/s,69.00 °C,19.00 %,303.35 W,9.37 W,5.6 %,1155 MHz,100.00 %,94.56 %,4,4.0 %,91.10 %
2025-05-07 16:38:01.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,68.00 °C,1512 MHz,1065 MHz,0.09 GB/s,31.00 %,0.00 GB/s,110.55 W,12.50 %,0.00 GB/s,100.00 %,16,0.04 GB/s,67.00 °C,12.90 %,333.65 W,9.33 W,5.6 %,1065 MHz,100.00 %,94.56 %,4,4.0 %,69.90 %
2025-05-07 16:38:01.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,1512 MHz,1155 MHz,0.09 GB/s,22.00 %,0.00 GB/s,105.39 W,12.50 %,0.00 GB/s,100.00 %,16,0.05 GB/s,69.00 °C,12.10 %,333.65 W,9.46 W,5.6 %,1155 MHz,100.00 %,94.56 %,4,3.1 %,70.00 %
2025-05-07 16:38:01.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,68.00 °C,1512 MHz,1155 MHz,0.08 GB/s,22.00 %,0.00 GB/s,103.12 W,12.40 %,0.00 GB/s,100.00 %,16,0.04 GB/s,69.00 °C,20.40 %,305.40 W,9.29 W,5.6 %,1155 MHz,100.00 %,94.56 %,4,3.1 %,90.60 %
2025-05-07 16:38:01.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,68.00 °C,1512 MHz,1155 MHz,0.08 GB/s,23.00 %,0.00 GB/s,105.59 W,92.60 %,0.00 GB/s,100.00 %,16,0.04 GB/s,67.00 °C,42.00 %,284.79 W,9.14 W,5.6 %,1155 MHz,100.00 %,94.56 %,4,3.7 %,2.80 %
2025-05-07 16:38:01.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,1512 MHz,1050 MHz,0.09 GB/s,23.00 %,0.00 GB/s,116.36 W,12.50 %,0.00 GB/s,100.00 %,16,0.04 GB/s,69.00 °C,13.40 %,279.47 W,9.39 W,5.6 %,1050 MHz,100.00 %,94.56 %,4,6.4 %,70.10 %
2025-05-07 16:38:01.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,68.00 °C,1512 MHz,1200 MHz,0.09 GB/s,31.00 %,0.00 GB/s,151.68 W,12.40 %,0.00 GB/s,100.00 %,16,0.04 GB/s,69.00 °C,17.80 %,228.37 W,9.29 W,5.6 %,1200 MHz,100.00 %,94.56 %,4,5.3 %,91.10 %
2025-05-07 16:38:01.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,68.00 °C,1512 MHz,1200 MHz,0.08 GB/s,31.00 %,0.00 GB/s,150.73 W,0.00 %,0.00 GB/s,0.00 %,16,0.03 GB/s,67.00 °C,1.70 %,304.53 W,9.06 W,5.6 %,1200 MHz,100.00 %,94.56 %,4,4.0 %,0.00 %
2025-05-07 16:38:01.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,64.00 °C,1512 MHz,1380 MHz,0.08 GB/s,28.00 %,0.00 GB/s,130.25 W,12.50 %,0.00 GB/s,99.80 %,16,0.04 GB/s,67.00 °C,18.70 %,98.51 W,9.17 W,5.6 %,1380 MHz,100.00 %,90.02 %,4,0.3 %,91.70 %
2025-05-07 16:38:02.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,1512 MHz,1410 MHz,0.12 GB/s,11.00 %,0.00 GB/s,133.36 W,0.00 %,0.00 GB/s,0.00 %,16,0.05 GB/s,67.00 °C,0.00 %,100.96 W,9.30 W,5.6 %,1410 MHz,97.00 %,90.02 %,4,2.2 %,0.00 %
2025-05-07 16:38:02.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,63.00 °C,1512 MHz,1320 MHz,0.12 GB/s,11.00 %,0.00 GB/s,150.48 W,0.00 %,0.00 GB/s,0.00 %,16,0.05 GB/s,67.00 °C,0.00 %,294.49 W,9.27 W,5.6 %,1320 MHz,97.00 %,90.02 %,4,1.9 %,0.00 %
2025-05-07 16:38:02.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,63.00 °C,1512 MHz,1395 MHz,0.12 GB/s,7.00 %,0.00 GB/s,148.04 W,0.00 %,0.00 GB/s,0.00 %,16,0.05 GB/s,65.00 °C,0.00 %,93.04 W,9.16 W,5.6 %,1395 MHz,34.00 %,90.02 %,4,1.6 %,0.00 %
2025-05-07 16:38:02.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,62.00 °C,1512 MHz,1410 MHz,0.12 GB/s,7.00 %,0.00 GB/s,151.56 W,0.00 %,0.00 GB/s,0.00 %,16,0.05 GB/s,65.00 °C,0.00 %,93.92 W,8.97 W,5.6 %,1410 MHz,34.00 %,90.02 %,4,1.6 %,0.00 %
2025-05-07 16:38:02.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,62.00 °C,1512 MHz,1410 MHz,0.12 GB/s,0.00 %,0.00 GB/s,147.34 W,0.00 %,0.00 GB/s,0.00 %,16,0.05 GB/s,65.00 °C,0.00 %,92.54 W,9.30 W,5.6 %,1410 MHz,0.00 %,90.02 %,4,1.2 %,0.00 %
2025-05-07 16:38:02.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,62.00 °C,1512 MHz,1410 MHz,0.12 GB/s,0.00 %,0.00 GB/s,149.51 W,0.00 %,0.00 GB/s,0.00 %,16,0.05 GB/s,65.00 °C,0.00 %,92.04 W,8.98 W,5.6 %,1410 MHz,0.00 %,90.02 %,4,2.2 %,0.00 %
2025-05-07 16:38:02.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,62.00 °C,1512 MHz,1410 MHz,0.12 GB/s,0.00 %,0.00 GB/s,152.11 W,0.00 %,0.00 GB/s,0.00 %,16,0.05 GB/s,65.00 °C,0.00 %,96.31 W,9.08 W,5.6 %,1410 MHz,0.00 %,90.02 %,4,1.6 %,0.00 %
2025-05-07 16:38:02.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,62.00 °C,1512 MHz,1410 MHz,0.12 GB/s,0.00 %,0.00 GB/s,145.41 W,0.00 %,0.00 GB/s,0.00 %,16,0.05 GB/s,65.00 °C,0.00 %,93.50 W,9.31 W,5.6 %,1410 MHz,0.00 %,90.02 %,4,2.5 %,0.00 %
2025-05-07 16:38:02.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,62.00 °C,1512 MHz,1410 MHz,0.12 GB/s,0.00 %,0.00 GB/s,149.41 W,0.00 %,0.00 GB/s,0.00 %,16,0.05 GB/s,63.00 °C,0.00 %,85.04 W,9.30 W,5.6 %,1410 MHz,0.00 %,90.02 %,4,4.0 %,0.00 %
2025-05-07 16:38:03.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,62.00 °C,1512 MHz,1410 MHz,0.12 GB/s,0.00 %,0.00 GB/s,148.97 W,0.00 %,0.00 GB/s,0.00 %,16,0.05 GB/s,63.00 °C,0.00 %,92.43 W,9.27 W,5.6 %,1410 MHz,0.00 %,90.02 %,4,1.9 %,0.00 %
2025-05-07 16:38:03.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,1512 MHz,1410 MHz,0.12 GB/s,0.00 %,0.00 GB/s,152.34 W,0.00 %,0.00 GB/s,0.00 %,16,0.05 GB/s,63.00 °C,0.00 %,90.07 W,9.12 W,5.6 %,1410 MHz,0.00 %,90.02 %,4,1.9 %,0.00 %
2025-05-07 16:38:03.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,1512 MHz,1410 MHz,0.12 GB/s,0.00 %,0.00 GB/s,149.70 W,0.00 %,0.00 GB/s,0.00 %,16,0.05 GB/s,63.00 °C,0.00 %,90.86 W,9.04 W,5.6 %,1410 MHz,0.00 %,90.02 %,4,1.9 %,0.00 %
2025-05-07 16:38:03.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,1512 MHz,1410 MHz,0.12 GB/s,0.00 %,0.00 GB/s,145.40 W,0.00 %,0.00 GB/s,0.00 %,16,0.05 GB/s,63.00 °C,0.00 %,90.95 W,8.99 W,5.6 %,1410 MHz,0.00 %,90.02 %,4,0.3 %,0.00 %
2025-05-07 16:38:03.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,1512 MHz,1410 MHz,0.12 GB/s,0.00 %,0.00 GB/s,146.80 W,0.00 %,0.00 GB/s,0.00 %,16,0.05 GB/s,63.00 °C,0.00 %,85.14 W,9.18 W,5.6 %,1410 MHz,0.00 %,90.02 %,4,1.6 %,0.00 %
2025-05-07 16:38:03.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,1512 MHz,1410 MHz,0.12 GB/s,0.00 %,0.00 GB/s,145.16 W,0.00 %,0.00 GB/s,0.00 %,16,0.05 GB/s,63.00 °C,0.00 %,91.65 W,9.20 W,5.6 %,1410 MHz,0.00 %,90.02 %,4,1.6 %,0.00 %
2025-05-07 16:38:03.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,1512 MHz,1410 MHz,0.12 GB/s,0.00 %,0.00 GB/s,143.33 W,0.00 %,0.00 GB/s,0.00 %,16,0.05 GB/s,63.00 °C,0.00 %,87.61 W,9.06 W,5.6 %,1410 MHz,0.00 %,90.02 %,4,1.6 %,0.00 %
2025-05-07 16:38:03.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,1512 MHz,1410 MHz,0.12 GB/s,0.00 %,0.00 GB/s,146.94 W,0.00 %,0.00 GB/s,0.00 %,16,0.05 GB/s,63.00 °C,0.00 %,88.01 W,9.13 W,5.6 %,1410 MHz,0.00 %,90.02 %,4,1.2 %,0.00 %
2025-05-07 16:38:03.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,1512 MHz,1410 MHz,0.12 GB/s,0.00 %,0.00 GB/s,149.12 W,0.00 %,0.00 GB/s,0.00 %,16,0.05 GB/s,63.00 °C,0.00 %,88.99 W,9.22 W,5.6 %,1410 MHz,0.00 %,90.02 %,4,1.9 %,0.00 %
2025-05-07 16:38:03.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,1512 MHz,1410 MHz,0.12 GB/s,0.00 %,0.00 GB/s,149.00 W,0.00 %,0.00 GB/s,0.00 %,16,0.05 GB/s,63.00 °C,0.00 %,88.70 W,9.33 W,5.6 %,1410 MHz,0.00 %,90.02 %,4,2.7 %,0.00 %
2025-05-07 16:38:04.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,1512 MHz,1410 MHz,0.12 GB/s,0.00 %,0.00 GB/s,149.04 W,0.00 %,0.00 GB/s,0.00 %,16,0.05 GB/s,63.00 °C,0.00 %,88.30 W,9.30 W,5.6 %,1410 MHz,0.00 %,90.02 %,4,5.6 %,0.00 %
2025-05-07 16:38:04.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,1512 MHz,1410 MHz,0.12 GB/s,0.00 %,0.00 GB/s,149.08 W,0.00 %,0.00 GB/s,0.00 %,16,0.05 GB/s,63.00 °C,0.00 %,88.40 W,9.35 W,5.6 %,1410 MHz,0.00 %,90.02 %,4,3.7 %,0.00 %
2025-05-07 16:38:04.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,1512 MHz,1410 MHz,0.12 GB/s,0.00 %,0.00 GB/s,145.63 W,0.00 %,0.00 GB/s,0.00 %,16,0.05 GB/s,63.00 °C,0.00 %,94.41 W,9.01 W,5.6 %,1410 MHz,0.00 %,90.02 %,4,2.5 %,0.00 %
2025-05-07 16:38:04.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,1512 MHz,1410 MHz,0.12 GB/s,0.00 %,0.00 GB/s,146.04 W,0.00 %,0.00 GB/s,0.00 %,16,0.05 GB/s,63.00 °C,0.00 %,94.41 W,9.07 W,5.6 %,1410 MHz,0.00 %,90.02 %,4,1.9 %,0.00 %
2025-05-07 16:38:04.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,1512 MHz,1410 MHz,0.12 GB/s,0.00 %,0.00 GB/s,146.59 W,0.00 %,0.00 GB/s,0.00 %,16,0.05 GB/s,63.00 °C,0.00 %,87.01 W,9.15 W,5.6 %,1410 MHz,0.00 %,90.02 %,4,1.9 %,0.00 %
2025-05-07 16:38:04.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,1512 MHz,1410 MHz,0.12 GB/s,0.00 %,0.00 GB/s,147.63 W,0.00 %,0.00 GB/s,0.00 %,16,0.05 GB/s,63.00 °C,0.00 %,86.43 W,9.17 W,5.6 %,1410 MHz,0.00 %,90.02 %,4,1.6 %,0.00 %
2025-05-07 16:38:04.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,1512 MHz,1410 MHz,0.12 GB/s,0.00 %,0.00 GB/s,149.38 W,0.00 %,0.00 GB/s,0.00 %,16,0.05 GB/s,63.00 °C,0.00 %,84.84 W,9.58 W,5.6 %,1410 MHz,0.00 %,90.02 %,4,5.6 %,0.00 %
2025-05-07 16:38:04.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,1512 MHz,1410 MHz,0.12 GB/s,0.00 %,0.00 GB/s,147.74 W,0.00 %,0.00 GB/s,0.00 %,16,0.05 GB/s,63.00 °C,0.00 %,84.75 W,9.16 W,5.6 %,1410 MHz,0.00 %,90.02 %,4,2.8 %,0.00 %
2025-05-07 16:38:04.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,1512 MHz,1410 MHz,0.12 GB/s,0.00 %,0.00 GB/s,148.11 W,0.00 %,0.00 GB/s,0.00 %,16,0.05 GB/s,63.00 °C,0.00 %,85.26 W,9.20 W,5.6 %,1410 MHz,0.00 %,90.02 %,4,7.8 %,0.00 %
2025-05-07 16:38:04.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,61.00 °C,1512 MHz,1410 MHz,0.12 GB/s,0.00 %,0.00 GB/s,142.68 W,0.00 %,0.00 GB/s,0.00 %,16,0.05 GB/s,63.00 °C,0.00 %,85.44 W,9.10 W,5.6 %,1410 MHz,0.00 %,90.02 %,4,3.4 %,0.00 %
