timestamp,task_name,name,index,cpu_usage,usage.memory [%],sm_active,nvlink_rx_bytes,dram_power,temperature.gpu,nvlink_tx_bytes,utilization.memory [%],dram_usage,sm_occupancy,power.draw [W],cpu_power,temperature.memory,clocks.current.memory [MHz],tensor_active,clocks.current.sm [MHz],pcie_tx_bytes,dram_active,pcie_rx_bytes,utilization.gpu [%],clocks.current.graphics [MHz],pcie.link.width.current,pcie.link.gen.current
2025-05-07 16:40:38.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,94.56 %,100.00 %,0.00 GB/s,9.18 W,68.00 °C,0.00 GB/s,28.00 %,5.6 %,12.40 %,261.20 W,108.95 W,67.00 °C,1512 MHz,90.50 %,1155 MHz,0.08 GB/s,21.60 %,0.04 GB/s,100.00 %,1155 MHz,16,4
2025-05-07 16:40:38.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,94.56 %,100.00 %,0.00 GB/s,9.26 W,68.00 °C,0.00 GB/s,28.00 %,5.6 %,12.40 %,310.06 W,110.80 W,67.00 °C,1512 MHz,91.80 %,1110 MHz,0.08 GB/s,16.80 %,0.04 GB/s,100.00 %,1110 MHz,16,4
2025-05-07 16:40:38.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,94.56 %,100.00 %,0.00 GB/s,9.30 W,67.00 °C,0.00 GB/s,24.00 %,5.6 %,12.50 %,308.70 W,111.77 W,67.00 °C,1512 MHz,70.00 %,1065 MHz,0.09 GB/s,13.20 %,0.05 GB/s,100.00 %,1065 MHz,16,4
2025-05-07 16:40:38.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,5.3 %,94.56 %,100.00 %,0.00 GB/s,9.16 W,66.00 °C,0.00 GB/s,24.00 %,5.6 %,12.50 %,307.34 W,112.21 W,67.00 °C,1512 MHz,69.90 %,1155 MHz,0.09 GB/s,12.50 %,0.04 GB/s,100.00 %,1155 MHz,16,4
2025-05-07 16:40:38.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.6 %,94.56 %,99.90 %,0.00 GB/s,9.20 W,67.00 °C,0.00 GB/s,24.00 %,5.6 %,12.40 %,330.73 W,124.14 W,67.00 °C,1512 MHz,93.70 %,1170 MHz,0.08 GB/s,16.90 %,0.04 GB/s,100.00 %,1170 MHz,16,4
2025-05-07 16:40:38.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,94.56 %,100.00 %,0.00 GB/s,9.09 W,67.00 °C,0.00 GB/s,24.00 %,5.6 %,12.50 %,280.85 W,122.91 W,67.00 °C,1512 MHz,69.90 %,1050 MHz,0.09 GB/s,14.50 %,0.05 GB/s,100.00 %,1050 MHz,16,4
2025-05-07 16:40:38.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,94.56 %,100.00 %,0.00 GB/s,9.31 W,67.00 °C,0.00 GB/s,31.00 %,5.6 %,12.50 %,268.64 W,117.31 W,67.00 °C,1512 MHz,70.00 %,1155 MHz,0.09 GB/s,14.40 %,0.04 GB/s,100.00 %,1155 MHz,16,4
2025-05-07 16:40:38.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.7 %,94.56 %,100.00 %,0.00 GB/s,9.51 W,68.00 °C,0.00 GB/s,31.00 %,5.6 %,12.40 %,303.64 W,107.28 W,67.00 °C,1512 MHz,90.60 %,1155 MHz,0.08 GB/s,20.60 %,0.04 GB/s,100.00 %,1155 MHz,16,4
2025-05-07 16:40:38.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.8 %,94.56 %,100.00 %,0.00 GB/s,9.26 W,66.00 °C,0.00 GB/s,24.00 %,5.6 %,12.50 %,319.30 W,114.75 W,67.00 °C,1512 MHz,70.00 %,1050 MHz,0.08 GB/s,14.50 %,0.04 GB/s,100.00 %,1050 MHz,16,4
2025-05-07 16:40:39.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,94.56 %,100.00 %,0.00 GB/s,9.20 W,66.00 °C,0.00 GB/s,24.00 %,5.6 %,12.50 %,337.05 W,108.31 W,67.00 °C,1512 MHz,70.10 %,1080 MHz,0.09 GB/s,14.30 %,0.05 GB/s,100.00 %,1080 MHz,16,4
2025-05-07 16:40:39.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,94.56 %,100.00 %,0.00 GB/s,9.26 W,67.00 °C,0.00 GB/s,29.00 %,5.6 %,12.40 %,303.83 W,103.81 W,67.00 °C,1512 MHz,91.10 %,1155 MHz,0.08 GB/s,15.40 %,0.04 GB/s,100.00 %,1155 MHz,16,4
2025-05-07 16:40:39.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.0 %,94.56 %,100.00 %,0.00 GB/s,9.32 W,67.00 °C,0.00 GB/s,29.00 %,5.6 %,12.40 %,293.14 W,106.29 W,67.00 °C,1512 MHz,91.50 %,1065 MHz,0.08 GB/s,16.50 %,0.04 GB/s,100.00 %,1065 MHz,16,4
2025-05-07 16:40:39.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,94.56 %,100.00 %,0.00 GB/s,9.31 W,67.00 °C,0.00 GB/s,29.00 %,5.6 %,12.50 %,293.14 W,104.79 W,67.00 °C,1512 MHz,70.00 %,1050 MHz,0.09 GB/s,11.70 %,0.04 GB/s,100.00 %,1050 MHz,16,4
2025-05-07 16:40:39.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,94.56 %,100.00 %,0.00 GB/s,9.27 W,67.00 °C,0.00 GB/s,30.00 %,5.6 %,12.40 %,284.64 W,107.86 W,67.00 °C,1512 MHz,90.60 %,1155 MHz,0.08 GB/s,23.70 %,0.04 GB/s,100.00 %,1155 MHz,16,4
2025-05-07 16:40:39.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,94.56 %,99.90 %,0.00 GB/s,9.21 W,68.00 °C,0.00 GB/s,30.00 %,5.6 %,12.50 %,276.36 W,103.22 W,67.00 °C,1512 MHz,90.60 %,1095 MHz,0.08 GB/s,19.00 %,0.04 GB/s,100.00 %,1095 MHz,16,4
2025-05-07 16:40:39.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.7 %,94.56 %,100.00 %,0.00 GB/s,9.28 W,67.00 °C,0.00 GB/s,22.00 %,5.6 %,12.50 %,315.99 W,108.62 W,67.00 °C,1512 MHz,70.10 %,1095 MHz,0.08 GB/s,13.00 %,0.04 GB/s,100.00 %,1095 MHz,16,4
2025-05-07 16:40:39.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,5.0 %,94.56 %,100.00 %,0.00 GB/s,9.21 W,67.00 °C,0.00 GB/s,22.00 %,5.6 %,12.50 %,322.79 W,107.45 W,67.00 °C,1512 MHz,70.10 %,1050 MHz,0.09 GB/s,12.80 %,0.05 GB/s,100.00 %,1050 MHz,16,4
2025-05-07 16:40:39.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,94.56 %,100.00 %,0.00 GB/s,9.43 W,68.00 °C,0.00 GB/s,34.00 %,5.6 %,12.40 %,307.63 W,110.73 W,67.00 °C,1512 MHz,91.10 %,1155 MHz,0.08 GB/s,15.60 %,0.03 GB/s,100.00 %,1155 MHz,16,4
2025-05-07 16:40:39.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,94.56 %,100.00 %,0.00 GB/s,9.21 W,68.00 °C,0.00 GB/s,34.00 %,5.6 %,12.40 %,283.00 W,104.04 W,67.00 °C,1512 MHz,92.00 %,1110 MHz,0.08 GB/s,16.50 %,0.04 GB/s,100.00 %,1110 MHz,16,4
2025-05-07 16:40:40.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,94.56 %,100.00 %,0.00 GB/s,9.26 W,67.00 °C,0.00 GB/s,34.00 %,5.6 %,12.50 %,290.11 W,107.02 W,67.00 °C,1512 MHz,69.80 %,1080 MHz,0.09 GB/s,16.40 %,0.05 GB/s,100.00 %,1080 MHz,16,4
2025-05-07 16:40:40.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,94.56 %,98.60 %,0.00 GB/s,9.35 W,67.00 °C,0.00 GB/s,23.00 %,5.6 %,90.50 %,281.51 W,108.43 W,67.00 °C,1512 MHz,0.00 %,1170 MHz,0.07 GB/s,62.00 %,0.05 GB/s,100.00 %,1170 MHz,16,4
2025-05-07 16:40:40.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,94.56 %,99.90 %,0.00 GB/s,9.36 W,68.00 °C,0.00 GB/s,23.00 %,5.6 %,12.50 %,281.51 W,107.55 W,67.00 °C,1512 MHz,90.40 %,1170 MHz,0.08 GB/s,18.90 %,0.04 GB/s,100.00 %,1170 MHz,16,4
2025-05-07 16:40:40.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.8 %,94.56 %,100.00 %,0.00 GB/s,9.39 W,68.00 °C,0.00 GB/s,31.00 %,5.6 %,12.50 %,300.52 W,103.43 W,67.00 °C,1512 MHz,70.10 %,1065 MHz,0.08 GB/s,15.20 %,0.04 GB/s,100.00 %,1065 MHz,16,4
2025-05-07 16:40:40.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.0 %,94.56 %,100.00 %,0.00 GB/s,9.23 W,67.00 °C,0.00 GB/s,31.00 %,5.6 %,12.50 %,302.48 W,107.47 W,67.00 °C,1512 MHz,70.00 %,1155 MHz,0.08 GB/s,14.00 %,0.04 GB/s,100.00 %,1155 MHz,16,4
2025-05-07 16:40:40.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,94.56 %,99.90 %,0.00 GB/s,9.33 W,68.00 °C,0.00 GB/s,26.00 %,5.6 %,12.40 %,286.48 W,103.86 W,67.00 °C,1512 MHz,92.80 %,1155 MHz,0.08 GB/s,16.20 %,0.04 GB/s,100.00 %,1155 MHz,16,4
2025-05-07 16:40:40.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.9 %,94.56 %,100.00 %,0.00 GB/s,9.23 W,68.00 °C,0.00 GB/s,26.00 %,5.6 %,12.50 %,286.48 W,114.27 W,67.00 °C,1512 MHz,70.00 %,1065 MHz,0.09 GB/s,13.10 %,0.04 GB/s,100.00 %,1065 MHz,16,4
2025-05-07 16:40:40.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,94.56 %,100.00 %,0.00 GB/s,9.33 W,67.00 °C,0.00 GB/s,30.00 %,5.6 %,12.50 %,281.92 W,130.82 W,67.00 °C,1512 MHz,69.80 %,1155 MHz,0.09 GB/s,16.40 %,0.04 GB/s,100.00 %,1155 MHz,16,4
2025-05-07 16:40:40.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.6 %,94.56 %,100.00 %,0.00 GB/s,9.25 W,68.00 °C,0.00 GB/s,30.00 %,5.6 %,12.40 %,281.92 W,153.63 W,67.00 °C,1512 MHz,91.30 %,1155 MHz,0.08 GB/s,15.80 %,0.04 GB/s,100.00 %,1155 MHz,16,4
2025-05-07 16:40:41.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.7 %,94.56 %,100.00 %,0.00 GB/s,9.27 W,68.00 °C,0.00 GB/s,22.00 %,5.6 %,12.40 %,307.72 W,136.67 W,67.00 °C,1512 MHz,91.60 %,1155 MHz,0.08 GB/s,16.70 %,0.04 GB/s,100.00 %,1155 MHz,16,4
2025-05-07 16:40:41.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.1 %,94.56 %,100.00 %,0.00 GB/s,9.25 W,68.00 °C,0.00 GB/s,22.00 %,5.6 %,12.50 %,315.10 W,140.33 W,67.00 °C,1512 MHz,69.90 %,1065 MHz,0.09 GB/s,14.10 %,0.05 GB/s,100.00 %,1065 MHz,16,4
2025-05-07 16:40:41.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,94.56 %,97.70 %,0.00 GB/s,9.17 W,68.00 °C,0.00 GB/s,36.00 %,5.6 %,89.60 %,309.82 W,139.78 W,69.00 °C,1512 MHz,0.30 %,1155 MHz,0.05 GB/s,87.70 %,0.04 GB/s,100.00 %,1155 MHz,16,4
2025-05-07 16:40:41.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,94.56 %,99.90 %,0.00 GB/s,9.28 W,68.00 °C,0.00 GB/s,36.00 %,5.6 %,12.50 %,303.83 W,130.61 W,69.00 °C,1512 MHz,91.10 %,1155 MHz,0.08 GB/s,18.50 %,0.04 GB/s,100.00 %,1155 MHz,16,4
2025-05-07 16:40:41.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,94.56 %,100.00 %,0.00 GB/s,9.12 W,68.00 °C,0.00 GB/s,23.00 %,5.6 %,12.50 %,316.29 W,122.27 W,67.00 °C,1512 MHz,70.00 %,1050 MHz,0.09 GB/s,12.70 %,0.05 GB/s,100.00 %,1050 MHz,16,4
2025-05-07 16:40:41.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,94.56 %,100.00 %,0.00 GB/s,9.24 W,68.00 °C,0.00 GB/s,23.00 %,5.6 %,12.40 %,300.24 W,109.51 W,69.00 °C,1512 MHz,91.70 %,1170 MHz,0.08 GB/s,17.70 %,0.04 GB/s,100.00 %,1170 MHz,16,4
2025-05-07 16:40:41.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,94.56 %,99.90 %,0.00 GB/s,9.40 W,68.00 °C,0.00 GB/s,30.00 %,5.6 %,12.40 %,307.92 W,108.88 W,67.00 °C,1512 MHz,93.60 %,1155 MHz,0.08 GB/s,16.80 %,0.04 GB/s,100.00 %,1155 MHz,16,4
2025-05-07 16:40:41.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,94.56 %,100.00 %,0.00 GB/s,9.23 W,68.00 °C,0.00 GB/s,30.00 %,5.6 %,92.30 %,295.75 W,113.15 W,67.00 °C,1512 MHz,4.20 %,1050 MHz,0.08 GB/s,36.20 %,0.04 GB/s,100.00 %,1050 MHz,16,4
2025-05-07 16:40:41.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.8 %,94.56 %,100.00 %,0.00 GB/s,9.16 W,68.00 °C,0.00 GB/s,26.00 %,5.6 %,12.50 %,287.19 W,114.13 W,69.00 °C,1512 MHz,70.00 %,1050 MHz,0.08 GB/s,15.10 %,0.04 GB/s,100.00 %,1050 MHz,16,4
2025-05-07 16:40:41.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.0 %,94.56 %,100.00 %,0.00 GB/s,9.34 W,68.00 °C,0.00 GB/s,26.00 %,5.6 %,12.40 %,306.48 W,106.63 W,67.00 °C,1512 MHz,90.50 %,1155 MHz,0.07 GB/s,20.80 %,0.04 GB/s,100.00 %,1155 MHz,16,4
2025-05-07 16:40:42.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,94.56 %,100.00 %,0.00 GB/s,9.20 W,68.00 °C,0.00 GB/s,26.00 %,5.6 %,92.60 %,327.84 W,108.47 W,67.00 °C,1512 MHz,2.80 %,1080 MHz,0.08 GB/s,42.00 %,0.05 GB/s,100.00 %,1080 MHz,16,4
2025-05-07 16:40:42.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,6.2 %,94.56 %,100.00 %,0.00 GB/s,9.36 W,68.00 °C,0.00 GB/s,26.00 %,5.6 %,12.50 %,260.13 W,109.67 W,67.00 °C,1512 MHz,70.10 %,1110 MHz,0.09 GB/s,16.30 %,0.04 GB/s,100.00 %,1110 MHz,16,4
2025-05-07 16:40:42.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,5.0 %,94.56 %,100.00 %,0.00 GB/s,9.29 W,67.00 °C,0.00 GB/s,31.00 %,5.6 %,12.40 %,283.78 W,120.34 W,69.00 °C,1512 MHz,91.20 %,1200 MHz,0.09 GB/s,17.80 %,0.04 GB/s,100.00 %,1200 MHz,16,4
2025-05-07 16:40:42.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,94.56 %,99.80 %,0.00 GB/s,9.37 W,68.00 °C,0.00 GB/s,31.00 %,5.6 %,12.50 %,300.92 W,107.19 W,67.00 °C,1512 MHz,92.20 %,1230 MHz,0.08 GB/s,19.50 %,0.03 GB/s,100.00 %,1230 MHz,16,4
2025-05-07 16:40:42.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.8 %,90.02 %,0.00 %,0.00 GB/s,9.27 W,66.00 °C,0.00 GB/s,24.00 %,5.6 %,0.00 %,100.67 W,104.26 W,65.00 °C,1512 MHz,0.00 %,1410 MHz,0.11 GB/s,0.00 %,0.05 GB/s,88.00 %,1410 MHz,16,4
2025-05-07 16:40:42.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,90.02 %,0.00 %,0.00 GB/s,9.27 W,66.00 °C,0.00 GB/s,24.00 %,5.6 %,0.00 %,361.21 W,116.24 W,65.00 °C,1512 MHz,0.00 %,1230 MHz,0.12 GB/s,0.00 %,0.05 GB/s,88.00 %,1230 MHz,16,4
2025-05-07 16:40:42.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,90.02 %,0.00 %,0.00 GB/s,9.31 W,64.00 °C,0.00 GB/s,10.00 %,5.6 %,0.00 %,83.01 W,126.30 W,67.00 °C,1512 MHz,0.00 %,1395 MHz,0.12 GB/s,0.00 %,0.05 GB/s,100.00 %,1395 MHz,16,4
2025-05-07 16:40:43.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.2 %,90.02 %,0.00 %,0.00 GB/s,9.10 W,62.00 °C,0.00 GB/s,10.00 %,5.6 %,0.00 %,89.19 W,150.39 W,65.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,100.00 %,1410 MHz,16,4
2025-05-07 16:40:43.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.8 %,90.02 %,0.00 %,0.00 GB/s,9.25 W,62.00 °C,0.00 GB/s,1.00 %,5.6 %,0.00 %,91.64 W,149.06 W,65.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,7.00 %,1410 MHz,16,4
2025-05-07 16:40:43.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.9 %,90.02 %,0.00 %,0.00 GB/s,9.20 W,62.00 °C,0.00 GB/s,1.00 %,5.6 %,0.00 %,97.72 W,147.42 W,65.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,7.00 %,1410 MHz,16,4
2025-05-07 16:40:43.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.3 %,90.02 %,0.00 %,0.00 GB/s,9.32 W,62.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,96.82 W,145.63 W,65.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:43.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,90.02 %,0.00 %,0.00 GB/s,9.23 W,62.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,91.75 W,151.54 W,65.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:43.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.8 %,90.02 %,0.00 %,0.00 GB/s,9.27 W,62.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,89.88 W,148.39 W,65.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:43.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,90.02 %,0.00 %,0.00 GB/s,9.21 W,61.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,90.47 W,149.10 W,63.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:43.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,90.02 %,0.00 %,0.00 GB/s,9.16 W,61.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,89.78 W,147.64 W,63.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:43.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.1 %,90.02 %,0.00 %,0.00 GB/s,9.31 W,61.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,89.28 W,146.36 W,63.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:43.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,90.02 %,0.00 %,0.00 GB/s,9.11 W,61.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,88.89 W,148.46 W,63.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:44.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,90.02 %,0.00 %,0.00 GB/s,9.15 W,61.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,88.89 W,147.69 W,63.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:44.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,90.02 %,0.00 %,0.00 GB/s,9.30 W,61.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,96.52 W,149.76 W,63.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:44.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.5 %,90.02 %,0.00 %,0.00 GB/s,9.13 W,61.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,88.49 W,146.55 W,63.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:44.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,90.02 %,0.00 %,0.00 GB/s,9.20 W,61.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,88.40 W,148.54 W,63.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:44.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,90.02 %,0.00 %,0.00 GB/s,9.16 W,61.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,88.01 W,149.45 W,63.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:44.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,90.02 %,0.00 %,0.00 GB/s,9.16 W,61.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,88.80 W,146.88 W,63.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:44.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.6 %,90.02 %,0.00 %,0.00 GB/s,9.33 W,61.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,87.80 W,150.86 W,63.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:44.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.9 %,90.02 %,0.00 %,0.00 GB/s,9.47 W,61.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,86.82 W,147.44 W,63.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:44.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,8.5 %,90.02 %,0.00 %,0.00 GB/s,9.32 W,61.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,87.00 W,149.53 W,63.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:44.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,5.2 %,90.02 %,0.00 %,0.00 GB/s,9.38 W,61.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,86.53 W,146.87 W,63.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:45.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.5 %,90.02 %,0.00 %,0.00 GB/s,9.22 W,61.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,87.11 W,147.85 W,63.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:45.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.5 %,90.02 %,0.00 %,0.00 GB/s,9.36 W,61.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,87.41 W,150.50 W,63.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:45.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,90.02 %,0.00 %,0.00 GB/s,9.15 W,61.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,90.16 W,147.84 W,63.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:45.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.2 %,90.02 %,0.00 %,0.00 GB/s,9.38 W,61.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,86.33 W,144.52 W,63.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
2025-05-07 16:40:45.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,90.02 %,0.00 %,0.00 GB/s,9.27 W,61.00 °C,0.00 GB/s,0.00 %,5.6 %,0.00 %,86.04 W,146.89 W,63.00 °C,1512 MHz,0.00 %,1410 MHz,0.12 GB/s,0.00 %,0.05 GB/s,0.00 %,1410 MHz,16,4
