timestamp,task_name,name,index,dram_power,sm_active,pcie_tx_bytes,pcie_rx_bytes,temperature.memory,clocks.current.sm [MHz],nvlink_tx_bytes,utilization.gpu [%],clocks.current.graphics [MHz],usage.memory [%],dram_active,pcie.link.gen.current,cpu_usage,temperature.gpu,cpu_power,dram_usage,clocks.current.memory [MHz],nvlink_rx_bytes,pcie.link.width.current,power.draw [W],tensor_active,sm_occupancy,utilization.memory [%]
2025-05-07 16:34:23.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.20 W,100.00 %,0.08 GB/s,0.04 GB/s,67.00 °C,1185 MHz,0.00 GB/s,100.00 %,1185 MHz,94.56 %,16.80 %,4,3.1 %,67.00 °C,136.84 W,5.6 %,1512 MHz,0.00 GB/s,16,306.77 W,91.30 %,12.40 %,26.00 %
2025-05-07 16:34:23.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.27 W,100.00 %,0.09 GB/s,0.05 GB/s,67.00 °C,1110 MHz,0.00 GB/s,100.00 %,1110 MHz,94.56 %,13.40 %,4,2.8 %,67.00 °C,126.84 W,5.6 %,1512 MHz,0.00 GB/s,16,307.62 W,70.10 %,12.50 %,26.00 %
2025-05-07 16:34:23.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.11 W,100.00 %,0.08 GB/s,0.04 GB/s,67.00 °C,1170 MHz,0.00 GB/s,100.00 %,1170 MHz,94.56 %,22.50 %,4,2.5 %,67.00 °C,113.90 W,5.6 %,1512 MHz,0.00 GB/s,16,242.97 W,90.50 %,12.40 %,31.00 %
2025-05-07 16:34:23.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.37 W,100.00 %,0.08 GB/s,0.05 GB/s,67.00 °C,1155 MHz,0.00 GB/s,100.00 %,1155 MHz,94.56 %,54.30 %,4,5.9 %,67.00 °C,133.37 W,5.6 %,1512 MHz,0.00 GB/s,16,309.09 W,0.00 %,92.30 %,23.00 %
2025-05-07 16:34:23.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.17 W,100.00 %,0.09 GB/s,0.04 GB/s,67.00 °C,1065 MHz,0.00 GB/s,100.00 %,1065 MHz,94.56 %,12.30 %,4,3.3 %,67.00 °C,153.14 W,5.6 %,1512 MHz,0.00 GB/s,16,263.61 W,70.10 %,12.50 %,23.00 %
2025-05-07 16:34:23.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.15 W,100.00 %,0.09 GB/s,0.05 GB/s,67.00 °C,1155 MHz,0.00 GB/s,100.00 %,1155 MHz,94.56 %,13.80 %,4,4.0 %,66.00 °C,150.17 W,5.6 %,1512 MHz,0.00 GB/s,16,263.61 W,70.00 %,12.50 %,23.00 %
2025-05-07 16:34:23.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.13 W,100.00 %,0.08 GB/s,0.04 GB/s,67.00 °C,1155 MHz,0.00 GB/s,100.00 %,1155 MHz,94.56 %,15.50 %,4,4.3 %,67.00 °C,140.72 W,5.6 %,1512 MHz,0.00 GB/s,16,302.76 W,91.40 %,12.40 %,34.00 %
2025-05-07 16:34:24.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.25 W,100.00 %,0.08 GB/s,0.05 GB/s,67.00 °C,1050 MHz,0.00 GB/s,100.00 %,1050 MHz,94.56 %,52.60 %,4,3.1 %,67.00 °C,140.59 W,5.6 %,1512 MHz,0.00 GB/s,16,303.74 W,2.60 %,93.30 %,34.00 %
2025-05-07 16:34:24.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.19 W,100.00 %,0.09 GB/s,0.04 GB/s,67.00 °C,1155 MHz,0.00 GB/s,100.00 %,1155 MHz,94.56 %,14.70 %,4,3.1 %,67.00 °C,129.18 W,5.6 %,1512 MHz,0.00 GB/s,16,295.27 W,69.80 %,12.50 %,24.00 %
2025-05-07 16:34:24.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.25 W,100.00 %,0.08 GB/s,0.04 GB/s,67.00 °C,1155 MHz,0.00 GB/s,100.00 %,1155 MHz,94.56 %,17.10 %,4,3.4 %,67.00 °C,135.46 W,5.6 %,1512 MHz,0.00 GB/s,16,232.66 W,91.30 %,12.40 %,24.00 %
2025-05-07 16:34:24.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.04 W,100.00 %,0.08 GB/s,0.04 GB/s,67.00 °C,1155 MHz,0.00 GB/s,100.00 %,1155 MHz,94.56 %,16.50 %,4,4.4 %,68.00 °C,149.36 W,5.6 %,1512 MHz,0.00 GB/s,16,303.74 W,91.90 %,12.40 %,29.00 %
2025-05-07 16:34:24.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.16 W,100.00 %,0.09 GB/s,0.05 GB/s,67.00 °C,1050 MHz,0.00 GB/s,100.00 %,1050 MHz,94.56 %,14.70 %,4,4.6 %,66.00 °C,122.56 W,5.6 %,1512 MHz,0.00 GB/s,16,363.43 W,70.10 %,12.50 %,29.00 %
2025-05-07 16:34:24.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.22 W,100.00 %,0.09 GB/s,0.05 GB/s,67.00 °C,1170 MHz,0.00 GB/s,100.00 %,1170 MHz,94.56 %,13.70 %,4,3.4 %,66.00 °C,125.53 W,5.6 %,1512 MHz,0.00 GB/s,16,289.81 W,70.00 %,12.50 %,27.00 %
2025-05-07 16:34:24.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.28 W,99.90 %,0.03 GB/s,0.02 GB/s,67.00 °C,1155 MHz,0.00 GB/s,100.00 %,1155 MHz,94.56 %,16.90 %,4,3.4 %,67.00 °C,117.18 W,5.6 %,1512 MHz,0.00 GB/s,16,269.32 W,93.50 %,12.40 %,27.00 %
2025-05-07 16:34:24.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.43 W,100.00 %,0.08 GB/s,0.05 GB/s,67.00 °C,1065 MHz,0.00 GB/s,100.00 %,1065 MHz,94.56 %,12.00 %,4,10.4 %,67.00 °C,131.17 W,5.6 %,1512 MHz,0.00 GB/s,16,287.75 W,69.80 %,12.50 %,26.00 %
2025-05-07 16:34:24.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.22 W,100.00 %,0.09 GB/s,0.04 GB/s,67.00 °C,1080 MHz,0.00 GB/s,100.00 %,1080 MHz,94.56 %,12.70 %,4,6.2 %,67.00 °C,153.76 W,5.6 %,1512 MHz,0.00 GB/s,16,241.42 W,70.00 %,12.50 %,26.00 %
2025-05-07 16:34:25.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.19 W,100.00 %,0.08 GB/s,0.05 GB/s,67.00 °C,1155 MHz,0.00 GB/s,100.00 %,1155 MHz,94.56 %,21.80 %,4,3.4 %,67.00 °C,149.33 W,5.6 %,1512 MHz,0.00 GB/s,16,307.15 W,90.60 %,12.40 %,26.00 %
2025-05-07 16:34:25.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.19 W,100.00 %,0.08 GB/s,0.05 GB/s,67.00 °C,1050 MHz,0.00 GB/s,100.00 %,1050 MHz,94.56 %,41.50 %,4,2.8 %,68.00 °C,151.24 W,5.6 %,1512 MHz,0.00 GB/s,16,330.19 W,2.80 %,92.60 %,32.00 %
2025-05-07 16:34:25.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.09 W,100.00 %,0.09 GB/s,0.05 GB/s,67.00 °C,1050 MHz,0.00 GB/s,100.00 %,1050 MHz,94.56 %,15.70 %,4,3.1 %,67.00 °C,146.65 W,5.6 %,1512 MHz,0.00 GB/s,16,308.31 W,70.00 %,12.50 %,25.00 %
2025-05-07 16:34:25.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.18 W,100.00 %,0.08 GB/s,0.04 GB/s,67.00 °C,1155 MHz,0.00 GB/s,100.00 %,1155 MHz,94.56 %,15.70 %,4,4.0 %,67.00 °C,129.94 W,5.6 %,1512 MHz,0.00 GB/s,16,307.05 W,90.90 %,12.40 %,25.00 %
2025-05-07 16:34:25.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.18 W,100.00 %,0.08 GB/s,0.04 GB/s,67.00 °C,1065 MHz,0.00 GB/s,100.00 %,1065 MHz,94.56 %,16.70 %,4,4.7 %,68.00 °C,131.84 W,5.6 %,1512 MHz,0.00 GB/s,16,319.36 W,92.00 %,12.40 %,24.00 %
2025-05-07 16:34:25.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.20 W,100.00 %,0.09 GB/s,0.04 GB/s,67.00 °C,1095 MHz,0.00 GB/s,100.00 %,1095 MHz,94.56 %,14.10 %,4,3.1 %,67.00 °C,138.11 W,5.6 %,1512 MHz,0.00 GB/s,16,276.06 W,69.80 %,12.50 %,24.00 %
2025-05-07 16:34:25.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.22 W,100.00 %,0.08 GB/s,0.04 GB/s,67.00 °C,1170 MHz,0.00 GB/s,100.00 %,1170 MHz,94.56 %,23.30 %,4,4.0 %,66.00 °C,125.58 W,5.6 %,1512 MHz,0.00 GB/s,16,249.66 W,90.50 %,12.40 %,24.00 %
2025-05-07 16:34:25.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.26 W,99.90 %,0.08 GB/s,0.04 GB/s,67.00 °C,1155 MHz,0.00 GB/s,100.00 %,1155 MHz,94.56 %,18.20 %,4,4.0 %,68.00 °C,117.39 W,5.6 %,1512 MHz,0.00 GB/s,16,249.66 W,90.80 %,12.50 %,28.00 %
2025-05-07 16:34:25.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.34 W,100.00 %,0.09 GB/s,0.04 GB/s,67.00 °C,1065 MHz,0.00 GB/s,100.00 %,1065 MHz,94.56 %,13.30 %,4,5.9 %,67.00 °C,128.62 W,5.6 %,1512 MHz,0.00 GB/s,16,315.30 W,70.20 %,12.50 %,28.00 %
2025-05-07 16:34:25.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.19 W,100.00 %,0.09 GB/s,0.05 GB/s,67.00 °C,1065 MHz,0.00 GB/s,100.00 %,1065 MHz,94.56 %,13.90 %,4,3.1 %,67.00 °C,136.99 W,5.6 %,1512 MHz,0.00 GB/s,16,322.03 W,70.20 %,12.50 %,30.00 %
2025-05-07 16:34:26.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.15 W,99.90 %,0.08 GB/s,0.04 GB/s,67.00 °C,1155 MHz,0.00 GB/s,100.00 %,1155 MHz,94.56 %,16.20 %,4,1.9 %,68.00 °C,140.33 W,5.6 %,1512 MHz,0.00 GB/s,16,292.36 W,93.70 %,12.40 %,30.00 %
2025-05-07 16:34:26.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.09 W,100.00 %,0.07 GB/s,0.04 GB/s,67.00 °C,1065 MHz,0.00 GB/s,100.00 %,1065 MHz,94.56 %,35.80 %,4,3.4 %,67.00 °C,124.25 W,5.6 %,1512 MHz,0.00 GB/s,16,292.36 W,4.20 %,92.20 %,23.00 %
2025-05-07 16:34:26.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.15 W,100.00 %,0.08 GB/s,0.04 GB/s,67.00 °C,1065 MHz,0.00 GB/s,100.00 %,1065 MHz,94.56 %,12.50 %,4,3.6 %,67.00 °C,109.58 W,5.6 %,1512 MHz,0.00 GB/s,16,279.67 W,70.10 %,12.50 %,23.00 %
2025-05-07 16:34:26.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.33 W,100.00 %,0.08 GB/s,0.04 GB/s,67.00 °C,1155 MHz,0.00 GB/s,100.00 %,1155 MHz,94.56 %,22.90 %,4,3.1 %,68.00 °C,107.48 W,5.6 %,1512 MHz,0.00 GB/s,16,269.21 W,90.30 %,12.40 %,34.00 %
2025-05-07 16:34:26.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.23 W,100.00 %,0.08 GB/s,0.04 GB/s,67.00 °C,1155 MHz,0.00 GB/s,100.00 %,1155 MHz,94.56 %,16.10 %,4,3.4 %,68.00 °C,109.53 W,5.6 %,1512 MHz,0.00 GB/s,16,301.81 W,90.80 %,12.30 %,34.00 %
2025-05-07 16:34:26.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.32 W,100.00 %,0.09 GB/s,0.05 GB/s,67.00 °C,1035 MHz,0.00 GB/s,100.00 %,1035 MHz,94.56 %,13.60 %,4,3.4 %,67.00 °C,112.63 W,5.6 %,1512 MHz,0.00 GB/s,16,318.82 W,70.00 %,12.50 %,23.00 %
2025-05-07 16:34:26.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.26 W,100.00 %,0.09 GB/s,0.04 GB/s,67.00 °C,1170 MHz,0.00 GB/s,100.00 %,1170 MHz,94.56 %,15.70 %,4,3.1 %,67.00 °C,112.77 W,5.6 %,1512 MHz,0.00 GB/s,16,318.82 W,69.90 %,12.50 %,23.00 %
2025-05-07 16:34:26.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.26 W,99.90 %,0.08 GB/s,0.04 GB/s,67.00 °C,1155 MHz,0.00 GB/s,100.00 %,1155 MHz,94.56 %,16.10 %,4,4.9 %,68.00 °C,112.01 W,5.6 %,1512 MHz,0.00 GB/s,16,309.29 W,92.50 %,12.40 %,31.00 %
2025-05-07 16:34:26.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.08 W,100.00 %,0.08 GB/s,0.05 GB/s,67.00 °C,1050 MHz,0.00 GB/s,100.00 %,1050 MHz,94.56 %,53.00 %,4,5.0 %,67.00 °C,156.28 W,5.6 %,1512 MHz,0.00 GB/s,16,299.16 W,2.60 %,93.30 %,31.00 %
2025-05-07 16:34:27.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.19 W,100.00 %,0.09 GB/s,0.04 GB/s,67.00 °C,1095 MHz,0.00 GB/s,100.00 %,1095 MHz,94.56 %,14.40 %,4,5.6 %,67.00 °C,152.88 W,5.6 %,1512 MHz,0.00 GB/s,16,299.16 W,70.10 %,12.50 %,31.00 %
2025-05-07 16:34:27.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.09 W,100.00 %,0.08 GB/s,0.04 GB/s,69.00 °C,1155 MHz,0.00 GB/s,100.00 %,1155 MHz,94.56 %,20.50 %,4,4.6 %,68.00 °C,153.13 W,5.6 %,1512 MHz,0.00 GB/s,16,277.01 W,91.10 %,12.40 %,26.00 %
2025-05-07 16:34:27.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.13 W,100.00 %,0.08 GB/s,0.04 GB/s,67.00 °C,1050 MHz,0.00 GB/s,100.00 %,1050 MHz,94.56 %,22.00 %,4,5.6 %,68.00 °C,155.04 W,5.6 %,1512 MHz,0.00 GB/s,16,303.64 W,90.70 %,12.40 %,26.00 %
2025-05-07 16:34:27.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.09 W,100.00 %,0.09 GB/s,0.05 GB/s,67.00 °C,1050 MHz,0.00 GB/s,100.00 %,1050 MHz,94.56 %,16.30 %,4,4.7 %,67.00 °C,155.84 W,5.6 %,1512 MHz,0.00 GB/s,16,302.48 W,69.80 %,12.50 %,27.00 %
2025-05-07 16:34:27.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.05 W,100.00 %,0.09 GB/s,0.05 GB/s,69.00 °C,1050 MHz,0.00 GB/s,100.00 %,1050 MHz,94.56 %,13.90 %,4,4.3 %,67.00 °C,151.80 W,5.6 %,1512 MHz,0.00 GB/s,16,317.93 W,70.10 %,12.50 %,27.00 %
2025-05-07 16:34:27.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.18 W,99.90 %,0.09 GB/s,0.05 GB/s,67.00 °C,1200 MHz,0.00 GB/s,100.00 %,1200 MHz,94.56 %,18.20 %,4,4.7 %,68.00 °C,151.32 W,5.6 %,1512 MHz,0.00 GB/s,16,299.36 W,92.20 %,12.40 %,31.00 %
2025-05-07 16:34:27.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.03 W,99.90 %,0.09 GB/s,0.04 GB/s,67.00 °C,1200 MHz,0.00 GB/s,100.00 %,1200 MHz,92.53 %,19.60 %,4,2.8 %,67.00 °C,154.67 W,5.6 %,1512 MHz,0.00 GB/s,16,275.27 W,93.00 %,12.50 %,31.00 %
2025-05-07 16:34:27.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.01 W,0.00 %,0.11 GB/s,0.05 GB/s,67.00 °C,1395 MHz,0.00 GB/s,100.00 %,1395 MHz,90.02 %,0.00 %,4,2.2 %,66.00 °C,147.17 W,5.6 %,1512 MHz,0.00 GB/s,16,87.61 W,0.00 %,0.00 %,23.00 %
2025-05-07 16:34:27.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.28 W,0.00 %,0.12 GB/s,0.05 GB/s,67.00 °C,1260 MHz,0.00 GB/s,80.00 %,1260 MHz,90.02 %,0.00 %,4,2.8 %,63.00 °C,147.58 W,5.6 %,1512 MHz,0.00 GB/s,16,369.77 W,0.00 %,0.00 %,11.00 %
2025-05-07 16:34:28.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.11 W,0.00 %,0.12 GB/s,0.05 GB/s,65.00 °C,1395 MHz,0.00 GB/s,80.00 %,1395 MHz,90.02 %,0.00 %,4,1.8 %,62.00 °C,146.40 W,5.6 %,1512 MHz,0.00 GB/s,16,87.01 W,0.00 %,0.00 %,11.00 %
2025-05-07 16:34:28.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.13 W,0.00 %,0.12 GB/s,0.05 GB/s,65.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,0.3 %,62.00 °C,149.57 W,5.6 %,1512 MHz,0.00 GB/s,16,87.70 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:28.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.12 W,0.00 %,0.12 GB/s,0.05 GB/s,65.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,4.6 %,62.00 °C,149.85 W,5.6 %,1512 MHz,0.00 GB/s,16,88.80 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:28.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.28 W,0.00 %,0.12 GB/s,0.05 GB/s,65.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,3.6 %,62.00 °C,146.39 W,5.6 %,1512 MHz,0.00 GB/s,16,97.31 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:28.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.09 W,0.00 %,0.12 GB/s,0.05 GB/s,65.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,4.3 %,62.00 °C,149.19 W,5.6 %,1512 MHz,0.00 GB/s,16,91.07 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:28.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.31 W,0.00 %,0.12 GB/s,0.05 GB/s,63.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,4.4 %,61.00 °C,151.57 W,5.6 %,1512 MHz,0.00 GB/s,16,92.14 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:28.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.20 W,0.00 %,0.12 GB/s,0.05 GB/s,63.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.9 %,61.00 °C,150.01 W,5.6 %,1512 MHz,0.00 GB/s,16,88.30 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:28.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.34 W,0.00 %,0.12 GB/s,0.05 GB/s,63.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,4.9 %,61.00 °C,153.22 W,5.6 %,1512 MHz,0.00 GB/s,16,88.30 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:28.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.17 W,0.00 %,0.12 GB/s,0.05 GB/s,63.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,3.1 %,61.00 °C,151.03 W,5.6 %,1512 MHz,0.00 GB/s,16,96.36 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:28.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.17 W,0.00 %,0.12 GB/s,0.05 GB/s,63.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,3.9 %,61.00 °C,151.29 W,5.6 %,1512 MHz,0.00 GB/s,16,89.87 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:29.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.16 W,0.00 %,0.12 GB/s,0.05 GB/s,63.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,3.7 %,61.00 °C,151.04 W,5.6 %,1512 MHz,0.00 GB/s,16,89.19 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:29.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.15 W,0.00 %,0.12 GB/s,0.05 GB/s,63.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,3.4 %,61.00 °C,150.01 W,5.6 %,1512 MHz,0.00 GB/s,16,88.59 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:29.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.16 W,0.00 %,0.12 GB/s,0.05 GB/s,63.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,3.7 %,61.00 °C,152.80 W,5.6 %,1512 MHz,0.00 GB/s,16,88.20 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:29.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.07 W,0.00 %,0.12 GB/s,0.05 GB/s,63.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,3.7 %,61.00 °C,152.14 W,5.6 %,1512 MHz,0.00 GB/s,16,88.01 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:29.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.28 W,0.00 %,0.12 GB/s,0.05 GB/s,63.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,2.8 %,61.00 °C,152.51 W,5.6 %,1512 MHz,0.00 GB/s,16,87.90 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:29.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.19 W,0.00 %,0.12 GB/s,0.05 GB/s,63.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,2.8 %,61.00 °C,147.79 W,5.6 %,1512 MHz,0.00 GB/s,16,87.61 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:29.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.18 W,0.00 %,0.12 GB/s,0.05 GB/s,63.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,3.7 %,61.00 °C,145.23 W,5.6 %,1512 MHz,0.00 GB/s,16,88.01 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:29.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.24 W,0.00 %,0.12 GB/s,0.05 GB/s,63.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,2.2 %,61.00 °C,148.49 W,5.6 %,1512 MHz,0.00 GB/s,16,94.28 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:29.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.08 W,0.00 %,0.12 GB/s,0.05 GB/s,63.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,2.1 %,61.00 °C,149.09 W,5.6 %,1512 MHz,0.00 GB/s,16,88.19 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:29.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,8.92 W,0.00 %,0.12 GB/s,0.05 GB/s,63.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.9 %,61.00 °C,150.08 W,5.6 %,1512 MHz,0.00 GB/s,16,89.28 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:30.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.18 W,0.00 %,0.12 GB/s,0.05 GB/s,63.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.6 %,60.00 °C,153.54 W,5.6 %,1512 MHz,0.00 GB/s,16,89.19 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:30.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.02 W,0.00 %,0.12 GB/s,0.05 GB/s,63.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,0.6 %,60.00 °C,146.61 W,5.6 %,1512 MHz,0.00 GB/s,16,88.89 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:30.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.02 W,0.00 %,0.12 GB/s,0.05 GB/s,63.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.9 %,60.00 °C,148.07 W,5.6 %,1512 MHz,0.00 GB/s,16,88.89 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:30.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.29 W,0.00 %,0.12 GB/s,0.05 GB/s,63.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,6.0 %,60.00 °C,148.17 W,5.6 %,1512 MHz,0.00 GB/s,16,93.13 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:30.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.08 W,0.00 %,0.12 GB/s,0.05 GB/s,63.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,2.5 %,60.00 °C,149.11 W,5.6 %,1512 MHz,0.00 GB/s,16,95.67 W,0.00 %,0.00 %,0.00 %
2025-05-07 16:34:30.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,9.05 W,0.00 %,0.12 GB/s,0.05 GB/s,63.00 °C,1410 MHz,0.00 GB/s,0.00 %,1410 MHz,90.02 %,0.00 %,4,1.5 %,60.00 °C,149.76 W,5.6 %,1512 MHz,0.00 GB/s,16,95.57 W,0.00 %,0.00 %,0.00 %
