timestamp,task_name,name,index,temperature.memory,utilization.memory [%],dram_usage,pcie.link.gen.current,nvlink_tx_bytes,tensor_active,dram_active,usage.memory [%],sm_active,pcie_tx_bytes,cpu_power,clocks.current.sm [MHz],cpu_usage,dram_power,power.draw [W],pcie.link.width.current,sm_occupancy,nvlink_rx_bytes,utilization.gpu [%],pcie_rx_bytes,clocks.current.graphics [MHz],temperature.gpu,clocks.current.memory [MHz]
2025-05-07 16:41:31.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,24.00 %,5.6 %,4,0.00 GB/s,70.00 %,14.20 %,94.56 %,100.00 %,0.09 GB/s,131.53 W,1155 MHz,3.1 %,9.24 W,313.95 W,16,12.50 %,0.00 GB/s,100.00 %,0.04 GB/s,1155 MHz,67.00 °C,1512 MHz
2025-05-07 16:41:31.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,29.00 %,5.6 %,4,0.00 GB/s,90.60 %,20.40 %,94.56 %,100.00 %,0.08 GB/s,130.06 W,1155 MHz,2.8 %,9.16 W,307.25 W,16,12.40 %,0.00 GB/s,100.00 %,0.04 GB/s,1155 MHz,67.00 °C,1512 MHz
2025-05-07 16:41:31.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,29.00 %,5.6 %,4,0.00 GB/s,70.00 %,13.40 %,94.56 %,100.00 %,0.09 GB/s,107.69 W,1050 MHz,3.4 %,9.20 W,329.80 W,16,12.50 %,0.00 GB/s,100.00 %,0.05 GB/s,1050 MHz,67.00 °C,1512 MHz
2025-05-07 16:41:31.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,29.00 %,5.6 %,4,0.00 GB/s,70.30 %,15.00 %,94.56 %,100.00 %,0.09 GB/s,104.44 W,1095 MHz,3.4 %,9.28 W,281.92 W,16,12.50 %,0.00 GB/s,100.00 %,0.05 GB/s,1095 MHz,66.00 °C,1512 MHz
2025-05-07 16:41:31.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,27.00 %,5.6 %,4,0.00 GB/s,90.60 %,21.70 %,94.56 %,100.00 %,0.06 GB/s,109.49 W,1155 MHz,3.1 %,9.31 W,303.73 W,16,12.40 %,0.00 GB/s,100.00 %,0.03 GB/s,1155 MHz,68.00 °C,1512 MHz
2025-05-07 16:41:31.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,27.00 %,5.6 %,4,0.00 GB/s,91.40 %,17.00 %,94.56 %,100.00 %,0.08 GB/s,109.86 W,1065 MHz,5.8 %,9.27 W,303.73 W,16,12.40 %,0.00 GB/s,100.00 %,0.04 GB/s,1065 MHz,67.00 °C,1512 MHz
2025-05-07 16:41:31.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,26.00 %,5.6 %,4,0.00 GB/s,70.00 %,14.40 %,94.56 %,100.00 %,0.09 GB/s,107.54 W,1095 MHz,4.6 %,9.35 W,305.39 W,16,12.50 %,0.00 GB/s,100.00 %,0.05 GB/s,1095 MHz,67.00 °C,1512 MHz
2025-05-07 16:41:31.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,26.00 %,5.6 %,4,0.00 GB/s,89.80 %,17.20 %,94.56 %,100.00 %,0.08 GB/s,110.84 W,1155 MHz,4.0 %,9.31 W,331.71 W,16,12.30 %,0.00 GB/s,100.00 %,0.04 GB/s,1155 MHz,67.00 °C,1512 MHz
2025-05-07 16:41:32.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,32.00 %,5.6 %,4,0.00 GB/s,90.90 %,18.90 %,94.56 %,99.90 %,0.08 GB/s,119.28 W,1185 MHz,3.4 %,9.27 W,302.29 W,16,12.50 %,0.00 GB/s,100.00 %,0.04 GB/s,1185 MHz,68.00 °C,1512 MHz
2025-05-07 16:41:32.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,32.00 %,5.6 %,4,0.00 GB/s,70.00 %,13.20 %,94.56 %,100.00 %,0.09 GB/s,113.68 W,1185 MHz,4.0 %,9.22 W,306.11 W,16,12.50 %,0.00 GB/s,100.00 %,0.04 GB/s,1185 MHz,67.00 °C,1512 MHz
2025-05-07 16:41:32.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,25.00 %,5.6 %,4,0.00 GB/s,70.00 %,15.80 %,94.56 %,100.00 %,0.09 GB/s,115.84 W,1095 MHz,4.0 %,9.19 W,285.12 W,16,12.50 %,0.00 GB/s,100.00 %,0.05 GB/s,1095 MHz,67.00 °C,1512 MHz
2025-05-07 16:41:32.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,25.00 %,5.6 %,4,0.00 GB/s,94.00 %,17.20 %,94.56 %,99.90 %,0.08 GB/s,112.11 W,1140 MHz,2.5 %,9.11 W,272.15 W,16,12.40 %,0.00 GB/s,100.00 %,0.04 GB/s,1140 MHz,68.00 °C,1512 MHz
2025-05-07 16:41:32.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,31.00 %,5.6 %,4,0.00 GB/s,70.00 %,18.70 %,94.56 %,100.00 %,0.05 GB/s,106.11 W,1140 MHz,3.7 %,9.35 W,302.97 W,16,12.50 %,0.00 GB/s,100.00 %,0.03 GB/s,1140 MHz,67.00 °C,1512 MHz
2025-05-07 16:41:32.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,31.00 %,5.6 %,4,0.00 GB/s,70.10 %,14.50 %,94.56 %,100.00 %,0.08 GB/s,108.26 W,1110 MHz,3.7 %,9.47 W,324.24 W,16,12.50 %,0.00 GB/s,100.00 %,0.04 GB/s,1110 MHz,66.00 °C,1512 MHz
2025-05-07 16:41:32.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,28.00 %,5.6 %,4,0.00 GB/s,90.40 %,22.40 %,94.56 %,100.00 %,0.08 GB/s,103.85 W,1155 MHz,3.1 %,9.26 W,300.92 W,16,12.40 %,0.00 GB/s,100.00 %,0.04 GB/s,1155 MHz,68.00 °C,1512 MHz
2025-05-07 16:41:32.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,28.00 %,5.6 %,4,0.00 GB/s,90.90 %,21.20 %,94.56 %,100.00 %,0.08 GB/s,108.14 W,1155 MHz,3.1 %,9.27 W,290.80 W,16,12.40 %,0.00 GB/s,100.00 %,0.04 GB/s,1155 MHz,68.00 °C,1512 MHz
2025-05-07 16:41:32.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,30.00 %,5.6 %,4,0.00 GB/s,70.10 %,12.50 %,94.56 %,100.00 %,0.09 GB/s,114.69 W,1065 MHz,5.0 %,9.31 W,291.85 W,16,12.50 %,0.00 GB/s,100.00 %,0.05 GB/s,1065 MHz,68.00 °C,1512 MHz
2025-05-07 16:41:33.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,30.00 %,5.6 %,4,0.00 GB/s,69.90 %,17.20 %,94.56 %,100.00 %,0.09 GB/s,136.98 W,1155 MHz,5.3 %,9.37 W,285.03 W,16,12.50 %,0.00 GB/s,100.00 %,0.05 GB/s,1155 MHz,68.00 °C,1512 MHz
2025-05-07 16:41:33.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,23.00 %,5.6 %,4,0.00 GB/s,93.90 %,16.20 %,94.56 %,99.90 %,0.08 GB/s,143.54 W,1155 MHz,4.6 %,9.25 W,307.73 W,16,12.40 %,0.00 GB/s,100.00 %,0.04 GB/s,1155 MHz,68.00 °C,1512 MHz
2025-05-07 16:41:33.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,23.00 %,5.6 %,4,0.00 GB/s,70.00 %,14.70 %,94.56 %,100.00 %,0.09 GB/s,147.16 W,1035 MHz,4.3 %,9.20 W,306.47 W,16,12.50 %,0.00 GB/s,100.00 %,0.04 GB/s,1035 MHz,68.00 °C,1512 MHz
2025-05-07 16:41:33.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,23.00 %,5.6 %,4,0.00 GB/s,69.90 %,14.60 %,94.56 %,100.00 %,0.09 GB/s,139.55 W,1080 MHz,3.1 %,9.27 W,333.09 W,16,12.50 %,0.00 GB/s,100.00 %,0.05 GB/s,1080 MHz,67.00 °C,1512 MHz
2025-05-07 16:41:33.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,34.00 %,5.6 %,4,0.00 GB/s,90.60 %,21.50 %,94.56 %,100.00 %,0.08 GB/s,130.06 W,1155 MHz,3.1 %,9.09 W,316.10 W,16,12.40 %,0.00 GB/s,100.00 %,0.04 GB/s,1155 MHz,68.00 °C,1512 MHz
2025-05-07 16:41:33.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,34.00 %,5.6 %,4,0.00 GB/s,91.40 %,17.50 %,94.56 %,100.00 %,0.08 GB/s,120.47 W,1050 MHz,3.1 %,9.23 W,316.10 W,16,12.40 %,0.00 GB/s,100.00 %,0.04 GB/s,1050 MHz,68.00 °C,1512 MHz
2025-05-07 16:41:33.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,24.00 %,5.6 %,4,0.00 GB/s,69.90 %,12.30 %,94.56 %,100.00 %,0.08 GB/s,107.04 W,1080 MHz,3.1 %,9.39 W,282.89 W,16,12.50 %,0.00 GB/s,100.00 %,0.04 GB/s,1080 MHz,67.00 °C,1512 MHz
2025-05-07 16:41:33.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,24.00 %,5.6 %,4,0.00 GB/s,70.00 %,14.70 %,94.56 %,100.00 %,0.09 GB/s,105.72 W,1170 MHz,3.4 %,9.32 W,280.15 W,16,12.50 %,0.00 GB/s,100.00 %,0.05 GB/s,1170 MHz,67.00 °C,1512 MHz
2025-05-07 16:41:33.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,31.00 %,5.6 %,4,0.00 GB/s,93.50 %,16.30 %,94.56 %,99.90 %,0.08 GB/s,102.44 W,1185 MHz,3.1 %,9.36 W,287.78 W,16,12.40 %,0.00 GB/s,100.00 %,0.04 GB/s,1185 MHz,68.00 °C,1512 MHz
2025-05-07 16:41:33.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,31.00 %,5.6 %,4,0.00 GB/s,6.40 %,40.50 %,94.56 %,98.70 %,0.08 GB/s,109.51 W,1185 MHz,4.0 %,9.31 W,308.60 W,16,82.40 %,0.00 GB/s,100.00 %,0.05 GB/s,1185 MHz,68.00 °C,1512 MHz
2025-05-07 16:41:34.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,25.00 %,5.6 %,4,0.00 GB/s,70.00 %,15.50 %,94.56 %,100.00 %,0.09 GB/s,106.00 W,1065 MHz,3.7 %,9.40 W,304.51 W,16,12.50 %,0.00 GB/s,100.00 %,0.04 GB/s,1065 MHz,66.00 °C,1512 MHz
2025-05-07 16:41:34.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,25.00 %,5.6 %,4,0.00 GB/s,90.40 %,21.10 %,94.56 %,100.00 %,0.08 GB/s,118.47 W,1170 MHz,7.1 %,9.51 W,316.29 W,16,12.40 %,0.00 GB/s,100.00 %,0.04 GB/s,1170 MHz,68.00 °C,1512 MHz
2025-05-07 16:41:34.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,28.00 %,5.6 %,4,0.00 GB/s,91.60 %,17.10 %,94.56 %,100.00 %,0.08 GB/s,121.89 W,1125 MHz,5.3 %,9.27 W,296.34 W,16,12.40 %,0.00 GB/s,100.00 %,0.04 GB/s,1125 MHz,68.00 °C,1512 MHz
2025-05-07 16:41:34.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,28.00 %,5.6 %,4,0.00 GB/s,70.00 %,14.20 %,94.56 %,100.00 %,0.09 GB/s,136.52 W,1065 MHz,4.7 %,9.38 W,286.12 W,16,12.50 %,0.00 GB/s,100.00 %,0.05 GB/s,1065 MHz,68.00 °C,1512 MHz
2025-05-07 16:41:34.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,30.00 %,5.6 %,4,0.00 GB/s,25.60 %,0.00 %,94.56 %,42.30 %,0.11 GB/s,141.90 W,1155 MHz,3.7 %,9.35 W,288.64 W,16,3.00 %,0.00 GB/s,100.00 %,0.04 GB/s,1155 MHz,68.00 °C,1512 MHz
2025-05-07 16:41:34.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,30.00 %,5.6 %,4,0.00 GB/s,90.80 %,18.70 %,94.56 %,99.90 %,0.08 GB/s,134.48 W,1155 MHz,3.7 %,9.36 W,302.38 W,16,12.50 %,0.00 GB/s,100.00 %,0.04 GB/s,1155 MHz,68.00 °C,1512 MHz
2025-05-07 16:41:34.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,22.00 %,5.6 %,4,0.00 GB/s,70.00 %,12.30 %,94.56 %,100.00 %,0.08 GB/s,126.49 W,1050 MHz,4.3 %,9.33 W,308.31 W,16,12.50 %,0.00 GB/s,100.00 %,0.04 GB/s,1050 MHz,68.00 °C,1512 MHz
2025-05-07 16:41:34.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,22.00 %,5.6 %,4,0.00 GB/s,70.20 %,14.40 %,94.56 %,100.00 %,0.09 GB/s,111.17 W,1095 MHz,4.0 %,9.30 W,291.09 W,16,12.50 %,0.00 GB/s,100.00 %,0.05 GB/s,1095 MHz,68.00 °C,1512 MHz
2025-05-07 16:41:34.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,22.00 %,5.6 %,4,0.00 GB/s,4.60 %,71.60 %,94.56 %,100.00 %,0.08 GB/s,126.05 W,1155 MHz,5.3 %,9.15 W,308.02 W,16,75.80 %,0.00 GB/s,100.00 %,0.05 GB/s,1155 MHz,68.00 °C,1512 MHz
2025-05-07 16:41:34.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,34.00 %,5.6 %,4,0.00 GB/s,69.90 %,11.30 %,94.56 %,100.00 %,0.08 GB/s,155.89 W,1050 MHz,8.2 %,9.23 W,308.70 W,16,12.50 %,0.00 GB/s,100.00 %,0.05 GB/s,1050 MHz,69.00 °C,1512 MHz
2025-05-07 16:41:35.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,23.00 %,5.6 %,4,0.00 GB/s,69.70 %,15.70 %,94.56 %,100.00 %,0.09 GB/s,142.16 W,1080 MHz,4.0 %,9.32 W,278.98 W,16,12.50 %,0.00 GB/s,100.00 %,0.05 GB/s,1080 MHz,67.00 °C,1512 MHz
2025-05-07 16:41:35.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,23.00 %,5.6 %,4,0.00 GB/s,90.50 %,22.70 %,94.56 %,100.00 %,0.08 GB/s,134.78 W,1155 MHz,4.3 %,9.31 W,287.28 W,16,12.40 %,0.00 GB/s,100.00 %,0.04 GB/s,1155 MHz,67.00 °C,1512 MHz
2025-05-07 16:41:35.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,30.00 %,5.6 %,4,0.00 GB/s,90.90 %,21.90 %,94.56 %,100.00 %,0.08 GB/s,131.44 W,1155 MHz,3.7 %,9.24 W,306.96 W,16,12.40 %,0.00 GB/s,100.00 %,0.04 GB/s,1155 MHz,69.00 °C,1512 MHz
2025-05-07 16:41:35.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,30.00 %,5.6 %,4,0.00 GB/s,70.00 %,14.40 %,94.56 %,100.00 %,0.09 GB/s,114.79 W,1095 MHz,3.7 %,9.36 W,309.38 W,16,12.50 %,0.00 GB/s,100.00 %,0.05 GB/s,1095 MHz,68.00 °C,1512 MHz
2025-05-07 16:41:35.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,30.00 %,5.6 %,4,0.00 GB/s,91.00 %,18.30 %,94.56 %,100.00 %,0.09 GB/s,116.34 W,1200 MHz,5.0 %,9.32 W,304.53 W,16,12.30 %,0.00 GB/s,100.00 %,0.04 GB/s,1200 MHz,67.00 °C,1512 MHz
2025-05-07 16:41:35.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,27.00 %,5.6 %,4,0.00 GB/s,91.00 %,22.10 %,94.56 %,99.90 %,0.09 GB/s,123.75 W,1215 MHz,4.6 %,9.04 W,304.53 W,16,12.50 %,0.00 GB/s,100.00 %,0.05 GB/s,1215 MHz,68.00 °C,1512 MHz
2025-05-07 16:41:35.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,69.00 °C,30.00 %,5.6 %,4,0.00 GB/s,91.70 %,18.30 %,90.02 %,99.80 %,0.08 GB/s,123.17 W,1395 MHz,1.9 %,9.38 W,89.18 W,16,12.50 %,0.00 GB/s,100.00 %,0.04 GB/s,1395 MHz,64.00 °C,1512 MHz
2025-05-07 16:41:35.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,30.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.10 GB/s,123.61 W,1245 MHz,1.9 %,9.35 W,353.92 W,16,0.00 %,0.00 GB/s,100.00 %,0.04 GB/s,1245 MHz,63.00 °C,1512 MHz
2025-05-07 16:41:36.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,67.00 °C,10.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,125.53 W,1395 MHz,1.9 %,9.17 W,88.49 W,16,0.00 %,0.00 GB/s,100.00 %,0.05 GB/s,1395 MHz,65.00 °C,1512 MHz
2025-05-07 16:41:36.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,10.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,122.17 W,1410 MHz,1.6 %,9.12 W,89.88 W,16,0.00 %,0.00 GB/s,100.00 %,0.05 GB/s,1410 MHz,63.00 °C,1512 MHz
2025-05-07 16:41:36.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,1.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,125.52 W,1410 MHz,1.9 %,9.28 W,89.88 W,16,0.00 %,0.00 GB/s,8.00 %,0.05 GB/s,1410 MHz,63.00 °C,1512 MHz
2025-05-07 16:41:36.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,1.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,130.08 W,1410 MHz,3.7 %,9.47 W,89.88 W,16,0.00 %,0.00 GB/s,8.00 %,0.05 GB/s,1410 MHz,62.00 °C,1512 MHz
2025-05-07 16:41:36.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,143.28 W,1410 MHz,1.6 %,9.19 W,88.49 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,62.00 °C,1512 MHz
2025-05-07 16:41:36.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,141.74 W,1410 MHz,1.8 %,9.11 W,88.29 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,62.00 °C,1512 MHz
2025-05-07 16:41:36.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,141.75 W,1410 MHz,1.9 %,9.02 W,88.00 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,62.00 °C,1512 MHz
2025-05-07 16:41:36.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,65.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,142.52 W,1410 MHz,2.8 %,9.26 W,87.61 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,62.00 °C,1512 MHz
2025-05-07 16:41:36.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,63.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,147.73 W,1410 MHz,4.3 %,9.18 W,87.61 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,62.00 °C,1512 MHz
2025-05-07 16:41:36.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,63.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,147.84 W,1410 MHz,1.9 %,9.20 W,94.15 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,62.00 °C,1512 MHz
2025-05-07 16:41:37.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,63.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,148.36 W,1410 MHz,1.9 %,9.04 W,96.52 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,62.00 °C,1512 MHz
2025-05-07 16:41:37.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,63.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,134.85 W,1410 MHz,1.9 %,9.15 W,96.45 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,62.00 °C,1512 MHz
2025-05-07 16:41:37.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,63.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,134.02 W,1410 MHz,3.7 %,9.21 W,96.42 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,61.00 °C,1512 MHz
2025-05-07 16:41:37.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,63.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,136.45 W,1410 MHz,1.9 %,9.26 W,96.31 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,61.00 °C,1512 MHz
2025-05-07 16:41:37.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,63.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,130.95 W,1410 MHz,1.6 %,9.09 W,96.31 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,61.00 °C,1512 MHz
2025-05-07 16:41:37.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,63.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,137.35 W,1410 MHz,1.6 %,9.27 W,96.33 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,61.00 °C,1512 MHz
2025-05-07 16:41:37.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,63.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,134.04 W,1410 MHz,1.8 %,9.14 W,96.12 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,61.00 °C,1512 MHz
2025-05-07 16:41:37.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,63.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,135.73 W,1410 MHz,1.9 %,9.09 W,96.12 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,61.00 °C,1512 MHz
2025-05-07 16:41:37.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,63.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,144.70 W,1410 MHz,3.7 %,9.27 W,96.12 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,61.00 °C,1512 MHz
2025-05-07 16:41:38.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,63.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,147.09 W,1410 MHz,3.7 %,9.19 W,86.72 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,61.00 °C,1512 MHz
2025-05-07 16:41:38.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,63.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,148.48 W,1410 MHz,2.1 %,9.16 W,92.20 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,61.00 °C,1512 MHz
2025-05-07 16:41:38.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,63.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,146.12 W,1410 MHz,2.2 %,9.06 W,86.42 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,61.00 °C,1512 MHz
2025-05-07 16:41:38.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,63.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,150.75 W,1410 MHz,1.9 %,9.05 W,86.33 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,61.00 °C,1512 MHz
2025-05-07 16:41:38.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,63.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,148.04 W,1410 MHz,2.7 %,9.28 W,86.52 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,61.00 °C,1512 MHz
2025-05-07 16:41:38.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,63.00 °C,0.00 %,5.6 %,4,0.00 GB/s,0.00 %,0.00 %,90.02 %,0.00 %,0.12 GB/s,151.74 W,1410 MHz,1.6 %,9.15 W,87.31 W,16,0.00 %,0.00 GB/s,0.00 %,0.05 GB/s,1410 MHz,61.00 °C,1512 MHz
