timestamp,task_name,name,index,cpu_power,usage.memory [%],cpu_usage,dram_power,dram_active,temperature.memory,dram_usage,sm_occupancy,nvlink_tx_bytes,nvlink_rx_bytes,utilization.gpu [%],temperature.gpu,pcie.link.gen.current,pcie.link.width.current,clocks.current.memory [MHz],clocks.current.sm [MHz],pcie_rx_bytes,sm_active,tensor_active,clocks.current.graphics [MHz],utilization.memory [%],pcie_tx_bytes,power.draw [W]
2025-05-07 16:38:51.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,115.68 W,94.56 %,3.1 %,9.15 W,43.90 %,67.00 °C,5.6 %,92.80 %,0.00 GB/s,0.00 GB/s,100.00 %,66.00 °C,4,16,1512 MHz,1155 MHz,0.05 GB/s,100.00 %,2.70 %,1155 MHz,26.00 %,0.08 GB/s,307.25 W
2025-05-07 16:38:51.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,117.33 W,94.56 %,4.4 %,9.27 W,18.40 %,67.00 °C,5.6 %,12.40 %,0.00 GB/s,0.00 GB/s,100.00 %,67.00 °C,4,16,1512 MHz,1155 MHz,0.04 GB/s,99.30 %,90.30 %,1155 MHz,26.00 %,0.08 GB/s,307.44 W
2025-05-07 16:38:51.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,106.66 W,94.56 %,3.7 %,9.39 W,17.00 %,67.00 °C,5.6 %,12.50 %,0.00 GB/s,0.00 GB/s,100.00 %,67.00 °C,4,16,1512 MHz,1065 MHz,0.05 GB/s,100.00 %,69.80 %,1065 MHz,26.00 %,0.09 GB/s,265.99 W
2025-05-07 16:38:51.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,107.55 W,94.56 %,3.1 %,9.31 W,13.00 %,67.00 °C,5.6 %,12.50 %,0.00 GB/s,0.00 GB/s,100.00 %,66.00 °C,4,16,1512 MHz,1155 MHz,0.04 GB/s,100.00 %,70.10 %,1155 MHz,26.00 %,0.08 GB/s,265.99 W
2025-05-07 16:38:51.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,105.42 W,94.56 %,2.8 %,9.31 W,20.90 %,67.00 °C,5.6 %,12.40 %,0.00 GB/s,0.00 GB/s,100.00 %,67.00 °C,4,16,1512 MHz,1155 MHz,0.03 GB/s,100.00 %,90.50 %,1155 MHz,31.00 %,0.07 GB/s,289.62 W
2025-05-07 16:38:51.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,105.05 W,94.56 %,2.8 %,9.20 W,27.50 %,67.00 °C,5.6 %,100.00 %,0.00 GB/s,0.00 GB/s,100.00 %,67.00 °C,4,16,1512 MHz,1155 MHz,0.04 GB/s,100.00 %,0.00 %,1155 MHz,31.00 %,0.08 GB/s,305.79 W
2025-05-07 16:38:51.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,109.71 W,94.56 %,3.1 %,9.44 W,11.00 %,67.00 °C,5.6 %,12.50 %,0.00 GB/s,0.00 GB/s,100.00 %,67.00 °C,4,16,1512 MHz,1065 MHz,0.04 GB/s,100.00 %,70.10 %,1065 MHz,23.00 %,0.09 GB/s,316.77 W
2025-05-07 16:38:52.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,107.03 W,94.56 %,3.1 %,9.40 W,90.20 %,67.00 °C,5.6 %,91.60 %,0.00 GB/s,0.00 GB/s,100.00 %,67.00 °C,4,16,1512 MHz,1170 MHz,0.04 GB/s,100.00 %,0.00 %,1170 MHz,23.00 %,0.05 GB/s,266.78 W
2025-05-07 16:38:52.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,104.23 W,94.56 %,2.2 %,9.36 W,22.10 %,67.00 °C,5.6 %,12.40 %,0.00 GB/s,0.00 GB/s,100.00 %,67.00 °C,4,16,1512 MHz,1155 MHz,0.04 GB/s,100.00 %,90.70 %,1155 MHz,34.00 %,0.08 GB/s,306.76 W
2025-05-07 16:38:52.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,106.90 W,94.56 %,3.4 %,9.27 W,13.10 %,67.00 °C,5.6 %,12.50 %,0.00 GB/s,0.00 GB/s,100.00 %,66.00 °C,4,16,1512 MHz,1050 MHz,0.02 GB/s,100.00 %,70.00 %,1050 MHz,34.00 %,0.03 GB/s,246.52 W
2025-05-07 16:38:52.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,107.16 W,94.56 %,3.1 %,9.20 W,17.00 %,67.00 °C,5.6 %,12.40 %,0.00 GB/s,0.00 GB/s,100.00 %,67.00 °C,4,16,1512 MHz,1125 MHz,0.04 GB/s,100.00 %,91.30 %,1125 MHz,24.00 %,0.08 GB/s,291.37 W
2025-05-07 16:38:52.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,106.39 W,94.56 %,3.7 %,9.21 W,52.70 %,67.00 °C,5.6 %,92.30 %,0.00 GB/s,0.00 GB/s,100.00 %,67.00 °C,4,16,1512 MHz,1155 MHz,0.04 GB/s,100.00 %,0.00 %,1155 MHz,24.00 %,0.07 GB/s,301.71 W
2025-05-07 16:38:52.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,106.45 W,94.56 %,5.0 %,9.28 W,14.50 %,67.00 °C,5.6 %,12.50 %,0.00 GB/s,0.00 GB/s,100.00 %,67.00 °C,4,16,1512 MHz,1050 MHz,0.05 GB/s,100.00 %,70.10 %,1050 MHz,29.00 %,0.09 GB/s,300.24 W
2025-05-07 16:38:52.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,109.57 W,94.56 %,4.4 %,9.28 W,16.60 %,67.00 °C,5.6 %,12.50 %,0.00 GB/s,0.00 GB/s,100.00 %,67.00 °C,4,16,1512 MHz,1110 MHz,0.05 GB/s,100.00 %,69.80 %,1110 MHz,29.00 %,0.09 GB/s,231.61 W
2025-05-07 16:38:52.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,109.54 W,94.56 %,3.7 %,9.20 W,21.20 %,67.00 °C,5.6 %,12.40 %,0.00 GB/s,0.00 GB/s,100.00 %,67.00 °C,4,16,1512 MHz,1155 MHz,0.04 GB/s,100.00 %,90.60 %,1155 MHz,26.00 %,0.08 GB/s,308.12 W
2025-05-07 16:38:52.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,114.97 W,94.56 %,3.4 %,9.27 W,21.20 %,67.00 °C,5.6 %,12.40 %,0.00 GB/s,0.00 GB/s,100.00 %,67.00 °C,4,16,1512 MHz,1080 MHz,0.04 GB/s,100.00 %,90.60 %,1080 MHz,26.00 %,0.08 GB/s,347.13 W
2025-05-07 16:38:52.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,137.76 W,94.56 %,3.1 %,9.17 W,14.40 %,67.00 °C,5.6 %,12.50 %,0.00 GB/s,0.00 GB/s,100.00 %,67.00 °C,4,16,1512 MHz,1080 MHz,0.05 GB/s,100.00 %,70.00 %,1080 MHz,26.00 %,0.09 GB/s,347.13 W
2025-05-07 16:38:53.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,141.90 W,94.56 %,4.0 %,9.33 W,16.50 %,67.00 °C,5.6 %,12.40 %,0.00 GB/s,0.00 GB/s,100.00 %,67.00 °C,4,16,1512 MHz,1155 MHz,0.04 GB/s,100.00 %,90.90 %,1155 MHz,32.00 %,0.08 GB/s,279.76 W
2025-05-07 16:38:53.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,147.97 W,94.56 %,3.7 %,9.12 W,18.10 %,67.00 °C,5.6 %,12.50 %,0.00 GB/s,0.00 GB/s,100.00 %,67.00 °C,4,16,1512 MHz,1155 MHz,0.04 GB/s,99.90 %,90.80 %,1155 MHz,32.00 %,0.08 GB/s,307.44 W
2025-05-07 16:38:53.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,143.92 W,94.56 %,3.4 %,9.27 W,12.40 %,67.00 °C,5.6 %,12.50 %,0.00 GB/s,0.00 GB/s,100.00 %,66.00 °C,4,16,1512 MHz,1065 MHz,0.05 GB/s,100.00 %,70.10 %,1065 MHz,25.00 %,0.09 GB/s,288.64 W
2025-05-07 16:38:53.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,141.65 W,94.56 %,3.4 %,9.12 W,18.10 %,67.00 °C,5.6 %,12.50 %,0.00 GB/s,0.00 GB/s,100.00 %,67.00 °C,4,16,1512 MHz,1050 MHz,0.05 GB/s,100.00 %,69.90 %,1050 MHz,25.00 %,0.09 GB/s,219.80 W
2025-05-07 16:38:53.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,149.89 W,94.56 %,3.1 %,9.12 W,20.80 %,67.00 °C,5.6 %,12.40 %,0.00 GB/s,0.00 GB/s,100.00 %,67.00 °C,4,16,1512 MHz,1170 MHz,0.04 GB/s,100.00 %,90.40 %,1170 MHz,31.00 %,0.08 GB/s,306.56 W
2025-05-07 16:38:53.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,133.27 W,94.56 %,3.1 %,9.37 W,1.50 %,67.00 °C,5.6 %,12.50 %,0.00 GB/s,0.00 GB/s,100.00 %,68.00 °C,4,16,1512 MHz,1080 MHz,0.04 GB/s,100.00 %,70.20 %,1080 MHz,31.00 %,0.09 GB/s,364.57 W
2025-05-07 16:38:53.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,122.23 W,94.56 %,3.7 %,9.41 W,14.30 %,67.00 °C,5.6 %,12.50 %,0.00 GB/s,0.00 GB/s,100.00 %,67.00 °C,4,16,1512 MHz,1080 MHz,0.04 GB/s,100.00 %,70.00 %,1080 MHz,24.00 %,0.09 GB/s,304.61 W
2025-05-07 16:38:53.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,122.15 W,94.56 %,3.7 %,9.26 W,23.20 %,67.00 °C,5.6 %,12.40 %,0.00 GB/s,0.00 GB/s,100.00 %,68.00 °C,4,16,1512 MHz,1170 MHz,0.04 GB/s,100.00 %,90.30 %,1170 MHz,24.00 %,0.08 GB/s,299.37 W
2025-05-07 16:38:53.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,124.57 W,94.56 %,4.7 %,9.19 W,16.50 %,67.00 °C,5.6 %,12.30 %,0.00 GB/s,0.00 GB/s,100.00 %,68.00 °C,4,16,1512 MHz,1185 MHz,0.04 GB/s,100.00 %,90.80 %,1185 MHz,28.00 %,0.08 GB/s,300.68 W
2025-05-07 16:38:53.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,137.76 W,94.56 %,5.3 %,9.32 W,12.20 %,67.00 °C,5.6 %,12.50 %,0.00 GB/s,0.00 GB/s,100.00 %,68.00 °C,4,16,1512 MHz,1065 MHz,0.05 GB/s,100.00 %,69.80 %,1065 MHz,28.00 %,0.09 GB/s,284.63 W
2025-05-07 16:38:54.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,142.47 W,94.56 %,3.4 %,9.29 W,11.40 %,67.00 °C,5.6 %,12.50 %,0.00 GB/s,0.00 GB/s,100.00 %,67.00 °C,4,16,1512 MHz,1170 MHz,0.04 GB/s,100.00 %,70.10 %,1170 MHz,31.00 %,0.09 GB/s,243.29 W
2025-05-07 16:38:54.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,133.53 W,94.56 %,3.4 %,9.27 W,17.30 %,67.00 °C,5.6 %,12.40 %,0.00 GB/s,0.00 GB/s,100.00 %,68.00 °C,4,16,1512 MHz,1170 MHz,0.04 GB/s,99.90 %,94.00 %,1170 MHz,31.00 %,0.08 GB/s,307.53 W
2025-05-07 16:38:54.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,136.91 W,94.56 %,3.7 %,9.05 W,13.40 %,67.00 °C,5.6 %,12.50 %,0.00 GB/s,0.00 GB/s,100.00 %,68.00 °C,4,16,1512 MHz,1065 MHz,0.04 GB/s,100.00 %,70.00 %,1065 MHz,31.00 %,0.08 GB/s,319.79 W
2025-05-07 16:38:54.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,128.78 W,94.56 %,3.1 %,9.20 W,14.00 %,67.00 °C,5.6 %,12.50 %,0.00 GB/s,0.00 GB/s,100.00 %,68.00 °C,4,16,1512 MHz,1155 MHz,0.04 GB/s,100.00 %,70.00 %,1155 MHz,22.00 %,0.09 GB/s,319.79 W
2025-05-07 16:38:54.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,116.31 W,94.56 %,2.2 %,9.31 W,20.30 %,67.00 °C,5.6 %,12.40 %,0.00 GB/s,0.00 GB/s,100.00 %,68.00 °C,4,16,1512 MHz,1155 MHz,0.04 GB/s,100.00 %,90.60 %,1155 MHz,34.00 %,0.08 GB/s,304.81 W
2025-05-07 16:38:54.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,104.51 W,94.56 %,3.1 %,9.29 W,8.30 %,67.00 °C,5.6 %,12.50 %,0.00 GB/s,0.00 GB/s,100.00 %,67.00 °C,4,16,1512 MHz,1050 MHz,0.04 GB/s,100.00 %,69.90 %,1050 MHz,34.00 %,0.08 GB/s,280.14 W
2025-05-07 16:38:54.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,109.99 W,94.56 %,4.7 %,9.42 W,14.70 %,67.00 °C,5.6 %,12.50 %,0.00 GB/s,0.00 GB/s,100.00 %,67.00 °C,4,16,1512 MHz,1050 MHz,0.04 GB/s,100.00 %,70.00 %,1050 MHz,34.00 %,0.08 GB/s,269.03 W
2025-05-07 16:38:54.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,137.50 W,94.56 %,5.3 %,9.16 W,23.00 %,69.00 °C,5.6 %,12.40 %,0.00 GB/s,0.00 GB/s,100.00 %,67.00 °C,4,16,1512 MHz,1155 MHz,0.04 GB/s,100.00 %,90.50 %,1155 MHz,23.00 %,0.08 GB/s,304.02 W
2025-05-07 16:38:54.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,143.90 W,94.56 %,5.6 %,9.23 W,21.70 %,67.00 °C,5.6 %,12.40 %,0.00 GB/s,0.00 GB/s,100.00 %,68.00 °C,4,16,1512 MHz,1080 MHz,0.04 GB/s,100.00 %,90.90 %,1080 MHz,23.00 %,0.08 GB/s,304.02 W
2025-05-07 16:38:55.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,148.42 W,94.56 %,4.3 %,9.39 W,13.30 %,67.00 °C,5.6 %,12.50 %,0.00 GB/s,0.00 GB/s,100.00 %,68.00 °C,4,16,1512 MHz,1095 MHz,0.04 GB/s,100.00 %,69.90 %,1095 MHz,26.00 %,0.09 GB/s,321.53 W
2025-05-07 16:38:55.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,147.75 W,94.56 %,7.1 %,9.27 W,0.00 %,69.00 °C,5.6 %,1.00 %,0.00 GB/s,0.00 GB/s,100.00 %,67.00 °C,4,16,1512 MHz,1155 MHz,0.05 GB/s,15.80 %,9.40 %,1155 MHz,26.00 %,0.11 GB/s,328.21 W
2025-05-07 16:38:55.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,151.76 W,94.56 %,5.0 %,9.07 W,16.70 %,69.00 °C,5.6 %,12.40 %,0.00 GB/s,0.00 GB/s,100.00 %,68.00 °C,4,16,1512 MHz,1155 MHz,0.04 GB/s,99.90 %,94.00 %,1155 MHz,27.00 %,0.08 GB/s,311.03 W
2025-05-07 16:38:55.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,147.97 W,94.56 %,4.6 %,9.03 W,37.00 %,67.00 °C,5.6 %,92.30 %,0.00 GB/s,0.00 GB/s,100.00 %,68.00 °C,4,16,1512 MHz,1155 MHz,0.05 GB/s,100.00 %,4.20 %,1155 MHz,27.00 %,0.08 GB/s,285.33 W
2025-05-07 16:38:55.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,145.77 W,94.56 %,3.7 %,9.21 W,14.80 %,69.00 °C,5.6 %,12.50 %,0.00 GB/s,0.00 GB/s,100.00 %,67.00 °C,4,16,1512 MHz,1065 MHz,0.05 GB/s,100.00 %,69.70 %,1065 MHz,31.00 %,0.09 GB/s,278.98 W
2025-05-07 16:38:55.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,145.48 W,94.56 %,3.4 %,9.05 W,23.80 %,67.00 °C,5.6 %,12.40 %,0.00 GB/s,0.00 GB/s,100.00 %,68.00 °C,4,16,1512 MHz,1200 MHz,0.04 GB/s,100.00 %,90.30 %,1200 MHz,31.00 %,0.08 GB/s,260.11 W
2025-05-07 16:38:55.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,139.43 W,94.56 %,3.7 %,9.09 W,1.80 %,67.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,100.00 %,68.00 °C,4,16,1512 MHz,1215 MHz,0.04 GB/s,0.00 %,0.00 %,1215 MHz,23.00 %,0.09 GB/s,305.30 W
2025-05-07 16:38:55.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,124.73 W,90.02 %,2.5 %,9.35 W,0.00 %,67.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,99.00 %,63.00 °C,4,16,1512 MHz,1380 MHz,0.05 GB/s,0.00 %,0.00 %,1380 MHz,24.00 %,0.11 GB/s,92.69 W
2025-05-07 16:38:56.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,129.60 W,90.02 %,1.9 %,9.19 W,0.00 %,67.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,99.00 %,67.00 °C,4,16,1512 MHz,1380 MHz,0.05 GB/s,0.00 %,0.00 %,1380 MHz,24.00 %,0.12 GB/s,100.67 W
2025-05-07 16:38:56.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,137.89 W,90.02 %,1.5 %,9.15 W,0.00 %,67.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,95.00 %,63.00 °C,4,16,1512 MHz,1260 MHz,0.05 GB/s,0.00 %,0.00 %,1260 MHz,11.00 %,0.12 GB/s,403.17 W
2025-05-07 16:38:56.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,137.14 W,90.02 %,2.5 %,9.11 W,0.00 %,65.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,95.00 %,62.00 °C,4,16,1512 MHz,1395 MHz,0.05 GB/s,0.00 %,0.00 %,1395 MHz,11.00 %,0.12 GB/s,89.09 W
2025-05-07 16:38:56.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,140.32 W,90.02 %,1.9 %,9.24 W,0.00 %,65.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,62.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,95.73 W
2025-05-07 16:38:56.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,144.50 W,90.02 %,2.5 %,8.94 W,0.00 %,65.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,62.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,96.92 W
2025-05-07 16:38:56.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,148.61 W,90.02 %,2.5 %,9.14 W,0.00 %,65.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,62.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,97.04 W
2025-05-07 16:38:56.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,145.67 W,90.02 %,2.2 %,9.17 W,0.00 %,63.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,62.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,95.93 W
2025-05-07 16:38:56.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,149.45 W,90.02 %,4.5 %,9.25 W,0.00 %,63.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,62.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,94.67 W
2025-05-07 16:38:56.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,153.10 W,90.02 %,1.9 %,9.16 W,0.00 %,63.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,61.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,95.93 W
2025-05-07 16:38:56.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,153.28 W,90.02 %,3.3 %,9.12 W,0.00 %,63.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,61.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,95.74 W
2025-05-07 16:38:57.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,148.79 W,90.02 %,2.1 %,9.27 W,0.00 %,63.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,61.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,95.84 W
2025-05-07 16:38:57.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,144.29 W,90.02 %,2.5 %,9.41 W,0.00 %,63.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,61.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,95.67 W
2025-05-07 16:38:57.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,145.42 W,90.02 %,1.9 %,9.16 W,0.00 %,63.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,61.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,84.28 W
2025-05-07 16:38:57.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,146.32 W,90.02 %,1.9 %,9.15 W,0.00 %,63.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,61.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,95.54 W
2025-05-07 16:38:57.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,147.63 W,90.02 %,1.6 %,8.97 W,0.00 %,63.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,61.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,94.67 W
2025-05-07 16:38:57.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,149.18 W,90.02 %,1.9 %,9.19 W,0.00 %,63.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,61.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,94.64 W
2025-05-07 16:38:57.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,146.38 W,90.02 %,2.2 %,9.20 W,0.00 %,63.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,61.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,94.76 W
2025-05-07 16:38:57.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,150.79 W,90.02 %,1.6 %,9.26 W,0.00 %,63.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,61.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,94.38 W
2025-05-07 16:38:57.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,151.44 W,90.02 %,2.5 %,9.07 W,0.00 %,63.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,61.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,94.48 W
2025-05-07 16:38:57.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,152.46 W,90.02 %,3.7 %,9.19 W,0.00 %,63.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,61.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,94.58 W
2025-05-07 16:38:58.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,145.86 W,90.02 %,1.8 %,9.12 W,0.00 %,63.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,61.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,94.67 W
2025-05-07 16:38:58.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,150.35 W,90.02 %,0.6 %,8.99 W,0.00 %,63.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,61.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,93.42 W
2025-05-07 16:38:58.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,146.16 W,90.02 %,1.9 %,9.16 W,0.00 %,63.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,61.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,83.09 W
2025-05-07 16:38:58.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,147.67 W,90.02 %,1.6 %,9.12 W,0.00 %,63.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,61.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,93.92 W
2025-05-07 16:38:58.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,149.89 W,90.02 %,1.9 %,8.86 W,0.00 %,63.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,61.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,92.94 W
2025-05-07 16:38:58.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,144.32 W,90.02 %,1.9 %,9.06 W,0.00 %,63.00 °C,5.6 %,0.00 %,0.00 GB/s,0.00 GB/s,0.00 %,61.00 °C,4,16,1512 MHz,1410 MHz,0.05 GB/s,0.00 %,0.00 %,1410 MHz,0.00 %,0.12 GB/s,93.13 W
