timestamp,task_name,name,index,nvlink_tx_bytes,clocks.current.sm [MHz],pcie.link.gen.current,utilization.gpu [%],utilization.memory [%],power.draw [W],dram_power,nvlink_rx_bytes,sm_occupancy,pcie.link.width.current,temperature.memory,pcie_tx_bytes,clocks.current.graphics [MHz],sm_active,tensor_active,usage.memory [%],clocks.current.memory [MHz],dram_active,pcie_rx_bytes,dram_usage,cpu_power,cpu_usage,temperature.gpu
2025-05-07 16:36:10.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1170 MHz,4,100.00 %,31.00 %,328.62 W,9.37 W,0.00 GB/s,12.40 %,16,67.00 °C,0.08 GB/s,1170 MHz,100.00 %,91.10 %,94.56 %,1512 MHz,16.10 %,0.04 GB/s,5.6 %,104.88 W,3.7 %,67.00 °C
2025-05-07 16:36:10.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1155 MHz,4,100.00 %,31.00 %,308.11 W,9.17 W,0.00 GB/s,90.10 %,16,67.00 °C,0.08 GB/s,1155 MHz,98.50 %,0.50 %,94.56 %,1512 MHz,50.10 %,0.05 GB/s,5.6 %,107.63 W,4.6 %,67.00 °C
2025-05-07 16:36:10.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1065 MHz,4,100.00 %,24.00 %,283.67 W,9.38 W,0.00 GB/s,12.50 %,16,67.00 °C,0.09 GB/s,1065 MHz,100.00 %,70.10 %,94.56 %,1512 MHz,12.10 %,0.05 GB/s,5.6 %,114.38 W,7.1 %,67.00 °C
2025-05-07 16:36:10.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1125 MHz,4,100.00 %,24.00 %,278.69 W,9.32 W,0.00 GB/s,12.50 %,16,67.00 °C,0.09 GB/s,1125 MHz,100.00 %,70.00 %,94.56 %,1512 MHz,15.00 %,0.04 GB/s,5.6 %,117.33 W,4.0 %,67.00 °C
2025-05-07 16:36:10.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1155 MHz,4,100.00 %,28.00 %,309.30 W,9.20 W,0.00 GB/s,12.40 %,16,67.00 °C,0.08 GB/s,1155 MHz,100.00 %,90.60 %,94.56 %,1512 MHz,20.60 %,0.04 GB/s,5.6 %,118.87 W,4.0 %,67.00 °C
2025-05-07 16:36:10.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1050 MHz,4,100.00 %,28.00 %,312.67 W,9.24 W,0.00 GB/s,12.50 %,16,67.00 °C,0.08 GB/s,1050 MHz,100.00 %,70.00 %,94.56 %,1512 MHz,12.00 %,0.04 GB/s,5.6 %,116.76 W,3.7 %,67.00 °C
2025-05-07 16:36:10.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1050 MHz,4,100.00 %,30.00 %,320.46 W,9.29 W,0.00 GB/s,12.50 %,16,67.00 °C,0.08 GB/s,1050 MHz,100.00 %,69.90 %,94.56 %,1512 MHz,12.20 %,0.04 GB/s,5.6 %,112.07 W,3.4 %,66.00 °C
2025-05-07 16:36:10.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1155 MHz,4,100.00 %,30.00 %,308.41 W,9.06 W,0.00 GB/s,12.40 %,16,67.00 °C,0.08 GB/s,1155 MHz,100.00 %,90.40 %,94.56 %,1512 MHz,21.70 %,0.04 GB/s,5.6 %,103.77 W,3.7 %,66.00 °C
2025-05-07 16:36:11.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1110 MHz,4,100.00 %,23.00 %,285.92 W,9.37 W,0.00 GB/s,93.40 %,16,67.00 °C,0.08 GB/s,1110 MHz,100.00 %,4.30 %,94.56 %,1512 MHz,48.60 %,0.04 GB/s,5.6 %,115.20 W,5.8 %,67.00 °C
2025-05-07 16:36:11.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1110 MHz,4,100.00 %,23.00 %,285.92 W,9.32 W,0.00 GB/s,12.50 %,16,67.00 °C,0.08 GB/s,1110 MHz,100.00 %,70.00 %,94.56 %,1512 MHz,13.50 %,0.04 GB/s,5.6 %,114.12 W,4.0 %,66.00 °C
2025-05-07 16:36:11.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1155 MHz,4,100.00 %,33.00 %,288.06 W,9.20 W,0.00 GB/s,12.40 %,16,67.00 °C,0.08 GB/s,1155 MHz,100.00 %,91.00 %,94.56 %,1512 MHz,16.70 %,0.04 GB/s,5.6 %,127.43 W,3.1 %,66.00 °C
2025-05-07 16:36:11.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1155 MHz,4,100.00 %,33.00 %,302.48 W,9.29 W,0.00 GB/s,92.40 %,16,67.00 °C,0.08 GB/s,1155 MHz,100.00 %,0.00 %,94.56 %,1512 MHz,52.60 %,0.05 GB/s,5.6 %,116.31 W,3.4 %,67.00 °C
2025-05-07 16:36:11.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1065 MHz,4,100.00 %,24.00 %,301.98 W,9.31 W,0.00 GB/s,12.50 %,16,67.00 °C,0.09 GB/s,1065 MHz,100.00 %,70.00 %,94.56 %,1512 MHz,14.20 %,0.04 GB/s,5.6 %,107.14 W,3.1 %,67.00 °C
2025-05-07 16:36:11.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1170 MHz,4,100.00 %,24.00 %,322.13 W,9.31 W,0.00 GB/s,12.40 %,16,67.00 °C,0.08 GB/s,1170 MHz,100.00 %,91.30 %,94.56 %,1512 MHz,17.20 %,0.04 GB/s,5.6 %,106.16 W,5.0 %,68.00 °C
2025-05-07 16:36:11.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1155 MHz,4,100.00 %,31.00 %,313.18 W,9.20 W,0.00 GB/s,82.50 %,16,67.00 °C,0.05 GB/s,1155 MHz,91.30 %,0.70 %,94.56 %,1512 MHz,82.00 %,0.04 GB/s,5.6 %,112.28 W,3.4 %,67.00 °C
2025-05-07 16:36:11.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1050 MHz,4,100.00 %,31.00 %,316.77 W,9.40 W,0.00 GB/s,12.50 %,16,67.00 °C,0.08 GB/s,1050 MHz,100.00 %,70.10 %,94.56 %,1512 MHz,12.90 %,0.04 GB/s,5.6 %,107.00 W,4.3 %,67.00 °C
2025-05-07 16:36:11.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1155 MHz,4,100.00 %,31.00 %,293.42 W,9.20 W,0.00 GB/s,12.50 %,16,67.00 °C,0.09 GB/s,1155 MHz,100.00 %,70.00 %,94.56 %,1512 MHz,13.30 %,0.05 GB/s,5.6 %,105.83 W,3.1 %,67.00 °C
2025-05-07 16:36:12.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1155 MHz,4,100.00 %,25.00 %,306.07 W,9.23 W,0.00 GB/s,12.40 %,16,67.00 °C,0.07 GB/s,1155 MHz,100.00 %,90.50 %,94.56 %,1512 MHz,20.70 %,0.04 GB/s,5.6 %,102.51 W,3.1 %,67.00 °C
2025-05-07 16:36:12.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1065 MHz,4,100.00 %,25.00 %,303.85 W,9.21 W,0.00 GB/s,12.40 %,16,67.00 °C,0.08 GB/s,1065 MHz,100.00 %,90.60 %,94.56 %,1512 MHz,21.60 %,0.04 GB/s,5.6 %,102.86 W,3.1 %,67.00 °C
2025-05-07 16:36:12.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1050 MHz,4,100.00 %,28.00 %,303.85 W,9.14 W,0.00 GB/s,12.50 %,16,67.00 °C,0.07 GB/s,1050 MHz,100.00 %,70.00 %,94.56 %,1512 MHz,13.00 %,0.04 GB/s,5.6 %,105.27 W,3.1 %,66.00 °C
2025-05-07 16:36:12.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1155 MHz,4,100.00 %,28.00 %,280.84 W,9.23 W,0.00 GB/s,92.80 %,16,67.00 °C,0.08 GB/s,1155 MHz,100.00 %,2.70 %,94.56 %,1512 MHz,44.30 %,0.04 GB/s,5.6 %,104.35 W,2.8 %,67.00 °C
2025-05-07 16:36:12.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1155 MHz,4,100.00 %,22.00 %,312.11 W,9.20 W,0.00 GB/s,12.50 %,16,67.00 °C,0.08 GB/s,1155 MHz,99.90 %,90.70 %,94.56 %,1512 MHz,18.50 %,0.04 GB/s,5.6 %,106.09 W,3.4 %,68.00 °C
2025-05-07 16:36:12.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1080 MHz,4,100.00 %,22.00 %,325.52 W,9.40 W,0.00 GB/s,12.50 %,16,67.00 °C,0.09 GB/s,1080 MHz,100.00 %,70.10 %,94.56 %,1512 MHz,13.60 %,0.04 GB/s,5.6 %,103.92 W,4.2 %,67.00 °C
2025-05-07 16:36:12.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1095 MHz,4,100.00 %,35.00 %,262.46 W,9.30 W,0.00 GB/s,12.50 %,16,67.00 °C,0.09 GB/s,1095 MHz,100.00 %,70.20 %,94.56 %,1512 MHz,10.70 %,0.04 GB/s,5.6 %,125.45 W,3.3 %,67.00 °C
2025-05-07 16:36:12.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1110 MHz,4,100.00 %,35.00 %,297.62 W,9.31 W,0.00 GB/s,12.50 %,16,67.00 °C,0.08 GB/s,1110 MHz,99.90 %,91.00 %,94.56 %,1512 MHz,19.10 %,0.04 GB/s,5.6 %,111.27 W,1.6 %,67.00 °C
2025-05-07 16:36:12.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1125 MHz,4,100.00 %,23.00 %,303.34 W,9.38 W,0.00 GB/s,12.50 %,16,67.00 °C,0.09 GB/s,1125 MHz,100.00 %,69.90 %,94.56 %,1512 MHz,14.70 %,0.05 GB/s,5.6 %,111.16 W,3.7 %,67.00 °C
2025-05-07 16:36:13.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1170 MHz,4,100.00 %,23.00 %,303.34 W,9.34 W,0.00 GB/s,12.50 %,16,67.00 °C,0.09 GB/s,1170 MHz,100.00 %,70.00 %,94.56 %,1512 MHz,12.20 %,0.04 GB/s,5.6 %,136.80 W,4.0 %,67.00 °C
2025-05-07 16:36:13.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1140 MHz,4,100.00 %,31.00 %,319.11 W,9.24 W,0.00 GB/s,92.30 %,16,67.00 °C,0.08 GB/s,1140 MHz,100.00 %,0.00 %,94.56 %,1512 MHz,54.50 %,0.05 GB/s,5.6 %,135.70 W,3.1 %,68.00 °C
2025-05-07 16:36:13.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1050 MHz,4,100.00 %,26.00 %,250.13 W,9.14 W,0.00 GB/s,12.50 %,16,67.00 °C,0.09 GB/s,1050 MHz,100.00 %,70.10 %,94.56 %,1512 MHz,16.40 %,0.05 GB/s,5.6 %,148.18 W,3.1 %,67.00 °C
2025-05-07 16:36:13.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1155 MHz,4,100.00 %,26.00 %,295.67 W,9.21 W,0.00 GB/s,92.60 %,16,67.00 °C,0.08 GB/s,1155 MHz,100.00 %,4.10 %,94.56 %,1512 MHz,38.50 %,0.05 GB/s,5.6 %,136.27 W,4.0 %,68.00 °C
2025-05-07 16:36:13.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1155 MHz,4,100.00 %,27.00 %,301.49 W,9.49 W,0.00 GB/s,12.50 %,16,67.00 °C,0.08 GB/s,1155 MHz,99.90 %,91.10 %,94.56 %,1512 MHz,18.90 %,0.04 GB/s,5.6 %,129.78 W,5.2 %,67.00 °C
2025-05-07 16:36:13.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1065 MHz,4,100.00 %,27.00 %,309.57 W,9.41 W,0.00 GB/s,12.50 %,16,67.00 °C,0.09 GB/s,1065 MHz,100.00 %,70.10 %,94.56 %,1512 MHz,14.60 %,0.04 GB/s,5.6 %,116.68 W,3.1 %,67.00 °C
2025-05-07 16:36:13.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1095 MHz,4,100.00 %,31.00 %,247.40 W,9.22 W,0.00 GB/s,12.50 %,16,67.00 °C,0.09 GB/s,1095 MHz,100.00 %,70.00 %,94.56 %,1512 MHz,15.10 %,0.04 GB/s,5.6 %,113.70 W,3.7 %,67.00 °C
2025-05-07 16:36:13.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1155 MHz,4,100.00 %,31.00 %,309.28 W,9.43 W,0.00 GB/s,12.40 %,16,67.00 °C,0.08 GB/s,1155 MHz,100.00 %,90.50 %,94.56 %,1512 MHz,21.50 %,0.04 GB/s,5.6 %,105.70 W,3.7 %,67.00 °C
2025-05-07 16:36:13.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1110 MHz,4,100.00 %,22.00 %,312.97 W,9.29 W,0.00 GB/s,12.40 %,16,67.00 °C,0.08 GB/s,1110 MHz,100.00 %,90.90 %,94.56 %,1512 MHz,21.70 %,0.04 GB/s,5.6 %,103.34 W,3.1 %,68.00 °C
2025-05-07 16:36:14.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1095 MHz,4,100.00 %,22.00 %,252.41 W,9.32 W,0.00 GB/s,12.50 %,16,67.00 °C,0.08 GB/s,1095 MHz,100.00 %,70.00 %,94.56 %,1512 MHz,16.90 %,0.04 GB/s,5.6 %,110.30 W,3.4 %,67.00 °C
2025-05-07 16:36:14.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1170 MHz,4,100.00 %,22.00 %,300.54 W,9.39 W,0.00 GB/s,12.40 %,16,69.00 °C,0.08 GB/s,1170 MHz,100.00 %,91.40 %,94.56 %,1512 MHz,17.40 %,0.04 GB/s,5.6 %,102.55 W,3.1 %,66.00 °C
2025-05-07 16:36:14.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1170 MHz,4,100.00 %,35.00 %,300.54 W,9.33 W,0.00 GB/s,12.40 %,16,67.00 °C,0.08 GB/s,1170 MHz,99.90 %,93.70 %,94.56 %,1512 MHz,17.00 %,0.04 GB/s,5.6 %,104.86 W,5.2 %,68.00 °C
2025-05-07 16:36:14.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1065 MHz,4,100.00 %,35.00 %,310.94 W,9.25 W,0.00 GB/s,12.50 %,16,67.00 °C,0.08 GB/s,1065 MHz,100.00 %,70.10 %,94.56 %,1512 MHz,14.80 %,0.04 GB/s,5.6 %,109.34 W,3.4 %,68.00 °C
2025-05-07 16:36:14.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1185 MHz,4,100.00 %,23.00 %,301.02 W,9.41 W,0.00 GB/s,12.50 %,16,69.00 °C,0.09 GB/s,1185 MHz,100.00 %,69.80 %,94.56 %,1512 MHz,14.00 %,0.04 GB/s,5.6 %,106.17 W,3.7 %,67.00 °C
2025-05-07 16:36:14.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1200 MHz,4,100.00 %,23.00 %,234.65 W,9.12 W,0.00 GB/s,12.40 %,16,67.00 °C,0.03 GB/s,1200 MHz,100.00 %,91.00 %,94.56 %,1512 MHz,17.60 %,0.02 GB/s,5.6 %,104.99 W,3.4 %,68.00 °C
2025-05-07 16:36:14.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1200 MHz,4,100.00 %,30.00 %,305.11 W,9.27 W,0.00 GB/s,12.50 %,16,67.00 °C,0.08 GB/s,1200 MHz,99.80 %,92.30 %,94.56 %,1512 MHz,19.70 %,0.03 GB/s,5.6 %,104.96 W,3.4 %,68.00 °C
2025-05-07 16:36:14.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,100.00 %,28.00 %,100.67 W,9.40 W,0.00 GB/s,0.00 %,16,65.00 °C,0.11 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.04 GB/s,5.6 %,112.08 W,3.7 %,65.00 °C
2025-05-07 16:36:14.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1230 MHz,4,96.00 %,8.00 %,339.97 W,9.41 W,0.00 GB/s,0.00 %,16,67.00 °C,0.12 GB/s,1230 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,143.78 W,4.3 %,63.00 °C
2025-05-07 16:36:15.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,96.00 %,8.00 %,83.66 W,9.30 W,0.00 GB/s,0.00 %,16,65.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,145.46 W,1.5 %,62.00 °C
2025-05-07 16:36:15.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,50.00 %,10.00 %,87.90 W,9.34 W,0.00 GB/s,0.00 %,16,65.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,134.79 W,2.2 %,62.00 °C
2025-05-07 16:36:15.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,50.00 %,10.00 %,97.60 W,9.03 W,0.00 GB/s,0.00 %,16,65.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,142.77 W,2.5 %,62.00 °C
2025-05-07 16:36:15.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,98.78 W,9.02 W,0.00 GB/s,0.00 %,16,65.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,151.22 W,1.8 %,62.00 °C
2025-05-07 16:36:15.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,97.20 W,8.98 W,0.00 GB/s,0.00 %,16,65.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,147.98 W,2.8 %,62.00 °C
2025-05-07 16:36:15.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,96.02 W,9.12 W,0.00 GB/s,0.00 %,16,65.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,145.00 W,1.9 %,62.00 °C
2025-05-07 16:36:15.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,95.37 W,9.14 W,0.00 GB/s,0.00 %,16,63.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,148.37 W,2.1 %,61.00 °C
2025-05-07 16:36:15.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,95.14 W,9.27 W,0.00 GB/s,0.00 %,16,63.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,150.47 W,2.8 %,61.00 °C
2025-05-07 16:36:15.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,95.14 W,9.01 W,0.00 GB/s,0.00 %,16,63.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,150.74 W,1.2 %,61.00 °C
2025-05-07 16:36:16.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,95.14 W,9.22 W,0.00 GB/s,0.00 %,16,63.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,145.98 W,1.6 %,61.00 °C
2025-05-07 16:36:16.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,95.17 W,9.00 W,0.00 GB/s,0.00 %,16,63.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,147.67 W,1.9 %,61.00 °C
2025-05-07 16:36:16.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,95.14 W,8.98 W,0.00 GB/s,0.00 %,16,63.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,147.06 W,1.5 %,61.00 °C
2025-05-07 16:36:16.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,95.04 W,9.19 W,0.00 GB/s,0.00 %,16,63.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,150.24 W,1.9 %,61.00 °C
2025-05-07 16:36:16.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,95.04 W,9.19 W,0.00 GB/s,0.00 %,16,63.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,147.92 W,1.2 %,61.00 °C
2025-05-07 16:36:16.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,95.27 W,9.23 W,0.00 GB/s,0.00 %,16,63.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,148.87 W,3.1 %,61.00 °C
2025-05-07 16:36:16.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,95.04 W,9.16 W,0.00 GB/s,0.00 %,16,63.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,145.76 W,2.2 %,61.00 °C
2025-05-07 16:36:16.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,94.98 W,9.11 W,0.00 GB/s,0.00 %,16,63.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,146.06 W,1.9 %,61.00 °C
2025-05-07 16:36:16.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,95.07 W,9.21 W,0.00 GB/s,0.00 %,16,63.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,145.78 W,3.1 %,61.00 °C
2025-05-07 16:36:16.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,95.07 W,9.16 W,0.00 GB/s,0.00 %,16,63.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,146.49 W,2.2 %,61.00 °C
2025-05-07 16:36:17.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,94.98 W,9.12 W,0.00 GB/s,0.00 %,16,63.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,152.24 W,1.2 %,61.00 °C
2025-05-07 16:36:17.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,95.07 W,9.06 W,0.00 GB/s,0.00 %,16,63.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,147.90 W,1.8 %,61.00 °C
2025-05-07 16:36:17.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,94.98 W,9.11 W,0.00 GB/s,0.00 %,16,63.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,148.52 W,1.5 %,61.00 °C
2025-05-07 16:36:17.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,95.17 W,9.06 W,0.00 GB/s,0.00 %,16,63.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,150.45 W,1.9 %,61.00 °C
2025-05-07 16:36:17.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,94.77 W,9.11 W,0.00 GB/s,0.00 %,16,63.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,149.29 W,1.5 %,61.00 °C
2025-05-07 16:36:17.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,95.07 W,9.18 W,0.00 GB/s,0.00 %,16,63.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,152.08 W,1.6 %,61.00 °C
2025-05-07 16:36:17.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 GB/s,1410 MHz,4,0.00 %,0.00 %,94.87 W,9.17 W,0.00 GB/s,0.00 %,16,63.00 °C,0.12 GB/s,1410 MHz,0.00 %,0.00 %,90.02 %,1512 MHz,0.00 %,0.05 GB/s,5.6 %,147.52 W,1.9 %,60.00 °C
