timestamp,task_name,name,index,cpu_usage,cpu_power,tensor_active,utilization.memory [%],dram_active,temperature.memory,clocks.current.memory [MHz],utilization.gpu [%],clocks.current.sm [MHz],clocks.current.graphics [MHz],dram_power,pcie_rx_bytes,power.draw [W],pcie.link.gen.current,dram_usage,nvlink_rx_bytes,usage.memory [%],pcie_tx_bytes,sm_occupancy,temperature.gpu,pcie.link.width.current,sm_active,nvlink_tx_bytes
2025-05-07 14:34:47.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.0 %,112.00 W,90.80 %,24.00 %,15.60 %,65.00 °C,1512 MHz,100.00 %,1170 MHz,1170 MHz,9.18 W,0.04 GB/s,291.56 W,4,5.5 %,0.00 GB/s,94.56 %,0.08 GB/s,12.40 %,64.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:34:47.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.0 %,113.57 W,91.80 %,29.00 %,16.80 %,65.00 °C,1512 MHz,100.00 %,1080 MHz,1080 MHz,9.19 W,0.04 GB/s,312.59 W,4,5.5 %,0.00 GB/s,94.56 %,0.08 GB/s,12.40 %,65.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:34:47.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,137.71 W,70.00 %,29.00 %,13.60 %,65.00 °C,1512 MHz,100.00 %,1110 MHz,1110 MHz,9.16 W,0.04 GB/s,300.92 W,4,5.5 %,0.00 GB/s,94.56 %,0.09 GB/s,12.50 %,64.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:34:47.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,5.7 %,145.25 W,91.40 %,29.00 %,17.80 %,65.00 °C,1512 MHz,100.00 %,1170 MHz,1170 MHz,9.20 W,0.04 GB/s,300.92 W,4,5.5 %,0.00 GB/s,94.56 %,0.08 GB/s,12.40 %,64.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:34:48.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.0 %,141.29 W,90.40 %,28.00 %,20.10 %,65.00 °C,1512 MHz,100.00 %,1170 MHz,1170 MHz,9.22 W,0.04 GB/s,310.44 W,4,5.5 %,0.00 GB/s,94.56 %,0.08 GB/s,12.50 %,65.00 °C,16,99.90 %,0.00 GB/s
2025-05-07 14:34:48.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,150.68 W,70.00 %,28.00 %,14.60 %,65.00 °C,1512 MHz,100.00 %,1080 MHz,1080 MHz,9.24 W,0.05 GB/s,345.05 W,4,5.5 %,0.00 GB/s,94.56 %,0.09 GB/s,12.50 %,65.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:34:48.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,145.72 W,70.10 %,25.00 %,14.70 %,65.00 °C,1512 MHz,100.00 %,1080 MHz,1080 MHz,8.93 W,0.04 GB/s,271.37 W,4,5.5 %,0.00 GB/s,94.56 %,0.09 GB/s,12.50 %,63.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:34:48.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,130.67 W,90.40 %,25.00 %,20.20 %,65.00 °C,1512 MHz,100.00 %,1185 MHz,1185 MHz,9.05 W,0.04 GB/s,307.71 W,4,5.5 %,0.00 GB/s,94.56 %,0.08 GB/s,12.40 %,65.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:34:48.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,123.86 W,90.70 %,24.00 %,21.90 %,65.00 °C,1512 MHz,100.00 %,1125 MHz,1125 MHz,9.27 W,0.04 GB/s,281.86 W,4,5.6 %,0.00 GB/s,94.56 %,0.08 GB/s,12.40 %,65.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:34:48.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,118.22 W,70.10 %,24.00 %,12.50 %,65.00 °C,1512 MHz,100.00 %,1110 MHz,1110 MHz,9.09 W,0.04 GB/s,278.51 W,4,5.6 %,0.00 GB/s,94.56 %,0.09 GB/s,12.50 %,65.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:34:48.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,105.82 W,26.60 %,30.00 %,65.10 %,65.00 °C,1512 MHz,100.00 %,1170 MHz,1170 MHz,9.30 W,0.04 GB/s,220.97 W,4,5.6 %,0.00 GB/s,94.56 %,0.06 GB/s,62.60 %,64.00 °C,16,95.50 %,0.00 GB/s
2025-05-07 14:34:48.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,107.94 W,91.10 %,30.00 %,18.50 %,65.00 °C,1512 MHz,100.00 %,1170 MHz,1170 MHz,9.39 W,0.04 GB/s,307.15 W,4,5.6 %,0.00 GB/s,94.56 %,0.08 GB/s,12.50 %,65.00 °C,16,99.90 %,0.00 GB/s
2025-05-07 14:34:48.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.0 %,107.05 W,70.00 %,30.00 %,15.60 %,65.00 °C,1512 MHz,100.00 %,1065 MHz,1065 MHz,9.19 W,0.04 GB/s,347.12 W,4,5.6 %,0.00 GB/s,94.56 %,0.09 GB/s,12.50 %,65.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:34:48.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.3 %,108.08 W,69.80 %,26.00 %,16.00 %,65.00 °C,1512 MHz,100.00 %,1170 MHz,1170 MHz,9.27 W,0.04 GB/s,347.12 W,4,5.6 %,0.00 GB/s,94.56 %,0.08 GB/s,12.50 %,65.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:34:49.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.8 %,105.03 W,91.10 %,26.00 %,15.20 %,65.00 °C,1512 MHz,100.00 %,1170 MHz,1170 MHz,9.29 W,0.04 GB/s,305.40 W,4,5.6 %,0.00 GB/s,94.56 %,0.08 GB/s,12.40 %,65.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:34:49.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,107.78 W,90.70 %,27.00 %,22.10 %,65.00 °C,1512 MHz,100.00 %,1050 MHz,1050 MHz,9.28 W,0.04 GB/s,280.84 W,4,5.6 %,0.00 GB/s,94.56 %,0.08 GB/s,12.40 %,65.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:34:49.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,5.0 %,105.97 W,70.10 %,27.00 %,13.90 %,65.00 °C,1512 MHz,100.00 %,1065 MHz,1065 MHz,9.23 W,0.04 GB/s,277.80 W,4,5.6 %,0.00 GB/s,94.56 %,0.08 GB/s,12.50 %,64.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:34:49.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.1 %,107.41 W,90.90 %,31.00 %,23.50 %,65.00 °C,1512 MHz,100.00 %,1065 MHz,1065 MHz,9.29 W,0.04 GB/s,240.16 W,4,5.6 %,0.00 GB/s,94.56 %,0.08 GB/s,12.40 %,65.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:34:49.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,5.1 %,112.47 W,90.60 %,31.00 %,18.80 %,65.00 °C,1512 MHz,100.00 %,1170 MHz,1170 MHz,9.18 W,0.04 GB/s,307.34 W,4,5.6 %,0.00 GB/s,94.56 %,0.08 GB/s,12.50 %,65.00 °C,16,99.90 %,0.00 GB/s
2025-05-07 14:34:49.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,116.19 W,69.90 %,22.00 %,15.40 %,65.00 °C,1512 MHz,100.00 %,1065 MHz,1065 MHz,9.28 W,0.04 GB/s,317.04 W,4,5.6 %,0.00 GB/s,94.56 %,0.09 GB/s,12.50 %,65.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:34:49.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,118.07 W,70.00 %,22.00 %,16.50 %,65.00 °C,1512 MHz,100.00 %,1080 MHz,1080 MHz,9.13 W,0.04 GB/s,316.94 W,4,5.6 %,0.00 GB/s,94.56 %,0.09 GB/s,12.50 %,65.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:34:49.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,122.84 W,91.10 %,35.00 %,15.40 %,65.00 °C,1512 MHz,100.00 %,1170 MHz,1170 MHz,9.12 W,0.04 GB/s,305.49 W,4,5.6 %,0.00 GB/s,94.56 %,0.08 GB/s,12.40 %,65.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:34:49.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,114.88 W,91.70 %,35.00 %,16.60 %,65.00 °C,1512 MHz,100.00 %,1065 MHz,1065 MHz,9.29 W,0.04 GB/s,329.38 W,4,5.6 %,0.00 GB/s,94.56 %,0.08 GB/s,12.40 %,65.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:34:49.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,108.12 W,70.00 %,35.00 %,14.60 %,65.00 °C,1512 MHz,100.00 %,1050 MHz,1050 MHz,9.21 W,0.04 GB/s,329.38 W,4,5.6 %,0.00 GB/s,94.56 %,0.08 GB/s,12.50 %,64.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:34:50.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,105.56 W,2.70 %,24.00 %,44.30 %,65.00 °C,1512 MHz,100.00 %,1170 MHz,1170 MHz,9.25 W,0.04 GB/s,284.25 W,4,5.6 %,0.00 GB/s,94.56 %,0.08 GB/s,92.80 %,65.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:34:50.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,106.69 W,90.90 %,24.00 %,19.30 %,65.00 °C,1512 MHz,100.00 %,1170 MHz,1170 MHz,9.13 W,0.04 GB/s,305.78 W,4,5.5 %,0.00 GB/s,94.56 %,0.08 GB/s,12.50 %,65.00 °C,16,99.90 %,0.00 GB/s
2025-05-07 14:34:50.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,104.01 W,69.70 %,29.00 %,15.40 %,65.00 °C,1512 MHz,100.00 %,1080 MHz,1080 MHz,9.37 W,0.04 GB/s,326.17 W,4,5.6 %,0.00 GB/s,94.56 %,0.09 GB/s,12.50 %,65.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:34:50.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,5.9 %,106.39 W,70.00 %,29.00 %,15.60 %,65.00 °C,1512 MHz,100.00 %,1125 MHz,1125 MHz,9.50 W,0.04 GB/s,320.25 W,4,5.5 %,0.00 GB/s,94.56 %,0.08 GB/s,12.50 %,65.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:34:50.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,6.5 %,114.64 W,91.20 %,26.00 %,15.40 %,65.00 °C,1512 MHz,100.00 %,1170 MHz,1170 MHz,9.28 W,0.04 GB/s,309.68 W,4,5.5 %,0.00 GB/s,94.56 %,0.08 GB/s,12.40 %,65.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:34:50.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.6 %,104.08 W,0.00 %,26.00 %,24.50 %,65.00 °C,1512 MHz,100.00 %,1080 MHz,1080 MHz,9.46 W,0.04 GB/s,294.01 W,4,5.5 %,0.00 GB/s,94.56 %,0.07 GB/s,63.20 %,65.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:34:50.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.3 %,104.58 W,69.90 %,31.00 %,13.60 %,65.00 °C,1512 MHz,100.00 %,1110 MHz,1110 MHz,9.26 W,0.04 GB/s,277.61 W,4,5.5 %,0.00 GB/s,94.56 %,0.09 GB/s,12.50 %,64.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:34:50.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,114.51 W,90.60 %,31.00 %,20.70 %,65.00 °C,1512 MHz,100.00 %,1170 MHz,1170 MHz,9.16 W,0.04 GB/s,280.85 W,4,5.6 %,0.00 GB/s,94.56 %,0.08 GB/s,12.40 %,66.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:34:50.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,113.76 W,2.80 %,26.00 %,42.00 %,65.00 °C,1512 MHz,100.00 %,1155 MHz,1155 MHz,9.38 W,0.04 GB/s,308.90 W,4,5.5 %,0.00 GB/s,94.56 %,0.08 GB/s,92.70 %,65.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:34:50.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.6 %,106.66 W,70.00 %,26.00 %,14.80 %,65.00 °C,1512 MHz,100.00 %,1110 MHz,1110 MHz,9.28 W,0.05 GB/s,305.39 W,4,5.6 %,0.00 GB/s,94.56 %,0.09 GB/s,12.50 %,65.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:34:51.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,103.23 W,90.40 %,31.00 %,16.20 %,65.00 °C,1512 MHz,100.00 %,1170 MHz,1170 MHz,9.27 W,0.04 GB/s,307.53 W,4,5.5 %,0.00 GB/s,94.56 %,0.08 GB/s,12.40 %,64.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:34:51.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,107.24 W,1.50 %,31.00 %,78.40 %,65.00 °C,1512 MHz,100.00 %,1140 MHz,1140 MHz,9.22 W,0.04 GB/s,296.34 W,4,5.5 %,0.00 GB/s,94.56 %,0.05 GB/s,79.10 %,66.00 °C,16,88.40 %,0.00 GB/s
2025-05-07 14:34:51.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,104.92 W,70.00 %,31.00 %,13.90 %,65.00 °C,1512 MHz,100.00 %,1080 MHz,1080 MHz,9.31 W,0.04 GB/s,285.81 W,4,5.5 %,0.00 GB/s,94.56 %,0.09 GB/s,12.50 %,65.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:34:51.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.8 %,109.89 W,70.00 %,24.00 %,13.40 %,65.00 °C,1512 MHz,100.00 %,1170 MHz,1170 MHz,9.18 W,0.04 GB/s,285.81 W,4,5.5 %,0.00 GB/s,94.56 %,0.09 GB/s,12.50 %,65.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:34:51.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,105.24 W,90.60 %,24.00 %,20.00 %,65.00 °C,1512 MHz,100.00 %,1155 MHz,1155 MHz,9.29 W,0.04 GB/s,294.59 W,4,5.5 %,0.00 GB/s,94.56 %,0.08 GB/s,12.40 %,66.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:34:51.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.9 %,111.02 W,0.00 %,29.00 %,27.90 %,65.00 °C,1512 MHz,100.00 %,1155 MHz,1155 MHz,9.36 W,0.04 GB/s,310.06 W,4,5.5 %,0.00 GB/s,94.56 %,0.08 GB/s,100.00 %,66.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:34:51.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.0 %,117.72 W,69.90 %,29.00 %,13.00 %,65.00 °C,1512 MHz,100.00 %,1185 MHz,1185 MHz,9.13 W,0.04 GB/s,295.46 W,4,5.5 %,0.00 GB/s,94.56 %,0.09 GB/s,12.50 %,65.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:34:51.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,5.0 %,119.78 W,91.00 %,28.00 %,18.40 %,65.00 °C,1512 MHz,100.00 %,1185 MHz,1185 MHz,9.18 W,0.04 GB/s,272.24 W,4,5.5 %,0.00 GB/s,94.56 %,0.09 GB/s,12.40 %,65.00 °C,16,100.00 %,0.00 GB/s
2025-05-07 14:34:51.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.9 %,116.01 W,0.00 %,28.00 %,2.10 %,65.00 °C,1512 MHz,100.00 %,1215 MHz,1215 MHz,9.30 W,0.02 GB/s,306.37 W,4,5.5 %,0.00 GB/s,94.56 %,0.05 GB/s,0.00 %,65.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:52.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.5 %,105.23 W,92.30 %,27.00 %,18.50 %,63.00 °C,1512 MHz,99.00 %,1410 MHz,1410 MHz,9.27 W,0.04 GB/s,96.22 W,4,5.5 %,0.00 GB/s,90.02 %,0.09 GB/s,12.50 %,61.00 °C,16,99.80 %,0.00 GB/s
2025-05-07 14:34:52.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.2 %,108.54 W,0.00 %,27.00 %,0.00 %,63.00 °C,1512 MHz,99.00 %,1245 MHz,1245 MHz,9.12 W,0.05 GB/s,331.45 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,63.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:52.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,113.35 W,0.00 %,27.00 %,0.00 %,63.00 °C,1512 MHz,99.00 %,1395 MHz,1395 MHz,9.14 W,0.05 GB/s,83.26 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,62.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:52.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,113.74 W,0.00 %,9.00 %,0.00 %,63.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,9.33 W,0.05 GB/s,83.26 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,60.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:52.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,116.90 W,0.00 %,9.00 %,0.00 %,63.00 °C,1512 MHz,100.00 %,1410 MHz,1410 MHz,9.36 W,0.05 GB/s,96.62 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,60.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:52.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.5 %,113.22 W,0.00 %,0.00 %,0.00 %,63.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.23 W,0.05 GB/s,84.64 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,60.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:52.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.0 %,122.70 W,0.00 %,0.00 %,0.00 %,61.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.26 W,0.05 GB/s,87.70 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,59.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:52.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.5 %,140.68 W,0.00 %,0.00 %,0.00 %,61.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.01 W,0.05 GB/s,83.67 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,59.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:52.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.5 %,144.19 W,0.00 %,0.00 %,0.00 %,61.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.23 W,0.05 GB/s,82.96 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,59.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:53.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,151.67 W,0.00 %,0.00 %,0.00 %,61.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.09 W,0.05 GB/s,83.06 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,59.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:53.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,149.56 W,0.00 %,0.00 %,0.00 %,61.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.17 W,0.05 GB/s,92.77 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,59.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:53.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,147.51 W,0.00 %,0.00 %,0.00 %,61.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.20 W,0.05 GB/s,81.88 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,59.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:53.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,151.05 W,0.00 %,0.00 %,0.00 %,61.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.11 W,0.05 GB/s,81.88 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,59.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:53.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.6 %,145.09 W,0.00 %,0.00 %,0.00 %,61.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,8.91 W,0.05 GB/s,81.78 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,59.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:53.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,139.36 W,0.00 %,0.00 %,0.00 %,61.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.18 W,0.05 GB/s,81.88 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,59.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:53.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,145.26 W,0.00 %,0.00 %,0.00 %,61.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.01 W,0.05 GB/s,92.58 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,58.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:53.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.5 %,148.61 W,0.00 %,0.00 %,0.00 %,61.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.22 W,0.05 GB/s,81.98 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,58.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:53.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.2 %,146.92 W,0.00 %,0.00 %,0.00 %,61.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.28 W,0.05 GB/s,81.88 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,58.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:54.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,147.47 W,0.00 %,0.00 %,0.00 %,61.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.08 W,0.05 GB/s,81.98 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,58.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:54.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,145.84 W,0.00 %,0.00 %,0.00 %,61.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.17 W,0.05 GB/s,81.98 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,58.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:54.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,153.77 W,0.00 %,0.00 %,0.00 %,61.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.07 W,0.05 GB/s,81.98 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,58.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:54.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.8 %,150.85 W,0.00 %,0.00 %,0.00 %,61.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.37 W,0.05 GB/s,81.98 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,58.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:54.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,148.43 W,0.00 %,0.00 %,0.00 %,61.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.32 W,0.05 GB/s,81.59 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,58.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:54.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,7.6 %,149.61 W,0.00 %,0.00 %,0.00 %,61.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.38 W,0.05 GB/s,81.78 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,58.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:54.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.8 %,144.48 W,0.00 %,0.00 %,0.00 %,61.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.22 W,0.05 GB/s,81.59 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,58.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:54.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.5 %,149.15 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.15 W,0.05 GB/s,81.52 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,58.00 °C,16,0.00 %,0.00 GB/s
2025-05-07 14:34:54.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.2 %,147.18 W,0.00 %,0.00 %,0.00 %,59.00 °C,1512 MHz,0.00 %,1410 MHz,1410 MHz,9.36 W,0.05 GB/s,84.84 W,4,5.5 %,0.00 GB/s,90.02 %,0.12 GB/s,0.00 %,58.00 °C,16,0.00 %,0.00 GB/s
