timestamp,task_name,name,index,dram_power,nvlink_tx_bytes,dram_active,pcie_tx_bytes,utilization.memory [%],usage.memory [%],clocks.current.memory [MHz],clocks.current.graphics [MHz],nvlink_rx_bytes,temperature.gpu,utilization.gpu [%],sm_occupancy,tensor_active,dram_usage,cpu_power,power.draw [W],temperature.memory,pcie.link.gen.current,pcie.link.width.current,clocks.current.sm [MHz],cpu_usage,sm_active,pcie_rx_bytes
2025-05-07 17:17:30.0,sleep,NVIDIA A800 80GB PCIe,0,9.27 W,0.00 GB/s,0.00 %,0.11 GB/s,0.00 %,0.00 %,1512 MHz,1305 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,140.41 W,58.45 W,35.00 °C,4,16,1305 MHz,2.5 %,0.00 %,0.05 GB/s
2025-05-07 17:17:30.1,sleep,NVIDIA A800 80GB PCIe,0,9.48 W,0.00 GB/s,0.00 %,0.11 GB/s,0.00 %,0.00 %,1512 MHz,1305 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,142.29 W,64.57 W,35.00 °C,4,16,1305 MHz,6.2 %,0.00 %,0.05 GB/s
2025-05-07 17:17:30.2,sleep,NVIDIA A800 80GB PCIe,0,9.37 W,0.00 GB/s,0.00 %,0.12 GB/s,0.00 %,0.00 %,1512 MHz,1305 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,141.24 W,60.12 W,35.00 °C,4,16,1305 MHz,5.3 %,0.00 %,0.05 GB/s
2025-05-07 17:17:30.3,sleep,NVIDIA A800 80GB PCIe,0,9.59 W,0.00 GB/s,0.00 %,0.11 GB/s,0.00 %,0.00 %,1512 MHz,1305 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,142.71 W,60.33 W,35.00 °C,4,16,1305 MHz,4.8 %,0.00 %,0.05 GB/s
2025-05-07 17:17:30.4,sleep,NVIDIA A800 80GB PCIe,0,9.24 W,0.00 GB/s,0.00 %,0.11 GB/s,0.00 %,0.00 %,1512 MHz,1305 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,141.86 W,60.83 W,35.00 °C,4,16,1305 MHz,3.4 %,0.00 %,0.05 GB/s
2025-05-07 17:17:30.5,sleep,NVIDIA A800 80GB PCIe,0,9.30 W,0.00 GB/s,0.00 %,0.11 GB/s,0.00 %,0.00 %,1512 MHz,1305 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,140.93 W,60.42 W,35.00 °C,4,16,1305 MHz,5.2 %,0.00 %,0.05 GB/s
2025-05-07 17:17:30.6,sleep,NVIDIA A800 80GB PCIe,0,10.18 W,0.00 GB/s,0.00 %,0.11 GB/s,0.00 %,0.00 %,1512 MHz,1305 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,140.16 W,60.53 W,35.00 °C,4,16,1305 MHz,8.6 %,0.00 %,0.05 GB/s
2025-05-07 17:17:30.7,sleep,NVIDIA A800 80GB PCIe,0,9.52 W,0.00 GB/s,0.00 %,0.11 GB/s,0.00 %,0.00 %,1512 MHz,1305 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,141.50 W,61.41 W,35.00 °C,4,16,1305 MHz,3.7 %,0.00 %,0.05 GB/s
2025-05-07 17:17:30.8,sleep,NVIDIA A800 80GB PCIe,0,9.40 W,0.00 GB/s,0.00 %,0.11 GB/s,0.00 %,0.00 %,1512 MHz,1305 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,142.16 W,65.15 W,35.00 °C,4,16,1305 MHz,4.7 %,0.00 %,0.05 GB/s
2025-05-07 17:17:30.9,sleep,NVIDIA A800 80GB PCIe,0,9.64 W,0.00 GB/s,0.00 %,0.11 GB/s,0.00 %,0.00 %,1512 MHz,1305 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,138.60 W,65.15 W,35.00 °C,4,16,1305 MHz,4.3 %,0.00 %,0.05 GB/s
2025-05-07 17:17:31.0,sleep,NVIDIA A800 80GB PCIe,0,9.39 W,0.00 GB/s,0.00 %,0.11 GB/s,0.00 %,0.00 %,1512 MHz,1230 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,144.32 W,60.12 W,35.00 °C,4,16,1230 MHz,4.6 %,0.00 %,0.05 GB/s
2025-05-07 17:17:31.1,sleep,NVIDIA A800 80GB PCIe,0,9.09 W,0.00 GB/s,0.00 %,0.12 GB/s,0.00 %,0.00 %,1512 MHz,1230 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,140.38 W,59.34 W,35.00 °C,4,16,1230 MHz,1.5 %,0.00 %,0.05 GB/s
2025-05-07 17:17:31.2,sleep,NVIDIA A800 80GB PCIe,0,9.11 W,0.00 GB/s,0.00 %,0.11 GB/s,0.00 %,0.00 %,1512 MHz,1230 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,142.04 W,56.60 W,35.00 °C,4,16,1230 MHz,1.9 %,0.00 %,0.05 GB/s
2025-05-07 17:17:31.3,sleep,NVIDIA A800 80GB PCIe,0,8.99 W,0.00 GB/s,0.00 %,0.11 GB/s,0.00 %,0.00 %,1512 MHz,1230 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,141.29 W,56.60 W,35.00 °C,4,16,1230 MHz,2.8 %,0.00 %,0.05 GB/s
2025-05-07 17:17:31.4,sleep,NVIDIA A800 80GB PCIe,0,9.47 W,0.00 GB/s,0.00 %,0.11 GB/s,0.00 %,0.00 %,1512 MHz,1230 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,141.99 W,56.10 W,35.00 °C,4,16,1230 MHz,3.7 %,0.00 %,0.05 GB/s
2025-05-07 17:17:31.5,sleep,NVIDIA A800 80GB PCIe,0,9.30 W,0.00 GB/s,0.00 %,0.11 GB/s,0.00 %,0.00 %,1512 MHz,1230 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,141.84 W,56.31 W,35.00 °C,4,16,1230 MHz,2.5 %,0.00 %,0.04 GB/s
2025-05-07 17:17:31.6,sleep,NVIDIA A800 80GB PCIe,0,8.94 W,0.00 GB/s,0.00 %,0.11 GB/s,0.00 %,0.00 %,1512 MHz,1230 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,143.32 W,56.00 W,35.00 °C,4,16,1230 MHz,2.2 %,0.00 %,0.05 GB/s
2025-05-07 17:17:31.7,sleep,NVIDIA A800 80GB PCIe,0,9.12 W,0.00 GB/s,0.00 %,0.12 GB/s,0.00 %,0.00 %,1512 MHz,1215 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,141.03 W,55.53 W,35.00 °C,4,16,1215 MHz,1.5 %,0.00 %,0.05 GB/s
2025-05-07 17:17:31.8,sleep,NVIDIA A800 80GB PCIe,0,9.01 W,0.00 GB/s,0.00 %,0.12 GB/s,0.00 %,0.00 %,1512 MHz,1215 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,140.67 W,55.12 W,35.00 °C,4,16,1215 MHz,2.5 %,0.00 %,0.05 GB/s
2025-05-07 17:17:31.9,sleep,NVIDIA A800 80GB PCIe,0,8.94 W,0.00 GB/s,0.00 %,0.12 GB/s,0.00 %,0.00 %,1512 MHz,1215 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,140.42 W,54.73 W,35.00 °C,4,16,1215 MHz,1.8 %,0.00 %,0.05 GB/s
2025-05-07 17:17:32.0,sleep,NVIDIA A800 80GB PCIe,0,9.00 W,0.00 GB/s,0.00 %,0.12 GB/s,0.00 %,0.00 %,1512 MHz,1215 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,142.84 W,54.52 W,35.00 °C,4,16,1215 MHz,1.9 %,0.00 %,0.05 GB/s
2025-05-07 17:17:32.1,sleep,NVIDIA A800 80GB PCIe,0,8.93 W,0.00 GB/s,0.00 %,0.10 GB/s,0.00 %,0.00 %,1512 MHz,1200 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,142.50 W,54.53 W,35.00 °C,4,16,1200 MHz,0.6 %,0.00 %,0.04 GB/s
2025-05-07 17:17:32.2,sleep,NVIDIA A800 80GB PCIe,0,9.79 W,0.00 GB/s,0.00 %,0.10 GB/s,0.00 %,0.00 %,1512 MHz,1200 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,141.14 W,54.05 W,35.00 °C,4,16,1200 MHz,7.7 %,0.00 %,0.04 GB/s
2025-05-07 17:17:32.3,sleep,NVIDIA A800 80GB PCIe,0,9.27 W,0.00 GB/s,0.00 %,0.11 GB/s,0.00 %,0.00 %,1512 MHz,1155 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,141.36 W,57.66 W,35.00 °C,4,16,1155 MHz,2.1 %,0.00 %,0.05 GB/s
2025-05-07 17:17:32.4,sleep,NVIDIA A800 80GB PCIe,0,8.98 W,0.00 GB/s,0.00 %,0.12 GB/s,0.00 %,0.00 %,1512 MHz,1155 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,143.43 W,55.91 W,35.00 °C,4,16,1155 MHz,1.8 %,0.00 %,0.05 GB/s
2025-05-07 17:17:32.5,sleep,NVIDIA A800 80GB PCIe,0,9.14 W,0.00 GB/s,0.00 %,0.12 GB/s,0.00 %,0.00 %,1512 MHz,1395 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,143.69 W,58.55 W,35.00 °C,4,16,1395 MHz,2.5 %,0.00 %,0.05 GB/s
2025-05-07 17:17:32.6,sleep,NVIDIA A800 80GB PCIe,0,9.11 W,0.00 GB/s,0.00 %,0.12 GB/s,0.00 %,0.00 %,1512 MHz,1395 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,141.77 W,69.19 W,35.00 °C,4,16,1395 MHz,2.8 %,0.00 %,0.05 GB/s
2025-05-07 17:17:32.7,sleep,NVIDIA A800 80GB PCIe,0,9.05 W,0.00 GB/s,0.00 %,0.12 GB/s,0.00 %,0.00 %,1512 MHz,1395 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,143.01 W,69.48 W,35.00 °C,4,16,1395 MHz,2.5 %,0.00 %,0.05 GB/s
2025-05-07 17:17:32.8,sleep,NVIDIA A800 80GB PCIe,0,9.04 W,0.00 GB/s,0.00 %,0.12 GB/s,0.00 %,0.00 %,1512 MHz,1395 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,143.32 W,68.99 W,35.00 °C,4,16,1395 MHz,1.9 %,0.00 %,0.05 GB/s
2025-05-07 17:17:32.9,sleep,NVIDIA A800 80GB PCIe,0,8.91 W,0.00 GB/s,0.00 %,0.12 GB/s,0.00 %,0.00 %,1512 MHz,1395 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,141.04 W,68.70 W,35.00 °C,4,16,1395 MHz,1.6 %,0.00 %,0.05 GB/s
2025-05-07 17:17:33.0,sleep,NVIDIA A800 80GB PCIe,0,9.06 W,0.00 GB/s,0.00 %,0.12 GB/s,0.00 %,0.00 %,1512 MHz,1395 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,141.78 W,68.80 W,35.00 °C,4,16,1395 MHz,2.5 %,0.00 %,0.05 GB/s
2025-05-07 17:17:33.1,sleep,NVIDIA A800 80GB PCIe,0,8.90 W,0.00 GB/s,0.00 %,0.12 GB/s,0.00 %,0.00 %,1512 MHz,1395 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,139.43 W,68.60 W,35.00 °C,4,16,1395 MHz,1.5 %,0.00 %,0.05 GB/s
2025-05-07 17:17:33.2,sleep,NVIDIA A800 80GB PCIe,0,8.97 W,0.00 GB/s,0.00 %,0.12 GB/s,0.00 %,0.00 %,1512 MHz,1395 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,143.69 W,68.41 W,35.00 °C,4,16,1395 MHz,1.6 %,0.00 %,0.05 GB/s
2025-05-07 17:17:33.3,sleep,NVIDIA A800 80GB PCIe,0,9.08 W,0.00 GB/s,0.00 %,0.12 GB/s,0.00 %,0.00 %,1512 MHz,1395 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,143.31 W,68.50 W,35.00 °C,4,16,1395 MHz,1.9 %,0.00 %,0.05 GB/s
2025-05-07 17:17:33.4,sleep,NVIDIA A800 80GB PCIe,0,9.03 W,0.00 GB/s,0.00 %,0.12 GB/s,0.00 %,0.00 %,1512 MHz,1395 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,142.92 W,68.38 W,35.00 °C,4,16,1395 MHz,1.2 %,0.00 %,0.05 GB/s
2025-05-07 17:17:33.5,sleep,NVIDIA A800 80GB PCIe,0,9.03 W,0.00 GB/s,0.00 %,0.12 GB/s,0.00 %,0.00 %,1512 MHz,1395 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,143.49 W,68.18 W,35.00 °C,4,16,1395 MHz,1.5 %,0.00 %,0.05 GB/s
2025-05-07 17:17:33.6,sleep,NVIDIA A800 80GB PCIe,0,8.88 W,0.00 GB/s,0.00 %,0.12 GB/s,0.00 %,0.00 %,1512 MHz,1395 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,140.06 W,67.21 W,35.00 °C,4,16,1395 MHz,2.1 %,0.00 %,0.05 GB/s
2025-05-07 17:17:33.7,sleep,NVIDIA A800 80GB PCIe,0,9.05 W,0.00 GB/s,0.00 %,0.12 GB/s,0.00 %,0.00 %,1512 MHz,1395 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,140.04 W,67.12 W,35.00 °C,4,16,1395 MHz,3.3 %,0.00 %,0.05 GB/s
2025-05-07 17:17:33.8,sleep,NVIDIA A800 80GB PCIe,0,9.07 W,0.00 GB/s,0.00 %,0.12 GB/s,0.00 %,0.00 %,1512 MHz,1395 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,140.41 W,67.31 W,35.00 °C,4,16,1395 MHz,1.2 %,0.00 %,0.05 GB/s
2025-05-07 17:17:33.9,sleep,NVIDIA A800 80GB PCIe,0,9.08 W,0.00 GB/s,0.00 %,0.12 GB/s,0.00 %,0.00 %,1512 MHz,1395 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,145.78 W,67.11 W,35.00 °C,4,16,1395 MHz,3.8 %,0.00 %,0.05 GB/s
2025-05-07 17:17:34.0,sleep,NVIDIA A800 80GB PCIe,0,9.12 W,0.00 GB/s,0.00 %,0.12 GB/s,0.00 %,0.00 %,1512 MHz,1395 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,140.36 W,72.82 W,35.00 °C,4,16,1395 MHz,2.2 %,0.00 %,0.05 GB/s
2025-05-07 17:17:34.1,sleep,NVIDIA A800 80GB PCIe,0,9.18 W,0.00 GB/s,0.00 %,0.12 GB/s,0.00 %,0.00 %,1512 MHz,1395 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,142.82 W,68.89 W,35.00 °C,4,16,1395 MHz,1.2 %,0.00 %,0.05 GB/s
2025-05-07 17:17:34.2,sleep,NVIDIA A800 80GB PCIe,0,9.09 W,0.00 GB/s,0.00 %,0.12 GB/s,0.00 %,0.00 %,1512 MHz,1395 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,142.40 W,65.26 W,35.00 °C,4,16,1395 MHz,1.6 %,0.00 %,0.05 GB/s
2025-05-07 17:17:34.3,sleep,NVIDIA A800 80GB PCIe,0,8.95 W,0.00 GB/s,0.00 %,0.12 GB/s,0.00 %,0.00 %,1512 MHz,1200 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,143.18 W,57.18 W,35.00 °C,4,16,1200 MHz,1.9 %,0.00 %,0.05 GB/s
2025-05-07 17:17:34.4,sleep,NVIDIA A800 80GB PCIe,0,9.11 W,0.00 GB/s,0.00 %,0.11 GB/s,0.00 %,0.00 %,1512 MHz,1200 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,144.32 W,57.47 W,35.00 °C,4,16,1200 MHz,1.6 %,0.00 %,0.04 GB/s
2025-05-07 17:17:34.5,sleep,NVIDIA A800 80GB PCIe,0,8.88 W,0.00 GB/s,0.00 %,0.11 GB/s,0.00 %,0.00 %,1512 MHz,1200 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,143.18 W,58.08 W,35.00 °C,4,16,1200 MHz,1.5 %,0.00 %,0.05 GB/s
2025-05-07 17:17:34.6,sleep,NVIDIA A800 80GB PCIe,0,8.98 W,0.00 GB/s,0.00 %,0.12 GB/s,0.00 %,0.00 %,1512 MHz,1200 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,142.32 W,56.31 W,35.00 °C,4,16,1200 MHz,1.9 %,0.00 %,0.05 GB/s
2025-05-07 17:17:34.7,sleep,NVIDIA A800 80GB PCIe,0,9.09 W,0.00 GB/s,0.00 %,0.12 GB/s,0.00 %,0.00 %,1512 MHz,1200 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,140.46 W,56.31 W,35.00 °C,4,16,1200 MHz,2.2 %,0.00 %,0.05 GB/s
2025-05-07 17:17:34.8,sleep,NVIDIA A800 80GB PCIe,0,9.21 W,0.00 GB/s,0.00 %,0.12 GB/s,0.00 %,0.00 %,1512 MHz,1185 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,141.42 W,54.52 W,35.00 °C,4,16,1185 MHz,2.2 %,0.00 %,0.05 GB/s
2025-05-07 17:17:34.9,sleep,NVIDIA A800 80GB PCIe,0,9.36 W,0.00 GB/s,0.00 %,0.12 GB/s,0.00 %,0.00 %,1512 MHz,1185 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,142.40 W,55.13 W,35.00 °C,4,16,1185 MHz,6.0 %,0.00 %,0.05 GB/s
2025-05-07 17:17:35.0,sleep,NVIDIA A800 80GB PCIe,0,9.26 W,0.00 GB/s,0.00 %,0.11 GB/s,0.00 %,0.00 %,1512 MHz,1185 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,143.33 W,55.31 W,35.00 °C,4,16,1185 MHz,5.3 %,0.00 %,0.05 GB/s
2025-05-07 17:17:35.1,sleep,NVIDIA A800 80GB PCIe,0,9.03 W,0.00 GB/s,0.00 %,0.11 GB/s,0.00 %,0.00 %,1512 MHz,1185 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,141.64 W,55.61 W,35.00 °C,4,16,1185 MHz,3.1 %,0.00 %,0.05 GB/s
2025-05-07 17:17:35.2,sleep,NVIDIA A800 80GB PCIe,0,9.07 W,0.00 GB/s,0.00 %,0.10 GB/s,0.00 %,0.00 %,1512 MHz,1185 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,143.04 W,56.99 W,35.00 °C,4,16,1185 MHz,1.6 %,0.00 %,0.05 GB/s
2025-05-07 17:17:35.3,sleep,NVIDIA A800 80GB PCIe,0,9.18 W,0.00 GB/s,0.00 %,0.12 GB/s,0.00 %,0.00 %,1512 MHz,1185 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,142.85 W,56.99 W,35.00 °C,4,16,1185 MHz,4.3 %,0.00 %,0.05 GB/s
2025-05-07 17:17:35.4,sleep,NVIDIA A800 80GB PCIe,0,9.00 W,0.00 GB/s,0.00 %,0.11 GB/s,0.00 %,0.00 %,1512 MHz,1275 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,140.54 W,57.28 W,35.00 °C,4,16,1275 MHz,2.2 %,0.00 %,0.05 GB/s
2025-05-07 17:17:35.5,sleep,NVIDIA A800 80GB PCIe,0,8.98 W,0.00 GB/s,0.00 %,0.11 GB/s,0.00 %,0.00 %,1512 MHz,1275 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,140.90 W,56.29 W,35.00 °C,4,16,1275 MHz,1.5 %,0.00 %,0.05 GB/s
2025-05-07 17:17:35.6,sleep,NVIDIA A800 80GB PCIe,0,9.08 W,0.00 GB/s,0.00 %,0.12 GB/s,0.00 %,0.00 %,1512 MHz,1275 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,141.96 W,58.36 W,35.00 °C,4,16,1275 MHz,2.2 %,0.00 %,0.05 GB/s
2025-05-07 17:17:35.7,sleep,NVIDIA A800 80GB PCIe,0,9.18 W,0.00 GB/s,0.00 %,0.11 GB/s,0.00 %,0.00 %,1512 MHz,1275 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,139.40 W,57.55 W,35.00 °C,4,16,1275 MHz,2.2 %,0.00 %,0.05 GB/s
2025-05-07 17:17:35.8,sleep,NVIDIA A800 80GB PCIe,0,9.04 W,0.00 GB/s,0.00 %,0.11 GB/s,0.00 %,0.00 %,1512 MHz,1275 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,142.63 W,58.16 W,35.00 °C,4,16,1275 MHz,0.0 %,0.00 %,0.05 GB/s
2025-05-07 17:17:35.9,sleep,NVIDIA A800 80GB PCIe,0,8.93 W,0.00 GB/s,0.00 %,0.11 GB/s,0.00 %,0.00 %,1512 MHz,1275 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,141.09 W,58.16 W,35.00 °C,4,16,1275 MHz,1.8 %,0.00 %,0.05 GB/s
2025-05-07 17:17:36.0,sleep,NVIDIA A800 80GB PCIe,0,9.00 W,0.00 GB/s,0.00 %,0.11 GB/s,0.00 %,0.00 %,1512 MHz,1275 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,141.48 W,61.71 W,35.00 °C,4,16,1275 MHz,2.5 %,0.00 %,0.05 GB/s
2025-05-07 17:17:36.1,sleep,NVIDIA A800 80GB PCIe,0,9.33 W,0.00 GB/s,0.00 %,0.11 GB/s,0.00 %,0.00 %,1512 MHz,1275 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,139.79 W,60.53 W,35.00 °C,4,16,1275 MHz,4.0 %,0.00 %,0.05 GB/s
2025-05-07 17:17:36.2,sleep,NVIDIA A800 80GB PCIe,0,9.23 W,0.00 GB/s,0.00 %,0.11 GB/s,0.00 %,0.00 %,1512 MHz,1275 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,140.12 W,62.69 W,35.00 °C,4,16,1275 MHz,3.4 %,0.00 %,0.05 GB/s
2025-05-07 17:17:36.3,sleep,NVIDIA A800 80GB PCIe,0,9.08 W,0.00 GB/s,0.00 %,0.11 GB/s,0.00 %,0.00 %,1512 MHz,1275 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,139.73 W,62.30 W,35.00 °C,4,16,1275 MHz,1.9 %,0.00 %,0.05 GB/s
2025-05-07 17:17:36.4,sleep,NVIDIA A800 80GB PCIe,0,8.82 W,0.00 GB/s,0.00 %,0.11 GB/s,0.00 %,0.00 %,1512 MHz,1275 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,139.68 W,62.59 W,35.00 °C,4,16,1275 MHz,1.5 %,0.00 %,0.05 GB/s
2025-05-07 17:17:36.5,sleep,NVIDIA A800 80GB PCIe,0,9.03 W,0.00 GB/s,0.00 %,0.11 GB/s,0.00 %,0.00 %,1512 MHz,1275 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,142.34 W,62.78 W,35.00 °C,4,16,1275 MHz,1.9 %,0.00 %,0.05 GB/s
2025-05-07 17:17:36.6,sleep,NVIDIA A800 80GB PCIe,0,8.98 W,0.00 GB/s,0.00 %,0.12 GB/s,0.00 %,0.00 %,1512 MHz,1275 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,142.36 W,61.62 W,35.00 °C,4,16,1275 MHz,1.8 %,0.00 %,0.05 GB/s
2025-05-07 17:17:36.7,sleep,NVIDIA A800 80GB PCIe,0,8.95 W,0.00 GB/s,0.00 %,0.11 GB/s,0.00 %,0.00 %,1512 MHz,1275 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,144.12 W,61.22 W,35.00 °C,4,16,1275 MHz,2.8 %,0.00 %,0.05 GB/s
2025-05-07 17:17:36.8,sleep,NVIDIA A800 80GB PCIe,0,8.97 W,0.00 GB/s,0.00 %,0.11 GB/s,0.00 %,0.00 %,1512 MHz,1275 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,139.31 W,61.62 W,35.00 °C,4,16,1275 MHz,1.9 %,0.00 %,0.05 GB/s
2025-05-07 17:17:36.9,sleep,NVIDIA A800 80GB PCIe,0,9.01 W,0.00 GB/s,0.00 %,0.11 GB/s,0.00 %,0.00 %,1512 MHz,1275 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,141.67 W,60.73 W,35.00 °C,4,16,1275 MHz,1.9 %,0.00 %,0.05 GB/s
2025-05-07 17:17:37.0,sleep,NVIDIA A800 80GB PCIe,0,8.93 W,0.00 GB/s,0.00 %,0.12 GB/s,0.00 %,0.00 %,1512 MHz,1275 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,144.56 W,60.92 W,35.00 °C,4,16,1275 MHz,1.9 %,0.00 %,0.05 GB/s
2025-05-07 17:17:37.1,sleep,NVIDIA A800 80GB PCIe,0,9.19 W,0.00 GB/s,0.00 %,0.11 GB/s,0.00 %,0.00 %,1512 MHz,1275 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,139.71 W,61.31 W,35.00 °C,4,16,1275 MHz,1.9 %,0.00 %,0.05 GB/s
2025-05-07 17:17:37.2,sleep,NVIDIA A800 80GB PCIe,0,9.04 W,0.00 GB/s,0.00 %,0.12 GB/s,0.00 %,0.00 %,1512 MHz,1275 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,143.37 W,60.63 W,35.00 °C,4,16,1275 MHz,2.5 %,0.00 %,0.05 GB/s
2025-05-07 17:17:37.3,sleep,NVIDIA A800 80GB PCIe,0,9.14 W,0.00 GB/s,0.00 %,0.11 GB/s,0.00 %,0.00 %,1512 MHz,1230 MHz,0.00 GB/s,33.00 °C,0.00 %,0.00 %,0.00 %,5.1 %,140.49 W,58.16 W,35.00 °C,4,16,1230 MHz,3.1 %,0.00 %,0.05 GB/s
