timestamp,task_name,name,index,power.draw [W],utilization.memory [%],temperature.memory,temperature.gpu,clocks.current.memory [MHz],cpu_power,pcie_tx_bytes,clocks.current.sm [MHz],nvlink_tx_bytes,pcie_rx_bytes,nvlink_rx_bytes,utilization.gpu [%],dram_active,dram_power,clocks.current.graphics [MHz],tensor_active,cpu_usage,usage.memory [%],dram_usage,pcie.link.gen.current,pcie.link.width.current,sm_occupancy,sm_active
2025-05-07 17:15:36.8,sleep,NVIDIA A800 80GB PCIe,0,71.46 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,83.42 W,0.10 GB/s,1410 MHz,0.00 GB/s,0.05 GB/s,0.00 GB/s,0.00 %,0.00 %,9.26 W,1410 MHz,0.00 %,1.2 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:36.9,sleep,NVIDIA A800 80GB PCIe,0,71.85 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,85.04 W,0.11 GB/s,1410 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.31 W,1410 MHz,0.00 %,2.5 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:37.0,sleep,NVIDIA A800 80GB PCIe,0,72.25 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,84.30 W,0.11 GB/s,1410 MHz,0.00 GB/s,0.05 GB/s,0.00 GB/s,0.00 %,0.00 %,9.29 W,1410 MHz,0.00 %,1.6 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:37.1,sleep,NVIDIA A800 80GB PCIe,0,72.45 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,81.97 W,0.11 GB/s,1410 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.16 W,1410 MHz,0.00 %,1.2 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:37.2,sleep,NVIDIA A800 80GB PCIe,0,71.85 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,82.50 W,0.10 GB/s,1410 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.32 W,1410 MHz,0.00 %,1.9 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:37.3,sleep,NVIDIA A800 80GB PCIe,0,72.05 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,81.97 W,0.11 GB/s,1410 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.32 W,1410 MHz,0.00 %,3.1 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:37.4,sleep,NVIDIA A800 80GB PCIe,0,72.75 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,81.82 W,0.11 GB/s,1410 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.12 W,1410 MHz,0.00 %,1.5 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:37.5,sleep,NVIDIA A800 80GB PCIe,0,72.75 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,81.51 W,0.10 GB/s,1410 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.40 W,1410 MHz,0.00 %,1.9 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:37.6,sleep,NVIDIA A800 80GB PCIe,0,73.04 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,81.98 W,0.11 GB/s,1410 MHz,0.00 GB/s,0.05 GB/s,0.00 GB/s,0.00 %,0.00 %,9.10 W,1410 MHz,0.00 %,1.9 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:37.7,sleep,NVIDIA A800 80GB PCIe,0,73.04 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,82.33 W,0.10 GB/s,1410 MHz,0.00 GB/s,0.05 GB/s,0.00 GB/s,0.00 %,0.00 %,9.32 W,1410 MHz,0.00 %,4.3 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:37.8,sleep,NVIDIA A800 80GB PCIe,0,73.14 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,81.31 W,0.11 GB/s,1410 MHz,0.00 GB/s,0.05 GB/s,0.00 GB/s,0.00 %,0.00 %,9.44 W,1410 MHz,0.00 %,1.9 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:37.9,sleep,NVIDIA A800 80GB PCIe,0,72.75 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,80.62 W,0.11 GB/s,1410 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.23 W,1410 MHz,0.00 %,2.5 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:38.0,sleep,NVIDIA A800 80GB PCIe,0,72.46 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,82.44 W,0.11 GB/s,1410 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.17 W,1410 MHz,0.00 %,1.6 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:38.1,sleep,NVIDIA A800 80GB PCIe,0,64.37 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,84.69 W,0.10 GB/s,1410 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.21 W,1410 MHz,0.00 %,0.6 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:38.2,sleep,NVIDIA A800 80GB PCIe,0,66.64 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,82.31 W,0.10 GB/s,1155 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.18 W,1155 MHz,0.00 %,3.1 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:38.3,sleep,NVIDIA A800 80GB PCIe,0,54.73 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,82.43 W,0.10 GB/s,1155 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.30 W,1155 MHz,0.00 %,1.2 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:38.4,sleep,NVIDIA A800 80GB PCIe,0,50.59 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,81.67 W,0.10 GB/s,1155 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.31 W,1155 MHz,0.00 %,2.8 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:38.5,sleep,NVIDIA A800 80GB PCIe,0,50.40 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,83.40 W,0.10 GB/s,1155 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.08 W,1155 MHz,0.00 %,2.1 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:38.6,sleep,NVIDIA A800 80GB PCIe,0,50.40 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,84.82 W,0.09 GB/s,1155 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.29 W,1155 MHz,0.00 %,0.9 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:38.7,sleep,NVIDIA A800 80GB PCIe,0,55.23 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,82.62 W,0.09 GB/s,1155 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.26 W,1155 MHz,0.00 %,1.6 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:38.8,sleep,NVIDIA A800 80GB PCIe,0,52.48 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,82.96 W,0.10 GB/s,1140 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.18 W,1140 MHz,0.00 %,5.4 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:38.9,sleep,NVIDIA A800 80GB PCIe,0,52.26 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,83.32 W,0.10 GB/s,1140 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.24 W,1140 MHz,0.00 %,2.2 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:39.1,sleep,NVIDIA A800 80GB PCIe,0,55.73 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,83.42 W,0.10 GB/s,1185 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.23 W,1185 MHz,0.00 %,4.0 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:39.2,sleep,NVIDIA A800 80GB PCIe,0,55.92 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,81.80 W,0.10 GB/s,1185 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.28 W,1185 MHz,0.00 %,3.4 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:39.3,sleep,NVIDIA A800 80GB PCIe,0,56.12 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,82.36 W,0.10 GB/s,1185 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.33 W,1185 MHz,0.00 %,1.9 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:39.4,sleep,NVIDIA A800 80GB PCIe,0,56.12 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,82.01 W,0.10 GB/s,1185 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.19 W,1185 MHz,0.00 %,1.9 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:39.5,sleep,NVIDIA A800 80GB PCIe,0,56.12 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,82.45 W,0.10 GB/s,1185 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.28 W,1185 MHz,0.00 %,1.6 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:39.6,sleep,NVIDIA A800 80GB PCIe,0,56.12 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,82.27 W,0.09 GB/s,1185 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.29 W,1185 MHz,0.00 %,3.7 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:39.7,sleep,NVIDIA A800 80GB PCIe,0,50.70 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,82.69 W,0.10 GB/s,1185 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.28 W,1185 MHz,0.00 %,1.9 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:39.8,sleep,NVIDIA A800 80GB PCIe,0,51.60 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,83.38 W,0.09 GB/s,1185 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.26 W,1185 MHz,0.00 %,1.5 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:39.9,sleep,NVIDIA A800 80GB PCIe,0,51.50 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,81.71 W,0.10 GB/s,1185 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.43 W,1185 MHz,0.00 %,1.8 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:40.0,sleep,NVIDIA A800 80GB PCIe,0,51.39 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,85.54 W,0.10 GB/s,1185 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.42 W,1185 MHz,0.00 %,1.8 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:40.1,sleep,NVIDIA A800 80GB PCIe,0,51.30 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,81.30 W,0.10 GB/s,1185 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.41 W,1185 MHz,0.00 %,3.7 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:40.2,sleep,NVIDIA A800 80GB PCIe,0,51.40 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,82.36 W,0.09 GB/s,1185 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.36 W,1185 MHz,0.00 %,3.1 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:40.3,sleep,NVIDIA A800 80GB PCIe,0,56.72 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,83.98 W,0.10 GB/s,1185 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.30 W,1185 MHz,0.00 %,2.8 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:40.4,sleep,NVIDIA A800 80GB PCIe,0,53.26 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,84.27 W,0.10 GB/s,1185 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.24 W,1185 MHz,0.00 %,1.6 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:40.5,sleep,NVIDIA A800 80GB PCIe,0,53.36 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,80.94 W,0.10 GB/s,1185 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.34 W,1185 MHz,0.00 %,2.5 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:40.6,sleep,NVIDIA A800 80GB PCIe,0,52.26 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,84.05 W,0.10 GB/s,1185 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.21 W,1185 MHz,0.00 %,2.5 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:40.7,sleep,NVIDIA A800 80GB PCIe,0,52.26 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,82.10 W,0.10 GB/s,1185 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.53 W,1185 MHz,0.00 %,3.1 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:40.8,sleep,NVIDIA A800 80GB PCIe,0,53.76 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,82.49 W,0.10 GB/s,1230 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.32 W,1230 MHz,0.00 %,2.2 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:40.9,sleep,NVIDIA A800 80GB PCIe,0,54.34 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,82.67 W,0.10 GB/s,1230 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.32 W,1230 MHz,0.00 %,1.6 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:41.0,sleep,NVIDIA A800 80GB PCIe,0,54.25 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,83.12 W,0.10 GB/s,1230 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.27 W,1230 MHz,0.00 %,1.9 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:41.1,sleep,NVIDIA A800 80GB PCIe,0,53.86 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,81.95 W,0.10 GB/s,1230 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.35 W,1230 MHz,0.00 %,1.6 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:41.2,sleep,NVIDIA A800 80GB PCIe,0,54.05 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,83.69 W,0.10 GB/s,1230 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.32 W,1230 MHz,0.00 %,1.9 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:41.3,sleep,NVIDIA A800 80GB PCIe,0,54.25 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,81.53 W,0.10 GB/s,1230 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.35 W,1230 MHz,0.00 %,2.2 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:41.4,sleep,NVIDIA A800 80GB PCIe,0,54.25 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,81.31 W,0.10 GB/s,1230 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.30 W,1230 MHz,0.00 %,3.1 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:41.5,sleep,NVIDIA A800 80GB PCIe,0,54.25 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,83.53 W,0.10 GB/s,1230 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.40 W,1230 MHz,0.00 %,2.2 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:41.6,sleep,NVIDIA A800 80GB PCIe,0,53.95 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,83.43 W,0.10 GB/s,1230 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.28 W,1230 MHz,0.00 %,2.5 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:41.7,sleep,NVIDIA A800 80GB PCIe,0,54.15 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,80.75 W,0.09 GB/s,1230 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.21 W,1230 MHz,0.00 %,1.6 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:41.8,sleep,NVIDIA A800 80GB PCIe,0,53.76 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,83.35 W,0.10 GB/s,1230 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.41 W,1230 MHz,0.00 %,5.0 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:41.9,sleep,NVIDIA A800 80GB PCIe,0,53.95 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,81.93 W,0.09 GB/s,1230 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.34 W,1230 MHz,0.00 %,1.6 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:42.0,sleep,NVIDIA A800 80GB PCIe,0,53.76 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,82.76 W,0.10 GB/s,1230 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.41 W,1230 MHz,0.00 %,1.6 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:42.1,sleep,NVIDIA A800 80GB PCIe,0,53.76 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,84.25 W,0.10 GB/s,1230 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.41 W,1230 MHz,0.00 %,2.5 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:42.2,sleep,NVIDIA A800 80GB PCIe,0,53.45 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,83.57 W,0.10 GB/s,1230 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.25 W,1230 MHz,0.00 %,2.5 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:42.4,sleep,NVIDIA A800 80GB PCIe,0,59.67 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,82.92 W,0.10 GB/s,1230 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.27 W,1230 MHz,0.00 %,4.0 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:42.5,sleep,NVIDIA A800 80GB PCIe,0,59.67 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,81.15 W,0.10 GB/s,1230 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.34 W,1230 MHz,0.00 %,1.6 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:42.6,sleep,NVIDIA A800 80GB PCIe,0,55.83 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,82.48 W,0.10 GB/s,1185 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.31 W,1185 MHz,0.00 %,1.9 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:42.7,sleep,NVIDIA A800 80GB PCIe,0,55.13 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,81.65 W,0.10 GB/s,1185 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.11 W,1185 MHz,0.00 %,4.0 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:42.8,sleep,NVIDIA A800 80GB PCIe,0,53.86 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,82.55 W,0.10 GB/s,1185 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.19 W,1185 MHz,0.00 %,2.5 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:42.9,sleep,NVIDIA A800 80GB PCIe,0,53.57 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,83.17 W,0.10 GB/s,1185 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.34 W,1185 MHz,0.00 %,2.8 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:43.0,sleep,NVIDIA A800 80GB PCIe,0,53.18 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,85.64 W,0.10 GB/s,1185 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.36 W,1185 MHz,0.00 %,3.1 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:43.1,sleep,NVIDIA A800 80GB PCIe,0,53.26 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,83.01 W,0.10 GB/s,1185 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.33 W,1185 MHz,0.00 %,1.9 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:43.2,sleep,NVIDIA A800 80GB PCIe,0,53.16 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,82.69 W,0.09 GB/s,1185 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.27 W,1185 MHz,0.00 %,1.6 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:43.3,sleep,NVIDIA A800 80GB PCIe,0,53.45 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,81.37 W,0.10 GB/s,1185 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.22 W,1185 MHz,0.00 %,1.5 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:43.4,sleep,NVIDIA A800 80GB PCIe,0,52.76 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,84.47 W,0.10 GB/s,1185 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.14 W,1185 MHz,0.00 %,2.2 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:43.5,sleep,NVIDIA A800 80GB PCIe,0,52.47 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,82.02 W,0.10 GB/s,1155 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.38 W,1155 MHz,0.00 %,2.2 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:43.6,sleep,NVIDIA A800 80GB PCIe,0,51.59 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,81.57 W,0.10 GB/s,1155 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.34 W,1155 MHz,0.00 %,1.5 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:43.7,sleep,NVIDIA A800 80GB PCIe,0,51.60 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,83.53 W,0.10 GB/s,1155 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.27 W,1155 MHz,0.00 %,1.9 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:43.8,sleep,NVIDIA A800 80GB PCIe,0,51.98 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,83.77 W,0.10 GB/s,1155 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.23 W,1155 MHz,0.00 %,1.5 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:43.9,sleep,NVIDIA A800 80GB PCIe,0,51.10 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,84.10 W,0.10 GB/s,1155 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.27 W,1155 MHz,0.00 %,1.9 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:44.0,sleep,NVIDIA A800 80GB PCIe,0,51.50 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,82.72 W,0.10 GB/s,1155 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.17 W,1155 MHz,0.00 %,4.0 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:44.1,sleep,NVIDIA A800 80GB PCIe,0,54.83 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,86.26 W,0.10 GB/s,1140 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.29 W,1140 MHz,0.00 %,5.6 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
2025-05-07 17:15:44.2,sleep,NVIDIA A800 80GB PCIe,0,55.13 W,0.00 %,35.00 °C,32.00 °C,1512 MHz,81.93 W,0.09 GB/s,1125 MHz,0.00 GB/s,0.04 GB/s,0.00 GB/s,0.00 %,0.00 %,9.28 W,1125 MHz,0.00 %,2.2 %,0.00 %,4.6 %,4,16,0.00 %,0.00 %
