timestamp,task_name,name,index,pcie_rx_bytes,dram_active,pcie.link.gen.current,temperature.memory,pcie_tx_bytes,dram_power,clocks.current.memory [MHz],utilization.gpu [%],utilization.memory [%],sm_active,nvlink_rx_bytes,power.draw [W],tensor_active,cpu_usage,clocks.current.sm [MHz],sm_occupancy,usage.memory [%],nvlink_tx_bytes,cpu_power,clocks.current.graphics [MHz],temperature.gpu,dram_usage,pcie.link.width.current
2025-05-07 17:17:46.0,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.23 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,56.32 W,0.00 %,4.0 %,1185 MHz,0.00 %,0.00 %,0.00 GB/s,84.68 W,1185 MHz,33.00 °C,5.1 %,16
2025-05-07 17:17:46.1,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.32 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,56.32 W,0.00 %,3.1 %,1185 MHz,0.00 %,0.00 %,0.00 GB/s,83.35 W,1185 MHz,33.00 °C,5.1 %,16
2025-05-07 17:17:46.2,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.29 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,57.20 W,0.00 %,2.5 %,1185 MHz,0.00 %,0.00 %,0.00 GB/s,81.83 W,1185 MHz,33.00 °C,5.1 %,16
2025-05-07 17:17:46.3,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.29 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,57.20 W,0.00 %,2.2 %,1185 MHz,0.00 %,0.00 %,0.00 GB/s,81.01 W,1185 MHz,33.00 °C,5.1 %,16
2025-05-07 17:17:46.4,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.41 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,57.20 W,0.00 %,1.8 %,1185 MHz,0.00 %,0.00 %,0.00 GB/s,82.32 W,1185 MHz,33.00 °C,5.1 %,16
2025-05-07 17:17:46.5,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.20 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,57.20 W,0.00 %,0.9 %,1185 MHz,0.00 %,0.00 %,0.00 GB/s,83.01 W,1185 MHz,33.00 °C,5.1 %,16
2025-05-07 17:17:46.6,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.35 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,53.76 W,0.00 %,0.6 %,1185 MHz,0.00 %,0.00 %,0.00 GB/s,83.54 W,1185 MHz,33.00 °C,5.1 %,16
2025-05-07 17:17:46.7,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.18 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,51.08 W,0.00 %,1.8 %,1185 MHz,0.00 %,0.00 %,0.00 GB/s,83.08 W,1185 MHz,33.00 °C,5.1 %,16
2025-05-07 17:17:46.8,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.27 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,51.08 W,0.00 %,1.9 %,1185 MHz,0.00 %,0.00 %,0.00 GB/s,82.28 W,1185 MHz,33.00 °C,5.1 %,16
2025-05-07 17:17:46.9,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.25 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,55.73 W,0.00 %,1.8 %,1215 MHz,0.00 %,0.00 %,0.00 GB/s,81.16 W,1215 MHz,33.00 °C,5.1 %,16
2025-05-07 17:17:47.0,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.22 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,56.21 W,0.00 %,2.8 %,1215 MHz,0.00 %,0.00 %,0.00 GB/s,86.53 W,1215 MHz,33.00 °C,5.1 %,16
2025-05-07 17:17:47.1,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.08 GB/s,9.30 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,56.91 W,0.00 %,1.9 %,1215 MHz,0.00 %,0.00 %,0.00 GB/s,84.21 W,1215 MHz,33.00 °C,5.1 %,16
2025-05-07 17:17:47.2,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.39 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,57.01 W,0.00 %,4.3 %,1215 MHz,0.00 %,0.00 %,0.00 GB/s,82.35 W,1215 MHz,33.00 °C,5.1 %,16
2025-05-07 17:17:47.3,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.09 GB/s,9.42 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,57.01 W,0.00 %,3.4 %,1215 MHz,0.00 %,0.00 %,0.00 GB/s,83.16 W,1215 MHz,33.00 °C,5.1 %,16
2025-05-07 17:17:47.4,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.20 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,57.51 W,0.00 %,3.1 %,1215 MHz,0.00 %,0.00 %,0.00 GB/s,83.30 W,1215 MHz,33.00 °C,5.1 %,16
2025-05-07 17:17:47.5,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.17 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,57.70 W,0.00 %,2.2 %,1215 MHz,0.00 %,0.00 %,0.00 GB/s,82.91 W,1215 MHz,33.00 °C,5.1 %,16
2025-05-07 17:17:47.6,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.09 GB/s,9.39 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,57.79 W,0.00 %,0.9 %,1215 MHz,0.00 %,0.00 %,0.00 GB/s,84.30 W,1215 MHz,33.00 °C,5.1 %,16
2025-05-07 17:17:47.7,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.09 GB/s,9.24 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,54.73 W,0.00 %,2.2 %,1215 MHz,0.00 %,0.00 %,0.00 GB/s,83.06 W,1215 MHz,33.00 °C,5.1 %,16
2025-05-07 17:17:47.8,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.29 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,54.73 W,0.00 %,2.2 %,1215 MHz,0.00 %,0.00 %,0.00 GB/s,84.74 W,1215 MHz,33.00 °C,5.1 %,16
2025-05-07 17:17:47.9,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.26 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,58.78 W,0.00 %,2.4 %,1215 MHz,0.00 %,0.00 %,0.00 GB/s,82.76 W,1215 MHz,33.00 °C,5.1 %,16
2025-05-07 17:17:48.0,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.10 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,53.36 W,0.00 %,1.9 %,1215 MHz,0.00 %,0.00 %,0.00 GB/s,83.94 W,1215 MHz,33.00 °C,5.1 %,16
2025-05-07 17:17:48.1,sleep,NVIDIA A800 80GB PCIe,0,0.05 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.30 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,53.95 W,0.00 %,3.1 %,1245 MHz,0.00 %,0.00 %,0.00 GB/s,81.52 W,1245 MHz,33.00 °C,5.1 %,16
2025-05-07 17:17:48.2,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.42 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,54.44 W,0.00 %,1.6 %,1245 MHz,0.00 %,0.00 %,0.00 GB/s,83.71 W,1245 MHz,33.00 °C,5.1 %,16
2025-05-07 17:17:48.3,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.25 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,54.54 W,0.00 %,1.6 %,1245 MHz,0.00 %,0.00 %,0.00 GB/s,81.60 W,1245 MHz,33.00 °C,5.1 %,16
2025-05-07 17:17:48.4,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.22 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,54.44 W,0.00 %,2.5 %,1245 MHz,0.00 %,0.00 %,0.00 GB/s,82.62 W,1245 MHz,33.00 °C,5.1 %,16
2025-05-07 17:17:48.5,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.28 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,54.25 W,0.00 %,2.5 %,1245 MHz,0.00 %,0.00 %,0.00 GB/s,82.41 W,1245 MHz,33.00 °C,5.1 %,16
2025-05-07 17:17:48.6,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.25 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,55.13 W,0.00 %,2.5 %,1245 MHz,0.00 %,0.00 %,0.00 GB/s,82.98 W,1245 MHz,33.00 °C,5.1 %,16
2025-05-07 17:17:48.7,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.30 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,55.23 W,0.00 %,0.6 %,1245 MHz,0.00 %,0.00 %,0.00 GB/s,84.15 W,1245 MHz,33.00 °C,5.1 %,16
2025-05-07 17:17:48.9,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.21 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,54.63 W,0.00 %,1.9 %,1245 MHz,0.00 %,0.00 %,0.00 GB/s,83.11 W,1245 MHz,33.00 °C,5.1 %,16
2025-05-07 17:17:49.0,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.33 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,61.04 W,0.00 %,1.8 %,1245 MHz,0.00 %,0.00 %,0.00 GB/s,82.58 W,1245 MHz,33.00 °C,5.1 %,16
2025-05-07 17:17:49.1,sleep,NVIDIA A800 80GB PCIe,0,0.05 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.34 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,55.44 W,0.00 %,1.5 %,1245 MHz,0.00 %,0.00 %,0.00 GB/s,83.10 W,1245 MHz,33.00 °C,5.1 %,16
2025-05-07 17:17:49.2,sleep,NVIDIA A800 80GB PCIe,0,0.05 GB/s,0.00 %,4,35.00 °C,0.11 GB/s,9.35 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,55.54 W,0.00 %,1.9 %,1260 MHz,0.00 %,0.00 %,0.00 GB/s,81.74 W,1260 MHz,33.00 °C,5.1 %,16
2025-05-07 17:17:49.3,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.11 GB/s,9.45 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,55.83 W,0.00 %,1.9 %,1260 MHz,0.00 %,0.00 %,0.00 GB/s,83.90 W,1260 MHz,33.00 °C,5.1 %,16
2025-05-07 17:17:49.4,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.11 GB/s,9.18 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,55.83 W,0.00 %,2.2 %,1260 MHz,0.00 %,0.00 %,0.00 GB/s,83.11 W,1260 MHz,33.00 °C,5.1 %,16
2025-05-07 17:17:49.5,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,10.06 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,55.83 W,0.00 %,7.4 %,1260 MHz,0.00 %,0.00 %,0.00 GB/s,84.28 W,1260 MHz,33.00 °C,5.1 %,16
2025-05-07 17:17:49.6,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.30 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,55.83 W,0.00 %,1.9 %,1260 MHz,0.00 %,0.00 %,0.00 GB/s,82.25 W,1260 MHz,33.00 °C,5.0 %,16
2025-05-07 17:17:49.7,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.30 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,61.72 W,0.00 %,3.1 %,1260 MHz,0.00 %,0.00 %,0.00 GB/s,81.26 W,1260 MHz,33.00 °C,5.0 %,16
2025-05-07 17:17:49.8,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.11 GB/s,9.34 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,60.46 W,0.00 %,2.2 %,1260 MHz,0.00 %,0.00 %,0.00 GB/s,83.28 W,1260 MHz,33.00 °C,5.0 %,16
2025-05-07 17:17:49.9,sleep,NVIDIA A800 80GB PCIe,0,0.05 GB/s,0.00 %,4,35.00 °C,0.11 GB/s,9.30 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,60.06 W,0.00 %,1.2 %,1260 MHz,0.00 %,0.00 %,0.00 GB/s,83.47 W,1260 MHz,33.00 °C,5.0 %,16
2025-05-07 17:17:50.0,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.30 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,59.97 W,0.00 %,1.9 %,1260 MHz,0.00 %,0.00 %,0.00 GB/s,82.75 W,1260 MHz,33.00 °C,5.0 %,16
2025-05-07 17:17:50.1,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,10.01 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,61.26 W,0.00 %,9.3 %,1260 MHz,0.00 %,0.00 %,0.00 GB/s,82.56 W,1260 MHz,33.00 °C,5.0 %,16
2025-05-07 17:17:50.2,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.74 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,61.23 W,0.00 %,4.0 %,1260 MHz,0.00 %,0.00 %,0.00 GB/s,83.64 W,1260 MHz,33.00 °C,5.0 %,16
2025-05-07 17:17:50.3,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.30 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,61.02 W,0.00 %,2.1 %,1260 MHz,0.00 %,0.00 %,0.00 GB/s,83.72 W,1260 MHz,33.00 °C,5.0 %,16
2025-05-07 17:17:50.4,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.14 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,61.24 W,0.00 %,1.9 %,1260 MHz,0.00 %,0.00 %,0.00 GB/s,84.20 W,1260 MHz,33.00 °C,5.0 %,16
2025-05-07 17:17:50.5,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.43 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,61.22 W,0.00 %,1.9 %,1260 MHz,0.00 %,0.00 %,0.00 GB/s,82.23 W,1260 MHz,33.00 °C,5.0 %,16
2025-05-07 17:17:50.6,sleep,NVIDIA A800 80GB PCIe,0,0.05 GB/s,0.00 %,4,35.00 °C,0.11 GB/s,9.32 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,61.34 W,0.00 %,1.9 %,1260 MHz,0.00 %,0.00 %,0.00 GB/s,85.47 W,1260 MHz,33.00 °C,5.0 %,16
2025-05-07 17:17:50.7,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.46 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,61.25 W,0.00 %,1.9 %,1260 MHz,0.00 %,0.00 %,0.00 GB/s,82.86 W,1260 MHz,33.00 °C,5.0 %,16
2025-05-07 17:17:50.8,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,10.46 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,61.45 W,0.00 %,14.0 %,1260 MHz,0.00 %,0.00 %,0.00 GB/s,85.15 W,1260 MHz,33.00 °C,5.0 %,16
2025-05-07 17:17:50.9,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.82 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,61.41 W,0.00 %,4.0 %,1260 MHz,0.00 %,0.00 %,0.00 GB/s,81.26 W,1260 MHz,33.00 °C,5.0 %,16
2025-05-07 17:17:51.0,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.51 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,54.64 W,0.00 %,3.7 %,1260 MHz,0.00 %,0.00 %,0.00 GB/s,83.86 W,1260 MHz,33.00 °C,5.0 %,16
2025-05-07 17:17:51.1,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.40 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,58.40 W,0.00 %,2.8 %,1230 MHz,0.00 %,0.00 %,0.00 GB/s,83.25 W,1230 MHz,33.00 °C,5.0 %,16
2025-05-07 17:17:51.2,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.26 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,56.22 W,0.00 %,1.8 %,1230 MHz,0.00 %,0.00 %,0.00 GB/s,81.62 W,1230 MHz,33.00 °C,5.0 %,16
2025-05-07 17:17:51.3,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.38 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,56.42 W,0.00 %,1.6 %,1215 MHz,0.00 %,0.00 %,0.00 GB/s,83.40 W,1215 MHz,33.00 °C,5.0 %,16
2025-05-07 17:17:51.4,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.41 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,56.22 W,0.00 %,1.9 %,1215 MHz,0.00 %,0.00 %,0.00 GB/s,84.74 W,1215 MHz,33.00 °C,5.0 %,16
2025-05-07 17:17:51.5,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.37 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,56.02 W,0.00 %,3.1 %,1215 MHz,0.00 %,0.00 %,0.00 GB/s,83.21 W,1215 MHz,33.00 °C,5.0 %,16
2025-05-07 17:17:51.6,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.30 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,56.33 W,0.00 %,1.5 %,1215 MHz,0.00 %,0.00 %,0.00 GB/s,83.52 W,1215 MHz,33.00 °C,5.0 %,16
2025-05-07 17:17:51.7,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.44 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,55.92 W,0.00 %,0.6 %,1200 MHz,0.00 %,0.00 %,0.00 GB/s,84.93 W,1200 MHz,33.00 °C,5.0 %,16
2025-05-07 17:17:51.9,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.28 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,52.66 W,0.00 %,1.5 %,1200 MHz,0.00 %,0.00 %,0.00 GB/s,82.80 W,1200 MHz,33.00 °C,5.0 %,16
2025-05-07 17:17:52.0,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.26 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,56.31 W,0.00 %,1.5 %,1185 MHz,0.00 %,0.00 %,0.00 GB/s,84.02 W,1185 MHz,33.00 °C,5.0 %,16
2025-05-07 17:17:52.1,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.26 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,52.08 W,0.00 %,1.5 %,1185 MHz,0.00 %,0.00 %,0.00 GB/s,82.77 W,1185 MHz,33.00 °C,5.0 %,16
2025-05-07 17:17:52.2,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.41 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,52.17 W,0.00 %,1.8 %,1185 MHz,0.00 %,0.00 %,0.00 GB/s,83.43 W,1185 MHz,33.00 °C,5.0 %,16
2025-05-07 17:17:52.3,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.28 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,52.47 W,0.00 %,4.6 %,1185 MHz,0.00 %,0.00 %,0.00 GB/s,83.14 W,1185 MHz,33.00 °C,5.0 %,16
2025-05-07 17:17:52.4,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.54 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,52.26 W,0.00 %,3.4 %,1185 MHz,0.00 %,0.00 %,0.00 GB/s,81.31 W,1185 MHz,33.00 °C,5.0 %,16
2025-05-07 17:17:52.5,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.32 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,52.26 W,0.00 %,2.8 %,1185 MHz,0.00 %,0.00 %,0.00 GB/s,83.71 W,1185 MHz,33.00 °C,5.0 %,16
2025-05-07 17:17:52.6,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.33 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,51.30 W,0.00 %,1.5 %,1155 MHz,0.00 %,0.00 %,0.00 GB/s,84.29 W,1155 MHz,33.00 °C,5.0 %,16
2025-05-07 17:17:52.7,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.34 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,51.01 W,0.00 %,1.5 %,1155 MHz,0.00 %,0.00 %,0.00 GB/s,82.87 W,1155 MHz,33.00 °C,5.0 %,16
2025-05-07 17:17:52.8,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.36 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,51.11 W,0.00 %,1.9 %,1155 MHz,0.00 %,0.00 %,0.00 GB/s,83.48 W,1155 MHz,33.00 °C,5.0 %,16
2025-05-07 17:17:52.9,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.15 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,51.21 W,0.00 %,2.2 %,1155 MHz,0.00 %,0.00 %,0.00 GB/s,83.97 W,1155 MHz,33.00 °C,5.0 %,16
2025-05-07 17:17:53.0,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.44 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,51.01 W,0.00 %,3.1 %,1155 MHz,0.00 %,0.00 %,0.00 GB/s,84.33 W,1155 MHz,33.00 °C,5.0 %,16
2025-05-07 17:17:53.1,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.29 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,51.21 W,0.00 %,1.8 %,1155 MHz,0.00 %,0.00 %,0.00 GB/s,82.60 W,1155 MHz,33.00 °C,5.0 %,16
2025-05-07 17:17:53.2,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.35 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,51.09 W,0.00 %,2.8 %,1155 MHz,0.00 %,0.00 %,0.00 GB/s,85.78 W,1155 MHz,33.00 °C,5.0 %,16
2025-05-07 17:17:53.3,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.41 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,51.11 W,0.00 %,1.9 %,1155 MHz,0.00 %,0.00 %,0.00 GB/s,82.84 W,1155 MHz,33.00 °C,5.0 %,16
2025-05-07 17:17:53.4,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.10 GB/s,9.29 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,50.70 W,0.00 %,0.3 %,1155 MHz,0.00 %,0.00 %,0.00 GB/s,82.74 W,1155 MHz,33.00 °C,5.0 %,16
2025-05-07 17:17:53.5,sleep,NVIDIA A800 80GB PCIe,0,0.04 GB/s,0.00 %,4,35.00 °C,0.09 GB/s,9.23 W,1512 MHz,0.00 %,0.00 %,0.00 %,0.00 GB/s,55.43 W,0.00 %,1.2 %,1140 MHz,0.00 %,0.00 %,0.00 GB/s,83.58 W,1140 MHz,33.00 °C,5.0 %,16
