timestamp,task_name,name,index,usage.memory [%],cpu_usage,dram_active,power.draw [W],clocks.current.sm [MHz],sm_occupancy,pcie_rx_bytes,temperature.memory,cpu_power,dram_usage,nvlink_tx_bytes,sm_active,tensor_active,temperature.gpu,clocks.current.memory [MHz],dram_power,utilization.gpu [%],utilization.memory [%],pcie_tx_bytes,clocks.current.graphics [MHz],nvlink_rx_bytes,pcie.link.gen.current,pcie.link.width.current
2025-05-07 17:16:25.3,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,1.2 %,0.00 %,62.90 W,1320 MHz,0.00 %,0.04 GB/s,35.00 °C,82.15 W,4.7 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.42 W,0.00 %,0.00 %,0.10 GB/s,1320 MHz,0.00 GB/s,4,16
2025-05-07 17:16:25.4,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,2.2 %,0.00 %,62.90 W,1320 MHz,0.00 %,0.04 GB/s,35.00 °C,81.54 W,4.7 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.41 W,0.00 %,0.00 %,0.10 GB/s,1320 MHz,0.00 GB/s,4,16
2025-05-07 17:16:25.5,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,0.3 %,0.00 %,59.48 W,1320 MHz,0.00 %,0.04 GB/s,35.00 °C,84.11 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.34 W,0.00 %,0.00 %,0.10 GB/s,1320 MHz,0.00 GB/s,4,16
2025-05-07 17:16:25.6,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,1.8 %,0.00 %,59.48 W,1320 MHz,0.00 %,0.04 GB/s,35.00 °C,83.62 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.44 W,0.00 %,0.00 %,0.10 GB/s,1320 MHz,0.00 GB/s,4,16
2025-05-07 17:16:25.7,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,2.2 %,0.00 %,66.06 W,1320 MHz,0.00 %,0.04 GB/s,35.00 °C,84.17 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.31 W,0.00 %,0.00 %,0.10 GB/s,1320 MHz,0.00 GB/s,4,16
2025-05-07 17:16:25.8,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,1.6 %,0.00 %,61.24 W,1320 MHz,0.00 %,0.04 GB/s,35.00 °C,82.67 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.23 W,0.00 %,0.00 %,0.10 GB/s,1320 MHz,0.00 GB/s,4,16
2025-05-07 17:16:25.9,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,2.2 %,0.00 %,61.63 W,1320 MHz,0.00 %,0.04 GB/s,35.00 °C,82.92 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.31 W,0.00 %,0.00 %,0.10 GB/s,1320 MHz,0.00 GB/s,4,16
2025-05-07 17:16:26.0,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,2.4 %,0.00 %,62.05 W,1320 MHz,0.00 %,0.04 GB/s,35.00 °C,83.04 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.22 W,0.00 %,0.00 %,0.10 GB/s,1320 MHz,0.00 GB/s,4,16
2025-05-07 17:16:26.1,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,1.8 %,0.00 %,61.63 W,1320 MHz,0.00 %,0.04 GB/s,35.00 °C,83.80 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.22 W,0.00 %,0.00 %,0.10 GB/s,1320 MHz,0.00 GB/s,4,16
2025-05-07 17:16:26.2,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,1.5 %,0.00 %,61.63 W,1320 MHz,0.00 %,0.04 GB/s,35.00 °C,81.99 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.13 W,0.00 %,0.00 %,0.10 GB/s,1320 MHz,0.00 GB/s,4,16
2025-05-07 17:16:26.3,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,8.1 %,0.00 %,61.63 W,1320 MHz,0.00 %,0.04 GB/s,35.00 °C,82.02 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.36 W,0.00 %,0.00 %,0.10 GB/s,1320 MHz,0.00 GB/s,4,16
2025-05-07 17:16:26.4,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,4.6 %,0.00 %,64.98 W,1230 MHz,0.00 %,0.04 GB/s,35.00 °C,84.24 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.39 W,0.00 %,0.00 %,0.10 GB/s,1230 MHz,0.00 GB/s,4,16
2025-05-07 17:16:26.5,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,0.9 %,0.00 %,60.06 W,1230 MHz,0.00 %,0.04 GB/s,35.00 °C,83.54 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.29 W,0.00 %,0.00 %,0.10 GB/s,1230 MHz,0.00 GB/s,4,16
2025-05-07 17:16:26.6,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,0.9 %,0.00 %,55.04 W,1185 MHz,0.00 %,0.04 GB/s,35.00 °C,83.90 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.40 W,0.00 %,0.00 %,0.10 GB/s,1185 MHz,0.00 GB/s,4,16
2025-05-07 17:16:26.8,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,2.2 %,0.00 %,51.00 W,1185 MHz,0.00 %,0.04 GB/s,35.00 °C,83.92 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.15 W,0.00 %,0.00 %,0.10 GB/s,1185 MHz,0.00 GB/s,4,16
2025-05-07 17:16:26.9,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,2.2 %,0.00 %,56.91 W,1140 MHz,0.00 %,0.04 GB/s,35.00 °C,82.75 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.19 W,0.00 %,0.00 %,0.10 GB/s,1140 MHz,0.00 GB/s,4,16
2025-05-07 17:16:27.0,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,0.6 %,0.00 %,53.05 W,1140 MHz,0.00 %,0.04 GB/s,35.00 °C,83.14 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.41 W,0.00 %,0.00 %,0.10 GB/s,1140 MHz,0.00 GB/s,4,16
2025-05-07 17:16:27.1,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,1.9 %,0.00 %,51.87 W,1215 MHz,0.00 %,0.04 GB/s,35.00 °C,81.50 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.42 W,0.00 %,0.00 %,0.10 GB/s,1215 MHz,0.00 GB/s,4,16
2025-05-07 17:16:27.2,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,1.9 %,0.00 %,58.40 W,1215 MHz,0.00 %,0.04 GB/s,35.00 °C,83.93 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.27 W,0.00 %,0.00 %,0.10 GB/s,1215 MHz,0.00 GB/s,4,16
2025-05-07 17:16:27.3,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,1.8 %,0.00 %,59.19 W,1215 MHz,0.00 %,0.04 GB/s,35.00 °C,83.47 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.40 W,0.00 %,0.00 %,0.10 GB/s,1215 MHz,0.00 GB/s,4,16
2025-05-07 17:16:27.4,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,1.8 %,0.00 %,59.19 W,1215 MHz,0.00 %,0.04 GB/s,35.00 °C,82.25 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.23 W,0.00 %,0.00 %,0.09 GB/s,1215 MHz,0.00 GB/s,4,16
2025-05-07 17:16:27.5,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,3.7 %,0.00 %,59.09 W,1215 MHz,0.00 %,0.04 GB/s,35.00 °C,81.46 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.44 W,0.00 %,0.00 %,0.10 GB/s,1215 MHz,0.00 GB/s,4,16
2025-05-07 17:16:27.6,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,3.4 %,0.00 %,59.09 W,1215 MHz,0.00 %,0.04 GB/s,35.00 °C,83.88 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.27 W,0.00 %,0.00 %,0.10 GB/s,1215 MHz,0.00 GB/s,4,16
2025-05-07 17:16:27.7,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,3.4 %,0.00 %,59.19 W,1215 MHz,0.00 %,0.04 GB/s,35.00 °C,82.98 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.22 W,0.00 %,0.00 %,0.10 GB/s,1215 MHz,0.00 GB/s,4,16
2025-05-07 17:16:27.8,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,2.5 %,0.00 %,59.09 W,1215 MHz,0.00 %,0.04 GB/s,35.00 °C,83.49 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.39 W,0.00 %,0.00 %,0.10 GB/s,1215 MHz,0.00 GB/s,4,16
2025-05-07 17:16:27.9,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,2.5 %,0.00 %,59.09 W,1215 MHz,0.00 %,0.04 GB/s,35.00 °C,82.12 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.27 W,0.00 %,0.00 %,0.10 GB/s,1215 MHz,0.00 GB/s,4,16
2025-05-07 17:16:28.0,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,0.6 %,0.00 %,59.09 W,1215 MHz,0.00 %,0.04 GB/s,35.00 °C,84.33 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.13 W,0.00 %,0.00 %,0.10 GB/s,1215 MHz,0.00 GB/s,4,16
2025-05-07 17:16:28.2,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,1.8 %,0.00 %,54.73 W,1215 MHz,0.00 %,0.04 GB/s,35.00 °C,82.22 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.20 W,0.00 %,0.00 %,0.10 GB/s,1215 MHz,0.00 GB/s,4,16
2025-05-07 17:16:28.3,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,1.6 %,0.00 %,58.88 W,1215 MHz,0.00 %,0.04 GB/s,35.00 °C,84.67 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.17 W,0.00 %,0.00 %,0.10 GB/s,1215 MHz,0.00 GB/s,4,16
2025-05-07 17:16:28.4,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,1.6 %,0.00 %,58.69 W,1215 MHz,0.00 %,0.04 GB/s,35.00 °C,83.17 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.22 W,0.00 %,0.00 %,0.10 GB/s,1215 MHz,0.00 GB/s,4,16
2025-05-07 17:16:28.5,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,1.9 %,0.00 %,58.69 W,1215 MHz,0.00 %,0.04 GB/s,35.00 °C,81.68 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.30 W,0.00 %,0.00 %,0.10 GB/s,1215 MHz,0.00 GB/s,4,16
2025-05-07 17:16:28.6,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,3.5 %,0.00 %,58.78 W,1215 MHz,0.00 %,0.04 GB/s,35.00 °C,84.32 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.26 W,0.00 %,0.00 %,0.10 GB/s,1215 MHz,0.00 GB/s,4,16
2025-05-07 17:16:28.7,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,2.2 %,0.00 %,58.69 W,1215 MHz,0.00 %,0.04 GB/s,35.00 °C,82.00 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.26 W,0.00 %,0.00 %,0.10 GB/s,1215 MHz,0.00 GB/s,4,16
2025-05-07 17:16:28.8,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,3.1 %,0.00 %,58.69 W,1215 MHz,0.00 %,0.04 GB/s,35.00 °C,81.15 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.32 W,0.00 %,0.00 %,0.09 GB/s,1215 MHz,0.00 GB/s,4,16
2025-05-07 17:16:28.9,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,3.7 %,0.00 %,58.78 W,1125 MHz,0.00 %,0.04 GB/s,35.00 °C,81.56 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.18 W,0.00 %,0.00 %,0.09 GB/s,1125 MHz,0.00 GB/s,4,16
2025-05-07 17:16:29.0,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,3.1 %,0.00 %,53.36 W,1125 MHz,0.00 %,0.04 GB/s,35.00 °C,83.06 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.31 W,0.00 %,0.00 %,0.10 GB/s,1125 MHz,0.00 GB/s,4,16
2025-05-07 17:16:29.1,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,0.3 %,0.00 %,53.66 W,1125 MHz,0.00 %,0.04 GB/s,35.00 °C,82.92 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.38 W,0.00 %,0.00 %,0.09 GB/s,1125 MHz,0.00 GB/s,4,16
2025-05-07 17:16:29.2,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,2.2 %,0.00 %,48.44 W,1125 MHz,0.00 %,0.04 GB/s,35.00 °C,82.63 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.31 W,0.00 %,0.00 %,0.09 GB/s,1125 MHz,0.00 GB/s,4,16
2025-05-07 17:16:29.3,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,1.9 %,0.00 %,52.47 W,1110 MHz,0.00 %,0.04 GB/s,35.00 °C,83.79 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.21 W,0.00 %,0.00 %,0.09 GB/s,1110 MHz,0.00 GB/s,4,16
2025-05-07 17:16:29.4,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,1.8 %,0.00 %,51.40 W,1110 MHz,0.00 %,0.04 GB/s,35.00 °C,81.71 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.47 W,0.00 %,0.00 %,0.10 GB/s,1110 MHz,0.00 GB/s,4,16
2025-05-07 17:16:29.5,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,2.8 %,0.00 %,51.21 W,1155 MHz,0.00 %,0.04 GB/s,35.00 °C,81.77 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.19 W,0.00 %,0.00 %,0.09 GB/s,1155 MHz,0.00 GB/s,4,16
2025-05-07 17:16:29.6,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,0.6 %,0.00 %,49.82 W,1155 MHz,0.00 %,0.04 GB/s,35.00 °C,82.03 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.29 W,0.00 %,0.00 %,0.10 GB/s,1155 MHz,0.00 GB/s,4,16
2025-05-07 17:16:29.7,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,2.2 %,0.00 %,52.76 W,1155 MHz,0.00 %,0.04 GB/s,35.00 °C,82.79 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.22 W,0.00 %,0.00 %,0.10 GB/s,1155 MHz,0.00 GB/s,4,16
2025-05-07 17:16:29.8,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,0.9 %,0.00 %,51.40 W,1155 MHz,0.00 %,0.04 GB/s,35.00 °C,80.95 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.42 W,0.00 %,0.00 %,0.10 GB/s,1155 MHz,0.00 GB/s,4,16
2025-05-07 17:16:29.9,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,1.9 %,0.00 %,51.40 W,1155 MHz,0.00 %,0.04 GB/s,35.00 °C,82.05 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.35 W,0.00 %,0.00 %,0.10 GB/s,1155 MHz,0.00 GB/s,4,16
2025-05-07 17:16:30.0,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,4.6 %,0.00 %,55.23 W,1155 MHz,0.00 %,0.04 GB/s,35.00 °C,81.87 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.30 W,0.00 %,0.00 %,0.10 GB/s,1155 MHz,0.00 GB/s,4,16
2025-05-07 17:16:30.1,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,2.8 %,0.00 %,55.54 W,1155 MHz,0.00 %,0.04 GB/s,35.00 °C,81.87 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.23 W,0.00 %,0.00 %,0.10 GB/s,1155 MHz,0.00 GB/s,4,16
2025-05-07 17:16:30.2,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,2.2 %,0.00 %,55.54 W,1155 MHz,0.00 %,0.04 GB/s,35.00 °C,84.15 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.38 W,0.00 %,0.00 %,0.10 GB/s,1155 MHz,0.00 GB/s,4,16
2025-05-07 17:16:30.3,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,0.9 %,0.00 %,55.63 W,1155 MHz,0.00 %,0.04 GB/s,35.00 °C,81.45 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.59 W,0.00 %,0.00 %,0.10 GB/s,1155 MHz,0.00 GB/s,4,16
2025-05-07 17:16:30.5,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,1.8 %,0.00 %,55.43 W,1155 MHz,0.00 %,0.04 GB/s,35.00 °C,82.51 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.25 W,0.00 %,0.00 %,0.10 GB/s,1155 MHz,0.00 GB/s,4,16
2025-05-07 17:16:30.6,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,2.5 %,0.00 %,54.05 W,1155 MHz,0.00 %,0.04 GB/s,35.00 °C,82.62 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.35 W,0.00 %,0.00 %,0.10 GB/s,1155 MHz,0.00 GB/s,4,16
2025-05-07 17:16:30.7,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,1.6 %,0.00 %,54.93 W,1155 MHz,0.00 %,0.04 GB/s,35.00 °C,82.75 W,4.7 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.30 W,0.00 %,0.00 %,0.07 GB/s,1155 MHz,0.00 GB/s,4,16
2025-05-07 17:16:30.8,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,2.5 %,0.00 %,54.93 W,1200 MHz,0.00 %,0.04 GB/s,35.00 °C,84.07 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.39 W,0.00 %,0.00 %,0.10 GB/s,1200 MHz,0.00 GB/s,4,16
2025-05-07 17:16:30.9,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,2.2 %,0.00 %,57.81 W,1200 MHz,0.00 %,0.04 GB/s,35.00 °C,83.29 W,4.7 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.20 W,0.00 %,0.00 %,0.10 GB/s,1200 MHz,0.00 GB/s,4,16
2025-05-07 17:16:31.0,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,1.9 %,0.00 %,63.39 W,1290 MHz,0.00 %,0.04 GB/s,35.00 °C,83.73 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.19 W,0.00 %,0.00 %,0.10 GB/s,1290 MHz,0.00 GB/s,4,16
2025-05-07 17:16:31.1,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,0.6 %,0.00 %,63.39 W,1290 MHz,0.00 %,0.04 GB/s,35.00 °C,82.45 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.27 W,0.00 %,0.00 %,0.10 GB/s,1290 MHz,0.00 GB/s,4,16
2025-05-07 17:16:31.2,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,1.9 %,0.00 %,55.63 W,1290 MHz,0.00 %,0.04 GB/s,35.00 °C,82.76 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.25 W,0.00 %,0.00 %,0.10 GB/s,1290 MHz,0.00 GB/s,4,16
2025-05-07 17:16:31.3,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,5.0 %,0.00 %,57.30 W,1290 MHz,0.00 %,0.04 GB/s,35.00 °C,83.99 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.40 W,0.00 %,0.00 %,0.10 GB/s,1290 MHz,0.00 GB/s,4,16
2025-05-07 17:16:31.4,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,2.5 %,0.00 %,56.52 W,1290 MHz,0.00 %,0.04 GB/s,35.00 °C,81.86 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.39 W,0.00 %,0.00 %,0.10 GB/s,1290 MHz,0.00 GB/s,4,16
2025-05-07 17:16:31.5,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,3.1 %,0.00 %,56.52 W,1290 MHz,0.00 %,0.04 GB/s,35.00 °C,82.35 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.16 W,0.00 %,0.00 %,0.10 GB/s,1290 MHz,0.00 GB/s,4,16
2025-05-07 17:16:31.6,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,1.6 %,0.00 %,62.05 W,1290 MHz,0.00 %,0.04 GB/s,35.00 °C,81.81 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.22 W,0.00 %,0.00 %,0.11 GB/s,1290 MHz,0.00 GB/s,4,16
2025-05-07 17:16:31.7,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,1.2 %,0.00 %,56.31 W,1290 MHz,0.00 %,0.04 GB/s,35.00 °C,81.70 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.10 W,0.00 %,0.00 %,0.10 GB/s,1290 MHz,0.00 GB/s,4,16
2025-05-07 17:16:31.8,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,1.8 %,0.00 %,56.22 W,1290 MHz,0.00 %,0.04 GB/s,35.00 °C,82.94 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.29 W,0.00 %,0.00 %,0.10 GB/s,1290 MHz,0.00 GB/s,4,16
2025-05-07 17:16:31.9,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,0.3 %,0.00 %,56.91 W,1290 MHz,0.00 %,0.04 GB/s,35.00 °C,82.09 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.15 W,0.00 %,0.00 %,0.10 GB/s,1290 MHz,0.00 GB/s,4,16
2025-05-07 17:16:32.0,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,1.9 %,0.00 %,56.91 W,1290 MHz,0.00 %,0.05 GB/s,35.00 °C,81.67 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.13 W,0.00 %,0.00 %,0.11 GB/s,1290 MHz,0.00 GB/s,4,16
2025-05-07 17:16:32.1,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,1.9 %,0.00 %,63.98 W,1290 MHz,0.00 %,0.04 GB/s,35.00 °C,85.06 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.41 W,0.00 %,0.00 %,0.10 GB/s,1290 MHz,0.00 GB/s,4,16
2025-05-07 17:16:32.2,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,1.9 %,0.00 %,56.72 W,1290 MHz,0.00 %,0.04 GB/s,35.00 °C,83.17 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.40 W,0.00 %,0.00 %,0.10 GB/s,1290 MHz,0.00 GB/s,4,16
2025-05-07 17:16:32.3,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,1.8 %,0.00 %,57.11 W,1290 MHz,0.00 %,0.04 GB/s,35.00 °C,81.36 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.35 W,0.00 %,0.00 %,0.10 GB/s,1290 MHz,0.00 GB/s,4,16
2025-05-07 17:16:32.4,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,1.6 %,0.00 %,56.72 W,1290 MHz,0.00 %,0.04 GB/s,35.00 °C,81.93 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.18 W,0.00 %,0.00 %,0.10 GB/s,1290 MHz,0.00 GB/s,4,16
2025-05-07 17:16:32.5,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,3.1 %,0.00 %,56.81 W,1290 MHz,0.00 %,0.04 GB/s,35.00 °C,82.52 W,4.6 %,0.00 GB/s,0.00 %,0.00 %,32.00 °C,1512 MHz,9.21 W,0.00 %,0.00 %,0.10 GB/s,1290 MHz,0.00 GB/s,4,16
