timestamp,task_name,name,index,sm_active,temperature.gpu,pcie.link.width.current,temperature.memory,pcie_rx_bytes,pcie.link.gen.current,cpu_power,clocks.current.memory [MHz],power.draw [W],tensor_active,clocks.current.graphics [MHz],dram_power,dram_active,dram_usage,utilization.memory [%],sm_occupancy,pcie_tx_bytes,usage.memory [%],nvlink_rx_bytes,cpu_usage,clocks.current.sm [MHz],nvlink_tx_bytes,utilization.gpu [%]
2025-05-07 17:16:10.4,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,32.00 °C,16,35.00 °C,0.04 GB/s,4,82.32 W,1512 MHz,51.00 W,0.00 %,1185 MHz,9.23 W,0.00 %,4.6 %,0.00 %,0.00 %,0.10 GB/s,0.00 %,0.00 GB/s,2.2 %,1185 MHz,0.00 GB/s,0.00 %
2025-05-07 17:16:10.5,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,32.00 °C,16,35.00 °C,0.04 GB/s,4,82.17 W,1512 MHz,53.36 W,0.00 %,1185 MHz,9.31 W,0.00 %,4.6 %,0.00 %,0.00 %,0.10 GB/s,0.00 %,0.00 GB/s,2.8 %,1185 MHz,0.00 GB/s,0.00 %
2025-05-07 17:16:10.6,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,32.00 °C,16,35.00 °C,0.04 GB/s,4,83.18 W,1512 MHz,51.30 W,0.00 %,1185 MHz,9.29 W,0.00 %,4.6 %,0.00 %,0.00 %,0.10 GB/s,0.00 %,0.00 GB/s,4.6 %,1185 MHz,0.00 GB/s,0.00 %
2025-05-07 17:16:10.7,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,32.00 °C,16,35.00 °C,0.04 GB/s,4,83.76 W,1512 MHz,51.21 W,0.00 %,1185 MHz,9.36 W,0.00 %,4.7 %,0.00 %,0.00 %,0.10 GB/s,0.00 %,0.00 GB/s,8.7 %,1185 MHz,0.00 GB/s,0.00 %
2025-05-07 17:16:10.8,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,32.00 °C,16,35.00 °C,0.04 GB/s,4,82.49 W,1512 MHz,51.30 W,0.00 %,1185 MHz,9.39 W,0.00 %,4.6 %,0.00 %,0.00 %,0.10 GB/s,0.00 %,0.00 GB/s,2.5 %,1185 MHz,0.00 GB/s,0.00 %
2025-05-07 17:16:10.9,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,32.00 °C,16,35.00 °C,0.04 GB/s,4,83.00 W,1512 MHz,51.98 W,0.00 %,1185 MHz,9.23 W,0.00 %,4.6 %,0.00 %,0.00 %,0.10 GB/s,0.00 %,0.00 GB/s,2.8 %,1185 MHz,0.00 GB/s,0.00 %
2025-05-07 17:16:11.0,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,32.00 °C,16,35.00 °C,0.04 GB/s,4,83.50 W,1512 MHz,56.12 W,0.00 %,1185 MHz,9.31 W,0.00 %,4.6 %,0.00 %,0.00 %,0.09 GB/s,0.00 %,0.00 GB/s,1.5 %,1185 MHz,0.00 GB/s,0.00 %
2025-05-07 17:16:11.2,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,32.00 °C,16,35.00 °C,0.04 GB/s,4,83.02 W,1512 MHz,53.36 W,0.00 %,1110 MHz,9.11 W,0.00 %,4.6 %,0.00 %,0.00 %,0.09 GB/s,0.00 %,0.00 GB/s,1.2 %,1110 MHz,0.00 GB/s,0.00 %
2025-05-07 17:16:11.3,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,32.00 °C,16,35.00 °C,0.04 GB/s,4,83.46 W,1512 MHz,48.14 W,0.00 %,1110 MHz,9.27 W,0.00 %,4.6 %,0.00 %,0.00 %,0.10 GB/s,0.00 %,0.00 GB/s,2.1 %,1110 MHz,0.00 GB/s,0.00 %
2025-05-07 17:16:11.4,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,32.00 °C,16,35.00 °C,0.04 GB/s,4,82.67 W,1512 MHz,51.40 W,0.00 %,1140 MHz,9.25 W,0.00 %,4.6 %,0.00 %,0.00 %,0.10 GB/s,0.00 %,0.00 GB/s,0.6 %,1140 MHz,0.00 GB/s,0.00 %
2025-05-07 17:16:11.7,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,32.00 °C,16,35.00 °C,0.04 GB/s,4,81.06 W,1512 MHz,48.93 W,0.00 %,1140 MHz,9.17 W,0.00 %,4.6 %,0.00 %,0.00 %,0.10 GB/s,0.00 %,0.00 GB/s,0.6 %,1140 MHz,0.00 GB/s,0.00 %
2025-05-07 17:16:11.9,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,32.00 °C,16,35.00 °C,0.04 GB/s,4,82.31 W,1512 MHz,49.12 W,0.00 %,1140 MHz,9.26 W,0.00 %,4.6 %,0.00 %,0.00 %,0.10 GB/s,0.00 %,0.00 GB/s,0.9 %,1140 MHz,0.00 GB/s,0.00 %
2025-05-07 17:16:12.2,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,32.00 °C,16,35.00 °C,0.04 GB/s,4,83.95 W,1512 MHz,49.12 W,0.00 %,1140 MHz,9.40 W,0.00 %,4.6 %,0.00 %,0.00 %,0.10 GB/s,0.00 %,0.00 GB/s,2.8 %,1140 MHz,0.00 GB/s,0.00 %
2025-05-07 17:16:12.4,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,32.00 °C,16,35.00 °C,0.04 GB/s,4,81.99 W,1512 MHz,53.05 W,0.00 %,1140 MHz,9.24 W,0.00 %,4.6 %,0.00 %,0.00 %,0.09 GB/s,0.00 %,0.00 GB/s,0.9 %,1140 MHz,0.00 GB/s,0.00 %
2025-05-07 17:16:12.5,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,32.00 °C,16,35.00 °C,0.04 GB/s,4,83.21 W,1512 MHz,49.32 W,0.00 %,1140 MHz,9.26 W,0.00 %,4.6 %,0.00 %,0.00 %,0.10 GB/s,0.00 %,0.00 GB/s,0.9 %,1140 MHz,0.00 GB/s,0.00 %
2025-05-07 17:16:12.8,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,32.00 °C,16,35.00 °C,0.04 GB/s,4,83.07 W,1512 MHz,48.83 W,0.00 %,1140 MHz,9.24 W,0.00 %,4.6 %,0.00 %,0.00 %,0.10 GB/s,0.00 %,0.00 GB/s,4.1 %,1140 MHz,0.00 GB/s,0.00 %
2025-05-07 17:16:12.9,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,32.00 °C,16,35.00 °C,0.04 GB/s,4,81.74 W,1512 MHz,51.01 W,0.00 %,1140 MHz,9.24 W,0.00 %,4.6 %,0.00 %,0.00 %,0.10 GB/s,0.00 %,0.00 GB/s,2.2 %,1140 MHz,0.00 GB/s,0.00 %
2025-05-07 17:16:13.0,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,32.00 °C,16,35.00 °C,0.04 GB/s,4,83.49 W,1512 MHz,49.92 W,0.00 %,1140 MHz,9.31 W,0.00 %,4.6 %,0.00 %,0.00 %,0.10 GB/s,0.00 %,0.00 GB/s,0.6 %,1140 MHz,0.00 GB/s,0.00 %
2025-05-07 17:16:13.1,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,32.00 °C,16,35.00 °C,0.04 GB/s,4,83.93 W,1512 MHz,54.64 W,0.00 %,1140 MHz,9.21 W,0.00 %,4.6 %,0.00 %,0.00 %,0.09 GB/s,0.00 %,0.00 GB/s,1.5 %,1140 MHz,0.00 GB/s,0.00 %
2025-05-07 17:16:13.3,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,32.00 °C,16,35.00 °C,0.04 GB/s,4,82.47 W,1512 MHz,50.21 W,0.00 %,1020 MHz,9.32 W,0.00 %,4.6 %,0.00 %,0.00 %,0.09 GB/s,0.00 %,0.00 GB/s,0.6 %,1020 MHz,0.00 GB/s,0.00 %
2025-05-07 17:16:13.4,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,32.00 °C,16,35.00 °C,0.04 GB/s,4,84.67 W,1512 MHz,46.75 W,0.00 %,1020 MHz,9.40 W,0.00 %,4.6 %,0.00 %,0.00 %,0.09 GB/s,0.00 %,0.00 GB/s,3.7 %,1020 MHz,0.00 GB/s,0.00 %
2025-05-07 17:16:13.5,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,32.00 °C,16,35.00 °C,0.04 GB/s,4,83.60 W,1512 MHz,50.91 W,0.00 %,1020 MHz,9.30 W,0.00 %,4.6 %,0.00 %,0.00 %,0.09 GB/s,0.00 %,0.00 GB/s,4.0 %,1020 MHz,0.00 GB/s,0.00 %
2025-05-07 17:16:13.8,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,32.00 °C,16,35.00 °C,0.04 GB/s,4,82.82 W,1512 MHz,47.85 W,0.00 %,1110 MHz,9.69 W,0.00 %,4.6 %,0.00 %,0.00 %,0.09 GB/s,0.00 %,0.00 GB/s,8.6 %,1110 MHz,0.00 GB/s,0.00 %
2025-05-07 17:16:13.9,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,32.00 °C,16,35.00 °C,0.04 GB/s,4,83.67 W,1512 MHz,49.12 W,0.00 %,1110 MHz,9.41 W,0.00 %,4.6 %,0.00 %,0.00 %,0.09 GB/s,0.00 %,0.00 GB/s,1.9 %,1110 MHz,0.00 GB/s,0.00 %
2025-05-07 17:16:14.0,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,32.00 °C,16,35.00 °C,0.04 GB/s,4,82.56 W,1512 MHz,48.65 W,0.00 %,1110 MHz,9.28 W,0.00 %,4.6 %,0.00 %,0.00 %,0.09 GB/s,0.00 %,0.00 GB/s,2.2 %,1110 MHz,0.00 GB/s,0.00 %
2025-05-07 17:16:14.1,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,32.00 °C,16,35.00 °C,0.04 GB/s,4,81.86 W,1512 MHz,48.83 W,0.00 %,1110 MHz,9.45 W,0.00 %,4.6 %,0.00 %,0.00 %,0.09 GB/s,0.00 %,0.00 GB/s,1.9 %,1110 MHz,0.00 GB/s,0.00 %
2025-05-07 17:16:14.2,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,32.00 °C,16,35.00 °C,0.04 GB/s,4,82.80 W,1512 MHz,48.84 W,0.00 %,1110 MHz,9.37 W,0.00 %,4.6 %,0.00 %,0.00 %,0.10 GB/s,0.00 %,0.00 GB/s,1.9 %,1110 MHz,0.00 GB/s,0.00 %
2025-05-07 17:16:14.3,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,32.00 °C,16,35.00 °C,0.01 GB/s,4,82.71 W,1512 MHz,48.44 W,0.00 %,1110 MHz,9.31 W,0.00 %,4.6 %,0.00 %,0.00 %,0.03 GB/s,0.00 %,0.00 GB/s,1.6 %,1110 MHz,0.00 GB/s,0.00 %
2025-05-07 17:16:14.4,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,32.00 °C,16,35.00 °C,0.04 GB/s,4,82.83 W,1512 MHz,53.05 W,0.00 %,1110 MHz,9.35 W,0.00 %,4.6 %,0.00 %,0.00 %,0.09 GB/s,0.00 %,0.00 GB/s,1.9 %,1110 MHz,0.00 GB/s,0.00 %
2025-05-07 17:16:14.6,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,32.00 °C,16,35.00 °C,0.04 GB/s,4,82.70 W,1512 MHz,53.26 W,0.00 %,1110 MHz,9.28 W,0.00 %,4.6 %,0.00 %,0.00 %,0.10 GB/s,0.00 %,0.00 GB/s,1.6 %,1110 MHz,0.00 GB/s,0.00 %
2025-05-07 17:16:14.7,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,32.00 °C,16,35.00 °C,0.04 GB/s,4,82.22 W,1512 MHz,54.64 W,0.00 %,1140 MHz,9.36 W,0.00 %,4.6 %,0.00 %,0.00 %,0.10 GB/s,0.00 %,0.00 GB/s,1.8 %,1140 MHz,0.00 GB/s,0.00 %
2025-05-07 17:16:14.8,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,32.00 °C,16,35.00 °C,0.04 GB/s,4,82.90 W,1512 MHz,54.73 W,0.00 %,1140 MHz,9.18 W,0.00 %,4.6 %,0.00 %,0.00 %,0.10 GB/s,0.00 %,0.00 GB/s,3.0 %,1140 MHz,0.00 GB/s,0.00 %
2025-05-07 17:16:14.9,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,32.00 °C,16,35.00 °C,0.04 GB/s,4,83.96 W,1512 MHz,54.64 W,0.00 %,1140 MHz,9.48 W,0.00 %,4.6 %,0.00 %,0.00 %,0.10 GB/s,0.00 %,0.00 GB/s,5.6 %,1140 MHz,0.00 GB/s,0.00 %
2025-05-07 17:16:15.0,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,32.00 °C,16,35.00 °C,0.04 GB/s,4,85.34 W,1512 MHz,54.64 W,0.00 %,1140 MHz,9.17 W,0.00 %,4.6 %,0.00 %,0.00 %,0.10 GB/s,0.00 %,0.00 GB/s,1.6 %,1140 MHz,0.00 GB/s,0.00 %
2025-05-07 17:16:15.1,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,32.00 °C,16,35.00 °C,0.04 GB/s,4,83.80 W,1512 MHz,49.12 W,0.00 %,1140 MHz,9.15 W,0.00 %,4.6 %,0.00 %,0.00 %,0.10 GB/s,0.00 %,0.00 GB/s,2.7 %,1140 MHz,0.00 GB/s,0.00 %
2025-05-07 17:16:15.2,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,32.00 °C,16,35.00 °C,0.04 GB/s,4,82.19 W,1512 MHz,54.73 W,0.00 %,1140 MHz,9.46 W,0.00 %,4.6 %,0.00 %,0.00 %,0.10 GB/s,0.00 %,0.00 GB/s,1.6 %,1140 MHz,0.00 GB/s,0.00 %
2025-05-07 17:16:15.4,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,32.00 °C,16,35.00 °C,0.04 GB/s,4,82.39 W,1512 MHz,54.44 W,0.00 %,1140 MHz,9.27 W,0.00 %,4.6 %,0.00 %,0.00 %,0.10 GB/s,0.00 %,0.00 GB/s,2.8 %,1140 MHz,0.00 GB/s,0.00 %
2025-05-07 17:16:15.5,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,32.00 °C,16,35.00 °C,0.04 GB/s,4,83.33 W,1512 MHz,54.64 W,0.00 %,1140 MHz,9.41 W,0.00 %,4.6 %,0.00 %,0.00 %,0.10 GB/s,0.00 %,0.00 GB/s,0.9 %,1140 MHz,0.00 GB/s,0.00 %
2025-05-07 17:16:15.6,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,32.00 °C,16,35.00 °C,0.04 GB/s,4,84.10 W,1512 MHz,49.43 W,0.00 %,1140 MHz,9.39 W,0.00 %,4.6 %,0.00 %,0.00 %,0.10 GB/s,0.00 %,0.00 GB/s,0.9 %,1140 MHz,0.00 GB/s,0.00 %
2025-05-07 17:16:15.7,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,32.00 °C,16,35.00 °C,0.04 GB/s,4,84.85 W,1512 MHz,49.03 W,0.00 %,1140 MHz,9.22 W,0.00 %,4.6 %,0.00 %,0.00 %,0.09 GB/s,0.00 %,0.00 GB/s,0.9 %,1140 MHz,0.00 GB/s,0.00 %
2025-05-07 17:16:15.8,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,32.00 °C,16,35.00 °C,0.04 GB/s,4,82.89 W,1512 MHz,50.51 W,0.00 %,1140 MHz,9.18 W,0.00 %,4.6 %,0.00 %,0.00 %,0.10 GB/s,0.00 %,0.00 GB/s,1.8 %,1140 MHz,0.00 GB/s,0.00 %
2025-05-07 17:16:15.9,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,32.00 °C,16,35.00 °C,0.04 GB/s,4,83.45 W,1512 MHz,54.64 W,0.00 %,1140 MHz,9.19 W,0.00 %,4.6 %,0.00 %,0.00 %,0.10 GB/s,0.00 %,0.00 GB/s,1.6 %,1140 MHz,0.00 GB/s,0.00 %
2025-05-07 17:16:16.0,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,32.00 °C,16,35.00 °C,0.04 GB/s,4,83.34 W,1512 MHz,49.92 W,0.00 %,1140 MHz,9.29 W,0.00 %,4.6 %,0.00 %,0.00 %,0.09 GB/s,0.00 %,0.00 GB/s,3.4 %,1140 MHz,0.00 GB/s,0.00 %
2025-05-07 17:16:16.1,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,32.00 °C,16,35.00 °C,0.04 GB/s,4,83.27 W,1512 MHz,49.82 W,0.00 %,1140 MHz,9.23 W,0.00 %,4.6 %,0.00 %,0.00 %,0.10 GB/s,0.00 %,0.00 GB/s,3.4 %,1140 MHz,0.00 GB/s,0.00 %
2025-05-07 17:16:16.2,sleep,NVIDIA A800 80GB PCIe,0,0.00 %,32.00 °C,16,35.00 °C,0.04 GB/s,4,83.19 W,1512 MHz,49.61 W,0.00 %,1140 MHz,9.37 W,0.00 %,4.6 %,0.00 %,0.00 %,0.10 GB/s,0.00 %,0.00 GB/s,1.2 %,1140 MHz,0.00 GB/s,0.00 %
