timestamp,task_name,name,index,cpu_power,sm_occupancy,cpu_usage,clocks.current.sm [MHz],pcie.link.gen.current,sm_active,clocks.current.memory [MHz],pcie_rx_bytes,pcie.link.width.current,clocks.current.graphics [MHz],temperature.gpu,dram_usage,pcie_tx_bytes,dram_active,usage.memory [%],nvlink_rx_bytes,utilization.memory [%],tensor_active,nvlink_tx_bytes,temperature.memory,power.draw [W],dram_power,utilization.gpu [%]
2025-05-07 17:15:53.1,sleep,NVIDIA A800 80GB PCIe,0,81.15 W,0.00 %,2.5 %,1185 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1185 MHz,32.00 °C,4.6 %,0.10 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,56.12 W,9.30 W,0.00 %
2025-05-07 17:15:53.2,sleep,NVIDIA A800 80GB PCIe,0,81.36 W,0.00 %,0.6 %,1185 MHz,4,0.00 %,1512 MHz,0.01 GB/s,16,1185 MHz,32.00 °C,4.6 %,0.03 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,56.81 W,9.38 W,0.00 %
2025-05-07 17:15:53.4,sleep,NVIDIA A800 80GB PCIe,0,81.78 W,0.00 %,0.6 %,1185 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1185 MHz,32.00 °C,4.6 %,0.09 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,52.86 W,9.32 W,0.00 %
2025-05-07 17:15:53.5,sleep,NVIDIA A800 80GB PCIe,0,82.08 W,0.00 %,2.2 %,1185 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1185 MHz,32.00 °C,4.6 %,0.10 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,50.50 W,9.15 W,0.00 %
2025-05-07 17:15:53.6,sleep,NVIDIA A800 80GB PCIe,0,80.68 W,0.00 %,1.9 %,1125 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1125 MHz,32.00 °C,4.6 %,0.11 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,51.79 W,9.39 W,0.00 %
2025-05-07 17:15:53.7,sleep,NVIDIA A800 80GB PCIe,0,81.22 W,0.00 %,2.1 %,1125 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1125 MHz,32.00 °C,4.6 %,0.10 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,49.52 W,9.38 W,0.00 %
2025-05-07 17:15:53.8,sleep,NVIDIA A800 80GB PCIe,0,84.32 W,0.00 %,2.8 %,1260 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1260 MHz,32.00 °C,4.6 %,0.10 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,55.63 W,9.36 W,0.00 %
2025-05-07 17:15:53.9,sleep,NVIDIA A800 80GB PCIe,0,81.30 W,0.00 %,1.8 %,1260 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1260 MHz,32.00 °C,4.6 %,0.10 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,55.44 W,9.20 W,0.00 %
2025-05-07 17:15:54.0,sleep,NVIDIA A800 80GB PCIe,0,84.24 W,0.00 %,3.1 %,1260 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1260 MHz,32.00 °C,4.6 %,0.10 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,56.12 W,9.48 W,0.00 %
2025-05-07 17:15:54.1,sleep,NVIDIA A800 80GB PCIe,0,82.52 W,0.00 %,1.9 %,1260 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1260 MHz,32.00 °C,4.6 %,0.10 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,54.34 W,9.36 W,0.00 %
2025-05-07 17:15:54.2,sleep,NVIDIA A800 80GB PCIe,0,81.72 W,0.00 %,0.9 %,1260 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1260 MHz,32.00 °C,4.6 %,0.10 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,58.88 W,9.27 W,0.00 %
2025-05-07 17:15:54.3,sleep,NVIDIA A800 80GB PCIe,0,81.66 W,0.00 %,1.8 %,1260 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1260 MHz,32.00 °C,4.6 %,0.10 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,54.83 W,9.20 W,0.00 %
2025-05-07 17:15:54.4,sleep,NVIDIA A800 80GB PCIe,0,83.24 W,0.00 %,1.5 %,1260 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1260 MHz,32.00 °C,4.6 %,0.11 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,61.55 W,9.26 W,0.00 %
2025-05-07 17:15:54.5,sleep,NVIDIA A800 80GB PCIe,0,81.58 W,0.00 %,1.9 %,1260 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1260 MHz,32.00 °C,4.6 %,0.10 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,58.10 W,9.34 W,0.00 %
2025-05-07 17:15:54.6,sleep,NVIDIA A800 80GB PCIe,0,82.66 W,0.00 %,3.3 %,1260 MHz,4,0.00 %,1512 MHz,0.05 GB/s,16,1260 MHz,32.00 °C,4.6 %,0.11 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,57.91 W,9.40 W,0.00 %
2025-05-07 17:15:54.7,sleep,NVIDIA A800 80GB PCIe,0,81.65 W,0.00 %,0.3 %,1260 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1260 MHz,32.00 °C,4.6 %,0.10 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,57.80 W,9.18 W,0.00 %
2025-05-07 17:15:54.8,sleep,NVIDIA A800 80GB PCIe,0,85.07 W,0.00 %,4.7 %,1260 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1260 MHz,32.00 °C,4.6 %,0.10 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,57.80 W,9.46 W,0.00 %
2025-05-07 17:15:54.9,sleep,NVIDIA A800 80GB PCIe,0,83.94 W,0.00 %,5.0 %,1260 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1260 MHz,32.00 °C,4.6 %,0.10 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,59.67 W,9.55 W,0.00 %
2025-05-07 17:15:55.0,sleep,NVIDIA A800 80GB PCIe,0,86.80 W,0.00 %,5.3 %,1395 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1395 MHz,32.00 °C,4.6 %,0.11 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,61.66 W,9.23 W,0.00 %
2025-05-07 17:15:55.2,sleep,NVIDIA A800 80GB PCIe,0,82.19 W,0.00 %,3.1 %,1395 MHz,4,0.00 %,1512 MHz,0.05 GB/s,16,1395 MHz,32.00 °C,4.6 %,0.11 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,61.66 W,9.18 W,0.00 %
2025-05-07 17:15:55.3,sleep,NVIDIA A800 80GB PCIe,0,83.32 W,0.00 %,4.3 %,1395 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1395 MHz,32.00 °C,4.6 %,0.07 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,65.37 W,9.42 W,0.00 %
2025-05-07 17:15:55.4,sleep,NVIDIA A800 80GB PCIe,0,84.25 W,0.00 %,3.1 %,1395 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1395 MHz,32.00 °C,4.6 %,0.11 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,73.52 W,9.37 W,0.00 %
2025-05-07 17:15:55.5,sleep,NVIDIA A800 80GB PCIe,0,83.89 W,0.00 %,2.5 %,1395 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1395 MHz,32.00 °C,4.6 %,0.11 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,73.43 W,9.43 W,0.00 %
2025-05-07 17:15:55.6,sleep,NVIDIA A800 80GB PCIe,0,81.57 W,0.00 %,0.9 %,1395 MHz,4,0.00 %,1512 MHz,0.05 GB/s,16,1395 MHz,32.00 °C,4.6 %,0.10 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,73.53 W,9.29 W,0.00 %
2025-05-07 17:15:55.7,sleep,NVIDIA A800 80GB PCIe,0,82.85 W,0.00 %,0.6 %,1395 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1395 MHz,32.00 °C,4.6 %,0.11 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,63.43 W,9.44 W,0.00 %
2025-05-07 17:15:55.8,sleep,NVIDIA A800 80GB PCIe,0,82.10 W,0.00 %,1.9 %,1395 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1395 MHz,32.00 °C,4.6 %,0.11 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,63.43 W,9.38 W,0.00 %
2025-05-07 17:15:55.9,sleep,NVIDIA A800 80GB PCIe,0,82.33 W,0.00 %,1.9 %,1395 MHz,4,0.00 %,1512 MHz,0.05 GB/s,16,1395 MHz,32.00 °C,4.6 %,0.11 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,69.41 W,9.17 W,0.00 %
2025-05-07 17:15:56.0,sleep,NVIDIA A800 80GB PCIe,0,83.29 W,0.00 %,1.5 %,1395 MHz,4,0.00 %,1512 MHz,0.05 GB/s,16,1395 MHz,32.00 °C,4.6 %,0.10 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,68.72 W,9.28 W,0.00 %
2025-05-07 17:15:56.1,sleep,NVIDIA A800 80GB PCIe,0,85.06 W,0.00 %,1.8 %,1395 MHz,4,0.00 %,1512 MHz,0.05 GB/s,16,1395 MHz,32.00 °C,4.6 %,0.11 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,68.72 W,9.27 W,0.00 %
2025-05-07 17:15:56.2,sleep,NVIDIA A800 80GB PCIe,0,83.56 W,0.00 %,0.6 %,1395 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1395 MHz,32.00 °C,4.6 %,0.11 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,68.72 W,9.15 W,0.00 %
2025-05-07 17:15:56.3,sleep,NVIDIA A800 80GB PCIe,0,82.82 W,0.00 %,1.6 %,1395 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1395 MHz,32.00 °C,4.6 %,0.11 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,66.55 W,9.33 W,0.00 %
2025-05-07 17:15:56.4,sleep,NVIDIA A800 80GB PCIe,0,83.68 W,0.00 %,2.8 %,1395 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1395 MHz,32.00 °C,4.6 %,0.11 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,69.41 W,9.48 W,0.00 %
2025-05-07 17:15:56.5,sleep,NVIDIA A800 80GB PCIe,0,82.60 W,0.00 %,2.5 %,1395 MHz,4,0.00 %,1512 MHz,0.05 GB/s,16,1395 MHz,32.00 °C,4.6 %,0.10 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,69.41 W,9.25 W,0.00 %
2025-05-07 17:15:56.6,sleep,NVIDIA A800 80GB PCIe,0,82.12 W,0.00 %,2.7 %,1395 MHz,4,0.00 %,1512 MHz,0.05 GB/s,16,1395 MHz,32.00 °C,4.6 %,0.11 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,73.74 W,9.37 W,0.00 %
2025-05-07 17:15:56.7,sleep,NVIDIA A800 80GB PCIe,0,81.63 W,0.00 %,1.5 %,1395 MHz,4,0.00 %,1512 MHz,0.05 GB/s,16,1395 MHz,32.00 °C,4.6 %,0.11 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,66.25 W,9.26 W,0.00 %
2025-05-07 17:15:56.8,sleep,NVIDIA A800 80GB PCIe,0,82.90 W,0.00 %,1.6 %,1215 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1215 MHz,32.00 °C,4.6 %,0.09 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,65.76 W,9.38 W,0.00 %
2025-05-07 17:15:56.9,sleep,NVIDIA A800 80GB PCIe,0,83.21 W,0.00 %,1.5 %,1215 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1215 MHz,32.00 °C,4.6 %,0.10 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,66.64 W,9.28 W,0.00 %
2025-05-07 17:15:57.0,sleep,NVIDIA A800 80GB PCIe,0,83.95 W,0.00 %,1.5 %,1200 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1200 MHz,32.00 °C,4.6 %,0.10 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,55.92 W,9.26 W,0.00 %
2025-05-07 17:15:57.1,sleep,NVIDIA A800 80GB PCIe,0,81.65 W,0.00 %,1.9 %,1200 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1200 MHz,32.00 °C,4.6 %,0.10 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,55.44 W,9.33 W,0.00 %
2025-05-07 17:15:57.2,sleep,NVIDIA A800 80GB PCIe,0,84.66 W,0.00 %,0.3 %,1200 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1200 MHz,32.00 °C,4.6 %,0.10 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,55.63 W,9.29 W,0.00 %
2025-05-07 17:15:57.4,sleep,NVIDIA A800 80GB PCIe,0,83.26 W,0.00 %,2.5 %,1200 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1200 MHz,32.00 °C,4.6 %,0.10 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,57.30 W,9.24 W,0.00 %
2025-05-07 17:15:57.5,sleep,NVIDIA A800 80GB PCIe,0,83.78 W,0.00 %,1.9 %,1185 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1185 MHz,32.00 °C,4.6 %,0.09 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,57.30 W,9.27 W,0.00 %
2025-05-07 17:15:57.6,sleep,NVIDIA A800 80GB PCIe,0,80.87 W,0.00 %,1.9 %,1185 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1185 MHz,32.00 °C,4.6 %,0.10 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,58.30 W,9.21 W,0.00 %
2025-05-07 17:15:57.7,sleep,NVIDIA A800 80GB PCIe,0,82.02 W,0.00 %,3.4 %,1185 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1185 MHz,32.00 °C,4.6 %,0.09 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,56.41 W,9.23 W,0.00 %
2025-05-07 17:15:57.8,sleep,NVIDIA A800 80GB PCIe,0,83.21 W,0.00 %,3.4 %,1185 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1185 MHz,32.00 °C,4.6 %,0.09 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,56.91 W,9.37 W,0.00 %
2025-05-07 17:15:57.9,sleep,NVIDIA A800 80GB PCIe,0,82.32 W,0.00 %,2.5 %,1185 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1185 MHz,32.00 °C,4.6 %,0.10 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,56.91 W,9.35 W,0.00 %
2025-05-07 17:15:58.0,sleep,NVIDIA A800 80GB PCIe,0,83.96 W,0.00 %,5.3 %,1185 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1185 MHz,32.00 °C,4.6 %,0.10 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,56.91 W,9.38 W,0.00 %
2025-05-07 17:15:58.1,sleep,NVIDIA A800 80GB PCIe,0,82.51 W,0.00 %,2.2 %,1185 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1185 MHz,32.00 °C,4.6 %,0.10 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,56.91 W,9.45 W,0.00 %
2025-05-07 17:15:58.2,sleep,NVIDIA A800 80GB PCIe,0,82.66 W,0.00 %,1.9 %,1185 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1185 MHz,32.00 °C,4.6 %,0.10 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,52.87 W,9.27 W,0.00 %
2025-05-07 17:15:58.3,sleep,NVIDIA A800 80GB PCIe,0,83.38 W,0.00 %,1.6 %,1140 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1140 MHz,32.00 °C,4.6 %,0.10 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,52.87 W,9.16 W,0.00 %
2025-05-07 17:15:58.4,sleep,NVIDIA A800 80GB PCIe,0,82.39 W,0.00 %,2.2 %,1140 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1140 MHz,32.00 °C,4.6 %,0.10 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,54.34 W,9.34 W,0.00 %
2025-05-07 17:15:58.5,sleep,NVIDIA A800 80GB PCIe,0,80.82 W,0.00 %,2.2 %,1140 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1140 MHz,32.00 °C,4.6 %,0.10 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,52.36 W,9.26 W,0.00 %
2025-05-07 17:15:58.6,sleep,NVIDIA A800 80GB PCIe,0,83.01 W,0.00 %,2.4 %,1140 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1140 MHz,32.00 °C,4.6 %,0.10 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,52.36 W,9.45 W,0.00 %
2025-05-07 17:15:58.7,sleep,NVIDIA A800 80GB PCIe,0,81.69 W,0.00 %,1.9 %,1140 MHz,4,0.00 %,1512 MHz,0.01 GB/s,16,1140 MHz,32.00 °C,4.6 %,0.03 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,52.97 W,9.28 W,0.00 %
2025-05-07 17:15:58.8,sleep,NVIDIA A800 80GB PCIe,0,81.89 W,0.00 %,1.9 %,1185 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1185 MHz,32.00 °C,4.6 %,0.10 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,54.73 W,9.21 W,0.00 %
2025-05-07 17:15:58.9,sleep,NVIDIA A800 80GB PCIe,0,82.87 W,0.00 %,0.6 %,1185 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1185 MHz,32.00 °C,4.6 %,0.10 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,54.93 W,9.12 W,0.00 %
2025-05-07 17:15:59.0,sleep,NVIDIA A800 80GB PCIe,0,82.88 W,0.00 %,4.9 %,1185 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1185 MHz,32.00 °C,4.6 %,0.10 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,50.60 W,9.25 W,0.00 %
2025-05-07 17:15:59.1,sleep,NVIDIA A800 80GB PCIe,0,83.04 W,0.00 %,3.1 %,1185 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1185 MHz,32.00 °C,4.6 %,0.10 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,53.77 W,9.32 W,0.00 %
2025-05-07 17:15:59.2,sleep,NVIDIA A800 80GB PCIe,0,82.70 W,0.00 %,2.5 %,1185 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1185 MHz,32.00 °C,4.6 %,0.10 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,51.60 W,9.44 W,0.00 %
2025-05-07 17:15:59.3,sleep,NVIDIA A800 80GB PCIe,0,82.84 W,0.00 %,2.2 %,1185 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1185 MHz,32.00 °C,4.6 %,0.10 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,51.79 W,9.31 W,0.00 %
2025-05-07 17:15:59.4,sleep,NVIDIA A800 80GB PCIe,0,83.43 W,0.00 %,2.5 %,1185 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1185 MHz,32.00 °C,4.6 %,0.10 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,51.50 W,9.16 W,0.00 %
2025-05-07 17:15:59.5,sleep,NVIDIA A800 80GB PCIe,0,84.00 W,0.00 %,3.1 %,1185 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1185 MHz,32.00 °C,4.6 %,0.10 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,51.30 W,9.23 W,0.00 %
2025-05-07 17:15:59.6,sleep,NVIDIA A800 80GB PCIe,0,82.17 W,0.00 %,1.5 %,1185 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1185 MHz,32.00 °C,4.7 %,0.10 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,51.21 W,9.36 W,0.00 %
2025-05-07 17:15:59.7,sleep,NVIDIA A800 80GB PCIe,0,81.71 W,0.00 %,1.6 %,1185 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1185 MHz,32.00 °C,4.7 %,0.10 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,51.40 W,9.48 W,0.00 %
2025-05-07 17:15:59.8,sleep,NVIDIA A800 80GB PCIe,0,82.77 W,0.00 %,1.9 %,1185 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1185 MHz,32.00 °C,4.7 %,0.10 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,51.30 W,9.12 W,0.00 %
2025-05-07 17:15:59.9,sleep,NVIDIA A800 80GB PCIe,0,85.30 W,0.00 %,0.6 %,1185 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1185 MHz,32.00 °C,4.7 %,0.10 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,51.21 W,9.29 W,0.00 %
2025-05-07 17:16:00.0,sleep,NVIDIA A800 80GB PCIe,0,82.70 W,0.00 %,1.9 %,1185 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1185 MHz,32.00 °C,4.7 %,0.10 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,51.10 W,9.10 W,0.00 %
2025-05-07 17:16:00.1,sleep,NVIDIA A800 80GB PCIe,0,83.68 W,0.00 %,1.6 %,1185 MHz,4,0.00 %,1512 MHz,0.04 GB/s,16,1185 MHz,32.00 °C,4.7 %,0.10 GB/s,0.00 %,0.00 %,0.00 GB/s,0.00 %,0.00 %,0.00 GB/s,35.00 °C,56.91 W,9.23 W,0.00 %
