timestamp,task_name,name,index,pcie.link.gen.current,temperature.gpu,clocks.current.memory [MHz],cpu_usage,nvlink_rx_bytes,clocks.current.graphics [MHz],dram_usage,clocks.current.sm [MHz],power.draw [W],sm_occupancy,nvlink_tx_bytes,cpu_power,utilization.memory [%],pcie_rx_bytes,pcie_tx_bytes,usage.memory [%],pcie.link.width.current,dram_power,temperature.memory,utilization.gpu [%],sm_active,tensor_active,dram_active
2025-05-07 17:15:20.3,sleep,NVIDIA A800 80GB PCIe,0,4,31.00 °C,1512 MHz,2.8 %,0.00 GB/s,1200 MHz,4.6 %,1200 MHz,50.69 W,0.00 %,0.00 GB/s,82.25 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.28 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:20.4,sleep,NVIDIA A800 80GB PCIe,0,4,31.00 °C,1512 MHz,2.2 %,0.00 GB/s,1200 MHz,4.6 %,1200 MHz,53.65 W,0.00 %,0.00 GB/s,83.24 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.38 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:20.5,sleep,NVIDIA A800 80GB PCIe,0,4,31.00 °C,1512 MHz,1.8 %,0.00 GB/s,1200 MHz,4.6 %,1200 MHz,53.86 W,0.00 %,0.00 GB/s,83.78 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.41 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:20.6,sleep,NVIDIA A800 80GB PCIe,0,4,31.00 °C,1512 MHz,2.5 %,0.00 GB/s,1200 MHz,4.6 %,1200 MHz,53.86 W,0.00 %,0.00 GB/s,84.16 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.46 W,33.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:20.7,sleep,NVIDIA A800 80GB PCIe,0,4,31.00 °C,1512 MHz,1.9 %,0.00 GB/s,1200 MHz,4.6 %,1200 MHz,54.05 W,0.00 %,0.00 GB/s,82.49 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.26 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:20.8,sleep,NVIDIA A800 80GB PCIe,0,4,31.00 °C,1512 MHz,2.8 %,0.00 GB/s,1200 MHz,4.6 %,1200 MHz,54.44 W,0.00 %,0.00 GB/s,83.62 W,0.00 %,0.04 GB/s,0.11 GB/s,0.00 %,16,9.22 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:20.9,sleep,NVIDIA A800 80GB PCIe,0,4,31.00 °C,1512 MHz,2.2 %,0.00 GB/s,1200 MHz,4.6 %,1200 MHz,54.54 W,0.00 %,0.00 GB/s,81.47 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.43 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:21.0,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,1.5 %,0.00 GB/s,1275 MHz,4.6 %,1275 MHz,58.40 W,0.00 %,0.00 GB/s,82.04 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.17 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:21.1,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,1.9 %,0.00 GB/s,1275 MHz,4.6 %,1275 MHz,57.80 W,0.00 %,0.00 GB/s,81.23 W,0.00 %,0.04 GB/s,0.09 GB/s,0.00 %,16,9.29 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:21.2,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,1.5 %,0.00 GB/s,1275 MHz,4.6 %,1275 MHz,58.30 W,0.00 %,0.00 GB/s,81.44 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.15 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:21.3,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,4.3 %,0.00 GB/s,1275 MHz,4.6 %,1275 MHz,58.69 W,0.00 %,0.00 GB/s,83.36 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.42 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:21.4,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,3.1 %,0.00 GB/s,1275 MHz,4.6 %,1275 MHz,58.69 W,0.00 %,0.00 GB/s,81.60 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.28 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:21.5,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,3.1 %,0.00 GB/s,1275 MHz,4.6 %,1275 MHz,58.30 W,0.00 %,0.00 GB/s,83.18 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.29 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:21.6,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,0.6 %,0.00 GB/s,1275 MHz,4.6 %,1275 MHz,54.83 W,0.00 %,0.00 GB/s,80.97 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.35 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:21.7,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,2.2 %,0.00 GB/s,1275 MHz,4.6 %,1275 MHz,54.83 W,0.00 %,0.00 GB/s,83.52 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.19 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:21.8,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,2.5 %,0.00 GB/s,1275 MHz,4.6 %,1275 MHz,57.40 W,0.00 %,0.00 GB/s,81.25 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.30 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:21.9,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,1.2 %,0.00 GB/s,1275 MHz,4.6 %,1275 MHz,55.02 W,0.00 %,0.00 GB/s,82.91 W,0.00 %,0.04 GB/s,0.11 GB/s,0.00 %,16,9.27 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:22.0,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,1.9 %,0.00 GB/s,1275 MHz,4.6 %,1275 MHz,56.22 W,0.00 %,0.00 GB/s,82.60 W,0.00 %,0.04 GB/s,0.11 GB/s,0.00 %,16,9.15 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:22.1,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,2.5 %,0.00 GB/s,1275 MHz,4.6 %,1275 MHz,55.73 W,0.00 %,0.00 GB/s,83.67 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.44 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:22.2,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,1.9 %,0.00 GB/s,1275 MHz,4.6 %,1275 MHz,55.44 W,0.00 %,0.00 GB/s,83.86 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.50 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:22.3,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,1.2 %,0.00 GB/s,1275 MHz,4.6 %,1275 MHz,55.44 W,0.00 %,0.00 GB/s,81.05 W,0.00 %,0.05 GB/s,0.11 GB/s,0.00 %,16,9.44 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:22.4,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,2.1 %,0.00 GB/s,1275 MHz,4.6 %,1275 MHz,56.62 W,0.00 %,0.00 GB/s,83.95 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.39 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:22.5,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,2.8 %,0.00 GB/s,1275 MHz,4.6 %,1275 MHz,56.12 W,0.00 %,0.00 GB/s,83.41 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.31 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:22.6,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,3.0 %,0.00 GB/s,1275 MHz,4.6 %,1275 MHz,56.71 W,0.00 %,0.00 GB/s,83.94 W,0.00 %,0.04 GB/s,0.09 GB/s,0.00 %,16,9.21 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:22.7,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,2.8 %,0.00 GB/s,1215 MHz,4.6 %,1215 MHz,56.21 W,0.00 %,0.00 GB/s,82.54 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.14 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:22.8,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,1.5 %,0.00 GB/s,1215 MHz,4.6 %,1215 MHz,54.44 W,0.00 %,0.00 GB/s,81.06 W,0.00 %,0.04 GB/s,0.09 GB/s,0.00 %,16,9.21 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:22.9,sleep,NVIDIA A800 80GB PCIe,0,4,31.00 °C,1512 MHz,0.6 %,0.00 GB/s,1215 MHz,4.6 %,1215 MHz,54.73 W,0.00 %,0.00 GB/s,82.41 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.32 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:23.0,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,2.2 %,0.00 GB/s,1215 MHz,4.6 %,1215 MHz,52.46 W,0.00 %,0.00 GB/s,81.40 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.28 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:23.1,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,2.2 %,0.00 GB/s,1185 MHz,4.6 %,1185 MHz,57.49 W,0.00 %,0.00 GB/s,82.82 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.43 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:23.2,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,1.6 %,0.00 GB/s,1185 MHz,4.6 %,1185 MHz,51.19 W,0.00 %,0.00 GB/s,81.85 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.23 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:23.3,sleep,NVIDIA A800 80GB PCIe,0,4,31.00 °C,1512 MHz,3.1 %,0.00 GB/s,1185 MHz,4.6 %,1185 MHz,51.00 W,0.00 %,0.00 GB/s,82.55 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.33 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:23.4,sleep,NVIDIA A800 80GB PCIe,0,4,31.00 °C,1512 MHz,3.7 %,0.00 GB/s,1185 MHz,4.6 %,1185 MHz,51.29 W,0.00 %,0.00 GB/s,82.70 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.49 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:23.5,sleep,NVIDIA A800 80GB PCIe,0,4,31.00 °C,1512 MHz,2.2 %,0.00 GB/s,1185 MHz,4.6 %,1185 MHz,51.00 W,0.00 %,0.00 GB/s,80.60 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.44 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:23.6,sleep,NVIDIA A800 80GB PCIe,0,4,31.00 °C,1512 MHz,1.9 %,0.00 GB/s,1185 MHz,4.6 %,1185 MHz,50.89 W,0.00 %,0.00 GB/s,83.64 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.37 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:23.7,sleep,NVIDIA A800 80GB PCIe,0,4,31.00 °C,1512 MHz,2.2 %,0.00 GB/s,1155 MHz,4.6 %,1155 MHz,51.30 W,0.00 %,0.00 GB/s,82.00 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.24 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:23.8,sleep,NVIDIA A800 80GB PCIe,0,4,31.00 °C,1512 MHz,3.7 %,0.00 GB/s,1155 MHz,4.6 %,1155 MHz,50.69 W,0.00 %,0.00 GB/s,83.80 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.55 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:23.9,sleep,NVIDIA A800 80GB PCIe,0,4,31.00 °C,1512 MHz,2.2 %,0.00 GB/s,1155 MHz,4.6 %,1155 MHz,50.58 W,0.00 %,0.00 GB/s,81.39 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.41 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:24.0,sleep,NVIDIA A800 80GB PCIe,0,4,31.00 °C,1512 MHz,0.9 %,0.00 GB/s,1155 MHz,4.6 %,1155 MHz,50.80 W,0.00 %,0.00 GB/s,82.63 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.42 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:24.2,sleep,NVIDIA A800 80GB PCIe,0,4,31.00 °C,1512 MHz,1.8 %,0.00 GB/s,1140 MHz,4.6 %,1140 MHz,50.90 W,0.00 %,0.00 GB/s,81.52 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.30 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:24.3,sleep,NVIDIA A800 80GB PCIe,0,4,31.00 °C,1512 MHz,0.6 %,0.00 GB/s,1140 MHz,4.6 %,1140 MHz,54.15 W,0.00 %,0.00 GB/s,85.77 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.32 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:24.4,sleep,NVIDIA A800 80GB PCIe,0,4,31.00 °C,1512 MHz,0.9 %,0.00 GB/s,1140 MHz,4.6 %,1140 MHz,53.66 W,0.00 %,0.00 GB/s,81.73 W,0.00 %,0.04 GB/s,0.09 GB/s,0.00 %,16,9.31 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:24.5,sleep,NVIDIA A800 80GB PCIe,0,4,31.00 °C,1512 MHz,3.4 %,0.00 GB/s,1140 MHz,4.6 %,1140 MHz,49.42 W,0.00 %,0.00 GB/s,82.71 W,0.00 %,0.04 GB/s,0.09 GB/s,0.00 %,16,9.31 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:24.6,sleep,NVIDIA A800 80GB PCIe,0,4,31.00 °C,1512 MHz,1.5 %,0.00 GB/s,1110 MHz,4.6 %,1110 MHz,52.47 W,0.00 %,0.00 GB/s,82.90 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.23 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:24.7,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,1.8 %,0.00 GB/s,1110 MHz,4.6 %,1110 MHz,51.77 W,0.00 %,0.00 GB/s,82.14 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.25 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:24.8,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,2.5 %,0.00 GB/s,1320 MHz,4.6 %,1320 MHz,64.47 W,0.00 %,0.00 GB/s,83.78 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.26 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:24.9,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,7.6 %,0.00 GB/s,1320 MHz,4.6 %,1320 MHz,64.27 W,0.00 %,0.00 GB/s,81.67 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.28 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:25.0,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,4.0 %,0.00 GB/s,1320 MHz,4.6 %,1320 MHz,64.97 W,0.00 %,0.00 GB/s,84.07 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.38 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:25.1,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,6.5 %,0.00 GB/s,1320 MHz,4.6 %,1320 MHz,64.98 W,0.00 %,0.00 GB/s,83.03 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.35 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:25.2,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,3.7 %,0.00 GB/s,1320 MHz,4.6 %,1320 MHz,64.86 W,0.00 %,0.00 GB/s,84.31 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.30 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:25.3,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,2.8 %,0.00 GB/s,1320 MHz,4.6 %,1320 MHz,64.87 W,0.00 %,0.00 GB/s,81.80 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.34 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:25.4,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,2.2 %,0.00 GB/s,1320 MHz,4.6 %,1320 MHz,65.07 W,0.00 %,0.00 GB/s,83.43 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.46 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:25.5,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,2.5 %,0.00 GB/s,1320 MHz,4.6 %,1320 MHz,65.27 W,0.00 %,0.00 GB/s,84.27 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.39 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:25.6,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,1.5 %,0.00 GB/s,1320 MHz,4.6 %,1320 MHz,65.47 W,0.00 %,0.00 GB/s,81.22 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.47 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:25.7,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,1.5 %,0.00 GB/s,1320 MHz,4.6 %,1320 MHz,65.27 W,0.00 %,0.00 GB/s,82.41 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.11 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:25.8,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,1.5 %,0.00 GB/s,1320 MHz,4.6 %,1320 MHz,65.36 W,0.00 %,0.00 GB/s,83.15 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.28 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:25.9,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,2.2 %,0.00 GB/s,1320 MHz,4.6 %,1320 MHz,65.46 W,0.00 %,0.00 GB/s,82.41 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.30 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:26.0,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,1.5 %,0.00 GB/s,1320 MHz,4.6 %,1320 MHz,65.47 W,0.00 %,0.00 GB/s,82.40 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.34 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:26.1,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,1.8 %,0.00 GB/s,1320 MHz,4.6 %,1320 MHz,65.56 W,0.00 %,0.00 GB/s,82.77 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.27 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:26.2,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,3.1 %,0.00 GB/s,1320 MHz,4.6 %,1320 MHz,65.36 W,0.00 %,0.00 GB/s,84.56 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.39 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:26.3,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,2.5 %,0.00 GB/s,1320 MHz,4.6 %,1320 MHz,65.56 W,0.00 %,0.00 GB/s,82.94 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.34 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:26.4,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,3.7 %,0.00 GB/s,1320 MHz,4.6 %,1320 MHz,65.56 W,0.00 %,0.00 GB/s,83.00 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.22 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:26.5,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,6.7 %,0.00 GB/s,1230 MHz,4.6 %,1230 MHz,65.56 W,0.00 %,0.00 GB/s,84.25 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.22 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:26.6,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,3.0 %,0.00 GB/s,1230 MHz,4.6 %,1230 MHz,59.19 W,0.00 %,0.00 GB/s,83.27 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.27 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:26.7,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,1.9 %,0.00 GB/s,1215 MHz,4.6 %,1215 MHz,59.19 W,0.00 %,0.00 GB/s,83.93 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.45 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:26.8,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,1.9 %,0.00 GB/s,1215 MHz,4.6 %,1215 MHz,58.49 W,0.00 %,0.00 GB/s,83.81 W,0.00 %,0.04 GB/s,0.09 GB/s,0.00 %,16,9.27 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:26.9,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,1.6 %,0.00 GB/s,1200 MHz,4.6 %,1200 MHz,58.59 W,0.00 %,0.00 GB/s,82.14 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.43 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:27.0,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,1.6 %,0.00 GB/s,1200 MHz,4.6 %,1200 MHz,57.81 W,0.00 %,0.00 GB/s,83.94 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.53 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:27.1,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,1.9 %,0.00 GB/s,1200 MHz,4.6 %,1200 MHz,57.70 W,0.00 %,0.00 GB/s,82.01 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.27 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:27.2,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,1.9 %,0.00 GB/s,1200 MHz,4.6 %,1200 MHz,57.70 W,0.00 %,0.00 GB/s,81.63 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.28 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:27.3,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,1.5 %,0.00 GB/s,1185 MHz,4.6 %,1185 MHz,57.70 W,0.00 %,0.00 GB/s,84.18 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.28 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:27.4,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,1.6 %,0.00 GB/s,1185 MHz,4.6 %,1185 MHz,57.81 W,0.00 %,0.00 GB/s,82.50 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.31 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:27.5,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,1.5 %,0.00 GB/s,1185 MHz,4.6 %,1185 MHz,56.52 W,0.00 %,0.00 GB/s,82.08 W,0.00 %,0.04 GB/s,0.10 GB/s,0.00 %,16,9.41 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:27.6,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,3.1 %,0.00 GB/s,1185 MHz,4.6 %,1185 MHz,56.52 W,0.00 %,0.00 GB/s,86.31 W,0.00 %,0.04 GB/s,0.09 GB/s,0.00 %,16,9.22 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
2025-05-07 17:15:27.7,sleep,NVIDIA A800 80GB PCIe,0,4,32.00 °C,1512 MHz,3.1 %,0.00 GB/s,1185 MHz,4.6 %,1185 MHz,56.52 W,0.00 %,0.00 GB/s,84.00 W,0.00 %,0.04 GB/s,0.09 GB/s,0.00 %,16,9.31 W,35.00 °C,0.00 %,0.00 %,0.00 %,0.00 %
