timestamp,task_name,name,index,sm_active,pcie.link.width.current,dram_active,dram_power,usage.memory [%],clocks.current.memory [MHz],clocks.current.graphics [MHz],utilization.gpu [%],pcie_rx_bytes,clocks.current.sm [MHz],pcie.link.gen.current,nvlink_tx_bytes,cpu_power,nvlink_rx_bytes,sm_occupancy,pcie_tx_bytes,temperature.memory,tensor_active,power.draw [W],dram_usage,utilization.memory [%],temperature.gpu,cpu_usage
2025-05-07 16:37:04.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,16.50 %,9.33 W,94.56 %,1512 MHz,1155 MHz,100.00 %,0.04 GB/s,1155 MHz,4,0.00 GB/s,104.75 W,0.00 GB/s,12.30 %,0.08 GB/s,67.00 °C,89.80 %,253.75 W,5.6 %,30.00 %,66.00 °C,3.4 %
2025-05-07 16:37:04.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,16.50 %,9.43 W,94.56 %,1512 MHz,1080 MHz,100.00 %,0.04 GB/s,1080 MHz,4,0.00 GB/s,104.28 W,0.00 GB/s,12.30 %,0.08 GB/s,67.00 °C,90.80 %,300.44 W,5.6 %,30.00 %,67.00 °C,3.7 %
2025-05-07 16:37:04.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,14.20 %,9.27 W,94.56 %,1512 MHz,1080 MHz,100.00 %,0.04 GB/s,1080 MHz,4,0.00 GB/s,106.44 W,0.00 GB/s,12.50 %,0.08 GB/s,67.00 °C,69.90 %,338.88 W,5.6 %,22.00 %,67.00 °C,3.7 %
2025-05-07 16:37:04.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,12.30 %,9.31 W,94.56 %,1512 MHz,1050 MHz,100.00 %,0.05 GB/s,1050 MHz,4,0.00 GB/s,106.79 W,0.00 GB/s,12.50 %,0.09 GB/s,67.00 °C,69.90 %,251.19 W,5.6 %,22.00 %,67.00 °C,3.1 %
2025-05-07 16:37:04.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,99.90 %,16,19.10 %,9.36 W,94.56 %,1512 MHz,1125 MHz,100.00 %,0.04 GB/s,1125 MHz,4,0.00 GB/s,103.29 W,0.00 GB/s,12.50 %,0.08 GB/s,67.00 °C,91.00 %,297.12 W,5.6 %,34.00 %,67.00 °C,3.4 %
2025-05-07 16:37:04.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,13.10 %,9.54 W,94.56 %,1512 MHz,1125 MHz,100.00 %,0.04 GB/s,1125 MHz,4,0.00 GB/s,113.95 W,0.00 GB/s,12.50 %,0.09 GB/s,67.00 °C,70.20 %,302.86 W,5.6 %,34.00 %,67.00 °C,6.0 %
2025-05-07 16:37:04.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,12.10 %,9.24 W,94.56 %,1512 MHz,1080 MHz,100.00 %,0.05 GB/s,1080 MHz,4,0.00 GB/s,127.50 W,0.00 GB/s,12.50 %,0.09 GB/s,67.00 °C,70.10 %,245.24 W,5.6 %,23.00 %,67.00 °C,4.7 %
2025-05-07 16:37:05.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,20.30 %,9.35 W,94.56 %,1512 MHz,1155 MHz,100.00 %,0.04 GB/s,1155 MHz,4,0.00 GB/s,125.17 W,0.00 GB/s,12.40 %,0.08 GB/s,67.00 °C,90.40 %,306.08 W,5.6 %,23.00 %,67.00 °C,4.0 %
2025-05-07 16:37:05.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,21.40 %,9.24 W,94.56 %,1512 MHz,1125 MHz,100.00 %,0.04 GB/s,1125 MHz,4,0.00 GB/s,153.04 W,0.00 GB/s,12.40 %,0.07 GB/s,67.00 °C,90.70 %,322.10 W,5.6 %,31.00 %,67.00 °C,4.3 %
2025-05-07 16:37:05.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,15.40 %,9.39 W,94.56 %,1512 MHz,1080 MHz,100.00 %,0.04 GB/s,1080 MHz,4,0.00 GB/s,150.55 W,0.00 GB/s,12.50 %,0.09 GB/s,67.00 °C,70.20 %,262.57 W,5.6 %,31.00 %,66.00 °C,4.7 %
2025-05-07 16:37:05.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,75.80 %,9.35 W,94.56 %,1512 MHz,1170 MHz,100.00 %,0.05 GB/s,1170 MHz,4,0.00 GB/s,150.76 W,0.00 GB/s,89.40 %,0.08 GB/s,67.00 °C,2.20 %,304.23 W,5.6 %,26.00 %,66.00 °C,4.8 %
2025-05-07 16:37:05.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,99.90 %,16,18.30 %,9.27 W,94.56 %,1512 MHz,1185 MHz,100.00 %,0.04 GB/s,1185 MHz,4,0.00 GB/s,148.75 W,0.00 GB/s,12.50 %,0.08 GB/s,67.00 °C,90.70 %,307.25 W,5.6 %,26.00 %,67.00 °C,2.8 %
2025-05-07 16:37:05.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,15.80 %,9.15 W,94.56 %,1512 MHz,1050 MHz,100.00 %,0.05 GB/s,1050 MHz,4,0.00 GB/s,148.39 W,0.00 GB/s,12.50 %,0.09 GB/s,67.00 °C,70.00 %,285.42 W,5.6 %,26.00 %,67.00 °C,4.0 %
2025-05-07 16:37:05.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,14.20 %,9.19 W,94.56 %,1512 MHz,1170 MHz,100.00 %,0.03 GB/s,1170 MHz,4,0.00 GB/s,152.27 W,0.00 GB/s,12.50 %,0.05 GB/s,67.00 °C,70.00 %,285.42 W,5.6 %,31.00 %,67.00 °C,3.1 %
2025-05-07 16:37:05.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,15.50 %,9.17 W,94.56 %,1512 MHz,1155 MHz,100.00 %,0.04 GB/s,1155 MHz,4,0.00 GB/s,133.40 W,0.00 GB/s,12.40 %,0.08 GB/s,67.00 °C,91.30 %,237.32 W,5.6 %,31.00 %,67.00 °C,3.4 %
2025-05-07 16:37:05.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,17.50 %,9.18 W,94.56 %,1512 MHz,1065 MHz,100.00 %,0.04 GB/s,1065 MHz,4,0.00 GB/s,132.30 W,0.00 GB/s,12.40 %,0.08 GB/s,67.00 °C,91.90 %,311.14 W,5.6 %,22.00 %,67.00 °C,4.0 %
2025-05-07 16:37:05.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,14.60 %,9.19 W,94.56 %,1512 MHz,1065 MHz,100.00 %,0.05 GB/s,1065 MHz,4,0.00 GB/s,144.04 W,0.00 GB/s,12.50 %,0.09 GB/s,67.00 °C,70.00 %,327.05 W,5.6 %,22.00 %,67.00 °C,4.8 %
2025-05-07 16:37:06.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,23.10 %,9.32 W,94.56 %,1512 MHz,1125 MHz,100.00 %,0.04 GB/s,1125 MHz,4,0.00 GB/s,138.21 W,0.00 GB/s,12.40 %,0.09 GB/s,67.00 °C,90.70 %,304.02 W,5.6 %,35.00 %,67.00 °C,3.1 %
2025-05-07 16:37:06.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,99.90 %,16,18.50 %,9.20 W,94.56 %,1512 MHz,1155 MHz,100.00 %,0.04 GB/s,1155 MHz,4,0.00 GB/s,129.33 W,0.00 GB/s,12.50 %,0.08 GB/s,67.00 °C,90.70 %,293.51 W,5.6 %,35.00 %,67.00 °C,3.4 %
2025-05-07 16:37:06.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,12.20 %,9.25 W,94.56 %,1512 MHz,1050 MHz,100.00 %,0.05 GB/s,1050 MHz,4,0.00 GB/s,119.99 W,0.00 GB/s,12.50 %,0.09 GB/s,67.00 °C,70.10 %,278.79 W,5.6 %,23.00 %,67.00 °C,3.1 %
2025-05-07 16:37:06.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,16.20 %,9.53 W,94.56 %,1512 MHz,1110 MHz,100.00 %,0.04 GB/s,1110 MHz,4,0.00 GB/s,119.29 W,0.00 GB/s,12.50 %,0.09 GB/s,67.00 °C,70.00 %,228.66 W,5.6 %,23.00 %,66.00 °C,5.0 %
2025-05-07 16:37:06.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,15.60 %,9.30 W,94.56 %,1512 MHz,1155 MHz,100.00 %,0.04 GB/s,1155 MHz,4,0.00 GB/s,133.67 W,0.00 GB/s,12.40 %,0.08 GB/s,67.00 °C,91.40 %,307.35 W,5.6 %,23.00 %,67.00 °C,3.7 %
2025-05-07 16:37:06.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,16.30 %,9.14 W,94.56 %,1512 MHz,1050 MHz,100.00 %,0.02 GB/s,1050 MHz,4,0.00 GB/s,131.91 W,0.00 GB/s,12.40 %,0.03 GB/s,67.00 °C,91.50 %,307.35 W,5.6 %,30.00 %,67.00 °C,4.0 %
2025-05-07 16:37:06.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,13.00 %,9.43 W,94.56 %,1512 MHz,1065 MHz,100.00 %,0.05 GB/s,1065 MHz,4,0.00 GB/s,123.68 W,0.00 GB/s,12.50 %,0.09 GB/s,67.00 °C,70.10 %,335.70 W,5.6 %,30.00 %,67.00 °C,3.4 %
2025-05-07 16:37:06.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,90.30 %,9.27 W,94.56 %,1512 MHz,1170 MHz,100.00 %,0.04 GB/s,1170 MHz,4,0.00 GB/s,118.98 W,0.00 GB/s,91.40 %,0.05 GB/s,67.00 °C,0.00 %,303.05 W,5.6 %,26.00 %,67.00 °C,2.8 %
2025-05-07 16:37:06.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,99.90 %,16,18.70 %,9.51 W,94.56 %,1512 MHz,1170 MHz,100.00 %,0.04 GB/s,1170 MHz,4,0.00 GB/s,126.23 W,0.00 GB/s,12.50 %,0.08 GB/s,67.00 °C,90.60 %,310.55 W,5.6 %,26.00 %,68.00 °C,4.7 %
2025-05-07 16:37:06.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,14.80 %,9.08 W,94.56 %,1512 MHz,1065 MHz,100.00 %,0.04 GB/s,1065 MHz,4,0.00 GB/s,137.71 W,0.00 GB/s,12.50 %,0.09 GB/s,67.00 °C,69.80 %,279.47 W,5.6 %,27.00 %,67.00 °C,3.4 %
2025-05-07 16:37:07.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,14.50 %,9.30 W,94.56 %,1512 MHz,1080 MHz,100.00 %,0.04 GB/s,1080 MHz,4,0.00 GB/s,131.09 W,0.00 GB/s,12.50 %,0.09 GB/s,67.00 °C,70.00 %,285.32 W,5.6 %,27.00 %,67.00 °C,3.3 %
2025-05-07 16:37:07.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,15.50 %,9.19 W,94.56 %,1512 MHz,1170 MHz,100.00 %,0.04 GB/s,1170 MHz,4,0.00 GB/s,124.34 W,0.00 GB/s,12.40 %,0.08 GB/s,67.00 °C,91.40 %,238.97 W,5.6 %,31.00 %,68.00 °C,3.1 %
2025-05-07 16:37:07.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,17.00 %,9.09 W,94.56 %,1512 MHz,1200 MHz,100.00 %,0.04 GB/s,1200 MHz,4,0.00 GB/s,117.22 W,0.00 GB/s,12.40 %,0.08 GB/s,67.00 °C,91.60 %,341.42 W,5.6 %,31.00 %,68.00 °C,3.7 %
2025-05-07 16:37:07.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,14.20 %,9.30 W,94.56 %,1512 MHz,1110 MHz,100.00 %,0.04 GB/s,1110 MHz,4,0.00 GB/s,110.94 W,0.00 GB/s,12.50 %,0.09 GB/s,67.00 °C,70.00 %,311.04 W,5.6 %,31.00 %,67.00 °C,3.4 %
2025-05-07 16:37:07.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,17.60 %,9.27 W,94.56 %,1512 MHz,1155 MHz,100.00 %,0.04 GB/s,1155 MHz,4,0.00 GB/s,110.67 W,0.00 GB/s,12.40 %,0.08 GB/s,67.00 °C,91.60 %,311.04 W,5.6 %,22.00 %,67.00 °C,3.1 %
2025-05-07 16:37:07.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,16.90 %,9.29 W,94.56 %,1512 MHz,1110 MHz,100.00 %,0.04 GB/s,1110 MHz,4,0.00 GB/s,103.76 W,0.00 GB/s,12.40 %,0.08 GB/s,67.00 °C,91.80 %,301.58 W,5.6 %,24.00 %,68.00 °C,2.2 %
2025-05-07 16:37:07.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,14.70 %,9.23 W,94.56 %,1512 MHz,1110 MHz,100.00 %,0.04 GB/s,1110 MHz,4,0.00 GB/s,110.02 W,0.00 GB/s,12.50 %,0.08 GB/s,67.00 °C,69.80 %,280.84 W,5.6 %,24.00 %,68.00 °C,4.0 %
2025-05-07 16:37:07.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,13.20 %,9.17 W,94.56 %,1512 MHz,1155 MHz,100.00 %,0.04 GB/s,1155 MHz,4,0.00 GB/s,109.94 W,0.00 GB/s,12.50 %,0.09 GB/s,67.00 °C,70.10 %,280.84 W,5.6 %,24.00 %,66.00 °C,4.9 %
2025-05-07 16:37:07.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,99.90 %,16,16.80 %,9.44 W,94.56 %,1512 MHz,1170 MHz,100.00 %,0.04 GB/s,1170 MHz,4,0.00 GB/s,142.31 W,0.00 GB/s,12.40 %,0.08 GB/s,67.00 °C,93.80 %,244.17 W,5.6 %,29.00 %,68.00 °C,4.6 %
2025-05-07 16:37:08.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,11.80 %,9.06 W,94.56 %,1512 MHz,1170 MHz,100.00 %,0.04 GB/s,1170 MHz,4,0.00 GB/s,151.61 W,0.00 GB/s,12.50 %,0.09 GB/s,67.00 °C,70.00 %,307.15 W,5.6 %,29.00 %,68.00 °C,3.4 %
2025-05-07 16:37:08.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,13.50 %,9.21 W,94.56 %,1512 MHz,1080 MHz,100.00 %,0.04 GB/s,1080 MHz,4,0.00 GB/s,135.53 W,0.00 GB/s,12.50 %,0.09 GB/s,69.00 °C,70.00 %,310.26 W,5.6 %,26.00 %,67.00 °C,2.8 %
2025-05-07 16:37:08.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,21.30 %,9.20 W,94.56 %,1512 MHz,1155 MHz,100.00 %,0.04 GB/s,1155 MHz,4,0.00 GB/s,124.05 W,0.00 GB/s,12.40 %,0.08 GB/s,67.00 °C,90.60 %,305.21 W,5.6 %,26.00 %,67.00 °C,3.1 %
2025-05-07 16:37:08.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,16.90 %,9.34 W,94.56 %,1512 MHz,1155 MHz,100.00 %,0.04 GB/s,1155 MHz,4,0.00 GB/s,115.23 W,0.00 GB/s,12.40 %,0.08 GB/s,67.00 °C,91.30 %,319.30 W,5.6 %,26.00 %,68.00 °C,3.7 %
2025-05-07 16:37:08.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,12.40 %,9.21 W,94.56 %,1512 MHz,1065 MHz,100.00 %,0.04 GB/s,1065 MHz,4,0.00 GB/s,111.51 W,0.00 GB/s,12.50 %,0.09 GB/s,67.00 °C,70.20 %,282.39 W,5.6 %,26.00 %,68.00 °C,4.0 %
2025-05-07 16:37:08.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,16,13.80 %,9.10 W,94.56 %,1512 MHz,1185 MHz,100.00 %,0.04 GB/s,1185 MHz,4,0.00 GB/s,124.33 W,0.00 GB/s,12.50 %,0.09 GB/s,67.00 °C,70.10 %,254.14 W,5.6 %,31.00 %,67.00 °C,3.4 %
2025-05-07 16:37:08.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,99.90 %,16,18.80 %,9.15 W,94.56 %,1512 MHz,1200 MHz,100.00 %,0.04 GB/s,1200 MHz,4,0.00 GB/s,123.56 W,0.00 GB/s,12.40 %,0.09 GB/s,67.00 °C,92.70 %,305.60 W,5.6 %,31.00 %,68.00 °C,3.4 %
2025-05-07 16:37:08.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,99.90 %,16,19.50 %,9.28 W,90.02 %,1512 MHz,1395 MHz,100.00 %,0.04 GB/s,1395 MHz,4,0.00 GB/s,120.73 W,0.00 GB/s,12.50 %,0.09 GB/s,67.00 °C,92.80 %,84.95 W,5.6 %,26.00 %,63.00 °C,0.9 %
2025-05-07 16:37:08.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.33 W,90.02 %,1512 MHz,1320 MHz,100.00 %,0.05 GB/s,1320 MHz,4,0.00 GB/s,123.93 W,0.00 GB/s,0.00 %,0.12 GB/s,67.00 °C,0.00 %,87.81 W,5.6 %,20.00 %,63.00 °C,3.1 %
2025-05-07 16:37:09.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.24 W,90.02 %,1512 MHz,1365 MHz,100.00 %,0.05 GB/s,1365 MHz,4,0.00 GB/s,129.21 W,0.00 GB/s,0.00 %,0.12 GB/s,67.00 °C,0.00 %,167.33 W,5.6 %,20.00 %,67.00 °C,4.4 %
2025-05-07 16:37:09.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.20 W,90.02 %,1512 MHz,1410 MHz,73.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,136.36 W,0.00 GB/s,0.00 %,0.12 GB/s,65.00 °C,0.00 %,86.53 W,5.6 %,11.00 %,62.00 °C,1.2 %
2025-05-07 16:37:09.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.18 W,90.02 %,1512 MHz,1410 MHz,73.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,142.31 W,0.00 GB/s,0.00 %,0.12 GB/s,65.00 °C,0.00 %,88.40 W,5.6 %,11.00 %,62.00 °C,1.8 %
2025-05-07 16:37:09.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.09 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,143.25 W,0.00 GB/s,0.00 %,0.12 GB/s,65.00 °C,0.00 %,94.44 W,5.6 %,0.00 %,62.00 °C,1.9 %
2025-05-07 16:37:09.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.04 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,150.84 W,0.00 GB/s,0.00 %,0.12 GB/s,65.00 °C,0.00 %,95.27 W,5.6 %,0.00 %,62.00 °C,1.9 %
2025-05-07 16:37:09.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.17 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,145.30 W,0.00 GB/s,0.00 %,0.12 GB/s,65.00 °C,0.00 %,95.27 W,5.6 %,0.00 %,62.00 °C,1.5 %
2025-05-07 16:37:09.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.09 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,147.63 W,0.00 GB/s,0.00 %,0.12 GB/s,63.00 °C,0.00 %,89.58 W,5.6 %,0.00 %,62.00 °C,1.9 %
2025-05-07 16:37:09.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,8.97 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,140.42 W,0.00 GB/s,0.00 %,0.12 GB/s,63.00 °C,0.00 %,86.53 W,5.6 %,0.00 %,61.00 °C,1.9 %
2025-05-07 16:37:09.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.26 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,145.33 W,0.00 GB/s,0.00 %,0.12 GB/s,63.00 °C,0.00 %,86.43 W,5.6 %,0.00 %,61.00 °C,3.4 %
2025-05-07 16:37:09.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.08 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,150.22 W,0.00 GB/s,0.00 %,0.12 GB/s,63.00 °C,0.00 %,86.33 W,5.6 %,0.00 %,61.00 °C,2.2 %
2025-05-07 16:37:10.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.08 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,148.58 W,0.00 GB/s,0.00 %,0.12 GB/s,63.00 °C,0.00 %,86.43 W,5.6 %,0.00 %,61.00 °C,1.6 %
2025-05-07 16:37:10.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.09 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,148.49 W,0.00 GB/s,0.00 %,0.12 GB/s,63.00 °C,0.00 %,86.03 W,5.6 %,0.00 %,61.00 °C,0.6 %
2025-05-07 16:37:10.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.24 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,151.15 W,0.00 GB/s,0.00 %,0.12 GB/s,63.00 °C,0.00 %,94.44 W,5.6 %,0.00 %,61.00 °C,2.2 %
2025-05-07 16:37:10.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.32 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,151.22 W,0.00 GB/s,0.00 %,0.12 GB/s,63.00 °C,0.00 %,94.44 W,5.6 %,0.00 %,61.00 °C,2.5 %
2025-05-07 16:37:10.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.30 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,145.79 W,0.00 GB/s,0.00 %,0.12 GB/s,63.00 °C,0.00 %,96.02 W,5.6 %,0.00 %,61.00 °C,1.5 %
2025-05-07 16:37:10.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.18 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,147.27 W,0.00 GB/s,0.00 %,0.12 GB/s,63.00 °C,0.00 %,84.94 W,5.6 %,0.00 %,61.00 °C,1.6 %
2025-05-07 16:37:10.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.31 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,148.19 W,0.00 GB/s,0.00 %,0.12 GB/s,63.00 °C,0.00 %,84.83 W,5.6 %,0.00 %,61.00 °C,0.9 %
2025-05-07 16:37:10.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.15 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,152.85 W,0.00 GB/s,0.00 %,0.12 GB/s,63.00 °C,0.00 %,84.83 W,5.6 %,0.00 %,61.00 °C,2.8 %
2025-05-07 16:37:10.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.39 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,150.31 W,0.00 GB/s,0.00 %,0.12 GB/s,63.00 °C,0.00 %,95.93 W,5.6 %,0.00 %,61.00 °C,2.2 %
2025-05-07 16:37:10.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.23 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,150.50 W,0.00 GB/s,0.00 %,0.12 GB/s,63.00 °C,0.00 %,85.73 W,5.6 %,0.00 %,61.00 °C,1.2 %
2025-05-07 16:37:11.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.29 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,147.75 W,0.00 GB/s,0.00 %,0.12 GB/s,63.00 °C,0.00 %,84.94 W,5.6 %,0.00 %,61.00 °C,1.6 %
2025-05-07 16:37:11.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.13 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,143.36 W,0.00 GB/s,0.00 %,0.12 GB/s,63.00 °C,0.00 %,84.74 W,5.6 %,0.00 %,61.00 °C,1.2 %
2025-05-07 16:37:11.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.16 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,144.98 W,0.00 GB/s,0.00 %,0.12 GB/s,63.00 °C,0.00 %,84.95 W,5.6 %,0.00 %,61.00 °C,1.6 %
2025-05-07 16:37:11.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.16 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,148.64 W,0.00 GB/s,0.00 %,0.12 GB/s,63.00 °C,0.00 %,90.56 W,5.6 %,0.00 %,60.00 °C,2.1 %
2025-05-07 16:37:11.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,16,0.00 %,9.25 W,90.02 %,1512 MHz,1410 MHz,0.00 %,0.05 GB/s,1410 MHz,4,0.00 GB/s,150.50 W,0.00 GB/s,0.00 %,0.12 GB/s,63.00 °C,0.00 %,84.35 W,5.6 %,0.00 %,60.00 °C,4.3 %
