timestamp,task_name,name,index,sm_occupancy,clocks.current.sm [MHz],usage.memory [%],dram_power,nvlink_tx_bytes,temperature.memory,utilization.memory [%],nvlink_rx_bytes,clocks.current.memory [MHz],sm_active,dram_usage,power.draw [W],pcie_tx_bytes,cpu_power,clocks.current.graphics [MHz],pcie_rx_bytes,cpu_usage,dram_active,pcie.link.gen.current,pcie.link.width.current,temperature.gpu,utilization.gpu [%],tensor_active
2025-05-07 14:36:34.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,1170 MHz,94.56 %,9.19 W,0.00 GB/s,65.00 °C,27.00 %,0.00 GB/s,1512 MHz,99.90 %,5.6 %,306.86 W,0.08 GB/s,152.98 W,1170 MHz,0.04 GB/s,5.5 %,18.80 %,4,16,65.00 °C,100.00 %,90.80 %
2025-05-07 14:36:34.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,1065 MHz,94.56 %,9.13 W,0.00 GB/s,65.00 °C,27.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,282.31 W,0.09 GB/s,149.71 W,1065 MHz,0.05 GB/s,4.0 %,16.50 %,4,16,64.00 °C,100.00 %,70.00 %
2025-05-07 14:36:34.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,1050 MHz,94.56 %,9.09 W,0.00 GB/s,65.00 °C,31.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,290.11 W,0.09 GB/s,156.19 W,1050 MHz,0.04 GB/s,4.0 %,13.80 %,4,16,65.00 °C,100.00 %,70.00 %
2025-05-07 14:36:34.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,1170 MHz,94.56 %,9.31 W,0.00 GB/s,65.00 °C,31.00 %,0.00 GB/s,1512 MHz,99.90 %,5.6 %,310.85 W,0.08 GB/s,153.73 W,1170 MHz,0.04 GB/s,6.5 %,16.40 %,4,16,65.00 °C,100.00 %,92.90 %
2025-05-07 14:36:35.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,93.30 %,1080 MHz,94.56 %,9.12 W,0.00 GB/s,65.00 °C,22.00 %,0.00 GB/s,1512 MHz,100.00 %,5.5 %,309.19 W,0.08 GB/s,147.20 W,1080 MHz,0.04 GB/s,3.7 %,51.70 %,4,16,65.00 °C,100.00 %,2.60 %
2025-05-07 14:36:35.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,1065 MHz,94.56 %,9.10 W,0.00 GB/s,65.00 °C,22.00 %,0.00 GB/s,1512 MHz,100.00 %,5.5 %,318.63 W,0.09 GB/s,149.90 W,1065 MHz,0.05 GB/s,4.3 %,13.80 %,4,16,64.00 °C,100.00 %,70.00 %
2025-05-07 14:36:35.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,1170 MHz,94.56 %,9.07 W,0.00 GB/s,65.00 °C,22.00 %,0.00 GB/s,1512 MHz,100.00 %,5.5 %,307.05 W,0.09 GB/s,150.13 W,1170 MHz,0.04 GB/s,3.1 %,22.90 %,4,16,64.00 °C,100.00 %,90.30 %
2025-05-07 14:36:35.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,1080 MHz,94.56 %,9.11 W,0.00 GB/s,65.00 °C,35.00 %,0.00 GB/s,1512 MHz,100.00 %,5.5 %,307.05 W,0.08 GB/s,134.22 W,1080 MHz,0.04 GB/s,2.8 %,16.10 %,4,16,65.00 °C,100.00 %,91.40 %
2025-05-07 14:36:35.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,1125 MHz,94.56 %,9.18 W,0.00 GB/s,65.00 °C,35.00 %,0.00 GB/s,1512 MHz,100.00 %,5.5 %,277.83 W,0.07 GB/s,115.69 W,1125 MHz,0.03 GB/s,3.4 %,11.60 %,4,16,64.00 °C,100.00 %,70.00 %
2025-05-07 14:36:35.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,6.80 %,1170 MHz,94.56 %,9.20 W,0.00 GB/s,65.00 °C,24.00 %,0.00 GB/s,1512 MHz,78.70 %,5.5 %,277.83 W,0.09 GB/s,117.00 W,1170 MHz,0.04 GB/s,3.4 %,0.20 %,4,16,64.00 °C,100.00 %,49.70 %
2025-05-07 14:36:35.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,1125 MHz,94.56 %,9.37 W,0.00 GB/s,65.00 °C,24.00 %,0.00 GB/s,1512 MHz,99.90 %,5.5 %,311.92 W,0.08 GB/s,113.96 W,1125 MHz,0.04 GB/s,3.4 %,16.70 %,4,16,65.00 °C,100.00 %,93.60 %
2025-05-07 14:36:35.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,1080 MHz,94.56 %,9.32 W,0.00 GB/s,65.00 °C,29.00 %,0.00 GB/s,1512 MHz,100.00 %,5.5 %,301.40 W,0.09 GB/s,109.55 W,1080 MHz,0.05 GB/s,2.5 %,13.50 %,4,16,65.00 °C,100.00 %,70.00 %
2025-05-07 14:36:35.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,1155 MHz,94.56 %,9.27 W,0.00 GB/s,65.00 °C,26.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,264.21 W,0.09 GB/s,107.94 W,1155 MHz,0.04 GB/s,3.4 %,13.40 %,4,16,65.00 °C,100.00 %,70.20 %
2025-05-07 14:36:35.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,1170 MHz,94.56 %,9.12 W,0.00 GB/s,65.00 °C,26.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,297.61 W,0.08 GB/s,111.96 W,1170 MHz,0.04 GB/s,3.1 %,20.60 %,4,16,65.00 °C,100.00 %,90.60 %
2025-05-07 14:36:36.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,93.10 %,1065 MHz,94.56 %,9.14 W,0.00 GB/s,65.00 °C,26.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,326.28 W,0.08 GB/s,109.94 W,1065 MHz,0.04 GB/s,4.3 %,35.60 %,4,16,65.00 °C,100.00 %,4.60 %
2025-05-07 14:36:36.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,1065 MHz,94.56 %,9.23 W,0.00 GB/s,65.00 °C,26.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,253.67 W,0.09 GB/s,137.75 W,1065 MHz,0.04 GB/s,5.6 %,12.10 %,4,16,65.00 °C,100.00 %,69.90 %
2025-05-07 14:36:36.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,1170 MHz,94.56 %,9.04 W,0.00 GB/s,65.00 °C,26.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,300.23 W,0.08 GB/s,147.60 W,1170 MHz,0.04 GB/s,4.1 %,17.60 %,4,16,65.00 °C,100.00 %,91.10 %
2025-05-07 14:36:36.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,92.60 %,1095 MHz,94.56 %,9.34 W,0.00 GB/s,65.00 °C,31.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,300.23 W,0.08 GB/s,134.58 W,1095 MHz,0.05 GB/s,3.7 %,41.70 %,4,16,65.00 °C,100.00 %,2.70 %
2025-05-07 14:36:36.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,1110 MHz,94.56 %,9.27 W,0.00 GB/s,65.00 °C,26.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,308.22 W,0.09 GB/s,128.26 W,1110 MHz,0.05 GB/s,2.2 %,14.00 %,4,16,65.00 °C,100.00 %,70.10 %
2025-05-07 14:36:36.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,1170 MHz,94.56 %,9.36 W,0.00 GB/s,65.00 °C,26.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,239.95 W,0.08 GB/s,117.90 W,1170 MHz,0.04 GB/s,3.7 %,23.10 %,4,16,64.00 °C,100.00 %,90.60 %
2025-05-07 14:36:36.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,1155 MHz,94.56 %,9.37 W,0.00 GB/s,65.00 °C,26.00 %,0.00 GB/s,1512 MHz,99.90 %,5.6 %,239.95 W,0.08 GB/s,107.20 W,1155 MHz,0.04 GB/s,3.4 %,17.70 %,4,16,65.00 °C,100.00 %,93.70 %
2025-05-07 14:36:36.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,1065 MHz,94.56 %,9.19 W,0.00 GB/s,65.00 °C,32.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,331.15 W,0.09 GB/s,104.53 W,1065 MHz,0.05 GB/s,3.1 %,16.20 %,4,16,65.00 °C,100.00 %,70.10 %
2025-05-07 14:36:36.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,1065 MHz,94.56 %,9.33 W,0.00 GB/s,65.00 °C,32.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,266.58 W,0.08 GB/s,105.88 W,1065 MHz,0.05 GB/s,3.4 %,13.90 %,4,16,64.00 °C,100.00 %,70.10 %
2025-05-07 14:36:36.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,1155 MHz,94.56 %,9.24 W,0.00 GB/s,65.00 °C,29.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,297.62 W,0.08 GB/s,116.06 W,1155 MHz,0.04 GB/s,9.0 %,15.40 %,4,16,66.00 °C,100.00 %,91.30 %
2025-05-07 14:36:37.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,1065 MHz,94.56 %,9.12 W,0.00 GB/s,65.00 °C,27.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,292.05 W,0.09 GB/s,144.66 W,1065 MHz,0.04 GB/s,2.8 %,15.60 %,4,16,65.00 °C,100.00 %,69.90 %
2025-05-07 14:36:37.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,1170 MHz,94.56 %,9.07 W,0.00 GB/s,65.00 °C,27.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,228.57 W,0.09 GB/s,135.38 W,1170 MHz,0.04 GB/s,3.1 %,15.40 %,4,16,65.00 °C,100.00 %,70.00 %
2025-05-07 14:36:37.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,1170 MHz,94.56 %,8.98 W,0.00 GB/s,65.00 °C,27.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,305.30 W,0.08 GB/s,130.16 W,1170 MHz,0.04 GB/s,2.8 %,15.90 %,4,16,65.00 °C,100.00 %,91.10 %
2025-05-07 14:36:37.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,1065 MHz,94.56 %,9.47 W,0.00 GB/s,65.00 °C,26.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,305.30 W,0.08 GB/s,120.71 W,1065 MHz,0.04 GB/s,5.3 %,21.20 %,4,16,66.00 °C,100.00 %,90.50 %
2025-05-07 14:36:37.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,1125 MHz,94.56 %,9.20 W,0.00 GB/s,65.00 °C,26.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,373.84 W,0.09 GB/s,123.75 W,1125 MHz,0.04 GB/s,3.4 %,12.40 %,4,16,65.00 °C,100.00 %,69.90 %
2025-05-07 14:36:37.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,92.50 %,1170 MHz,94.56 %,9.02 W,0.00 GB/s,65.00 °C,33.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,300.82 W,0.08 GB/s,134.29 W,1170 MHz,0.05 GB/s,3.1 %,56.80 %,4,16,65.00 °C,100.00 %,0.00 %
2025-05-07 14:36:37.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,1170 MHz,94.56 %,9.10 W,0.00 GB/s,65.00 °C,33.00 %,0.00 GB/s,1512 MHz,99.90 %,5.6 %,304.43 W,0.08 GB/s,133.48 W,1170 MHz,0.04 GB/s,2.8 %,18.80 %,4,16,66.00 °C,100.00 %,90.80 %
2025-05-07 14:36:37.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,1095 MHz,94.56 %,9.13 W,0.00 GB/s,65.00 °C,24.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,298.77 W,0.09 GB/s,132.70 W,1095 MHz,0.04 GB/s,4.0 %,13.00 %,4,16,65.00 °C,100.00 %,70.00 %
2025-05-07 14:36:37.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,1080 MHz,94.56 %,9.13 W,0.00 GB/s,65.00 °C,24.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,278.31 W,0.09 GB/s,126.87 W,1080 MHz,0.04 GB/s,2.8 %,13.90 %,4,16,65.00 °C,100.00 %,70.10 %
2025-05-07 14:36:38.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,1170 MHz,94.56 %,9.21 W,0.00 GB/s,65.00 °C,31.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,247.12 W,0.08 GB/s,110.27 W,1170 MHz,0.04 GB/s,3.1 %,15.50 %,4,16,65.00 °C,100.00 %,91.30 %
2025-05-07 14:36:38.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,1125 MHz,94.56 %,9.24 W,0.00 GB/s,65.00 °C,31.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,324.82 W,0.08 GB/s,103.20 W,1125 MHz,0.04 GB/s,3.0 %,16.60 %,4,16,66.00 °C,100.00 %,92.10 %
2025-05-07 14:36:38.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,1095 MHz,94.56 %,9.19 W,0.00 GB/s,65.00 °C,31.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,311.81 W,0.09 GB/s,103.14 W,1095 MHz,0.04 GB/s,3.1 %,12.10 %,4,16,65.00 °C,100.00 %,70.10 %
2025-05-07 14:36:38.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,99.60 %,1170 MHz,94.56 %,9.43 W,0.00 GB/s,65.00 °C,25.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,311.32 W,0.07 GB/s,105.50 W,1170 MHz,0.05 GB/s,3.1 %,92.10 %,4,16,65.00 °C,100.00 %,0.20 %
2025-05-07 14:36:38.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,1200 MHz,94.56 %,9.27 W,0.00 GB/s,65.00 °C,28.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,333.36 W,0.08 GB/s,110.70 W,1200 MHz,0.04 GB/s,3.6 %,16.80 %,4,16,66.00 °C,100.00 %,91.80 %
2025-05-07 14:36:38.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,1080 MHz,94.56 %,9.18 W,0.00 GB/s,65.00 °C,28.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,282.60 W,0.09 GB/s,110.49 W,1080 MHz,0.05 GB/s,3.7 %,13.70 %,4,16,66.00 °C,100.00 %,70.00 %
2025-05-07 14:36:38.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,1200 MHz,94.56 %,9.31 W,0.00 GB/s,65.00 °C,28.00 %,0.00 GB/s,1512 MHz,100.00 %,5.6 %,254.65 W,0.08 GB/s,116.07 W,1200 MHz,0.04 GB/s,5.0 %,18.60 %,4,16,65.00 °C,100.00 %,91.50 %
2025-05-07 14:36:38.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,1230 MHz,94.56 %,9.32 W,0.00 GB/s,65.00 °C,31.00 %,0.00 GB/s,1512 MHz,99.90 %,5.6 %,305.30 W,0.09 GB/s,111.49 W,1230 MHz,0.04 GB/s,2.8 %,21.40 %,4,16,66.00 °C,100.00 %,89.80 %
2025-05-07 14:36:38.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,1395 MHz,90.02 %,9.31 W,0.00 GB/s,63.00 °C,23.00 %,0.00 GB/s,1512 MHz,99.90 %,5.6 %,83.85 W,0.08 GB/s,110.93 W,1395 MHz,0.04 GB/s,0.9 %,19.10 %,4,16,61.00 °C,100.00 %,93.10 %
2025-05-07 14:36:39.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,1275 MHz,90.02 %,9.34 W,0.00 GB/s,63.00 °C,26.00 %,0.00 GB/s,1512 MHz,0.00 %,5.6 %,85.83 W,0.12 GB/s,112.91 W,1275 MHz,0.05 GB/s,4.4 %,0.00 %,4,16,61.00 °C,99.00 %,0.00 %
2025-05-07 14:36:39.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,1395 MHz,90.02 %,9.13 W,0.00 GB/s,65.00 °C,26.00 %,0.00 GB/s,1512 MHz,0.00 %,5.6 %,161.24 W,0.12 GB/s,117.99 W,1395 MHz,0.05 GB/s,0.6 %,0.00 %,4,16,61.00 °C,99.00 %,0.00 %
2025-05-07 14:36:39.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,1410 MHz,90.02 %,9.15 W,0.00 GB/s,65.00 °C,26.00 %,0.00 GB/s,1512 MHz,0.00 %,5.6 %,83.29 W,0.12 GB/s,122.34 W,1410 MHz,0.05 GB/s,2.2 %,0.00 %,4,16,61.00 °C,99.00 %,0.00 %
2025-05-07 14:36:39.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,1410 MHz,90.02 %,9.20 W,0.00 GB/s,63.00 °C,11.00 %,0.00 GB/s,1512 MHz,0.00 %,5.6 %,92.58 W,0.12 GB/s,123.49 W,1410 MHz,0.05 GB/s,2.2 %,0.00 %,4,16,60.00 °C,82.00 %,0.00 %
2025-05-07 14:36:39.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,1410 MHz,90.02 %,9.07 W,0.00 GB/s,61.00 °C,0.00 %,0.00 GB/s,1512 MHz,0.00 %,5.6 %,92.23 W,0.11 GB/s,121.42 W,1410 MHz,0.05 GB/s,0.6 %,0.00 %,4,16,59.00 °C,0.00 %,0.00 %
2025-05-07 14:36:39.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,1410 MHz,90.02 %,9.30 W,0.00 GB/s,61.00 °C,0.00 %,0.00 GB/s,1512 MHz,0.00 %,5.6 %,94.57 W,0.12 GB/s,122.19 W,1410 MHz,0.05 GB/s,1.9 %,0.00 %,4,16,59.00 °C,0.00 %,0.00 %
2025-05-07 14:36:39.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,1410 MHz,90.02 %,9.15 W,0.00 GB/s,61.00 °C,0.00 %,0.00 GB/s,1512 MHz,0.00 %,5.6 %,83.38 W,0.12 GB/s,122.84 W,1410 MHz,0.05 GB/s,1.5 %,0.00 %,4,16,59.00 °C,0.00 %,0.00 %
2025-05-07 14:36:39.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,1410 MHz,90.02 %,9.20 W,0.00 GB/s,61.00 °C,0.00 %,0.00 GB/s,1512 MHz,0.00 %,5.6 %,83.38 W,0.12 GB/s,126.91 W,1410 MHz,0.05 GB/s,1.6 %,0.00 %,4,16,59.00 °C,0.00 %,0.00 %
2025-05-07 14:36:39.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,1410 MHz,90.02 %,9.34 W,0.00 GB/s,61.00 °C,0.00 %,0.00 GB/s,1512 MHz,0.00 %,5.6 %,87.01 W,0.12 GB/s,136.46 W,1410 MHz,0.05 GB/s,4.4 %,0.00 %,4,16,59.00 °C,0.00 %,0.00 %
2025-05-07 14:36:40.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,1410 MHz,90.02 %,9.47 W,0.00 GB/s,61.00 °C,0.00 %,0.00 GB/s,1512 MHz,0.00 %,5.6 %,82.50 W,0.12 GB/s,144.81 W,1410 MHz,0.05 GB/s,5.0 %,0.00 %,4,16,59.00 °C,0.00 %,0.00 %
2025-05-07 14:36:40.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,1410 MHz,90.02 %,9.21 W,0.00 GB/s,61.00 °C,0.00 %,0.00 GB/s,1512 MHz,0.00 %,5.6 %,82.77 W,0.12 GB/s,147.97 W,1410 MHz,0.05 GB/s,2.5 %,0.00 %,4,16,59.00 °C,0.00 %,0.00 %
2025-05-07 14:36:40.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,1410 MHz,90.02 %,9.12 W,0.00 GB/s,61.00 °C,0.00 %,0.00 GB/s,1512 MHz,0.00 %,5.6 %,82.28 W,0.12 GB/s,147.05 W,1410 MHz,0.05 GB/s,1.2 %,0.00 %,4,16,59.00 °C,0.00 %,0.00 %
2025-05-07 14:36:40.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,1410 MHz,90.02 %,8.90 W,0.00 GB/s,61.00 °C,0.00 %,0.00 GB/s,1512 MHz,0.00 %,5.6 %,82.38 W,0.12 GB/s,145.61 W,1410 MHz,0.05 GB/s,1.5 %,0.00 %,4,16,59.00 °C,0.00 %,0.00 %
2025-05-07 14:36:40.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,1410 MHz,90.02 %,9.17 W,0.00 GB/s,61.00 °C,0.00 %,0.00 GB/s,1512 MHz,0.00 %,5.6 %,82.11 W,0.12 GB/s,145.58 W,1410 MHz,0.05 GB/s,1.6 %,0.00 %,4,16,59.00 °C,0.00 %,0.00 %
2025-05-07 14:36:40.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,1410 MHz,90.02 %,9.16 W,0.00 GB/s,61.00 °C,0.00 %,0.00 GB/s,1512 MHz,0.00 %,5.6 %,81.91 W,0.12 GB/s,146.51 W,1410 MHz,0.05 GB/s,0.3 %,0.00 %,4,16,59.00 °C,0.00 %,0.00 %
2025-05-07 14:36:40.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,1410 MHz,90.02 %,9.15 W,0.00 GB/s,61.00 °C,0.00 %,0.00 GB/s,1512 MHz,0.00 %,5.6 %,81.91 W,0.12 GB/s,148.03 W,1410 MHz,0.05 GB/s,2.1 %,0.00 %,4,16,59.00 °C,0.00 %,0.00 %
2025-05-07 14:36:40.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,1410 MHz,90.02 %,9.19 W,0.00 GB/s,61.00 °C,0.00 %,0.00 GB/s,1512 MHz,0.00 %,5.6 %,83.37 W,0.12 GB/s,148.33 W,1410 MHz,0.05 GB/s,1.5 %,0.00 %,4,16,59.00 °C,0.00 %,0.00 %
2025-05-07 14:36:40.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,1410 MHz,90.02 %,8.94 W,0.00 GB/s,61.00 °C,0.00 %,0.00 GB/s,1512 MHz,0.00 %,5.6 %,83.37 W,0.12 GB/s,152.06 W,1410 MHz,0.05 GB/s,2.2 %,0.00 %,4,16,59.00 °C,0.00 %,0.00 %
2025-05-07 14:36:40.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,1410 MHz,90.02 %,9.23 W,0.00 GB/s,61.00 °C,0.00 %,0.00 GB/s,1512 MHz,0.00 %,5.6 %,92.27 W,0.12 GB/s,147.87 W,1410 MHz,0.05 GB/s,2.2 %,0.00 %,4,16,59.00 °C,0.00 %,0.00 %
2025-05-07 14:36:41.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,1410 MHz,90.02 %,9.00 W,0.00 GB/s,61.00 °C,0.00 %,0.00 GB/s,1512 MHz,0.00 %,5.6 %,83.57 W,0.12 GB/s,152.06 W,1410 MHz,0.05 GB/s,1.9 %,0.00 %,4,16,59.00 °C,0.00 %,0.00 %
2025-05-07 14:36:41.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,1410 MHz,90.02 %,9.20 W,0.00 GB/s,61.00 °C,0.00 %,0.00 GB/s,1512 MHz,0.00 %,5.6 %,83.96 W,0.12 GB/s,145.89 W,1410 MHz,0.05 GB/s,2.5 %,0.00 %,4,16,59.00 °C,0.00 %,0.00 %
2025-05-07 14:36:41.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,1410 MHz,90.02 %,9.17 W,0.00 GB/s,61.00 °C,0.00 %,0.00 GB/s,1512 MHz,0.00 %,5.6 %,83.57 W,0.12 GB/s,146.68 W,1410 MHz,0.05 GB/s,3.1 %,0.00 %,4,16,58.00 °C,0.00 %,0.00 %
2025-05-07 14:36:41.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,1410 MHz,90.02 %,9.25 W,0.00 GB/s,61.00 °C,0.00 %,0.00 GB/s,1512 MHz,0.00 %,5.6 %,83.48 W,0.12 GB/s,148.26 W,1410 MHz,0.05 GB/s,3.8 %,0.00 %,4,16,58.00 °C,0.00 %,0.00 %
2025-05-07 14:36:41.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,1410 MHz,90.02 %,9.03 W,0.00 GB/s,61.00 °C,0.00 %,0.00 GB/s,1512 MHz,0.00 %,5.6 %,82.89 W,0.12 GB/s,144.86 W,1410 MHz,0.05 GB/s,1.6 %,0.00 %,4,16,58.00 °C,0.00 %,0.00 %
2025-05-07 14:36:41.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,1410 MHz,90.02 %,8.92 W,0.00 GB/s,61.00 °C,0.00 %,0.00 GB/s,1512 MHz,0.00 %,5.6 %,83.28 W,0.12 GB/s,148.46 W,1410 MHz,0.05 GB/s,1.5 %,0.00 %,4,16,58.00 °C,0.00 %,0.00 %
2025-05-07 14:36:41.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,1410 MHz,90.02 %,9.02 W,0.00 GB/s,61.00 °C,0.00 %,0.00 GB/s,1512 MHz,0.00 %,5.6 %,83.20 W,0.12 GB/s,144.55 W,1410 MHz,0.05 GB/s,1.6 %,0.00 %,4,16,58.00 °C,0.00 %,0.00 %
2025-05-07 14:36:41.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,1410 MHz,90.02 %,9.13 W,0.00 GB/s,61.00 °C,0.00 %,0.00 GB/s,1512 MHz,0.00 %,5.6 %,82.96 W,0.12 GB/s,147.96 W,1410 MHz,0.05 GB/s,1.2 %,0.00 %,4,16,58.00 °C,0.00 %,0.00 %
2025-05-07 14:36:41.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,1410 MHz,90.02 %,9.05 W,0.00 GB/s,61.00 °C,0.00 %,0.00 GB/s,1512 MHz,0.00 %,5.6 %,82.67 W,0.12 GB/s,148.82 W,1410 MHz,0.05 GB/s,1.5 %,0.00 %,4,16,58.00 °C,0.00 %,0.00 %
