timestamp,task_name,name,index,power.draw [W],nvlink_tx_bytes,pcie.link.width.current,usage.memory [%],pcie_tx_bytes,tensor_active,cpu_power,dram_power,clocks.current.sm [MHz],clocks.current.graphics [MHz],pcie.link.gen.current,sm_occupancy,sm_active,cpu_usage,temperature.memory,clocks.current.memory [MHz],pcie_rx_bytes,utilization.memory [%],dram_active,nvlink_rx_bytes,dram_usage,utilization.gpu [%],temperature.gpu
2025-05-07 15:50:29.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,301.60 W,0.00 GB/s,16,94.56 %,0.08 GB/s,91.20 %,112.54 W,9.18 W,1155 MHz,1155 MHz,4,12.40 %,100.00 %,3.1 %,65.00 °C,1512 MHz,0.04 GB/s,31.00 %,16.10 %,0.00 GB/s,5.7 %,100.00 %,65.00 °C
2025-05-07 15:50:29.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,301.60 W,0.00 GB/s,16,94.56 %,0.05 GB/s,91.40 %,111.47 W,9.07 W,1065 MHz,1065 MHz,4,12.40 %,100.00 %,3.4 %,65.00 °C,1512 MHz,0.03 GB/s,31.00 %,17.40 %,0.00 GB/s,5.7 %,100.00 %,65.00 °C
2025-05-07 15:50:29.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,270.50 W,0.00 GB/s,16,94.56 %,0.08 GB/s,70.00 %,103.17 W,9.31 W,1065 MHz,1065 MHz,4,12.50 %,100.00 %,2.5 %,65.00 °C,1512 MHz,0.04 GB/s,22.00 %,13.60 %,0.00 GB/s,5.7 %,100.00 %,64.00 °C
2025-05-07 15:50:29.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,297.42 W,0.00 GB/s,16,94.56 %,0.08 GB/s,91.30 %,103.41 W,9.36 W,1170 MHz,1170 MHz,4,12.40 %,100.00 %,3.4 %,65.00 °C,1512 MHz,0.04 GB/s,22.00 %,16.80 %,0.00 GB/s,5.7 %,100.00 %,65.00 °C
2025-05-07 15:50:29.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,308.90 W,0.00 GB/s,16,94.56 %,0.08 GB/s,90.40 %,103.80 W,9.41 W,1110 MHz,1110 MHz,4,12.40 %,100.00 %,3.1 %,65.00 °C,1512 MHz,0.04 GB/s,35.00 %,22.80 %,0.00 GB/s,5.7 %,100.00 %,66.00 °C
2025-05-07 15:50:29.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,308.90 W,0.00 GB/s,16,94.56 %,0.09 GB/s,70.00 %,107.81 W,9.26 W,1080 MHz,1080 MHz,4,12.50 %,100.00 %,3.1 %,65.00 °C,1512 MHz,0.04 GB/s,35.00 %,12.70 %,0.00 GB/s,5.7 %,100.00 %,65.00 °C
2025-05-07 15:50:29.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,271.27 W,0.00 GB/s,16,94.56 %,0.09 GB/s,70.00 %,105.74 W,9.21 W,1170 MHz,1170 MHz,4,12.50 %,100.00 %,3.4 %,65.00 °C,1512 MHz,0.05 GB/s,23.00 %,16.30 %,0.00 GB/s,5.7 %,100.00 %,64.00 °C
2025-05-07 15:50:30.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,309.97 W,0.00 GB/s,16,94.56 %,0.08 GB/s,70.10 %,105.83 W,9.21 W,1065 MHz,1065 MHz,4,12.50 %,100.00 %,2.8 %,65.00 °C,1512 MHz,0.04 GB/s,30.00 %,13.50 %,0.00 GB/s,5.7 %,100.00 %,65.00 °C
2025-05-07 15:50:30.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,298.48 W,0.00 GB/s,16,94.56 %,0.08 GB/s,91.70 %,106.97 W,9.40 W,1155 MHz,1155 MHz,4,12.40 %,100.00 %,2.8 %,65.00 °C,1512 MHz,0.04 GB/s,26.00 %,17.80 %,0.00 GB/s,5.7 %,100.00 %,65.00 °C
2025-05-07 15:50:30.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,308.71 W,0.00 GB/s,16,94.56 %,0.08 GB/s,90.50 %,103.41 W,9.26 W,1170 MHz,1170 MHz,4,12.50 %,99.90 %,3.7 %,65.00 °C,1512 MHz,0.04 GB/s,26.00 %,18.40 %,0.00 GB/s,5.7 %,100.00 %,65.00 °C
2025-05-07 15:50:30.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,294.68 W,0.00 GB/s,16,94.56 %,0.08 GB/s,69.80 %,108.17 W,9.15 W,1035 MHz,1035 MHz,4,12.50 %,100.00 %,3.9 %,65.00 °C,1512 MHz,0.05 GB/s,27.00 %,13.50 %,0.00 GB/s,5.7 %,100.00 %,66.00 °C
2025-05-07 15:50:30.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,237.99 W,0.00 GB/s,16,94.56 %,0.09 GB/s,70.00 %,105.40 W,9.25 W,1110 MHz,1110 MHz,4,12.50 %,100.00 %,4.0 %,65.00 °C,1512 MHz,0.05 GB/s,27.00 %,12.40 %,0.00 GB/s,5.7 %,100.00 %,64.00 °C
2025-05-07 15:50:30.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,237.99 W,0.00 GB/s,16,94.56 %,0.08 GB/s,90.60 %,106.59 W,9.28 W,1155 MHz,1155 MHz,4,12.40 %,100.00 %,3.1 %,65.00 °C,1512 MHz,0.04 GB/s,27.00 %,20.70 %,0.00 GB/s,5.7 %,100.00 %,65.00 °C
2025-05-07 15:50:30.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,326.57 W,0.00 GB/s,16,94.56 %,0.08 GB/s,4.30 %,111.56 W,9.29 W,1065 MHz,1065 MHz,4,93.50 %,100.00 %,5.9 %,65.00 °C,1512 MHz,0.05 GB/s,22.00 %,49.70 %,0.00 GB/s,5.7 %,100.00 %,65.00 °C
2025-05-07 15:50:30.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,326.57 W,0.00 GB/s,16,94.56 %,0.09 GB/s,70.00 %,127.14 W,9.48 W,1080 MHz,1080 MHz,4,12.50 %,100.00 %,3.4 %,65.00 °C,1512 MHz,0.04 GB/s,22.00 %,17.00 %,0.00 GB/s,5.7 %,100.00 %,64.00 °C
2025-05-07 15:50:31.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,278.78 W,0.00 GB/s,16,94.56 %,0.08 GB/s,91.30 %,122.81 W,9.15 W,1170 MHz,1170 MHz,4,12.40 %,100.00 %,3.1 %,65.00 °C,1512 MHz,0.04 GB/s,35.00 %,16.30 %,0.00 GB/s,5.7 %,100.00 %,66.00 °C
2025-05-07 15:50:31.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,302.57 W,0.00 GB/s,16,94.56 %,0.06 GB/s,0.00 %,109.15 W,9.27 W,1170 MHz,1170 MHz,4,90.20 %,99.00 %,3.1 %,65.00 °C,1512 MHz,0.05 GB/s,35.00 %,79.10 %,0.00 GB/s,5.7 %,100.00 %,66.00 °C
2025-05-07 15:50:31.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,292.06 W,0.00 GB/s,16,94.56 %,0.09 GB/s,69.90 %,106.11 W,9.30 W,1095 MHz,1095 MHz,4,12.50 %,100.00 %,1.8 %,65.00 °C,1512 MHz,0.05 GB/s,24.00 %,14.20 %,0.00 GB/s,5.7 %,100.00 %,65.00 °C
2025-05-07 15:50:31.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,292.06 W,0.00 GB/s,16,94.56 %,0.10 GB/s,20.70 %,114.49 W,9.05 W,1170 MHz,1170 MHz,4,2.40 %,34.50 %,4.3 %,65.00 °C,1512 MHz,0.04 GB/s,24.00 %,0.00 %,0.00 GB/s,5.7 %,100.00 %,65.00 °C
2025-05-07 15:50:31.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,304.81 W,0.00 GB/s,16,94.56 %,0.08 GB/s,91.20 %,107.28 W,9.36 W,1185 MHz,1185 MHz,4,12.50 %,99.90 %,3.3 %,65.00 °C,1512 MHz,0.04 GB/s,29.00 %,19.10 %,0.00 GB/s,5.7 %,100.00 %,66.00 °C
2025-05-07 15:50:31.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,357.86 W,0.00 GB/s,16,94.56 %,0.08 GB/s,69.90 %,108.34 W,9.14 W,1065 MHz,1065 MHz,4,12.50 %,100.00 %,3.7 %,65.00 °C,1512 MHz,0.04 GB/s,29.00 %,14.00 %,0.00 GB/s,5.7 %,100.00 %,66.00 °C
2025-05-07 15:50:31.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,291.56 W,0.00 GB/s,16,94.56 %,0.09 GB/s,70.10 %,107.86 W,9.28 W,1065 MHz,1065 MHz,4,12.50 %,100.00 %,3.1 %,65.00 °C,1512 MHz,0.04 GB/s,27.00 %,15.60 %,0.00 GB/s,5.7 %,100.00 %,64.00 °C
2025-05-07 15:50:31.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,304.03 W,0.00 GB/s,16,94.56 %,0.08 GB/s,91.10 %,104.77 W,9.22 W,1170 MHz,1170 MHz,4,12.40 %,100.00 %,3.6 %,65.00 °C,1512 MHz,0.04 GB/s,27.00 %,16.20 %,0.00 GB/s,5.7 %,100.00 %,66.00 °C
2025-05-07 15:50:31.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,289.33 W,0.00 GB/s,16,94.56 %,0.08 GB/s,90.70 %,104.06 W,9.28 W,1170 MHz,1170 MHz,4,12.40 %,100.00 %,3.1 %,65.00 °C,1512 MHz,0.04 GB/s,26.00 %,23.10 %,0.00 GB/s,5.7 %,100.00 %,66.00 °C
2025-05-07 15:50:31.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,284.53 W,0.00 GB/s,16,94.56 %,0.09 GB/s,70.00 %,102.98 W,9.39 W,1080 MHz,1080 MHz,4,12.50 %,100.00 %,3.1 %,65.00 °C,1512 MHz,0.04 GB/s,26.00 %,12.70 %,0.00 GB/s,5.7 %,100.00 %,66.00 °C
2025-05-07 15:50:32.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,239.87 W,0.00 GB/s,16,94.56 %,0.08 GB/s,91.70 %,103.30 W,9.28 W,1170 MHz,1170 MHz,4,12.40 %,100.00 %,3.1 %,65.00 °C,1512 MHz,0.04 GB/s,32.00 %,17.60 %,0.00 GB/s,5.7 %,100.00 %,66.00 °C
2025-05-07 15:50:32.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,307.05 W,0.00 GB/s,16,94.56 %,0.08 GB/s,93.80 %,111.51 W,9.32 W,1155 MHz,1155 MHz,4,12.40 %,99.90 %,3.1 %,67.00 °C,1512 MHz,0.04 GB/s,32.00 %,16.60 %,0.00 GB/s,5.7 %,100.00 %,66.00 °C
2025-05-07 15:50:32.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,307.05 W,0.00 GB/s,16,94.56 %,0.09 GB/s,70.10 %,115.68 W,9.25 W,1080 MHz,1080 MHz,4,12.50 %,100.00 %,2.8 %,65.00 °C,1512 MHz,0.04 GB/s,32.00 %,13.40 %,0.00 GB/s,5.7 %,100.00 %,66.00 °C
2025-05-07 15:50:32.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,312.70 W,0.00 GB/s,16,94.56 %,0.09 GB/s,69.90 %,109.56 W,9.34 W,1155 MHz,1155 MHz,4,12.50 %,100.00 %,3.1 %,65.00 °C,1512 MHz,0.05 GB/s,25.00 %,16.00 %,0.00 GB/s,5.7 %,100.00 %,65.00 °C
2025-05-07 15:50:32.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,326.84 W,0.00 GB/s,16,94.56 %,0.08 GB/s,89.80 %,106.02 W,9.08 W,1170 MHz,1170 MHz,4,12.30 %,100.00 %,3.1 %,65.00 °C,1512 MHz,0.04 GB/s,25.00 %,15.10 %,0.00 GB/s,5.7 %,100.00 %,66.00 °C
2025-05-07 15:50:32.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,305.20 W,0.00 GB/s,16,94.56 %,0.08 GB/s,90.70 %,106.88 W,9.28 W,1170 MHz,1170 MHz,4,12.40 %,100.00 %,2.8 %,65.00 °C,1512 MHz,0.04 GB/s,31.00 %,22.90 %,0.00 GB/s,5.7 %,100.00 %,66.00 °C
2025-05-07 15:50:32.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,273.52 W,0.00 GB/s,16,94.56 %,0.08 GB/s,70.10 %,103.99 W,9.15 W,1125 MHz,1125 MHz,4,12.50 %,100.00 %,1.9 %,67.00 °C,1512 MHz,0.05 GB/s,31.00 %,16.00 %,0.00 GB/s,5.7 %,100.00 %,65.00 °C
2025-05-07 15:50:32.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,252.48 W,0.00 GB/s,16,94.56 %,0.09 GB/s,90.30 %,107.41 W,9.10 W,1200 MHz,1200 MHz,4,12.40 %,100.00 %,3.7 %,65.00 °C,1512 MHz,0.04 GB/s,24.00 %,24.50 %,0.00 GB/s,5.7 %,100.00 %,66.00 °C
2025-05-07 15:50:32.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,302.48 W,0.00 GB/s,16,94.56 %,0.07 GB/s,92.30 %,117.58 W,9.07 W,1200 MHz,1200 MHz,4,12.50 %,99.80 %,4.0 %,65.00 °C,1512 MHz,0.03 GB/s,24.00 %,20.50 %,0.00 GB/s,5.7 %,100.00 %,65.00 °C
2025-05-07 15:50:33.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,96.51 W,0.00 GB/s,16,90.02 %,0.11 GB/s,0.00 %,114.97 W,9.26 W,1395 MHz,1395 MHz,4,0.00 %,0.00 %,2.2 %,63.00 °C,1512 MHz,0.05 GB/s,31.00 %,0.00 %,0.00 GB/s,5.7 %,99.00 %,61.00 °C
2025-05-07 15:50:33.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,417.49 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,107.42 W,9.36 W,1275 MHz,1275 MHz,4,0.00 %,0.00 %,1.9 %,65.00 °C,1512 MHz,0.05 GB/s,31.00 %,0.00 %,0.00 GB/s,5.7 %,99.00 %,62.00 °C
2025-05-07 15:50:33.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,85.82 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,108.98 W,9.22 W,1395 MHz,1395 MHz,4,0.00 %,0.00 %,1.8 %,63.00 °C,1512 MHz,0.05 GB/s,8.00 %,0.00 %,0.00 GB/s,5.7 %,31.00 %,61.00 °C
2025-05-07 15:50:33.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,84.95 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,104.75 W,9.37 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.9 %,63.00 °C,1512 MHz,0.05 GB/s,8.00 %,0.00 %,0.00 GB/s,5.7 %,31.00 %,60.00 °C
2025-05-07 15:50:33.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,85.14 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,127.30 W,9.19 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.6 %,63.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,60.00 °C
2025-05-07 15:50:33.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,85.07 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,133.18 W,9.25 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.5 %,63.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,60.00 °C
2025-05-07 15:50:33.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,84.55 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,133.32 W,9.23 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.5 %,61.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,60.00 °C
2025-05-07 15:50:33.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,84.64 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,138.12 W,9.28 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,3.7 %,61.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,60.00 °C
2025-05-07 15:50:34.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,84.64 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,138.94 W,9.26 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.9 %,61.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,59.00 °C
2025-05-07 15:50:34.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,84.15 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,140.27 W,9.17 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.9 %,61.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,59.00 °C
2025-05-07 15:50:34.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,83.86 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,145.94 W,9.18 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,2.2 %,61.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,59.00 °C
2025-05-07 15:50:34.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,83.96 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,147.95 W,8.95 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,0.3 %,61.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,59.00 °C
2025-05-07 15:50:34.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,83.76 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,144.55 W,9.06 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,0.9 %,61.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,59.00 °C
2025-05-07 15:50:34.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.25 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,146.79 W,9.10 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,2.8 %,61.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,59.00 °C
2025-05-07 15:50:34.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,93.07 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,145.59 W,9.23 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,2.5 %,61.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,59.00 °C
2025-05-07 15:50:34.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,88.19 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,150.70 W,9.19 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,4.0 %,61.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,59.00 °C
2025-05-07 15:50:34.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,91.59 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,141.70 W,9.12 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,2.5 %,61.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,59.00 °C
2025-05-07 15:50:34.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,93.56 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,141.28 W,9.11 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.2 %,61.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,59.00 °C
2025-05-07 15:50:35.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.42 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,135.07 W,9.12 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.9 %,61.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,59.00 °C
2025-05-07 15:50:35.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,93.96 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,132.65 W,9.12 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,2.8 %,61.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,59.00 °C
2025-05-07 15:50:35.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,93.96 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,148.26 W,9.20 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.9 %,61.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,59.00 °C
2025-05-07 15:50:35.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,93.86 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,144.86 W,9.09 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.9 %,61.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,59.00 °C
2025-05-07 15:50:35.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,82.38 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,144.88 W,9.17 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.9 %,61.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,59.00 °C
2025-05-07 15:50:35.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,85.92 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,143.42 W,9.29 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.9 %,61.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,59.00 °C
2025-05-07 15:50:35.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,85.53 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,146.67 W,9.11 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.9 %,61.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,58.00 °C
2025-05-07 15:50:35.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,86.22 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,150.78 W,9.30 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,5.2 %,61.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,59.00 °C
2025-05-07 15:50:36.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,81.89 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,118.52 W,9.21 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.5 %,61.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,58.00 °C
2025-05-07 15:50:36.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,81.71 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,100.47 W,9.34 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,2.2 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,58.00 °C
2025-05-07 15:50:37.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,81.90 W,0.00 GB/s,16,90.02 %,0.11 GB/s,0.00 %,100.96 W,9.27 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,3.4 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,58.00 °C
2025-05-07 15:50:37.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,88.79 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,102.10 W,9.25 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,2.7 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,58.00 °C
2025-05-07 15:50:37.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,87.99 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,103.04 W,9.13 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.6 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,58.00 °C
2025-05-07 15:50:37.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,88.79 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,105.12 W,9.24 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.6 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,58.00 °C
2025-05-07 15:50:37.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,89.37 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,106.71 W,9.28 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.8 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,58.00 °C
2025-05-07 15:50:37.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,88.89 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,107.53 W,9.11 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.9 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,58.00 °C
2025-05-07 15:50:37.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,89.47 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,110.94 W,9.27 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.5 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,58.00 °C
2025-05-07 15:50:37.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,89.47 W,0.00 GB/s,16,90.02 %,0.12 GB/s,0.00 %,110.57 W,9.25 W,1410 MHz,1410 MHz,4,0.00 %,0.00 %,1.2 %,59.00 °C,1512 MHz,0.05 GB/s,0.00 %,0.00 %,0.00 GB/s,5.7 %,0.00 %,58.00 °C
