timestamp,task_name,name,index,sm_occupancy,pcie.link.gen.current,temperature.gpu,clocks.current.memory [MHz],sm_active,cpu_usage,pcie.link.width.current,clocks.current.sm [MHz],tensor_active,pcie_rx_bytes,dram_power,nvlink_tx_bytes,utilization.gpu [%],utilization.memory [%],power.draw [W],pcie_tx_bytes,dram_usage,nvlink_rx_bytes,clocks.current.graphics [MHz],usage.memory [%],dram_active,temperature.memory,cpu_power
2025-05-07 16:39:44.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,4,67.00 °C,1512 MHz,100.00 %,4.0 %,16,1125 MHz,70.00 %,0.04 GB/s,9.26 W,0.00 GB/s,100.00 %,35.00 %,277.51 W,0.09 GB/s,5.6 %,0.00 GB/s,1125 MHz,94.56 %,11.60 %,67.00 °C,144.79 W
2025-05-07 16:39:44.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,4,67.00 °C,1512 MHz,100.00 %,3.4 %,16,1125 MHz,91.00 %,0.04 GB/s,9.01 W,0.00 GB/s,100.00 %,30.00 %,268.24 W,0.09 GB/s,5.6 %,0.00 GB/s,1125 MHz,94.56 %,17.10 %,67.00 °C,151.50 W
2025-05-07 16:39:44.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,4,67.00 °C,1512 MHz,100.00 %,3.4 %,16,1155 MHz,90.80 %,0.04 GB/s,9.19 W,0.00 GB/s,100.00 %,30.00 %,303.05 W,0.08 GB/s,5.6 %,0.00 GB/s,1155 MHz,94.56 %,21.30 %,67.00 °C,148.73 W
2025-05-07 16:39:44.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,4,67.00 °C,1512 MHz,100.00 %,3.1 %,16,1050 MHz,70.00 %,0.04 GB/s,9.15 W,0.00 GB/s,100.00 %,26.00 %,311.23 W,0.09 GB/s,5.6 %,0.00 GB/s,1050 MHz,94.56 %,13.40 %,67.00 °C,147.08 W
2025-05-07 16:39:44.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,4,67.00 °C,1512 MHz,100.00 %,3.7 %,16,1065 MHz,69.90 %,0.04 GB/s,9.14 W,0.00 GB/s,100.00 %,26.00 %,334.62 W,0.09 GB/s,5.6 %,0.00 GB/s,1065 MHz,94.56 %,13.60 %,67.00 °C,143.47 W
2025-05-07 16:39:44.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,4,68.00 °C,1512 MHz,100.00 %,3.4 %,16,1155 MHz,90.70 %,0.04 GB/s,9.16 W,0.00 GB/s,100.00 %,27.00 %,315.60 W,0.08 GB/s,5.6 %,0.00 GB/s,1155 MHz,94.56 %,20.70 %,67.00 °C,138.21 W
2025-05-07 16:39:44.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,93.40 %,4,67.00 °C,1512 MHz,100.00 %,3.1 %,16,1110 MHz,4.30 %,0.05 GB/s,9.19 W,0.00 GB/s,100.00 %,27.00 %,285.06 W,0.08 GB/s,5.6 %,0.00 GB/s,1110 MHz,94.56 %,48.60 %,67.00 °C,130.56 W
2025-05-07 16:39:44.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,4,66.00 °C,1512 MHz,100.00 %,4.4 %,16,1110 MHz,69.90 %,0.05 GB/s,9.40 W,0.00 GB/s,100.00 %,31.00 %,287.96 W,0.09 GB/s,5.6 %,0.00 GB/s,1110 MHz,94.56 %,14.20 %,67.00 °C,155.56 W
2025-05-07 16:39:44.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,4,68.00 °C,1512 MHz,100.00 %,5.0 %,16,1155 MHz,90.40 %,0.04 GB/s,9.27 W,0.00 GB/s,100.00 %,31.00 %,277.62 W,0.08 GB/s,5.6 %,0.00 GB/s,1155 MHz,94.56 %,22.60 %,67.00 °C,149.07 W
2025-05-07 16:39:44.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,4,68.00 °C,1512 MHz,100.00 %,10.5 %,16,1155 MHz,91.90 %,0.04 GB/s,9.52 W,0.00 GB/s,100.00 %,22.00 %,307.93 W,0.07 GB/s,5.6 %,0.00 GB/s,1155 MHz,94.56 %,16.20 %,67.00 °C,136.53 W
2025-05-07 16:39:45.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,4,68.00 °C,1512 MHz,100.00 %,4.3 %,16,1065 MHz,69.90 %,0.05 GB/s,9.11 W,0.00 GB/s,100.00 %,22.00 %,304.04 W,0.09 GB/s,5.6 %,0.00 GB/s,1065 MHz,94.56 %,16.30 %,67.00 °C,142.72 W
2025-05-07 16:39:45.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,4,67.00 °C,1512 MHz,100.00 %,5.3 %,16,1155 MHz,69.70 %,0.04 GB/s,9.22 W,0.00 GB/s,100.00 %,35.00 %,325.41 W,0.09 GB/s,5.6 %,0.00 GB/s,1155 MHz,94.56 %,16.10 %,67.00 °C,155.28 W
2025-05-07 16:39:45.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,4,68.00 °C,1512 MHz,99.90 %,4.0 %,16,1155 MHz,94.00 %,0.04 GB/s,9.20 W,0.00 GB/s,100.00 %,35.00 %,308.22 W,0.08 GB/s,5.6 %,0.00 GB/s,1155 MHz,94.56 %,16.70 %,67.00 °C,153.62 W
2025-05-07 16:39:45.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,92.40 %,4,68.00 °C,1512 MHz,100.00 %,3.7 %,16,1050 MHz,4.20 %,0.05 GB/s,9.28 W,0.00 GB/s,100.00 %,35.00 %,280.07 W,0.08 GB/s,5.6 %,0.00 GB/s,1050 MHz,94.56 %,37.00 %,67.00 °C,143.25 W
2025-05-07 16:39:45.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,4,67.00 °C,1512 MHz,100.00 %,3.4 %,16,1155 MHz,70.10 %,0.05 GB/s,9.24 W,0.00 GB/s,100.00 %,23.00 %,280.07 W,0.09 GB/s,5.6 %,0.00 GB/s,1155 MHz,94.56 %,14.40 %,67.00 °C,139.13 W
2025-05-07 16:39:45.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,4,68.00 °C,1512 MHz,100.00 %,5.4 %,16,1155 MHz,90.60 %,0.04 GB/s,9.36 W,0.00 GB/s,100.00 %,23.00 %,286.79 W,0.08 GB/s,5.6 %,0.00 GB/s,1155 MHz,94.56 %,21.80 %,67.00 °C,137.72 W
2025-05-07 16:39:45.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,4,67.00 °C,1512 MHz,100.00 %,3.4 %,16,1155 MHz,91.30 %,0.04 GB/s,9.07 W,0.00 GB/s,100.00 %,30.00 %,302.48 W,0.08 GB/s,5.6 %,0.00 GB/s,1155 MHz,94.56 %,16.70 %,67.00 °C,150.15 W
2025-05-07 16:39:45.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,4,67.00 °C,1512 MHz,100.00 %,3.7 %,16,1065 MHz,69.90 %,0.04 GB/s,9.30 W,0.00 GB/s,100.00 %,30.00 %,313.95 W,0.09 GB/s,5.6 %,0.00 GB/s,1065 MHz,94.56 %,16.90 %,67.00 °C,133.18 W
2025-05-07 16:39:45.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,4,68.00 °C,1512 MHz,100.00 %,3.4 %,16,1050 MHz,70.00 %,0.04 GB/s,9.38 W,0.00 GB/s,100.00 %,26.00 %,314.76 W,0.09 GB/s,5.6 %,0.00 GB/s,1050 MHz,94.56 %,13.10 %,67.00 °C,122.26 W
2025-05-07 16:39:46.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,4,68.00 °C,1512 MHz,99.90 %,3.4 %,16,1155 MHz,93.40 %,0.04 GB/s,9.29 W,0.00 GB/s,100.00 %,26.00 %,313.46 W,0.08 GB/s,5.6 %,0.00 GB/s,1155 MHz,94.56 %,16.30 %,67.00 °C,119.44 W
2025-05-07 16:39:46.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,92.30 %,4,68.00 °C,1512 MHz,100.00 %,3.1 %,16,1050 MHz,4.20 %,0.05 GB/s,9.33 W,0.00 GB/s,100.00 %,27.00 %,321.12 W,0.08 GB/s,5.6 %,0.00 GB/s,1050 MHz,94.56 %,38.00 %,67.00 °C,117.12 W
2025-05-07 16:39:46.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,4,67.00 °C,1512 MHz,100.00 %,4.0 %,16,1110 MHz,70.00 %,0.04 GB/s,9.13 W,0.00 GB/s,100.00 %,27.00 %,271.87 W,0.09 GB/s,5.6 %,0.00 GB/s,1110 MHz,94.56 %,14.50 %,67.00 °C,116.10 W
2025-05-07 16:39:46.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,4,68.00 °C,1512 MHz,100.00 %,3.1 %,16,1155 MHz,90.60 %,0.04 GB/s,9.19 W,0.00 GB/s,100.00 %,27.00 %,298.29 W,0.08 GB/s,5.6 %,0.00 GB/s,1155 MHz,94.56 %,21.40 %,69.00 °C,104.04 W
2025-05-07 16:39:46.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,4,68.00 °C,1512 MHz,100.00 %,5.9 %,16,1035 MHz,90.60 %,0.04 GB/s,9.33 W,0.00 GB/s,100.00 %,31.00 %,298.29 W,0.08 GB/s,5.6 %,0.00 GB/s,1035 MHz,94.56 %,22.70 %,67.00 °C,124.35 W
2025-05-07 16:39:46.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,4,67.00 °C,1512 MHz,100.00 %,5.0 %,16,1080 MHz,70.10 %,0.04 GB/s,9.44 W,0.00 GB/s,100.00 %,31.00 %,291.37 W,0.09 GB/s,5.6 %,0.00 GB/s,1080 MHz,94.56 %,15.40 %,67.00 °C,123.70 W
2025-05-07 16:39:46.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,4,67.00 °C,1512 MHz,100.00 %,4.0 %,16,1155 MHz,70.00 %,0.05 GB/s,9.35 W,0.00 GB/s,100.00 %,22.00 %,285.14 W,0.09 GB/s,5.6 %,0.00 GB/s,1155 MHz,94.56 %,15.30 %,69.00 °C,118.22 W
2025-05-07 16:39:46.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,4,68.00 °C,1512 MHz,99.90 %,3.3 %,16,1155 MHz,93.80 %,0.04 GB/s,9.16 W,0.00 GB/s,100.00 %,22.00 %,301.60 W,0.08 GB/s,5.6 %,0.00 GB/s,1155 MHz,94.56 %,16.60 %,67.00 °C,114.17 W
2025-05-07 16:39:46.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,92.40 %,4,68.00 °C,1512 MHz,100.00 %,3.4 %,16,1155 MHz,4.20 %,0.05 GB/s,9.32 W,0.00 GB/s,100.00 %,24.00 %,312.58 W,0.08 GB/s,5.6 %,0.00 GB/s,1155 MHz,94.56 %,37.90 %,67.00 °C,108.32 W
2025-05-07 16:39:46.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,4,66.00 °C,1512 MHz,100.00 %,3.0 %,16,1080 MHz,70.10 %,0.04 GB/s,9.17 W,0.00 GB/s,100.00 %,24.00 %,260.32 W,0.08 GB/s,5.6 %,0.00 GB/s,1080 MHz,94.56 %,12.90 %,69.00 °C,103.95 W
2025-05-07 16:39:47.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,4,68.00 °C,1512 MHz,100.00 %,3.4 %,16,1155 MHz,90.60 %,0.04 GB/s,9.09 W,0.00 GB/s,100.00 %,29.00 %,289.71 W,0.08 GB/s,5.6 %,0.00 GB/s,1155 MHz,94.56 %,21.20 %,67.00 °C,103.60 W
2025-05-07 16:39:47.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,4,68.00 °C,1512 MHz,100.00 %,3.4 %,16,1170 MHz,91.00 %,0.04 GB/s,9.25 W,0.00 GB/s,100.00 %,29.00 %,308.60 W,0.08 GB/s,5.6 %,0.00 GB/s,1170 MHz,94.56 %,23.20 %,67.00 °C,108.79 W
2025-05-07 16:39:47.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,4,68.00 °C,1512 MHz,100.00 %,2.8 %,16,1065 MHz,69.70 %,0.05 GB/s,9.19 W,0.00 GB/s,100.00 %,27.00 %,305.68 W,0.09 GB/s,5.6 %,0.00 GB/s,1065 MHz,94.56 %,14.80 %,69.00 °C,103.98 W
2025-05-07 16:39:47.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,4,68.00 °C,1512 MHz,100.00 %,3.7 %,16,1170 MHz,91.40 %,0.04 GB/s,9.39 W,0.00 GB/s,100.00 %,27.00 %,254.85 W,0.08 GB/s,5.6 %,0.00 GB/s,1170 MHz,94.56 %,16.00 %,69.00 °C,105.98 W
2025-05-07 16:39:47.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,92.30 %,4,68.00 °C,1512 MHz,100.00 %,3.1 %,16,1155 MHz,0.00 %,0.05 GB/s,9.19 W,0.00 GB/s,100.00 %,27.00 %,307.05 W,0.08 GB/s,5.6 %,0.00 GB/s,1155 MHz,94.56 %,53.20 %,69.00 °C,107.27 W
2025-05-07 16:39:47.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,4,68.00 °C,1512 MHz,100.00 %,3.1 %,16,1050 MHz,70.00 %,0.05 GB/s,9.17 W,0.00 GB/s,100.00 %,27.00 %,306.46 W,0.09 GB/s,5.6 %,0.00 GB/s,1050 MHz,94.56 %,14.20 %,67.00 °C,102.95 W
2025-05-07 16:39:47.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,4,68.00 °C,1512 MHz,100.00 %,3.4 %,16,1155 MHz,70.00 %,0.05 GB/s,9.26 W,0.00 GB/s,100.00 %,27.00 %,297.21 W,0.09 GB/s,5.6 %,0.00 GB/s,1155 MHz,94.56 %,13.10 %,69.00 °C,110.94 W
2025-05-07 16:39:47.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,4,68.00 °C,1512 MHz,100.00 %,3.4 %,16,1155 MHz,90.40 %,0.04 GB/s,9.28 W,0.00 GB/s,100.00 %,31.00 %,303.83 W,0.08 GB/s,5.6 %,0.00 GB/s,1155 MHz,94.56 %,20.90 %,69.00 °C,104.26 W
2025-05-07 16:39:47.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,4,68.00 °C,1512 MHz,100.00 %,6.8 %,16,1050 MHz,0.00 %,0.04 GB/s,9.23 W,0.00 GB/s,100.00 %,31.00 %,303.83 W,0.08 GB/s,5.6 %,0.00 GB/s,1050 MHz,94.56 %,27.10 %,67.00 °C,113.19 W
2025-05-07 16:39:47.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,4,68.00 °C,1512 MHz,100.00 %,3.1 %,16,1155 MHz,69.90 %,0.05 GB/s,9.36 W,0.00 GB/s,100.00 %,24.00 %,233.00 W,0.09 GB/s,5.6 %,0.00 GB/s,1155 MHz,94.56 %,14.30 %,69.00 °C,136.14 W
2025-05-07 16:39:48.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,4,68.00 °C,1512 MHz,100.00 %,3.7 %,16,1155 MHz,90.60 %,0.04 GB/s,9.13 W,0.00 GB/s,100.00 %,24.00 %,233.00 W,0.08 GB/s,5.6 %,0.00 GB/s,1155 MHz,94.56 %,21.30 %,69.00 °C,135.74 W
2025-05-07 16:39:48.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.40 %,4,68.00 °C,1512 MHz,100.00 %,3.7 %,16,1155 MHz,90.50 %,0.04 GB/s,9.18 W,0.00 GB/s,100.00 %,33.00 %,306.57 W,0.08 GB/s,5.6 %,0.00 GB/s,1155 MHz,94.56 %,22.30 %,69.00 °C,143.41 W
2025-05-07 16:39:48.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,4,67.00 °C,1512 MHz,100.00 %,3.4 %,16,1050 MHz,69.70 %,0.05 GB/s,9.21 W,0.00 GB/s,100.00 %,33.00 %,333.84 W,0.09 GB/s,5.6 %,0.00 GB/s,1050 MHz,94.56 %,15.70 %,69.00 °C,151.55 W
2025-05-07 16:39:48.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,92.50 %,4,68.00 °C,1512 MHz,100.00 %,3.4 %,16,1080 MHz,0.00 %,0.05 GB/s,9.28 W,0.00 GB/s,100.00 %,24.00 %,260.61 W,0.08 GB/s,5.6 %,0.00 GB/s,1080 MHz,94.56 %,60.00 %,69.00 °C,136.69 W
2025-05-07 16:39:48.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,68.00 °C,1512 MHz,0.00 %,3.7 %,16,1200 MHz,0.00 %,0.04 GB/s,9.11 W,0.00 GB/s,100.00 %,24.00 %,287.18 W,0.08 GB/s,5.6 %,0.00 GB/s,1200 MHz,94.56 %,1.70 %,69.00 °C,124.14 W
2025-05-07 16:39:48.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.50 %,4,64.00 °C,1512 MHz,99.80 %,1.5 %,16,1410 MHz,92.50 %,0.04 GB/s,9.19 W,0.00 GB/s,100.00 %,29.00 %,98.12 W,0.09 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,18.70 %,67.00 °C,130.40 W
2025-05-07 16:39:48.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,68.00 °C,1512 MHz,0.00 %,2.2 %,16,1410 MHz,0.00 %,0.05 GB/s,9.40 W,0.00 GB/s,100.00 %,8.00 %,350.65 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,67.00 °C,127.87 W
2025-05-07 16:39:48.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,63.00 °C,1512 MHz,0.00 %,4.9 %,16,1245 MHz,0.00 %,0.05 GB/s,9.23 W,0.00 GB/s,100.00 %,8.00 %,84.84 W,0.12 GB/s,5.6 %,0.00 GB/s,1245 MHz,90.02 %,0.00 %,67.00 °C,127.04 W
2025-05-07 16:39:49.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,63.00 °C,1512 MHz,0.00 %,3.4 %,16,1395 MHz,0.00 %,0.05 GB/s,9.25 W,0.00 GB/s,20.00 %,4.00 %,94.47 W,0.12 GB/s,5.6 %,0.00 GB/s,1395 MHz,90.02 %,0.00 %,65.00 °C,132.20 W
2025-05-07 16:39:49.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,62.00 °C,1512 MHz,0.00 %,2.8 %,16,1410 MHz,0.00 %,0.05 GB/s,9.20 W,0.00 GB/s,20.00 %,4.00 %,95.47 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,65.00 °C,137.20 W
2025-05-07 16:39:49.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,62.00 °C,1512 MHz,0.00 %,2.2 %,16,1410 MHz,0.00 %,0.05 GB/s,9.09 W,0.00 GB/s,0.00 %,0.00 %,95.47 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,65.00 °C,134.55 W
2025-05-07 16:39:49.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,62.00 °C,1512 MHz,0.00 %,1.9 %,16,1410 MHz,0.00 %,0.05 GB/s,9.24 W,0.00 GB/s,0.00 %,0.00 %,95.47 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,65.00 °C,139.37 W
2025-05-07 16:39:49.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,62.00 °C,1512 MHz,0.00 %,0.3 %,16,1410 MHz,0.00 %,0.05 GB/s,9.33 W,0.00 GB/s,0.00 %,0.00 %,95.57 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,65.00 °C,143.36 W
2025-05-07 16:39:49.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,62.00 °C,1512 MHz,0.00 %,3.7 %,16,1410 MHz,0.00 %,0.05 GB/s,9.29 W,0.00 GB/s,0.00 %,0.00 %,85.74 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,65.00 °C,148.54 W
2025-05-07 16:39:49.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,62.00 °C,1512 MHz,0.00 %,1.8 %,16,1410 MHz,0.00 %,0.05 GB/s,9.07 W,0.00 GB/s,0.00 %,0.00 %,94.19 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,65.00 °C,146.88 W
2025-05-07 16:39:49.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,62.00 °C,1512 MHz,0.00 %,3.4 %,16,1410 MHz,0.00 %,0.05 GB/s,9.35 W,0.00 GB/s,0.00 %,0.00 %,92.94 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,65.00 °C,149.80 W
2025-05-07 16:39:49.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,62.00 °C,1512 MHz,0.00 %,1.9 %,16,1410 MHz,0.00 %,0.05 GB/s,9.02 W,0.00 GB/s,0.00 %,0.00 %,92.70 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,65.00 °C,148.49 W
2025-05-07 16:39:49.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,61.00 °C,1512 MHz,0.00 %,1.2 %,16,1410 MHz,0.00 %,0.05 GB/s,9.01 W,0.00 GB/s,0.00 %,0.00 %,92.91 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,63.00 °C,150.71 W
2025-05-07 16:39:50.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,61.00 °C,1512 MHz,0.00 %,2.5 %,16,1410 MHz,0.00 %,0.05 GB/s,9.09 W,0.00 GB/s,0.00 %,0.00 %,92.91 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,63.00 °C,150.19 W
2025-05-07 16:39:50.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,62.00 °C,1512 MHz,0.00 %,7.1 %,16,1410 MHz,0.00 %,0.05 GB/s,9.24 W,0.00 GB/s,0.00 %,0.00 %,92.91 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,63.00 °C,153.14 W
2025-05-07 16:39:50.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,61.00 °C,1512 MHz,0.00 %,3.4 %,16,1410 MHz,0.00 %,0.05 GB/s,9.15 W,0.00 GB/s,0.00 %,0.00 %,95.38 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,63.00 °C,148.61 W
2025-05-07 16:39:50.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,61.00 °C,1512 MHz,0.00 %,2.5 %,16,1410 MHz,0.00 %,0.05 GB/s,9.07 W,0.00 GB/s,0.00 %,0.00 %,92.91 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,63.00 °C,150.67 W
2025-05-07 16:39:50.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,61.00 °C,1512 MHz,0.00 %,1.9 %,16,1410 MHz,0.00 %,0.05 GB/s,9.08 W,0.00 GB/s,0.00 %,0.00 %,92.91 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,63.00 °C,148.53 W
2025-05-07 16:39:50.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,61.00 °C,1512 MHz,0.00 %,1.8 %,16,1410 MHz,0.00 %,0.05 GB/s,9.17 W,0.00 GB/s,0.00 %,0.00 %,93.30 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,63.00 °C,146.78 W
2025-05-07 16:39:50.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,61.00 °C,1512 MHz,0.00 %,1.9 %,16,1410 MHz,0.00 %,0.05 GB/s,9.16 W,0.00 GB/s,0.00 %,0.00 %,93.59 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,63.00 °C,147.14 W
2025-05-07 16:39:50.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,61.00 °C,1512 MHz,0.00 %,1.8 %,16,1410 MHz,0.00 %,0.05 GB/s,9.27 W,0.00 GB/s,0.00 %,0.00 %,93.72 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,63.00 °C,147.39 W
2025-05-07 16:39:50.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,61.00 °C,1512 MHz,0.00 %,3.4 %,16,1410 MHz,0.00 %,0.05 GB/s,9.03 W,0.00 GB/s,0.00 %,0.00 %,93.86 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,63.00 °C,150.28 W
2025-05-07 16:39:50.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,61.00 °C,1512 MHz,0.00 %,1.6 %,16,1410 MHz,0.00 %,0.05 GB/s,9.19 W,0.00 GB/s,0.00 %,0.00 %,90.47 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,63.00 °C,149.37 W
2025-05-07 16:39:51.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,61.00 °C,1512 MHz,0.00 %,1.9 %,16,1410 MHz,0.00 %,0.05 GB/s,9.10 W,0.00 GB/s,0.00 %,0.00 %,93.40 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,63.00 °C,149.48 W
2025-05-07 16:39:51.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,61.00 °C,1512 MHz,0.00 %,2.2 %,16,1410 MHz,0.00 %,0.05 GB/s,9.22 W,0.00 GB/s,0.00 %,0.00 %,93.33 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,63.00 °C,153.39 W
2025-05-07 16:39:51.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,4,61.00 °C,1512 MHz,0.00 %,1.6 %,16,1410 MHz,0.00 %,0.05 GB/s,9.17 W,0.00 GB/s,0.00 %,0.00 %,93.13 W,0.12 GB/s,5.6 %,0.00 GB/s,1410 MHz,90.02 %,0.00 %,63.00 °C,148.65 W
