timestamp,task_name,name,index,sm_active,temperature.gpu,nvlink_rx_bytes,pcie_tx_bytes,tensor_active,pcie.link.gen.current,sm_occupancy,clocks.current.memory [MHz],dram_active,pcie_rx_bytes,usage.memory [%],clocks.current.graphics [MHz],cpu_power,pcie.link.width.current,clocks.current.sm [MHz],temperature.memory,nvlink_tx_bytes,cpu_usage,dram_power,power.draw [W],utilization.memory [%],dram_usage,utilization.gpu [%]
2025-05-07 16:33:30.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,66.00 °C,0.00 GB/s,0.09 GB/s,69.80 %,4,12.50 %,1512 MHz,15.40 %,0.04 GB/s,94.56 %,1080 MHz,122.91 W,16,1080 MHz,67.00 °C,0.00 GB/s,2.5 %,9.21 W,307.04 W,26.00 %,5.6 %,100.00 %
2025-05-07 16:33:30.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,66.00 °C,0.00 GB/s,0.09 GB/s,69.90 %,4,12.50 %,1512 MHz,17.40 %,0.05 GB/s,94.56 %,1050 MHz,109.44 W,16,1050 MHz,67.00 °C,0.00 GB/s,4.0 %,9.38 W,254.33 W,32.00 %,5.6 %,100.00 %
2025-05-07 16:33:30.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,66.00 °C,0.00 GB/s,0.07 GB/s,90.40 %,4,12.40 %,1512 MHz,20.70 %,0.04 GB/s,94.56 %,1155 MHz,105.45 W,16,1155 MHz,67.00 °C,0.00 GB/s,3.4 %,9.17 W,311.43 W,32.00 %,5.6 %,100.00 %
2025-05-07 16:33:30.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,67.00 °C,0.00 GB/s,0.08 GB/s,92.00 %,4,12.40 %,1512 MHz,17.60 %,0.04 GB/s,94.56 %,1200 MHz,105.41 W,16,1200 MHz,67.00 °C,0.00 GB/s,3.4 %,9.30 W,355.63 W,32.00 %,5.6 %,100.00 %
2025-05-07 16:33:30.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,67.00 °C,0.00 GB/s,0.09 GB/s,70.10 %,4,12.50 %,1512 MHz,11.50 %,0.05 GB/s,94.56 %,1095 MHz,102.81 W,16,1095 MHz,67.00 °C,0.00 GB/s,3.7 %,9.10 W,250.89 W,25.00 %,5.6 %,100.00 %
2025-05-07 16:33:30.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,98.20 %,66.00 °C,0.00 GB/s,0.07 GB/s,27.10 %,4,68.40 %,1512 MHz,33.20 %,0.05 GB/s,94.56 %,1170 MHz,111.35 W,16,1170 MHz,67.00 °C,0.00 GB/s,3.7 %,9.18 W,250.89 W,25.00 %,5.6 %,100.00 %
2025-05-07 16:33:30.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,99.90 %,67.00 °C,0.00 GB/s,0.08 GB/s,92.80 %,4,12.40 %,1512 MHz,16.80 %,0.04 GB/s,94.56 %,1140 MHz,104.70 W,16,1140 MHz,67.00 °C,0.00 GB/s,4.3 %,9.46 W,312.49 W,31.00 %,5.6 %,100.00 %
2025-05-07 16:33:30.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,67.00 °C,0.00 GB/s,0.09 GB/s,70.00 %,4,12.50 %,1512 MHz,15.40 %,0.05 GB/s,94.56 %,1065 MHz,113.23 W,16,1065 MHz,67.00 °C,0.00 GB/s,6.2 %,9.41 W,304.81 W,31.00 %,5.6 %,100.00 %
2025-05-07 16:33:31.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,66.00 °C,0.00 GB/s,0.08 GB/s,69.70 %,4,12.50 %,1512 MHz,14.20 %,0.04 GB/s,94.56 %,1065 MHz,107.95 W,16,1065 MHz,67.00 °C,0.00 GB/s,4.6 %,9.30 W,296.35 W,24.00 %,5.6 %,100.00 %
2025-05-07 16:33:31.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,67.00 °C,0.00 GB/s,0.08 GB/s,90.40 %,4,12.40 %,1512 MHz,22.50 %,0.04 GB/s,94.56 %,1155 MHz,116.00 W,16,1155 MHz,67.00 °C,0.00 GB/s,5.0 %,9.41 W,234.43 W,24.00 %,5.6 %,100.00 %
2025-05-07 16:33:31.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,67.00 °C,0.00 GB/s,0.08 GB/s,89.60 %,4,12.30 %,1512 MHz,16.80 %,0.04 GB/s,94.56 %,1155 MHz,112.35 W,16,1155 MHz,67.00 °C,0.00 GB/s,3.1 %,9.14 W,301.90 W,29.00 %,5.6 %,100.00 %
2025-05-07 16:33:31.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,67.00 °C,0.00 GB/s,0.07 GB/s,70.10 %,4,12.50 %,1512 MHz,13.10 %,0.04 GB/s,94.56 %,1065 MHz,106.47 W,16,1065 MHz,67.00 °C,0.00 GB/s,3.7 %,9.23 W,337.90 W,29.00 %,5.6 %,100.00 %
2025-05-07 16:33:31.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,67.00 °C,0.00 GB/s,0.05 GB/s,91.60 %,4,12.40 %,1512 MHz,17.90 %,0.03 GB/s,94.56 %,1170 MHz,109.21 W,16,1170 MHz,67.00 °C,0.00 GB/s,3.1 %,9.24 W,273.21 W,28.00 %,5.6 %,100.00 %
2025-05-07 16:33:31.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,99.90 %,67.00 °C,0.00 GB/s,0.08 GB/s,93.10 %,4,12.40 %,1512 MHz,15.90 %,0.04 GB/s,94.56 %,1155 MHz,106.23 W,16,1155 MHz,67.00 °C,0.00 GB/s,2.7 %,9.15 W,306.56 W,28.00 %,5.6 %,100.00 %
2025-05-07 16:33:31.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,67.00 °C,0.00 GB/s,0.09 GB/s,70.00 %,4,12.50 %,1512 MHz,12.20 %,0.04 GB/s,94.56 %,1050 MHz,104.88 W,16,1050 MHz,67.00 °C,0.00 GB/s,3.6 %,9.17 W,289.41 W,28.00 %,5.6 %,100.00 %
2025-05-07 16:33:31.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,66.00 °C,0.00 GB/s,0.08 GB/s,70.00 %,4,12.50 %,1512 MHz,13.30 %,0.04 GB/s,94.56 %,1080 MHz,103.71 W,16,1080 MHz,67.00 °C,0.00 GB/s,2.8 %,9.13 W,229.12 W,25.00 %,5.6 %,100.00 %
2025-05-07 16:33:31.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,67.00 °C,0.00 GB/s,0.08 GB/s,90.60 %,4,12.40 %,1512 MHz,21.40 %,0.04 GB/s,94.56 %,1155 MHz,104.16 W,16,1155 MHz,67.00 °C,0.00 GB/s,2.8 %,9.15 W,308.71 W,25.00 %,5.6 %,100.00 %
2025-05-07 16:33:31.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,67.00 °C,0.00 GB/s,0.08 GB/s,91.80 %,4,12.40 %,1512 MHz,16.80 %,0.04 GB/s,94.56 %,1050 MHz,105.60 W,16,1050 MHz,67.00 °C,0.00 GB/s,3.1 %,9.21 W,308.71 W,33.00 %,5.6 %,100.00 %
2025-05-07 16:33:32.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,66.00 °C,0.00 GB/s,0.09 GB/s,69.80 %,4,12.50 %,1512 MHz,15.50 %,0.04 GB/s,94.56 %,1065 MHz,104.23 W,16,1065 MHz,67.00 °C,0.00 GB/s,3.4 %,9.30 W,315.02 W,33.00 %,5.6 %,100.00 %
2025-05-07 16:33:32.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,99.00 %,66.00 °C,0.00 GB/s,0.09 GB/s,67.80 %,4,11.40 %,1512 MHz,9.60 %,0.04 GB/s,94.56 %,1170 MHz,104.70 W,16,1170 MHz,67.00 °C,0.00 GB/s,3.4 %,9.29 W,287.09 W,24.00 %,5.6 %,100.00 %
2025-05-07 16:33:32.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,99.90 %,67.00 °C,0.00 GB/s,0.08 GB/s,93.50 %,4,12.40 %,1512 MHz,17.60 %,0.04 GB/s,94.56 %,1200 MHz,109.01 W,16,1200 MHz,67.00 °C,0.00 GB/s,4.7 %,9.26 W,306.77 W,24.00 %,5.6 %,100.00 %
2025-05-07 16:33:32.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,67.00 °C,0.00 GB/s,0.08 GB/s,70.00 %,4,12.50 %,1512 MHz,12.80 %,0.04 GB/s,94.56 %,1200 MHz,108.21 W,16,1200 MHz,67.00 °C,0.00 GB/s,3.7 %,9.29 W,280.35 W,31.00 %,5.6 %,100.00 %
2025-05-07 16:33:32.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,66.00 °C,0.00 GB/s,0.09 GB/s,70.20 %,4,12.50 %,1512 MHz,15.70 %,0.05 GB/s,94.56 %,1065 MHz,104.39 W,16,1065 MHz,67.00 °C,0.00 GB/s,3.7 %,9.33 W,284.74 W,31.00 %,5.6 %,100.00 %
2025-05-07 16:33:32.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,68.00 °C,0.00 GB/s,0.08 GB/s,90.60 %,4,12.40 %,1512 MHz,21.50 %,0.04 GB/s,94.56 %,1170 MHz,106.14 W,16,1170 MHz,67.00 °C,0.00 GB/s,3.4 %,9.23 W,234.54 W,28.00 %,5.6 %,100.00 %
2025-05-07 16:33:32.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,68.00 °C,0.00 GB/s,0.08 GB/s,90.70 %,4,12.40 %,1512 MHz,22.80 %,0.04 GB/s,94.56 %,1155 MHz,108.30 W,16,1155 MHz,67.00 °C,0.00 GB/s,3.4 %,9.28 W,309.78 W,28.00 %,5.6 %,100.00 %
2025-05-07 16:33:32.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,67.00 °C,0.00 GB/s,0.08 GB/s,70.20 %,4,12.50 %,1512 MHz,11.60 %,0.05 GB/s,94.56 %,1065 MHz,109.30 W,16,1065 MHz,67.00 °C,0.00 GB/s,4.3 %,9.27 W,334.33 W,30.00 %,5.6 %,100.00 %
2025-05-07 16:33:32.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,67.00 °C,0.00 GB/s,0.09 GB/s,70.10 %,4,12.50 %,1512 MHz,12.80 %,0.05 GB/s,94.56 %,1170 MHz,113.58 W,16,1170 MHz,67.00 °C,0.00 GB/s,4.8 %,9.22 W,313.18 W,30.00 %,5.6 %,100.00 %
2025-05-07 16:33:32.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,67.00 °C,0.00 GB/s,0.08 GB/s,90.80 %,4,12.40 %,1512 MHz,21.90 %,0.04 GB/s,94.56 %,1155 MHz,127.23 W,16,1155 MHz,67.00 °C,0.00 GB/s,4.0 %,9.36 W,305.10 W,23.00 %,5.6 %,100.00 %
2025-05-07 16:33:33.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,67.00 °C,0.00 GB/s,0.09 GB/s,70.00 %,4,12.50 %,1512 MHz,13.50 %,0.04 GB/s,94.56 %,1110 MHz,122.64 W,16,1110 MHz,67.00 °C,0.00 GB/s,2.2 %,9.33 W,284.25 W,23.00 %,5.6 %,100.00 %
2025-05-07 16:33:33.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,67.00 °C,0.00 GB/s,0.08 GB/s,90.70 %,4,12.40 %,1512 MHz,23.20 %,0.04 GB/s,94.56 %,1110 MHz,106.50 W,16,1110 MHz,67.00 °C,0.00 GB/s,3.4 %,9.31 W,241.72 W,34.00 %,5.6 %,100.00 %
2025-05-07 16:33:33.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,99.90 %,67.00 °C,0.00 GB/s,0.08 GB/s,91.00 %,4,12.50 %,1512 MHz,19.00 %,0.04 GB/s,94.56 %,1155 MHz,105.29 W,16,1155 MHz,67.00 °C,0.00 GB/s,3.4 %,9.25 W,299.27 W,34.00 %,5.6 %,100.00 %
2025-05-07 16:33:33.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,67.00 °C,0.00 GB/s,0.09 GB/s,69.90 %,4,12.50 %,1512 MHz,15.20 %,0.04 GB/s,94.56 %,1065 MHz,114.55 W,16,1065 MHz,67.00 °C,0.00 GB/s,5.8 %,9.27 W,339.59 W,23.00 %,5.6 %,100.00 %
2025-05-07 16:33:33.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,67.00 °C,0.00 GB/s,0.09 GB/s,70.00 %,4,12.50 %,1512 MHz,12.80 %,0.04 GB/s,94.56 %,1095 MHz,114.58 W,16,1095 MHz,67.00 °C,0.00 GB/s,4.4 %,9.34 W,308.41 W,23.00 %,5.6 %,100.00 %
2025-05-07 16:33:33.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,67.00 °C,0.00 GB/s,0.08 GB/s,91.00 %,4,12.40 %,1512 MHz,15.30 %,0.04 GB/s,94.56 %,1155 MHz,124.21 W,16,1155 MHz,67.00 °C,0.00 GB/s,3.1 %,9.17 W,307.93 W,31.00 %,5.6 %,100.00 %
2025-05-07 16:33:33.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,68.00 °C,0.00 GB/s,0.08 GB/s,91.20 %,4,12.30 %,1512 MHz,16.20 %,0.04 GB/s,94.56 %,1110 MHz,116.56 W,16,1110 MHz,67.00 °C,0.00 GB/s,3.8 %,9.29 W,322.68 W,31.00 %,5.6 %,100.00 %
2025-05-07 16:33:33.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,67.00 °C,0.00 GB/s,0.09 GB/s,69.90 %,4,12.50 %,1512 MHz,14.20 %,0.04 GB/s,94.56 %,1080 MHz,113.97 W,16,1080 MHz,67.00 °C,0.00 GB/s,3.8 %,9.25 W,274.40 W,31.00 %,5.6 %,100.00 %
2025-05-07 16:33:33.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,67.00 °C,0.00 GB/s,0.08 GB/s,91.60 %,4,12.40 %,1512 MHz,17.60 %,0.04 GB/s,94.56 %,1170 MHz,104.00 W,16,1170 MHz,67.00 °C,0.00 GB/s,3.1 %,9.07 W,253.58 W,26.00 %,5.6 %,100.00 %
2025-05-07 16:33:33.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,99.90 %,68.00 °C,0.00 GB/s,0.08 GB/s,91.10 %,4,12.50 %,1512 MHz,18.50 %,0.04 GB/s,94.56 %,1170 MHz,109.98 W,16,1170 MHz,67.00 °C,0.00 GB/s,3.1 %,9.28 W,308.99 W,26.00 %,5.6 %,100.00 %
2025-05-07 16:33:34.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,68.00 °C,0.00 GB/s,0.09 GB/s,70.00 %,4,12.50 %,1512 MHz,12.60 %,0.04 GB/s,94.56 %,1080 MHz,107.95 W,16,1080 MHz,67.00 °C,0.00 GB/s,3.1 %,9.21 W,308.99 W,27.00 %,5.6 %,100.00 %
2025-05-07 16:33:34.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,67.00 °C,0.00 GB/s,0.09 GB/s,70.10 %,4,12.50 %,1512 MHz,15.10 %,0.04 GB/s,94.56 %,1080 MHz,106.38 W,16,1080 MHz,67.00 °C,0.00 GB/s,2.8 %,9.32 W,337.94 W,27.00 %,5.6 %,100.00 %
2025-05-07 16:33:34.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,100.00 %,68.00 °C,0.00 GB/s,0.09 GB/s,91.00 %,4,12.40 %,1512 MHz,17.80 %,0.04 GB/s,94.56 %,1200 MHz,103.89 W,16,1200 MHz,67.00 °C,0.00 GB/s,3.4 %,9.26 W,302.68 W,31.00 %,5.6 %,100.00 %
2025-05-07 16:33:34.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,99.80 %,67.00 °C,0.00 GB/s,0.09 GB/s,92.80 %,4,12.50 %,1512 MHz,20.20 %,0.04 GB/s,94.56 %,1215 MHz,103.75 W,16,1215 MHz,67.00 °C,0.00 GB/s,2.8 %,9.21 W,268.52 W,31.00 %,5.6 %,100.00 %
2025-05-07 16:33:34.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,63.00 °C,0.00 GB/s,0.10 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.04 GB/s,90.02 %,1410 MHz,101.34 W,16,1410 MHz,67.00 °C,0.00 GB/s,2.1 %,9.34 W,101.64 W,25.00 %,5.6 %,95.00 %
2025-05-07 16:33:34.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,66.00 °C,0.00 GB/s,0.11 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1245 MHz,101.65 W,16,1245 MHz,65.00 °C,0.00 GB/s,3.7 %,9.34 W,217.74 W,25.00 %,5.6 %,95.00 %
2025-05-07 16:33:34.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,63.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1395 MHz,144.18 W,16,1395 MHz,65.00 °C,0.00 GB/s,5.9 %,9.37 W,94.87 W,10.00 %,5.6 %,100.00 %
2025-05-07 16:33:34.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,62.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,147.92 W,16,1410 MHz,65.00 °C,0.00 GB/s,5.2 %,9.17 W,97.20 W,10.00 %,5.6 %,100.00 %
2025-05-07 16:33:35.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,62.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,141.24 W,16,1410 MHz,65.00 °C,0.00 GB/s,3.1 %,9.21 W,96.72 W,1.00 %,5.6 %,5.00 %
2025-05-07 16:33:35.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,61.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,133.83 W,16,1410 MHz,65.00 °C,0.00 GB/s,1.9 %,9.21 W,94.67 W,1.00 %,5.6 %,5.00 %
2025-05-07 16:33:35.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,61.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,135.42 W,16,1410 MHz,65.00 °C,0.00 GB/s,1.5 %,9.18 W,94.35 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:35.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,61.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,138.63 W,16,1410 MHz,63.00 °C,0.00 GB/s,1.9 %,9.04 W,96.22 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:35.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,61.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,140.49 W,16,1410 MHz,63.00 °C,0.00 GB/s,1.9 %,9.23 W,90.57 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:35.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,61.00 °C,0.00 GB/s,0.13 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,148.76 W,16,1410 MHz,63.00 °C,0.00 GB/s,6.2 %,9.59 W,86.91 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:35.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,61.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,149.09 W,16,1410 MHz,63.00 °C,0.00 GB/s,1.6 %,9.16 W,87.80 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:35.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,61.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,148.30 W,16,1410 MHz,63.00 °C,0.00 GB/s,2.4 %,9.31 W,88.20 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:35.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,61.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,147.92 W,16,1410 MHz,63.00 °C,0.00 GB/s,2.8 %,9.15 W,87.90 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:36.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,61.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,146.57 W,16,1410 MHz,63.00 °C,0.00 GB/s,1.5 %,9.14 W,88.49 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:36.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,61.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,149.71 W,16,1410 MHz,63.00 °C,0.00 GB/s,3.1 %,9.19 W,88.58 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:36.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,61.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,149.29 W,16,1410 MHz,63.00 °C,0.00 GB/s,1.6 %,9.24 W,87.99 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:36.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,61.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,149.48 W,16,1410 MHz,63.00 °C,0.00 GB/s,2.5 %,9.22 W,89.08 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:36.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,61.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,147.62 W,16,1410 MHz,63.00 °C,0.00 GB/s,1.5 %,9.09 W,88.79 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:36.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,60.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,148.13 W,16,1410 MHz,63.00 °C,0.00 GB/s,1.6 %,9.13 W,88.79 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:36.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,60.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,152.42 W,16,1410 MHz,63.00 °C,0.00 GB/s,1.2 %,9.15 W,88.29 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:36.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,60.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,148.84 W,16,1410 MHz,63.00 °C,0.00 GB/s,1.9 %,8.89 W,88.20 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:36.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,60.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,147.87 W,16,1410 MHz,63.00 °C,0.00 GB/s,1.6 %,9.12 W,89.48 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:36.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,60.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,146.31 W,16,1410 MHz,63.00 °C,0.00 GB/s,1.5 %,9.10 W,89.28 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:37.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,60.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,146.39 W,16,1410 MHz,63.00 °C,0.00 GB/s,0.3 %,9.05 W,89.38 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:37.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,60.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,151.50 W,16,1410 MHz,63.00 °C,0.00 GB/s,2.2 %,9.13 W,89.38 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:37.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,60.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,150.25 W,16,1410 MHz,63.00 °C,0.00 GB/s,1.6 %,9.10 W,84.75 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:37.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,60.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,150.15 W,16,1410 MHz,61.00 °C,0.00 GB/s,2.5 %,9.07 W,84.66 W,0.00 %,5.6 %,0.00 %
2025-05-07 16:33:37.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,0.00 %,60.00 °C,0.00 GB/s,0.12 GB/s,0.00 %,4,0.00 %,1512 MHz,0.00 %,0.05 GB/s,90.02 %,1410 MHz,149.42 W,16,1410 MHz,63.00 °C,0.00 GB/s,3.4 %,9.33 W,84.44 W,0.00 %,5.6 %,0.00 %
