timestamp,task_name,name,index,clocks.current.memory [MHz],sm_occupancy,utilization.gpu [%],pcie.link.gen.current,usage.memory [%],utilization.memory [%],clocks.current.graphics [MHz],sm_active,dram_power,nvlink_tx_bytes,cpu_power,pcie_tx_bytes,cpu_usage,tensor_active,dram_active,temperature.gpu,pcie_rx_bytes,power.draw [W],dram_usage,nvlink_rx_bytes,pcie.link.width.current,clocks.current.sm [MHz],temperature.memory
2025-05-07 14:33:00.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,12.50 %,100.00 %,4,94.56 %,27.00 %,1080 MHz,100.00 %,9.56 W,0.00 GB/s,143.58 W,0.09 GB/s,4.4 %,70.00 %,13.90 %,64.00 °C,0.04 GB/s,239.44 W,5.5 %,0.00 GB/s,16,1080 MHz,65.00 °C
2025-05-07 14:33:00.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,12.40 %,100.00 %,4,94.56 %,27.00 %,1170 MHz,100.00 %,9.38 W,0.00 GB/s,149.63 W,0.08 GB/s,5.9 %,91.00 %,16.40 %,64.00 °C,0.04 GB/s,239.44 W,5.5 %,0.00 GB/s,16,1170 MHz,65.00 °C
2025-05-07 14:33:00.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,91.70 %,100.00 %,4,94.56 %,31.00 %,1170 MHz,100.00 %,9.38 W,0.00 GB/s,149.53 W,0.05 GB/s,4.3 %,0.00 %,90.90 %,64.00 °C,0.04 GB/s,307.81 W,5.5 %,0.00 GB/s,16,1170 MHz,63.00 °C
2025-05-07 14:33:01.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,12.50 %,100.00 %,4,94.56 %,31.00 %,1065 MHz,100.00 %,9.26 W,0.00 GB/s,141.14 W,0.09 GB/s,4.0 %,69.90 %,12.00 %,63.00 °C,0.05 GB/s,324.23 W,5.5 %,0.00 GB/s,16,1065 MHz,65.00 °C
2025-05-07 14:33:01.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,12.50 %,100.00 %,4,94.56 %,35.00 %,1140 MHz,100.00 %,9.04 W,0.00 GB/s,128.84 W,0.09 GB/s,3.4 %,70.00 %,12.00 %,64.00 °C,0.04 GB/s,267.75 W,5.5 %,0.00 GB/s,16,1140 MHz,65.00 °C
2025-05-07 14:33:01.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,12.40 %,100.00 %,4,94.56 %,35.00 %,1170 MHz,100.00 %,8.99 W,0.00 GB/s,120.34 W,0.08 GB/s,3.1 %,90.40 %,20.60 %,64.00 °C,0.04 GB/s,306.76 W,5.5 %,0.00 GB/s,16,1170 MHz,65.00 °C
2025-05-07 14:33:01.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,12.50 %,100.00 %,4,94.56 %,24.00 %,1080 MHz,100.00 %,9.12 W,0.00 GB/s,119.27 W,0.08 GB/s,2.8 %,70.10 %,12.60 %,64.00 °C,0.04 GB/s,309.57 W,5.5 %,0.00 GB/s,16,1080 MHz,65.00 °C
2025-05-07 14:33:01.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,12.50 %,100.00 %,4,94.56 %,24.00 %,1095 MHz,100.00 %,9.29 W,0.00 GB/s,106.82 W,0.08 GB/s,3.4 %,70.00 %,12.50 %,63.00 °C,0.04 GB/s,284.55 W,5.5 %,0.00 GB/s,16,1095 MHz,65.00 °C
2025-05-07 14:33:01.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,12.40 %,100.00 %,4,94.56 %,29.00 %,1170 MHz,100.00 %,9.30 W,0.00 GB/s,102.19 W,0.08 GB/s,4.0 %,90.50 %,20.60 %,65.00 °C,0.04 GB/s,229.16 W,5.5 %,0.00 GB/s,16,1170 MHz,65.00 °C
2025-05-07 14:33:01.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,90.60 %,100.00 %,4,94.56 %,29.00 %,1170 MHz,98.40 %,9.28 W,0.00 GB/s,107.50 W,0.08 GB/s,3.1 %,4.40 %,37.00 %,64.00 °C,0.05 GB/s,309.19 W,5.5 %,0.00 GB/s,16,1170 MHz,65.00 °C
2025-05-07 14:33:01.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,12.50 %,100.00 %,4,94.56 %,27.00 %,1170 MHz,100.00 %,9.37 W,0.00 GB/s,106.02 W,0.09 GB/s,2.2 %,70.00 %,12.50 %,64.00 °C,0.04 GB/s,313.66 W,5.5 %,0.00 GB/s,16,1170 MHz,65.00 °C
2025-05-07 14:33:01.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,12.40 %,100.00 %,4,94.56 %,27.00 %,1170 MHz,100.00 %,9.32 W,0.00 GB/s,105.73 W,0.08 GB/s,3.4 %,90.50 %,21.50 %,65.00 °C,0.04 GB/s,304.03 W,5.5 %,0.00 GB/s,16,1170 MHz,65.00 °C
2025-05-07 14:33:01.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,11.60 %,100.00 %,4,94.56 %,26.00 %,1170 MHz,98.30 %,9.16 W,0.00 GB/s,113.69 W,0.08 GB/s,5.3 %,87.50 %,21.40 %,64.00 °C,0.04 GB/s,300.61 W,5.5 %,0.00 GB/s,16,1170 MHz,65.00 °C
2025-05-07 14:33:02.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,12.50 %,100.00 %,4,94.56 %,26.00 %,1050 MHz,100.00 %,9.04 W,0.00 GB/s,117.13 W,0.09 GB/s,4.0 %,70.00 %,12.40 %,64.00 °C,0.04 GB/s,281.63 W,5.5 %,0.00 GB/s,16,1050 MHz,65.00 °C
2025-05-07 14:33:02.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,7.20 %,100.00 %,4,94.56 %,31.00 %,1170 MHz,85.20 %,9.23 W,0.00 GB/s,113.70 W,0.09 GB/s,3.1 %,53.60 %,0.50 %,64.00 °C,0.04 GB/s,245.54 W,5.5 %,0.00 GB/s,16,1170 MHz,65.00 °C
2025-05-07 14:33:02.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,12.40 %,100.00 %,4,94.56 %,31.00 %,1170 MHz,99.90 %,9.27 W,0.00 GB/s,114.37 W,0.08 GB/s,3.1 %,93.60 %,16.20 %,65.00 °C,0.04 GB/s,306.27 W,5.5 %,0.00 GB/s,16,1170 MHz,65.00 °C
2025-05-07 14:33:02.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,12.50 %,100.00 %,4,94.56 %,31.00 %,1050 MHz,100.00 %,9.29 W,0.00 GB/s,107.01 W,0.09 GB/s,3.1 %,69.90 %,18.40 %,64.00 °C,0.04 GB/s,324.62 W,5.5 %,0.00 GB/s,16,1050 MHz,65.00 °C
2025-05-07 14:33:02.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,12.50 %,100.00 %,4,94.56 %,25.00 %,1170 MHz,100.00 %,9.36 W,0.00 GB/s,106.39 W,0.09 GB/s,3.1 %,69.90 %,14.20 %,64.00 °C,0.04 GB/s,324.62 W,5.5 %,0.00 GB/s,16,1170 MHz,65.00 °C
2025-05-07 14:33:02.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,12.40 %,100.00 %,4,94.56 %,25.00 %,1170 MHz,100.00 %,9.23 W,0.00 GB/s,104.03 W,0.08 GB/s,3.1 %,90.60 %,21.30 %,65.00 °C,0.04 GB/s,311.42 W,5.5 %,0.00 GB/s,16,1170 MHz,65.00 °C
2025-05-07 14:33:02.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,12.40 %,100.00 %,4,94.56 %,31.00 %,1050 MHz,100.00 %,9.14 W,0.00 GB/s,104.70 W,0.08 GB/s,3.1 %,90.80 %,22.50 %,65.00 °C,0.04 GB/s,306.27 W,5.5 %,0.00 GB/s,16,1050 MHz,65.00 °C
2025-05-07 14:33:02.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,12.50 %,100.00 %,4,94.56 %,31.00 %,1050 MHz,100.00 %,9.14 W,0.00 GB/s,113.06 W,0.09 GB/s,4.4 %,69.80 %,15.40 %,64.00 °C,0.04 GB/s,333.93 W,5.5 %,0.00 GB/s,16,1050 MHz,65.00 °C
2025-05-07 14:33:02.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,12.40 %,100.00 %,4,94.56 %,24.00 %,1095 MHz,100.00 %,9.09 W,0.00 GB/s,149.21 W,0.09 GB/s,3.7 %,91.60 %,17.70 %,64.00 °C,0.04 GB/s,264.84 W,5.5 %,0.00 GB/s,16,1095 MHz,65.00 °C
2025-05-07 14:33:02.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,12.40 %,100.00 %,4,94.56 %,24.00 %,1170 MHz,99.90 %,9.15 W,0.00 GB/s,147.83 W,0.08 GB/s,3.4 %,93.10 %,17.40 %,64.00 °C,0.04 GB/s,304.62 W,5.5 %,0.00 GB/s,16,1170 MHz,65.00 °C
2025-05-07 14:33:03.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,12.50 %,100.00 %,4,94.56 %,29.00 %,1065 MHz,100.00 %,9.40 W,0.00 GB/s,136.91 W,0.09 GB/s,3.7 %,70.00 %,14.40 %,64.00 °C,0.04 GB/s,307.62 W,5.5 %,0.00 GB/s,16,1065 MHz,65.00 °C
2025-05-07 14:33:03.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,12.50 %,100.00 %,4,94.56 %,29.00 %,1050 MHz,100.00 %,9.36 W,0.00 GB/s,143.94 W,0.09 GB/s,6.1 %,70.10 %,14.50 %,64.00 °C,0.04 GB/s,318.70 W,5.5 %,0.00 GB/s,16,1050 MHz,65.00 °C
2025-05-07 14:33:03.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,12.40 %,100.00 %,4,94.56 %,25.00 %,1170 MHz,100.00 %,9.15 W,0.00 GB/s,138.50 W,0.08 GB/s,3.1 %,91.20 %,16.20 %,64.00 °C,0.04 GB/s,295.37 W,5.5 %,0.00 GB/s,16,1170 MHz,65.00 °C
2025-05-07 14:33:03.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,12.40 %,100.00 %,4,94.56 %,25.00 %,1095 MHz,100.00 %,9.29 W,0.00 GB/s,121.95 W,0.08 GB/s,4.0 %,91.30 %,16.50 %,65.00 °C,0.04 GB/s,307.06 W,5.5 %,0.00 GB/s,16,1095 MHz,65.00 °C
2025-05-07 14:33:03.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,12.50 %,100.00 %,4,94.56 %,25.00 %,1095 MHz,100.00 %,9.41 W,0.00 GB/s,122.63 W,0.09 GB/s,3.4 %,70.00 %,13.10 %,65.00 °C,0.05 GB/s,281.23 W,5.5 %,0.00 GB/s,16,1095 MHz,65.00 °C
2025-05-07 14:33:03.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,12.40 %,100.00 %,4,94.56 %,33.00 %,1170 MHz,100.00 %,9.22 W,0.00 GB/s,115.63 W,0.08 GB/s,5.0 %,90.60 %,24.80 %,64.00 °C,0.04 GB/s,278.12 W,5.5 %,0.00 GB/s,16,1170 MHz,65.00 °C
2025-05-07 14:33:03.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,12.50 %,100.00 %,4,94.56 %,33.00 %,1200 MHz,99.90 %,9.85 W,0.00 GB/s,128.26 W,0.08 GB/s,9.5 %,91.10 %,19.00 %,65.00 °C,0.04 GB/s,278.12 W,5.5 %,0.00 GB/s,16,1200 MHz,65.00 °C
2025-05-07 14:33:03.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,12.50 %,100.00 %,4,94.56 %,25.00 %,1065 MHz,100.00 %,9.35 W,0.00 GB/s,141.22 W,0.09 GB/s,2.8 %,69.90 %,16.00 %,65.00 °C,0.05 GB/s,305.69 W,5.5 %,0.00 GB/s,16,1065 MHz,65.00 °C
2025-05-07 14:33:03.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,12.50 %,100.00 %,4,94.56 %,25.00 %,1065 MHz,100.00 %,9.13 W,0.00 GB/s,134.90 W,0.09 GB/s,2.8 %,70.00 %,16.60 %,64.00 °C,0.04 GB/s,309.47 W,5.5 %,0.00 GB/s,16,1065 MHz,65.00 °C
2025-05-07 14:33:03.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,12.40 %,100.00 %,4,94.56 %,31.00 %,1170 MHz,100.00 %,9.21 W,0.00 GB/s,130.67 W,0.08 GB/s,3.1 %,91.10 %,15.20 %,65.00 °C,0.04 GB/s,304.52 W,5.5 %,0.00 GB/s,16,1170 MHz,65.00 °C
2025-05-07 14:33:04.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,12.40 %,100.00 %,4,94.56 %,31.00 %,1155 MHz,100.00 %,9.22 W,0.00 GB/s,114.31 W,0.08 GB/s,3.3 %,90.90 %,22.00 %,65.00 °C,0.04 GB/s,295.36 W,5.5 %,0.00 GB/s,16,1155 MHz,65.00 °C
2025-05-07 14:33:04.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,12.50 %,100.00 %,4,94.56 %,25.00 %,1065 MHz,100.00 %,9.37 W,0.00 GB/s,108.24 W,0.09 GB/s,3.1 %,70.10 %,13.60 %,65.00 °C,0.04 GB/s,287.98 W,5.5 %,0.00 GB/s,16,1065 MHz,65.00 °C
2025-05-07 14:33:04.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,12.40 %,100.00 %,4,94.56 %,25.00 %,1170 MHz,100.00 %,9.13 W,0.00 GB/s,111.99 W,0.08 GB/s,3.7 %,90.80 %,23.40 %,65.00 °C,0.04 GB/s,293.23 W,5.5 %,0.00 GB/s,16,1170 MHz,65.00 °C
2025-05-07 14:33:04.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,12.50 %,100.00 %,4,94.56 %,28.00 %,1170 MHz,99.90 %,9.29 W,0.00 GB/s,113.33 W,0.08 GB/s,6.3 %,90.50 %,18.50 %,65.00 °C,0.04 GB/s,307.53 W,5.5 %,0.00 GB/s,16,1170 MHz,65.00 °C
2025-05-07 14:33:04.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,12.50 %,100.00 %,4,94.56 %,28.00 %,1050 MHz,100.00 %,9.59 W,0.00 GB/s,130.98 W,0.09 GB/s,8.4 %,70.00 %,12.30 %,65.00 °C,0.04 GB/s,296.92 W,5.5 %,0.00 GB/s,16,1050 MHz,65.00 °C
2025-05-07 14:33:04.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,12.50 %,100.00 %,4,94.56 %,28.00 %,1170 MHz,100.00 %,9.32 W,0.00 GB/s,142.07 W,0.09 GB/s,4.4 %,69.90 %,15.40 %,65.00 °C,0.05 GB/s,296.92 W,5.5 %,0.00 GB/s,16,1170 MHz,65.00 °C
2025-05-07 14:33:04.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,12.50 %,100.00 %,4,94.56 %,30.00 %,1170 MHz,99.90 %,9.15 W,0.00 GB/s,140.83 W,0.08 GB/s,3.1 %,91.50 %,17.40 %,65.00 °C,0.04 GB/s,295.07 W,5.5 %,0.00 GB/s,16,1170 MHz,65.00 °C
2025-05-07 14:33:04.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,12.50 %,100.00 %,4,94.56 %,22.00 %,975 MHz,100.00 %,9.11 W,0.00 GB/s,126.60 W,0.09 GB/s,2.2 %,69.90 %,14.10 %,64.00 °C,0.05 GB/s,333.15 W,5.5 %,0.00 GB/s,16,975 MHz,65.00 °C
2025-05-07 14:33:04.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,12.40 %,100.00 %,4,94.56 %,22.00 %,1185 MHz,100.00 %,9.36 W,0.00 GB/s,116.30 W,0.09 GB/s,4.0 %,91.50 %,19.20 %,65.00 °C,0.04 GB/s,291.29 W,5.5 %,0.00 GB/s,16,1185 MHz,65.00 °C
2025-05-07 14:33:05.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,12.50 %,100.00 %,4,94.56 %,35.00 %,1215 MHz,99.90 %,9.27 W,0.00 GB/s,111.14 W,0.09 GB/s,5.5 %,90.30 %,21.50 %,65.00 °C,0.04 GB/s,304.23 W,5.5 %,0.00 GB/s,16,1215 MHz,65.00 °C
2025-05-07 14:33:05.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,100.00 %,4,90.02 %,25.00 %,1395 MHz,0.00 %,9.37 W,0.00 GB/s,127.45 W,0.11 GB/s,0.6 %,0.00 %,0.00 %,60.00 °C,0.05 GB/s,92.49 W,5.5 %,0.00 GB/s,16,1395 MHz,65.00 °C
2025-05-07 14:33:05.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,100.00 %,4,90.02 %,25.00 %,1275 MHz,0.00 %,9.15 W,0.00 GB/s,116.17 W,0.12 GB/s,2.2 %,0.00 %,0.00 %,63.00 °C,0.05 GB/s,92.49 W,5.5 %,0.00 GB/s,16,1275 MHz,63.00 °C
2025-05-07 14:33:05.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,73.00 %,4,90.02 %,10.00 %,1395 MHz,0.00 %,9.10 W,0.00 GB/s,113.18 W,0.12 GB/s,2.2 %,0.00 %,0.00 %,61.00 °C,0.05 GB/s,309.67 W,5.5 %,0.00 GB/s,16,1395 MHz,63.00 °C
2025-05-07 14:33:05.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,73.00 %,4,90.02 %,10.00 %,1410 MHz,0.00 %,9.36 W,0.00 GB/s,120.77 W,0.12 GB/s,3.4 %,0.00 %,0.00 %,60.00 °C,0.05 GB/s,91.72 W,5.5 %,0.00 GB/s,16,1410 MHz,63.00 °C
2025-05-07 14:33:05.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.23 W,0.00 GB/s,119.80 W,0.12 GB/s,2.8 %,0.00 %,0.00 %,59.00 °C,0.05 GB/s,94.74 W,5.5 %,0.00 GB/s,16,1410 MHz,61.00 °C
2025-05-07 14:33:05.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.40 W,0.00 GB/s,119.01 W,0.12 GB/s,3.1 %,0.00 %,0.00 %,59.00 °C,0.05 GB/s,93.67 W,5.5 %,0.00 GB/s,16,1410 MHz,61.00 °C
2025-05-07 14:33:05.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.14 W,0.00 GB/s,124.76 W,0.12 GB/s,1.6 %,0.00 %,0.00 %,59.00 °C,0.05 GB/s,93.27 W,5.5 %,0.00 GB/s,16,1410 MHz,61.00 °C
2025-05-07 14:33:06.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.28 W,0.00 GB/s,136.76 W,0.12 GB/s,4.8 %,0.00 %,0.00 %,59.00 °C,0.05 GB/s,93.27 W,5.5 %,0.00 GB/s,16,1410 MHz,61.00 °C
2025-05-07 14:33:06.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.09 W,0.00 GB/s,145.94 W,0.12 GB/s,1.9 %,0.00 %,0.00 %,59.00 °C,0.05 GB/s,93.17 W,5.5 %,0.00 GB/s,16,1410 MHz,61.00 °C
2025-05-07 14:33:06.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.25 W,0.00 GB/s,148.61 W,0.12 GB/s,1.9 %,0.00 %,0.00 %,59.00 °C,0.05 GB/s,92.88 W,5.5 %,0.00 GB/s,16,1410 MHz,61.00 °C
2025-05-07 14:33:06.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.31 W,0.00 GB/s,150.15 W,0.12 GB/s,3.1 %,0.00 %,0.00 %,59.00 °C,0.05 GB/s,92.88 W,5.5 %,0.00 GB/s,16,1410 MHz,61.00 °C
2025-05-07 14:33:06.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.04 W,0.00 GB/s,150.60 W,0.12 GB/s,1.6 %,0.00 %,0.00 %,58.00 °C,0.05 GB/s,92.37 W,5.5 %,0.00 GB/s,16,1410 MHz,61.00 °C
2025-05-07 14:33:06.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.34 W,0.00 GB/s,147.99 W,0.12 GB/s,2.5 %,0.00 %,0.00 %,58.00 °C,0.05 GB/s,91.20 W,5.5 %,0.00 GB/s,16,1410 MHz,61.00 °C
2025-05-07 14:33:06.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.24 W,0.00 GB/s,148.04 W,0.12 GB/s,2.5 %,0.00 %,0.00 %,58.00 °C,0.05 GB/s,90.66 W,5.5 %,0.00 GB/s,16,1410 MHz,61.00 °C
2025-05-07 14:33:06.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.09 W,0.00 GB/s,147.11 W,0.12 GB/s,2.1 %,0.00 %,0.00 %,58.00 °C,0.05 GB/s,91.91 W,5.5 %,0.00 GB/s,16,1410 MHz,61.00 °C
2025-05-07 14:33:06.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.14 W,0.00 GB/s,147.62 W,0.12 GB/s,2.7 %,0.00 %,0.00 %,58.00 °C,0.05 GB/s,89.57 W,5.5 %,0.00 GB/s,16,1410 MHz,61.00 °C
2025-05-07 14:33:06.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.29 W,0.00 GB/s,139.14 W,0.12 GB/s,3.1 %,0.00 %,0.00 %,58.00 °C,0.05 GB/s,89.25 W,5.5 %,0.00 GB/s,16,1410 MHz,61.00 °C
2025-05-07 14:33:07.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.29 W,0.00 GB/s,142.02 W,0.12 GB/s,2.5 %,0.00 %,0.00 %,58.00 °C,0.05 GB/s,89.08 W,5.5 %,0.00 GB/s,16,1410 MHz,61.00 °C
2025-05-07 14:33:07.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.01 W,0.00 GB/s,140.95 W,0.12 GB/s,1.9 %,0.00 %,0.00 %,58.00 °C,0.05 GB/s,89.85 W,5.5 %,0.00 GB/s,16,1410 MHz,61.00 °C
2025-05-07 14:33:07.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.20 W,0.00 GB/s,140.84 W,0.12 GB/s,1.6 %,0.00 %,0.00 %,58.00 °C,0.05 GB/s,88.29 W,5.5 %,0.00 GB/s,16,1410 MHz,61.00 °C
2025-05-07 14:33:07.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,8.92 W,0.00 GB/s,153.09 W,0.12 GB/s,2.2 %,0.00 %,0.00 %,58.00 °C,0.05 GB/s,89.28 W,5.5 %,0.00 GB/s,16,1410 MHz,61.00 °C
2025-05-07 14:33:07.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.27 W,0.00 GB/s,151.45 W,0.12 GB/s,1.6 %,0.00 %,0.00 %,58.00 °C,0.05 GB/s,87.31 W,5.5 %,0.00 GB/s,16,1410 MHz,61.00 °C
2025-05-07 14:33:07.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.10 W,0.00 GB/s,141.14 W,0.12 GB/s,1.2 %,0.00 %,0.00 %,58.00 °C,0.05 GB/s,87.10 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:07.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.16 W,0.00 GB/s,143.36 W,0.12 GB/s,2.2 %,0.00 %,0.00 %,58.00 °C,0.05 GB/s,87.21 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:07.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.26 W,0.00 GB/s,149.48 W,0.12 GB/s,1.6 %,0.00 %,0.00 %,58.00 °C,0.05 GB/s,89.82 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:07.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.10 W,0.00 GB/s,150.93 W,0.12 GB/s,1.9 %,0.00 %,0.00 %,58.00 °C,0.05 GB/s,88.67 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
2025-05-07 14:33:07.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1512 MHz,0.00 %,0.00 %,4,90.02 %,0.00 %,1410 MHz,0.00 %,9.05 W,0.00 GB/s,145.37 W,0.12 GB/s,1.6 %,0.00 %,0.00 %,58.00 °C,0.05 GB/s,88.60 W,5.5 %,0.00 GB/s,16,1410 MHz,59.00 °C
