timestamp,task_name,name,index,cpu_usage,temperature.gpu,clocks.current.sm [MHz],pcie_rx_bytes,dram_active,usage.memory [%],pcie.link.gen.current,pcie_tx_bytes,clocks.current.memory [MHz],tensor_active,dram_power,utilization.gpu [%],dram_usage,sm_occupancy,nvlink_tx_bytes,power.draw [W],utilization.memory [%],temperature.memory,clocks.current.graphics [MHz],cpu_power,pcie.link.width.current,sm_active,nvlink_rx_bytes
2025-05-07 14:38:20.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,66.00 °C,1170 MHz,0.04 GB/s,20.40 %,94.56 %,4,0.08 GB/s,1512 MHz,90.60 %,9.14 W,100.00 %,5.6 %,12.40 %,0.00 GB/s,248.06 W,27.00 %,65.00 °C,1170 MHz,105.49 W,16,100.00 %,0.00 GB/s
2025-05-07 14:38:20.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,66.00 °C,1185 MHz,0.06 GB/s,39.30 %,94.56 %,4,0.08 GB/s,1512 MHz,3.00 %,9.32 W,100.00 %,5.6 %,90.30 %,0.00 GB/s,313.28 W,27.00 %,65.00 °C,1185 MHz,107.50 W,16,98.50 %,0.00 GB/s
2025-05-07 14:38:20.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,6.2 %,65.00 °C,1065 MHz,0.05 GB/s,14.40 %,94.56 %,4,0.09 GB/s,1512 MHz,69.90 %,9.38 W,100.00 %,5.6 %,12.50 %,0.00 GB/s,330.85 W,26.00 %,65.00 °C,1065 MHz,118.34 W,16,100.00 %,0.00 GB/s
2025-05-07 14:38:20.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,65.00 °C,1170 MHz,0.04 GB/s,16.50 %,94.56 %,4,0.07 GB/s,1512 MHz,90.90 %,9.29 W,100.00 %,5.6 %,12.40 %,0.00 GB/s,320.86 W,26.00 %,65.00 °C,1170 MHz,136.64 W,16,100.00 %,0.00 GB/s
2025-05-07 14:38:20.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.0 %,65.00 °C,1155 MHz,0.05 GB/s,53.80 %,94.56 %,4,0.08 GB/s,1512 MHz,0.00 %,9.14 W,100.00 %,5.6 %,92.40 %,0.00 GB/s,327.34 W,25.00 %,65.00 °C,1155 MHz,125.68 W,16,100.00 %,0.00 GB/s
2025-05-07 14:38:20.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,65.00 °C,1065 MHz,0.04 GB/s,13.30 %,94.56 %,4,0.09 GB/s,1512 MHz,70.00 %,9.17 W,100.00 %,5.6 %,12.50 %,0.00 GB/s,288.64 W,25.00 %,65.00 °C,1065 MHz,113.43 W,16,100.00 %,0.00 GB/s
2025-05-07 14:38:21.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,65.00 °C,1170 MHz,0.04 GB/s,16.30 %,94.56 %,4,0.09 GB/s,1512 MHz,69.80 %,9.25 W,100.00 %,5.6 %,12.50 %,0.00 GB/s,288.64 W,25.00 %,65.00 °C,1170 MHz,109.77 W,16,100.00 %,0.00 GB/s
2025-05-07 14:38:21.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,5.5 %,66.00 °C,1155 MHz,0.04 GB/s,20.80 %,94.56 %,4,0.08 GB/s,1512 MHz,90.60 %,9.43 W,100.00 %,5.6 %,12.40 %,0.00 GB/s,273.62 W,31.00 %,65.00 °C,1155 MHz,110.58 W,16,100.00 %,0.00 GB/s
2025-05-07 14:38:21.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.4 %,65.00 °C,1155 MHz,0.04 GB/s,22.00 %,94.56 %,4,0.08 GB/s,1512 MHz,91.00 %,9.26 W,100.00 %,5.6 %,12.40 %,0.00 GB/s,302.57 W,31.00 %,65.00 °C,1155 MHz,119.93 W,16,100.00 %,0.00 GB/s
2025-05-07 14:38:21.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,65.00 °C,1065 MHz,0.05 GB/s,11.70 %,94.56 %,4,0.09 GB/s,1512 MHz,69.90 %,9.31 W,100.00 %,5.6 %,12.50 %,0.00 GB/s,313.94 W,24.00 %,65.00 °C,1065 MHz,103.64 W,16,100.00 %,0.00 GB/s
2025-05-07 14:38:21.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,66.00 °C,1170 MHz,0.05 GB/s,50.10 %,94.56 %,4,0.08 GB/s,1512 MHz,1.00 %,9.42 W,100.00 %,5.6 %,90.30 %,0.00 GB/s,320.36 W,24.00 %,65.00 °C,1170 MHz,104.49 W,16,98.50 %,0.00 GB/s
2025-05-07 14:38:21.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,66.00 °C,1170 MHz,0.04 GB/s,18.70 %,94.56 %,4,0.08 GB/s,1512 MHz,90.80 %,9.32 W,100.00 %,5.6 %,12.50 %,0.00 GB/s,312.11 W,29.00 %,65.00 °C,1170 MHz,105.23 W,16,99.90 %,0.00 GB/s
2025-05-07 14:38:21.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,66.00 °C,1050 MHz,0.04 GB/s,12.80 %,94.56 %,4,0.09 GB/s,1512 MHz,70.10 %,9.44 W,100.00 %,5.6 %,12.50 %,0.00 GB/s,293.42 W,29.00 %,65.00 °C,1050 MHz,101.79 W,16,100.00 %,0.00 GB/s
2025-05-07 14:38:21.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.1 %,66.00 °C,1170 MHz,0.04 GB/s,23.40 %,94.56 %,4,0.08 GB/s,1512 MHz,90.80 %,9.25 W,100.00 %,5.6 %,12.40 %,0.00 GB/s,288.64 W,30.00 %,65.00 °C,1170 MHz,102.14 W,16,100.00 %,0.00 GB/s
2025-05-07 14:38:21.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,66.00 °C,1170 MHz,0.04 GB/s,16.30 %,94.56 %,4,0.08 GB/s,1512 MHz,91.90 %,9.32 W,100.00 %,5.6 %,12.40 %,0.00 GB/s,307.15 W,30.00 %,65.00 °C,1170 MHz,107.61 W,16,99.80 %,0.00 GB/s
2025-05-07 14:38:21.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.6 %,66.00 °C,1050 MHz,0.04 GB/s,37.00 %,94.56 %,4,0.08 GB/s,1512 MHz,4.20 %,9.27 W,100.00 %,5.6 %,92.30 %,0.00 GB/s,301.70 W,30.00 %,65.00 °C,1050 MHz,103.66 W,16,100.00 %,0.00 GB/s
2025-05-07 14:38:22.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,65.00 °C,1170 MHz,0.04 GB/s,11.30 %,94.56 %,4,0.09 GB/s,1512 MHz,70.10 %,9.19 W,100.00 %,5.6 %,12.50 %,0.00 GB/s,301.70 W,23.00 %,65.00 °C,1170 MHz,104.12 W,16,100.00 %,0.00 GB/s
2025-05-07 14:38:22.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,66.00 °C,1155 MHz,0.04 GB/s,22.40 %,94.56 %,4,0.08 GB/s,1512 MHz,90.50 %,9.39 W,100.00 %,5.6 %,12.40 %,0.00 GB/s,329.00 W,23.00 %,65.00 °C,1155 MHz,106.98 W,16,100.00 %,0.00 GB/s
2025-05-07 14:38:22.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.0 %,66.00 °C,1155 MHz,0.04 GB/s,16.70 %,94.56 %,4,0.08 GB/s,1512 MHz,91.50 %,9.26 W,100.00 %,5.6 %,12.40 %,0.00 GB/s,308.21 W,34.00 %,65.00 °C,1155 MHz,107.07 W,16,100.00 %,0.00 GB/s
2025-05-07 14:38:22.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,5.3 %,65.00 °C,1050 MHz,0.05 GB/s,12.50 %,94.56 %,4,0.09 GB/s,1512 MHz,70.10 %,9.22 W,100.00 %,5.6 %,12.50 %,0.00 GB/s,286.58 W,34.00 %,65.00 °C,1050 MHz,111.86 W,16,100.00 %,0.00 GB/s
2025-05-07 14:38:22.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,65.00 °C,1050 MHz,0.05 GB/s,14.00 %,94.56 %,4,0.09 GB/s,1512 MHz,69.90 %,9.32 W,100.00 %,5.6 %,12.50 %,0.00 GB/s,286.50 W,23.00 %,65.00 °C,1050 MHz,115.00 W,16,100.00 %,0.00 GB/s
2025-05-07 14:38:22.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.3 %,65.00 °C,1170 MHz,0.04 GB/s,16.10 %,94.56 %,4,0.08 GB/s,1512 MHz,93.60 %,9.37 W,100.00 %,5.6 %,12.40 %,0.00 GB/s,312.01 W,23.00 %,65.00 °C,1170 MHz,106.38 W,16,99.90 %,0.00 GB/s
2025-05-07 14:38:22.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.6 %,65.00 °C,1050 MHz,0.04 GB/s,3.20 %,94.56 %,4,0.09 GB/s,1512 MHz,70.10 %,9.24 W,100.00 %,5.6 %,12.50 %,0.00 GB/s,302.65 W,26.00 %,65.00 °C,1050 MHz,107.58 W,16,100.00 %,0.00 GB/s
2025-05-07 14:38:22.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,65.00 °C,1110 MHz,0.05 GB/s,15.00 %,94.56 %,4,0.09 GB/s,1512 MHz,69.90 %,9.36 W,100.00 %,5.6 %,12.50 %,0.00 GB/s,291.96 W,26.00 %,65.00 °C,1110 MHz,104.97 W,16,100.00 %,0.00 GB/s
2025-05-07 14:38:22.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,5.9 %,66.00 °C,1170 MHz,0.04 GB/s,21.40 %,94.56 %,4,0.08 GB/s,1512 MHz,90.50 %,9.48 W,100.00 %,5.6 %,12.40 %,0.00 GB/s,307.34 W,26.00 %,67.00 °C,1170 MHz,133.72 W,16,100.00 %,0.00 GB/s
2025-05-07 14:38:22.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,66.00 °C,1065 MHz,0.04 GB/s,18.30 %,94.56 %,4,0.08 GB/s,1512 MHz,91.90 %,9.18 W,100.00 %,5.6 %,12.40 %,0.00 GB/s,307.34 W,27.00 %,65.00 °C,1065 MHz,138.58 W,16,100.00 %,0.00 GB/s
2025-05-07 14:38:23.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,65.00 °C,1080 MHz,0.05 GB/s,13.90 %,94.56 %,4,0.09 GB/s,1512 MHz,69.80 %,9.14 W,100.00 %,5.6 %,12.50 %,0.00 GB/s,316.97 W,27.00 %,65.00 °C,1080 MHz,137.57 W,16,100.00 %,0.00 GB/s
2025-05-07 14:38:23.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,65.00 °C,1170 MHz,0.04 GB/s,5.30 %,94.56 %,4,0.09 GB/s,1512 MHz,61.80 %,9.27 W,100.00 %,5.6 %,9.70 %,0.00 GB/s,266.29 W,31.00 %,67.00 °C,1170 MHz,128.04 W,16,93.10 %,0.00 GB/s
2025-05-07 14:38:23.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,66.00 °C,1170 MHz,0.04 GB/s,19.80 %,94.56 %,4,0.08 GB/s,1512 MHz,93.50 %,9.32 W,100.00 %,5.6 %,12.40 %,0.00 GB/s,297.70 W,31.00 %,65.00 °C,1170 MHz,130.06 W,16,99.90 %,0.00 GB/s
2025-05-07 14:38:23.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,65.00 °C,1125 MHz,0.04 GB/s,13.80 %,94.56 %,4,0.09 GB/s,1512 MHz,70.00 %,9.39 W,100.00 %,5.6 %,12.50 %,0.00 GB/s,306.76 W,22.00 %,65.00 °C,1125 MHz,120.39 W,16,100.00 %,0.00 GB/s
2025-05-07 14:38:23.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.6 %,65.00 °C,1080 MHz,0.05 GB/s,16.20 %,94.56 %,4,0.09 GB/s,1512 MHz,69.90 %,9.18 W,100.00 %,5.6 %,12.50 %,0.00 GB/s,297.70 W,22.00 %,65.00 °C,1080 MHz,116.73 W,16,100.00 %,0.00 GB/s
2025-05-07 14:38:23.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,6.8 %,65.00 °C,1170 MHz,0.04 GB/s,21.30 %,94.56 %,4,0.08 GB/s,1512 MHz,90.60 %,9.39 W,100.00 %,5.6 %,12.40 %,0.00 GB/s,308.50 W,35.00 %,67.00 °C,1170 MHz,131.47 W,16,100.00 %,0.00 GB/s
2025-05-07 14:38:23.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,12.1 %,66.00 °C,1185 MHz,0.04 GB/s,17.00 %,94.56 %,4,0.08 GB/s,1512 MHz,91.50 %,10.27 W,100.00 %,5.6 %,12.40 %,0.00 GB/s,341.96 W,35.00 %,67.00 °C,1185 MHz,155.71 W,16,100.00 %,0.00 GB/s
2025-05-07 14:38:23.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.0 %,66.00 °C,1080 MHz,0.05 GB/s,15.10 %,94.56 %,4,0.09 GB/s,1512 MHz,70.00 %,9.25 W,100.00 %,5.6 %,12.50 %,0.00 GB/s,252.14 W,35.00 %,65.00 °C,1080 MHz,152.01 W,16,100.00 %,0.00 GB/s
2025-05-07 14:38:23.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,65.00 °C,1170 MHz,0.05 GB/s,14.50 %,94.56 %,4,0.09 GB/s,1512 MHz,69.90 %,9.32 W,100.00 %,5.6 %,12.50 %,0.00 GB/s,252.14 W,23.00 %,67.00 °C,1170 MHz,149.72 W,16,100.00 %,0.00 GB/s
2025-05-07 14:38:23.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.1 %,66.00 °C,1140 MHz,0.04 GB/s,17.20 %,94.56 %,4,0.08 GB/s,1512 MHz,92.90 %,9.31 W,100.00 %,5.6 %,12.40 %,0.00 GB/s,304.72 W,23.00 %,65.00 °C,1140 MHz,137.31 W,16,99.90 %,0.00 GB/s
2025-05-07 14:38:24.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.0 %,66.00 °C,1065 MHz,0.04 GB/s,14.40 %,94.56 %,4,0.07 GB/s,1512 MHz,69.80 %,9.06 W,100.00 %,5.6 %,12.50 %,0.00 GB/s,305.69 W,30.00 %,65.00 °C,1065 MHz,127.55 W,16,100.00 %,0.00 GB/s
2025-05-07 14:38:24.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,65.00 °C,1065 MHz,0.05 GB/s,13.80 %,94.56 %,4,0.09 GB/s,1512 MHz,70.00 %,9.25 W,100.00 %,5.6 %,12.50 %,0.00 GB/s,296.24 W,30.00 %,67.00 °C,1065 MHz,126.05 W,16,100.00 %,0.00 GB/s
2025-05-07 14:38:24.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,66.00 °C,1170 MHz,0.04 GB/s,15.20 %,94.56 %,4,0.08 GB/s,1512 MHz,90.60 %,9.21 W,100.00 %,5.6 %,12.40 %,0.00 GB/s,240.62 W,26.00 %,67.00 °C,1170 MHz,123.81 W,16,100.00 %,0.00 GB/s
2025-05-07 14:38:24.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,5.2 %,66.00 °C,1155 MHz,0.04 GB/s,22.20 %,94.56 %,4,0.08 GB/s,1512 MHz,90.90 %,9.39 W,100.00 %,5.6 %,12.40 %,0.00 GB/s,309.38 W,26.00 %,67.00 °C,1155 MHz,116.28 W,16,100.00 %,0.00 GB/s
2025-05-07 14:38:24.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,5.0 %,66.00 °C,1050 MHz,0.04 GB/s,15.80 %,94.56 %,4,0.09 GB/s,1512 MHz,70.00 %,9.14 W,100.00 %,5.6 %,12.50 %,0.00 GB/s,324.14 W,27.00 %,67.00 °C,1050 MHz,133.93 W,16,100.00 %,0.00 GB/s
2025-05-07 14:38:24.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,10.2 %,66.00 °C,1185 MHz,0.05 GB/s,42.90 %,94.56 %,4,0.08 GB/s,1512 MHz,55.00 %,9.35 W,100.00 %,5.6 %,35.70 %,0.00 GB/s,280.05 W,27.00 %,67.00 °C,1185 MHz,150.85 W,16,94.40 %,0.00 GB/s
2025-05-07 14:38:24.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,66.00 °C,1215 MHz,0.05 GB/s,21.40 %,94.56 %,4,0.08 GB/s,1512 MHz,90.30 %,9.00 W,100.00 %,5.6 %,12.50 %,0.00 GB/s,272.09 W,25.00 %,65.00 °C,1215 MHz,149.15 W,16,99.90 %,0.00 GB/s
2025-05-07 14:38:24.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,61.00 °C,1380 MHz,0.04 GB/s,21.90 %,90.02 %,4,0.09 GB/s,1512 MHz,94.10 %,9.39 W,93.00 %,5.6 %,12.50 %,0.00 GB/s,83.46 W,21.00 %,65.00 °C,1380 MHz,144.38 W,16,99.90 %,0.00 GB/s
2025-05-07 14:38:25.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.2 %,65.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.35 W,93.00 %,5.6 %,0.00 %,0.00 GB/s,319.78 W,21.00 %,65.00 °C,1410 MHz,147.99 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:25.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,62.00 °C,1260 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.14 W,81.00 %,5.6 %,0.00 %,0.00 GB/s,91.32 W,11.00 %,65.00 °C,1260 MHz,150.58 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:25.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.2 %,62.00 °C,1395 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.03 W,81.00 %,5.6 %,0.00 %,0.00 GB/s,91.85 W,11.00 %,65.00 °C,1395 MHz,146.10 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:25.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.2 %,61.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.13 W,81.00 %,5.6 %,0.00 %,0.00 GB/s,94.64 W,11.00 %,65.00 °C,1410 MHz,148.21 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:25.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,60.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.12 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,94.64 W,0.00 %,63.00 °C,1410 MHz,145.38 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:25.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,60.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.26 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,93.47 W,0.00 %,63.00 °C,1410 MHz,147.04 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:25.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,60.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,8.93 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,94.83 W,0.00 %,63.00 °C,1410 MHz,143.38 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:25.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.5 %,60.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.03 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,94.35 W,0.00 %,63.00 °C,1410 MHz,145.43 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:25.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,60.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.07 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,94.25 W,0.00 %,61.00 °C,1410 MHz,145.00 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:25.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,60.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.19 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,94.35 W,0.00 %,61.00 °C,1410 MHz,148.40 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:26.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,60.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.18 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,94.25 W,0.00 %,61.00 °C,1410 MHz,149.05 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:26.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.4 %,59.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.32 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,94.15 W,0.00 %,61.00 °C,1410 MHz,147.41 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:26.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,59.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.07 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,93.96 W,0.00 %,61.00 °C,1410 MHz,147.10 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:26.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,59.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.16 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,91.05 W,0.00 %,61.00 °C,1410 MHz,145.54 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:26.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,59.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,8.98 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,93.27 W,0.00 %,61.00 °C,1410 MHz,144.88 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:26.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,59.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.23 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,92.88 W,0.00 %,61.00 °C,1410 MHz,141.31 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:26.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,3.7 %,59.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.41 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,92.88 W,0.00 %,61.00 °C,1410 MHz,147.90 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:26.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,59.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,8.99 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,92.88 W,0.00 %,61.00 °C,1410 MHz,149.16 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:26.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,59.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.01 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,92.88 W,0.00 %,61.00 °C,1410 MHz,151.45 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:26.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.9 %,59.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.06 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,92.88 W,0.00 %,61.00 °C,1410 MHz,138.38 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:27.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.8 %,59.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.08 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,92.78 W,0.00 %,61.00 °C,1410 MHz,146.92 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:27.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,6.3 %,59.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.41 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,92.78 W,0.00 %,61.00 °C,1410 MHz,149.20 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:27.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,4.0 %,59.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.18 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,92.77 W,0.00 %,61.00 °C,1410 MHz,149.61 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:27.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.8 %,59.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.09 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,92.67 W,0.00 %,61.00 °C,1410 MHz,146.36 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:27.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,2.2 %,59.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,9.16 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,92.67 W,0.00 %,61.00 °C,1410 MHz,147.27 W,16,0.00 %,0.00 GB/s
2025-05-07 14:38:27.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,1.6 %,59.00 °C,1410 MHz,0.05 GB/s,0.00 %,90.02 %,4,0.12 GB/s,1512 MHz,0.00 %,8.96 W,0.00 %,5.6 %,0.00 %,0.00 GB/s,92.78 W,0.00 %,61.00 °C,1410 MHz,149.48 W,16,0.00 %,0.00 GB/s
