timestamp,task_name,name,index,usage.memory [%],tensor_active,dram_usage,pcie.link.width.current,clocks.current.sm [MHz],nvlink_rx_bytes,pcie_tx_bytes,dram_power,clocks.current.memory [MHz],nvlink_tx_bytes,sm_active,power.draw [W],cpu_power,pcie.link.gen.current,temperature.memory,clocks.current.graphics [MHz],dram_active,pcie_rx_bytes,utilization.memory [%],temperature.gpu,cpu_usage,utilization.gpu [%],sm_occupancy
2025-05-07 15:45:05.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,69.90 %,5.7 %,16,1050 MHz,0.00 GB/s,0.09 GB/s,9.24 W,1512 MHz,0.00 GB/s,100.00 %,324.92 W,105.76 W,4,65.00 °C,1050 MHz,13.20 %,0.04 GB/s,29.00 %,64.00 °C,3.7 %,100.00 %,12.50 %
2025-05-07 15:45:06.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,70.10 %,5.7 %,16,1050 MHz,0.00 GB/s,0.09 GB/s,9.10 W,1512 MHz,0.00 GB/s,100.00 %,252.88 W,108.57 W,4,65.00 °C,1050 MHz,14.20 %,0.04 GB/s,27.00 %,64.00 °C,3.7 %,100.00 %,12.50 %
2025-05-07 15:45:06.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,90.40 %,5.7 %,16,1170 MHz,0.00 GB/s,0.08 GB/s,9.22 W,1512 MHz,0.00 GB/s,100.00 %,313.66 W,133.87 W,4,65.00 °C,1170 MHz,20.20 %,0.03 GB/s,27.00 %,65.00 °C,5.3 %,100.00 %,12.40 %
2025-05-07 15:45:06.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,69.90 %,5.7 %,16,1095 MHz,0.00 GB/s,0.09 GB/s,8.89 W,1512 MHz,0.00 GB/s,100.00 %,329.86 W,144.21 W,4,65.00 °C,1095 MHz,6.60 %,0.04 GB/s,25.00 %,65.00 °C,3.4 %,100.00 %,12.50 %
2025-05-07 15:45:06.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,70.10 %,5.7 %,16,1065 MHz,0.00 GB/s,0.09 GB/s,9.11 W,1512 MHz,0.00 GB/s,100.00 %,326.85 W,141.49 W,4,65.00 °C,1065 MHz,12.60 %,0.05 GB/s,25.00 %,65.00 °C,3.1 %,100.00 %,12.50 %
2025-05-07 15:45:06.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,90.50 %,5.7 %,16,1170 MHz,0.00 GB/s,0.08 GB/s,9.07 W,1512 MHz,0.00 GB/s,100.00 %,313.47 W,140.62 W,4,65.00 °C,1170 MHz,21.50 %,0.04 GB/s,33.00 %,64.00 °C,3.1 %,100.00 %,12.40 %
2025-05-07 15:45:06.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,91.90 %,5.7 %,16,1140 MHz,0.00 GB/s,0.08 GB/s,9.22 W,1512 MHz,0.00 GB/s,100.00 %,287.11 W,145.14 W,4,65.00 °C,1140 MHz,16.10 %,0.04 GB/s,33.00 %,66.00 °C,4.6 %,100.00 %,12.40 %
2025-05-07 15:45:06.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,70.00 %,5.7 %,16,1125 MHz,0.00 GB/s,0.09 GB/s,9.15 W,1512 MHz,0.00 GB/s,100.00 %,287.11 W,148.36 W,4,65.00 °C,1125 MHz,12.60 %,0.05 GB/s,33.00 %,65.00 °C,3.1 %,100.00 %,12.50 %
2025-05-07 15:45:06.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,69.90 %,5.7 %,16,1170 MHz,0.00 GB/s,0.09 GB/s,9.15 W,1512 MHz,0.00 GB/s,100.00 %,276.47 W,129.23 W,4,65.00 °C,1170 MHz,11.20 %,0.05 GB/s,24.00 %,64.00 °C,3.1 %,100.00 %,12.50 %
2025-05-07 15:45:06.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,0.00 %,5.7 %,16,1125 MHz,0.00 GB/s,0.08 GB/s,9.23 W,1512 MHz,0.00 GB/s,100.00 %,315.11 W,121.82 W,4,65.00 °C,1125 MHz,55.10 %,0.05 GB/s,31.00 %,66.00 °C,3.1 %,100.00 %,92.40 %
2025-05-07 15:45:06.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,69.90 %,5.7 %,16,1050 MHz,0.00 GB/s,0.09 GB/s,9.28 W,1512 MHz,0.00 GB/s,100.00 %,303.45 W,109.19 W,4,65.00 °C,1050 MHz,14.30 %,0.04 GB/s,31.00 %,65.00 °C,3.7 %,100.00 %,12.50 %
2025-05-07 15:45:07.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,70.20 %,5.7 %,16,1170 MHz,0.00 GB/s,0.08 GB/s,9.29 W,1512 MHz,0.00 GB/s,100.00 %,312.06 W,104.94 W,4,65.00 °C,1170 MHz,12.50 %,0.04 GB/s,31.00 %,65.00 °C,4.0 %,100.00 %,12.50 %
2025-05-07 15:45:07.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,90.50 %,5.7 %,16,1155 MHz,0.00 GB/s,0.08 GB/s,9.28 W,1512 MHz,0.00 GB/s,100.00 %,312.06 W,112.20 W,4,65.00 °C,1155 MHz,20.10 %,0.04 GB/s,25.00 %,65.00 °C,3.1 %,100.00 %,12.40 %
2025-05-07 15:45:07.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,0.00 %,5.7 %,16,1050 MHz,0.00 GB/s,0.08 GB/s,9.16 W,1512 MHz,0.00 GB/s,100.00 %,311.14 W,105.49 W,4,65.00 °C,1050 MHz,27.00 %,0.04 GB/s,25.00 %,65.00 °C,3.1 %,100.00 %,90.40 %
2025-05-07 15:45:07.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,70.00 %,5.7 %,16,1110 MHz,0.00 GB/s,0.09 GB/s,9.24 W,1512 MHz,0.00 GB/s,100.00 %,307.12 W,102.86 W,4,65.00 °C,1110 MHz,13.40 %,0.04 GB/s,28.00 %,65.00 °C,3.1 %,100.00 %,12.50 %
2025-05-07 15:45:07.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,91.10 %,5.7 %,16,1170 MHz,0.00 GB/s,0.08 GB/s,9.36 W,1512 MHz,0.00 GB/s,100.00 %,269.82 W,105.45 W,4,65.00 °C,1170 MHz,17.00 %,0.04 GB/s,28.00 %,65.00 °C,2.8 %,100.00 %,12.40 %
2025-05-07 15:45:07.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,90.60 %,5.7 %,16,1110 MHz,0.00 GB/s,0.08 GB/s,9.35 W,1512 MHz,0.00 GB/s,100.00 %,287.87 W,102.37 W,4,65.00 °C,1110 MHz,22.70 %,0.04 GB/s,30.00 %,66.00 °C,3.7 %,100.00 %,12.40 %
2025-05-07 15:45:07.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,69.70 %,5.7 %,16,1110 MHz,0.00 GB/s,0.09 GB/s,9.24 W,1512 MHz,0.00 GB/s,100.00 %,307.73 W,109.31 W,4,65.00 °C,1110 MHz,15.60 %,0.04 GB/s,30.00 %,65.00 °C,5.8 %,100.00 %,12.50 %
2025-05-07 15:45:07.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,91.30 %,5.7 %,16,1170 MHz,0.00 GB/s,0.08 GB/s,9.29 W,1512 MHz,0.00 GB/s,100.00 %,260.33 W,106.93 W,4,65.00 °C,1170 MHz,16.90 %,0.04 GB/s,35.00 %,66.00 °C,3.7 %,100.00 %,12.40 %
2025-05-07 15:45:07.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,2.40 %,5.7 %,16,1170 MHz,0.00 GB/s,0.08 GB/s,9.43 W,1512 MHz,0.00 GB/s,100.00 %,311.81 W,120.87 W,4,65.00 °C,1170 MHz,71.80 %,0.05 GB/s,35.00 %,66.00 °C,5.1 %,100.00 %,88.70 %
2025-05-07 15:45:08.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,70.10 %,5.7 %,16,1050 MHz,0.00 GB/s,0.09 GB/s,9.05 W,1512 MHz,0.00 GB/s,100.00 %,325.89 W,124.26 W,4,65.00 °C,1050 MHz,12.50 %,0.05 GB/s,23.00 %,65.00 °C,3.7 %,100.00 %,12.50 %
2025-05-07 15:45:08.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,69.80 %,5.7 %,16,1050 MHz,0.00 GB/s,0.09 GB/s,9.17 W,1512 MHz,0.00 GB/s,100.00 %,261.41 W,118.38 W,4,65.00 °C,1050 MHz,13.70 %,0.04 GB/s,23.00 %,65.00 °C,3.7 %,100.00 %,12.50 %
2025-05-07 15:45:08.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,90.50 %,5.7 %,16,1170 MHz,0.00 GB/s,0.08 GB/s,9.14 W,1512 MHz,0.00 GB/s,100.00 %,293.32 W,119.65 W,4,65.00 °C,1170 MHz,20.20 %,0.04 GB/s,30.00 %,66.00 °C,3.4 %,100.00 %,12.40 %
2025-05-07 15:45:08.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,70.10 %,5.7 %,16,1140 MHz,0.00 GB/s,0.09 GB/s,9.05 W,1512 MHz,0.00 GB/s,100.00 %,313.07 W,106.38 W,4,65.00 °C,1140 MHz,3.70 %,0.04 GB/s,30.00 %,65.00 °C,4.6 %,100.00 %,12.50 %
2025-05-07 15:45:08.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,70.00 %,5.7 %,16,1095 MHz,0.00 GB/s,0.09 GB/s,9.12 W,1512 MHz,0.00 GB/s,100.00 %,283.77 W,138.96 W,4,65.00 °C,1095 MHz,12.80 %,0.04 GB/s,26.00 %,65.00 °C,3.7 %,100.00 %,12.50 %
2025-05-07 15:45:08.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,90.50 %,5.7 %,16,1185 MHz,0.00 GB/s,0.08 GB/s,9.07 W,1512 MHz,0.00 GB/s,100.00 %,230.74 W,148.24 W,4,65.00 °C,1185 MHz,20.40 %,0.04 GB/s,26.00 %,66.00 °C,3.4 %,100.00 %,12.40 %
2025-05-07 15:45:08.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,2.80 %,5.7 %,16,1185 MHz,0.00 GB/s,0.08 GB/s,9.13 W,1512 MHz,0.00 GB/s,100.00 %,312.58 W,135.26 W,4,65.00 °C,1185 MHz,42.00 %,0.05 GB/s,26.00 %,66.00 °C,4.0 %,100.00 %,92.70 %
2025-05-07 15:45:08.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,70.00 %,5.7 %,16,1050 MHz,0.00 GB/s,0.09 GB/s,9.17 W,1512 MHz,0.00 GB/s,100.00 %,289.62 W,124.61 W,4,65.00 °C,1050 MHz,13.30 %,0.05 GB/s,26.00 %,64.00 °C,3.4 %,100.00 %,12.50 %
2025-05-07 15:45:08.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,91.30 %,5.7 %,16,1170 MHz,0.00 GB/s,0.08 GB/s,9.36 W,1512 MHz,0.00 GB/s,100.00 %,304.62 W,114.85 W,4,65.00 °C,1170 MHz,17.10 %,0.04 GB/s,31.00 %,66.00 °C,3.1 %,100.00 %,12.40 %
2025-05-07 15:45:08.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,91.40 %,5.7 %,16,1170 MHz,0.00 GB/s,0.08 GB/s,9.33 W,1512 MHz,0.00 GB/s,100.00 %,282.10 W,115.01 W,4,65.00 °C,1170 MHz,16.20 %,0.04 GB/s,31.00 %,66.00 °C,6.2 %,100.00 %,12.40 %
2025-05-07 15:45:09.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,70.00 %,5.7 %,16,1065 MHz,0.00 GB/s,0.09 GB/s,9.38 W,1512 MHz,0.00 GB/s,100.00 %,280.66 W,114.45 W,4,65.00 °C,1065 MHz,13.00 %,0.05 GB/s,25.00 %,66.00 °C,4.0 %,100.00 %,12.50 %
2025-05-07 15:45:09.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,2.70 %,5.7 %,16,1170 MHz,0.00 GB/s,0.08 GB/s,9.28 W,1512 MHz,0.00 GB/s,100.00 %,240.75 W,118.45 W,4,65.00 °C,1170 MHz,43.10 %,0.04 GB/s,25.00 %,66.00 °C,3.4 %,100.00 %,92.70 %
2025-05-07 15:45:09.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,90.60 %,5.7 %,16,1155 MHz,0.00 GB/s,0.08 GB/s,9.19 W,1512 MHz,0.00 GB/s,99.90 %,308.11 W,109.98 W,4,65.00 °C,1155 MHz,19.50 %,0.04 GB/s,32.00 %,66.00 °C,3.1 %,100.00 %,12.50 %
2025-05-07 15:45:09.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,69.80 %,5.7 %,16,1065 MHz,0.00 GB/s,0.08 GB/s,9.28 W,1512 MHz,0.00 GB/s,100.00 %,322.70 W,106.09 W,4,65.00 °C,1065 MHz,14.50 %,0.05 GB/s,32.00 %,66.00 °C,3.4 %,100.00 %,12.50 %
2025-05-07 15:45:09.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,70.00 %,5.7 %,16,1050 MHz,0.00 GB/s,0.09 GB/s,9.33 W,1512 MHz,0.00 GB/s,100.00 %,326.76 W,105.54 W,4,65.00 °C,1050 MHz,15.60 %,0.04 GB/s,24.00 %,65.00 °C,3.1 %,100.00 %,12.50 %
2025-05-07 15:45:09.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,91.30 %,5.7 %,16,1170 MHz,0.00 GB/s,0.08 GB/s,9.26 W,1512 MHz,0.00 GB/s,100.00 %,299.26 W,106.21 W,4,67.00 °C,1170 MHz,15.70 %,0.04 GB/s,24.00 %,66.00 °C,3.1 %,100.00 %,12.40 %
2025-05-07 15:45:09.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,90.20 %,5.7 %,16,1065 MHz,0.00 GB/s,0.08 GB/s,9.24 W,1512 MHz,0.00 GB/s,100.00 %,335.22 W,102.65 W,4,65.00 °C,1065 MHz,16.40 %,0.04 GB/s,24.00 %,66.00 °C,3.1 %,100.00 %,12.30 %
2025-05-07 15:45:09.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,69.80 %,5.7 %,16,1095 MHz,0.00 GB/s,0.09 GB/s,9.26 W,1512 MHz,0.00 GB/s,100.00 %,277.80 W,104.51 W,4,67.00 °C,1095 MHz,14.70 %,0.04 GB/s,29.00 %,66.00 °C,3.4 %,100.00 %,12.50 %
2025-05-07 15:45:09.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,0.00 %,5.7 %,16,1200 MHz,0.00 GB/s,0.09 GB/s,9.25 W,1512 MHz,0.00 GB/s,100.00 %,277.80 W,121.07 W,4,67.00 °C,1200 MHz,60.20 %,0.06 GB/s,29.00 %,65.00 °C,3.7 %,100.00 %,92.60 %
2025-05-07 15:45:10.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,94.56 %,90.00 %,5.7 %,16,1245 MHz,0.00 GB/s,0.09 GB/s,9.11 W,1512 MHz,0.00 GB/s,99.90 %,248.36 W,118.28 W,4,65.00 °C,1245 MHz,21.80 %,0.05 GB/s,27.00 %,66.00 °C,3.1 %,100.00 %,12.40 %
2025-05-07 15:45:10.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,93.10 %,5.7 %,16,1395 MHz,0.00 GB/s,0.09 GB/s,9.22 W,1512 MHz,0.00 GB/s,99.90 %,79.93 W,105.90 W,4,65.00 °C,1395 MHz,19.30 %,0.04 GB/s,27.00 %,62.00 °C,0.6 %,98.00 %,12.50 %
2025-05-07 15:45:10.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1245 MHz,0.00 GB/s,0.12 GB/s,9.13 W,1512 MHz,0.00 GB/s,0.00 %,79.93 W,110.41 W,4,65.00 °C,1245 MHz,0.00 %,0.05 GB/s,27.00 %,63.00 °C,3.1 %,98.00 %,0.00 %
2025-05-07 15:45:10.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1395 MHz,0.00 GB/s,0.12 GB/s,9.33 W,1512 MHz,0.00 GB/s,0.00 %,151.12 W,114.46 W,4,65.00 °C,1395 MHz,0.00 %,0.05 GB/s,11.00 %,62.00 °C,1.9 %,92.00 %,0.00 %
2025-05-07 15:45:10.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.33 W,1512 MHz,0.00 GB/s,0.00 %,86.42 W,133.26 W,4,63.00 °C,1410 MHz,0.00 %,0.05 GB/s,11.00 %,61.00 °C,1.2 %,92.00 %,0.00 %
2025-05-07 15:45:10.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.38 W,1512 MHz,0.00 GB/s,0.00 %,88.10 W,132.39 W,4,63.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,60.00 °C,2.4 %,0.00 %,0.00 %
2025-05-07 15:45:10.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.04 GB/s,9.03 W,1512 MHz,0.00 GB/s,0.00 %,87.99 W,132.86 W,4,63.00 °C,1410 MHz,0.00 %,0.02 GB/s,0.00 %,60.00 °C,1.9 %,0.00 %,0.00 %
2025-05-07 15:45:10.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.46 W,1512 MHz,0.00 GB/s,0.00 %,88.20 W,134.46 W,4,63.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,60.00 °C,3.4 %,0.00 %,0.00 %
2025-05-07 15:45:10.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.32 W,1512 MHz,0.00 GB/s,0.00 %,84.15 W,129.86 W,4,63.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,60.00 °C,0.6 %,0.00 %,0.00 %
2025-05-07 15:45:11.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.11 W,1512 MHz,0.00 GB/s,0.00 %,84.15 W,130.52 W,4,61.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,59.00 °C,2.2 %,0.00 %,0.00 %
2025-05-07 15:45:11.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.21 W,1512 MHz,0.00 GB/s,0.00 %,89.28 W,133.55 W,4,61.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,60.00 °C,1.9 %,0.00 %,0.00 %
2025-05-07 15:45:11.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.16 W,1512 MHz,0.00 GB/s,0.00 %,84.55 W,145.42 W,4,61.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,59.00 °C,2.5 %,0.00 %,0.00 %
2025-05-07 15:45:11.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.25 W,1512 MHz,0.00 GB/s,0.00 %,85.83 W,146.59 W,4,61.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,59.00 °C,1.9 %,0.00 %,0.00 %
2025-05-07 15:45:11.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.14 W,1512 MHz,0.00 GB/s,0.00 %,85.13 W,148.50 W,4,61.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,59.00 °C,1.9 %,0.00 %,0.00 %
2025-05-07 15:45:11.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.25 W,1512 MHz,0.00 GB/s,0.00 %,85.42 W,146.08 W,4,61.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,59.00 °C,3.4 %,0.00 %,0.00 %
2025-05-07 15:45:11.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.23 W,1512 MHz,0.00 GB/s,0.00 %,84.84 W,140.59 W,4,61.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,59.00 °C,1.6 %,0.00 %,0.00 %
2025-05-07 15:45:11.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.23 W,1512 MHz,0.00 GB/s,0.00 %,86.03 W,139.04 W,4,61.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,59.00 °C,1.8 %,0.00 %,0.00 %
2025-05-07 15:45:11.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.21 W,1512 MHz,0.00 GB/s,0.00 %,86.62 W,143.97 W,4,61.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,59.00 °C,1.5 %,0.00 %,0.00 %
2025-05-07 15:45:11.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.08 W,1512 MHz,0.00 GB/s,0.00 %,85.63 W,146.88 W,4,61.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,59.00 °C,1.5 %,0.00 %,0.00 %
2025-05-07 15:45:12.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.10 W,1512 MHz,0.00 GB/s,0.00 %,86.62 W,146.15 W,4,61.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,59.00 °C,1.9 %,0.00 %,0.00 %
2025-05-07 15:45:12.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.09 W,1512 MHz,0.00 GB/s,0.00 %,86.81 W,143.05 W,4,61.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,59.00 °C,2.5 %,0.00 %,0.00 %
2025-05-07 15:45:12.2,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.08 W,1512 MHz,0.00 GB/s,0.00 %,87.00 W,147.43 W,4,61.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,59.00 °C,1.5 %,0.00 %,0.00 %
2025-05-07 15:45:12.3,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.13 W,1512 MHz,0.00 GB/s,0.00 %,87.21 W,147.86 W,4,61.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,59.00 °C,1.5 %,0.00 %,0.00 %
2025-05-07 15:45:12.4,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.23 W,1512 MHz,0.00 GB/s,0.00 %,86.91 W,146.63 W,4,61.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,59.00 °C,1.8 %,0.00 %,0.00 %
2025-05-07 15:45:12.5,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.13 W,1512 MHz,0.00 GB/s,0.00 %,87.41 W,147.71 W,4,61.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,59.00 °C,1.5 %,0.00 %,0.00 %
2025-05-07 15:45:12.6,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,8.91 W,1512 MHz,0.00 GB/s,0.00 %,87.10 W,146.92 W,4,61.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,59.00 °C,3.7 %,0.00 %,0.00 %
2025-05-07 15:45:12.7,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.33 W,1512 MHz,0.00 GB/s,0.00 %,87.41 W,146.06 W,4,61.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,59.00 °C,4.0 %,0.00 %,0.00 %
2025-05-07 15:45:12.8,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.30 W,1512 MHz,0.00 GB/s,0.00 %,88.68 W,145.64 W,4,61.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,59.00 °C,1.9 %,0.00 %,0.00 %
2025-05-07 15:45:12.9,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.08 W,1512 MHz,0.00 GB/s,0.00 %,87.80 W,144.83 W,4,61.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,59.00 °C,1.9 %,0.00 %,0.00 %
2025-05-07 15:45:13.0,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.00 W,1512 MHz,0.00 GB/s,0.00 %,87.80 W,150.29 W,4,61.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,59.00 °C,1.6 %,0.00 %,0.00 %
2025-05-07 15:45:13.1,prefill_decode_batch_size_2,NVIDIA A800 80GB PCIe,0,90.02 %,0.00 %,5.7 %,16,1410 MHz,0.00 GB/s,0.12 GB/s,9.07 W,1512 MHz,0.00 GB/s,0.00 %,87.21 W,151.57 W,4,61.00 °C,1410 MHz,0.00 %,0.05 GB/s,0.00 %,59.00 °C,1.9 %,0.00 %,0.00 %
